https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOGE,Volume USD
1646636400000,2022-03-07 07:00:00,DOGE/USD,0.1199,0.11994,0.11894,0.11922,73680.15247,8784.147777473401
1646632800000,2022-03-07 06:00:00,DOGE/USD,0.11937,0.12005,0.11919,0.1199,30174.029786,3617.8661713414
1646629200000,2022-03-07 05:00:00,DOGE/USD,0.11877,0.11972,0.11877,0.11937,114846.019585,13709.16935786145
1646625600000,2022-03-07 04:00:00,DOGE/USD,0.11912,0.11921,0.11863,0.11877,10940.802166,1299.43907325582
1646622000000,2022-03-07 03:00:00,DOGE/USD,0.11872,0.11937,0.11853,0.11912,317041.592714,37765.994524091686
1646618400000,2022-03-07 02:00:00,DOGE/USD,0.12019,0.12037,0.11822,0.11872,889208.115407,105566.78746111903
1646614800000,2022-03-07 01:00:00,DOGE/USD,0.12006,0.12074,0.12006,0.12019,125930.562167,15135.594266851731
1646611200000,2022-03-07 00:00:00,DOGE/USD,0.12037,0.12085,0.11914,0.12006,372414.030258,44712.028472775484
1646607600000,2022-03-06 23:00:00,DOGE/USD,0.12181,0.12183,0.11941,0.12037,505295.994872,60822.478902742645
1646604000000,2022-03-06 22:00:00,DOGE/USD,0.122,0.12265,0.12181,0.12181,29337.937212,3573.6541317937204
1646600400000,2022-03-06 21:00:00,DOGE/USD,0.1216,0.12268,0.12139,0.122,88888.337685,10844.37719757
1646596800000,2022-03-06 20:00:00,DOGE/USD,0.12136,0.12168,0.12083,0.1216,31234.893604,3798.1630622464
1646593200000,2022-03-06 19:00:00,DOGE/USD,0.1219,0.12207,0.12079,0.12136,32649.524323,3962.3462718392802
1646589600000,2022-03-06 18:00:00,DOGE/USD,0.12218,0.12272,0.12165,0.1219,15179.296236,1850.3562111684
1646586000000,2022-03-06 17:00:00,DOGE/USD,0.12324,0.12324,0.12108,0.12218,247394.420183,30226.65025795894
1646582400000,2022-03-06 16:00:00,DOGE/USD,0.12301,0.12391,0.12268,0.12324,68750.893637,8472.86013182388
1646578800000,2022-03-06 15:00:00,DOGE/USD,0.12296,0.12309,0.12226,0.12301,10587.074943,1302.31608873843
1646575200000,2022-03-06 14:00:00,DOGE/USD,0.12321,0.12321,0.12268,0.12296,6756.292088,830.75367514048
1646571600000,2022-03-06 13:00:00,DOGE/USD,0.12282,0.12362,0.12272,0.12321,193779.240292,23875.540196377322
1646568000000,2022-03-06 12:00:00,DOGE/USD,0.12233,0.12306,0.12222,0.12282,6333.733708,777.90917401656
1646564400000,2022-03-06 11:00:00,DOGE/USD,0.1223,0.12273,0.1215,0.12233,248448.574359,30392.714101336467
1646560800000,2022-03-06 10:00:00,DOGE/USD,0.12241,0.1225,0.12165,0.1223,127344.419962,15574.2225613526
1646557200000,2022-03-06 09:00:00,DOGE/USD,0.12377,0.12377,0.12241,0.12241,217280.400984,26597.293884451443
1646553600000,2022-03-06 08:00:00,DOGE/USD,0.12439,0.12439,0.12359,0.12377,15825.670819,1958.7432772676302
1646550000000,2022-03-06 07:00:00,DOGE/USD,0.12434,0.12439,0.12382,0.12439,28694.684528,3569.3318084379202
1646546400000,2022-03-06 06:00:00,DOGE/USD,0.12453,0.12489,0.1239,0.12434,181664.30676,22588.1399025384
1646542800000,2022-03-06 05:00:00,DOGE/USD,0.12434,0.12467,0.12432,0.12453,11193.978788,1393.98617846964
1646539200000,2022-03-06 04:00:00,DOGE/USD,0.12414,0.12477,0.12228,0.12434,290170.079109,36079.747636413056
1646535600000,2022-03-06 03:00:00,DOGE/USD,0.12502,0.12502,0.12323,0.12414,109268.228355,13564.5578679897
1646532000000,2022-03-06 02:00:00,DOGE/USD,0.12492,0.12502,0.1244,0.12502,15483.019754,1935.68712964508
1646528400000,2022-03-06 01:00:00,DOGE/USD,0.12548,0.12552,0.12471,0.12492,191973.292414,23981.30368835688
1646524800000,2022-03-06 00:00:00,DOGE/USD,0.12507,0.12548,0.12492,0.12548,83179.159932,10437.32098826736
1646521200000,2022-03-05 23:00:00,DOGE/USD,0.12527,0.12528,0.12465,0.12507,18790.444702,2350.12091887914
1646517600000,2022-03-05 22:00:00,DOGE/USD,0.12441,0.12528,0.12441,0.12527,13585.736854,1701.88525570058
1646514000000,2022-03-05 21:00:00,DOGE/USD,0.12509,0.12527,0.12438,0.12441,26820.905878,3336.78890028198
1646510400000,2022-03-05 20:00:00,DOGE/USD,0.12503,0.12531,0.12492,0.12509,18337.29093,2293.8117224337
1646506800000,2022-03-05 19:00:00,DOGE/USD,0.12501,0.1253,0.12481,0.12503,96091.42651,12014.3110565453
1646503200000,2022-03-05 18:00:00,DOGE/USD,0.12524,0.12524,0.12449,0.12501,85296.192028,10662.87696542028
1646499600000,2022-03-05 17:00:00,DOGE/USD,0.12455,0.1255,0.12455,0.12524,46066.134251,5769.32265359524
1646496000000,2022-03-05 16:00:00,DOGE/USD,0.12363,0.12558,0.12363,0.12455,203207.412554,25309.4832336007
1646492400000,2022-03-05 15:00:00,DOGE/USD,0.12342,0.12376,0.12315,0.12363,66896.420101,8270.40441708663
1646488800000,2022-03-05 14:00:00,DOGE/USD,0.12326,0.12365,0.12302,0.12342,12788.186665,1578.3179981943
1646485200000,2022-03-05 13:00:00,DOGE/USD,0.12383,0.12383,0.12268,0.12326,111884.202351,13790.84678178426
1646481600000,2022-03-05 12:00:00,DOGE/USD,0.12391,0.12439,0.12381,0.12383,115918.036401,14354.13044753583
1646478000000,2022-03-05 11:00:00,DOGE/USD,0.12354,0.12398,0.12353,0.12391,39508.686865,4895.52138944215
1646474400000,2022-03-05 10:00:00,DOGE/USD,0.12355,0.12365,0.12268,0.12354,30042.29532,3711.4251638328
1646470800000,2022-03-05 09:00:00,DOGE/USD,0.1237,0.1237,0.12329,0.12355,43247.006097,5343.16760328435
1646467200000,2022-03-05 08:00:00,DOGE/USD,0.12307,0.12402,0.12285,0.1237,59333.028704,7339.4956506848
1646463600000,2022-03-05 07:00:00,DOGE/USD,0.12276,0.12328,0.12276,0.12307,27863.716118,3429.18754264226
1646460000000,2022-03-05 06:00:00,DOGE/USD,0.12239,0.12317,0.12239,0.12276,48261.152784,5924.53911576384
1646456400000,2022-03-05 05:00:00,DOGE/USD,0.12233,0.12265,0.12211,0.12239,38217.208752,4677.40417915728
1646452800000,2022-03-05 04:00:00,DOGE/USD,0.1227,0.1227,0.12202,0.12233,55070.355718,6736.75661498294
1646449200000,2022-03-05 03:00:00,DOGE/USD,0.12216,0.12294,0.12205,0.1227,67994.291692,8342.8995906084
1646445600000,2022-03-05 02:00:00,DOGE/USD,0.12197,0.1225,0.12165,0.12216,104505.617808,12766.40627142528
1646442000000,2022-03-05 01:00:00,DOGE/USD,0.12154,0.12233,0.12096,0.12197,140750.157371,17167.29669454087
1646438400000,2022-03-05 00:00:00,DOGE/USD,0.12259,0.12259,0.12114,0.12154,482196.907087,58606.21208735398
1646434800000,2022-03-04 23:00:00,DOGE/USD,0.1225,0.12273,0.12181,0.12259,211619.914738,25942.48534773142
1646431200000,2022-03-04 22:00:00,DOGE/USD,0.12358,0.12372,0.12019,0.1225,195935.038099,24002.0421671275
1646427600000,2022-03-04 21:00:00,DOGE/USD,0.12309,0.12407,0.12256,0.12358,980456.427605,121164.8053234259
1646424000000,2022-03-04 20:00:00,DOGE/USD,0.12318,0.12339,0.12181,0.12309,367820.830234,45275.06599350306
1646420400000,2022-03-04 19:00:00,DOGE/USD,0.12523,0.12525,0.12312,0.12318,126685.110258,15605.07188158044
1646416800000,2022-03-04 18:00:00,DOGE/USD,0.12665,0.12685,0.12523,0.12523,98941.203234,12390.406880993822
1646413200000,2022-03-04 17:00:00,DOGE/USD,0.12639,0.12706,0.12613,0.12665,173596.612812,21986.011012639803
1646409600000,2022-03-04 16:00:00,DOGE/USD,0.12578,0.12719,0.1255,0.12639,616700.374493,77944.76033217026
1646406000000,2022-03-04 15:00:00,DOGE/USD,0.12708,0.12749,0.12544,0.12578,390073.924013,49063.498162355136
1646402400000,2022-03-04 14:00:00,DOGE/USD,0.1274,0.1276,0.12556,0.12708,779486.656552,99057.16431462816
1646398800000,2022-03-04 13:00:00,DOGE/USD,0.12722,0.12861,0.12722,0.1274,139782.354173,17808.2719216402
1646395200000,2022-03-04 12:00:00,DOGE/USD,0.12819,0.12819,0.12672,0.12722,330950.066842,42103.46750363924
1646391600000,2022-03-04 11:00:00,DOGE/USD,0.12771,0.12851,0.12771,0.12819,26356.188551,3378.59981035269
1646388000000,2022-03-04 10:00:00,DOGE/USD,0.12709,0.12817,0.12709,0.12771,167322.673308,21368.778608164677
1646384400000,2022-03-04 09:00:00,DOGE/USD,0.127,0.12752,0.1268,0.12709,58059.967218,7378.84123373562
1646380800000,2022-03-04 08:00:00,DOGE/USD,0.12685,0.1278,0.12544,0.127,240658.92742,30563.68378234
1646377200000,2022-03-04 07:00:00,DOGE/USD,0.12693,0.12727,0.12668,0.12685,464350.669061,58902.882370387844
1646373600000,2022-03-04 06:00:00,DOGE/USD,0.1256,0.12829,0.1256,0.12693,1194512.4788,151619.46893408397
1646370000000,2022-03-04 05:00:00,DOGE/USD,0.12585,0.12585,0.12521,0.1256,172523.098643,21668.9011895608
1646366400000,2022-03-04 04:00:00,DOGE/USD,0.12602,0.12602,0.12528,0.12585,131444.271827,16542.261609427947
1646362800000,2022-03-04 03:00:00,DOGE/USD,0.1256,0.12611,0.12493,0.12602,88397.507642,11139.853913044839
1646359200000,2022-03-04 02:00:00,DOGE/USD,0.12608,0.1262,0.12544,0.1256,141438.688286,17764.699248721598
1646355600000,2022-03-04 01:00:00,DOGE/USD,0.1263,0.12708,0.12488,0.12608,538619.662858,67909.16709313664
1646352000000,2022-03-04 00:00:00,DOGE/USD,0.12956,0.13004,0.12594,0.1263,135288.844401,17086.9810478463
1646348400000,2022-03-03 23:00:00,DOGE/USD,0.12944,0.13016,0.12918,0.12956,86122.272553,11158.001631966681
1646344800000,2022-03-03 22:00:00,DOGE/USD,0.12894,0.12983,0.12894,0.12944,190944.445631,24715.849042476642
1646341200000,2022-03-03 21:00:00,DOGE/USD,0.12823,0.129,0.12792,0.12894,194341.268078,25058.363105977318
1646337600000,2022-03-03 20:00:00,DOGE/USD,0.12892,0.12949,0.12803,0.12823,124167.395444,15921.985117784121
1646334000000,2022-03-03 19:00:00,DOGE/USD,0.12884,0.12955,0.12861,0.12892,134736.144652,17370.18376853584
1646330400000,2022-03-03 18:00:00,DOGE/USD,0.12862,0.12967,0.12858,0.12884,107375.692784,13834.284258290561
1646326800000,2022-03-03 17:00:00,DOGE/USD,0.12853,0.12908,0.12728,0.12862,219664.39056,28253.233913827204
1646323200000,2022-03-03 16:00:00,DOGE/USD,0.12882,0.12935,0.128,0.12853,261923.177138,33664.98595754714
1646319600000,2022-03-03 15:00:00,DOGE/USD,0.13195,0.13227,0.12861,0.12882,484053.722708,62355.800559244555
1646316000000,2022-03-03 14:00:00,DOGE/USD,0.13362,0.13379,0.13126,0.13195,345853.928539,45635.425870721054
1646312400000,2022-03-03 13:00:00,DOGE/USD,0.13259,0.13363,0.13237,0.13362,154197.894515,20603.9226650943
1646308800000,2022-03-03 12:00:00,DOGE/USD,0.13205,0.13296,0.13204,0.13259,44954.49501,5960.516493375901
1646305200000,2022-03-03 11:00:00,DOGE/USD,0.13215,0.13262,0.13201,0.13205,147323.820874,19454.1105464117
1646301600000,2022-03-03 10:00:00,DOGE/USD,0.13169,0.13266,0.13146,0.13215,106751.875684,14107.2603716406
1646298000000,2022-03-03 09:00:00,DOGE/USD,0.13177,0.13206,0.13136,0.13169,51743.778565,6814.13819922485
1646294400000,2022-03-03 08:00:00,DOGE/USD,0.13182,0.13232,0.1316,0.13177,33263.642213,4383.15013440701
1646290800000,2022-03-03 07:00:00,DOGE/USD,0.13227,0.13263,0.13171,0.13182,120649.049419,15903.95769441258
1646287200000,2022-03-03 06:00:00,DOGE/USD,0.13228,0.13258,0.13063,0.13227,228360.056613,30205.18468820151
1646283600000,2022-03-03 05:00:00,DOGE/USD,0.13211,0.13247,0.132,0.13228,15335.393399,2028.5658388197203
1646280000000,2022-03-03 04:00:00,DOGE/USD,0.13202,0.13263,0.13177,0.13211,26565.465493,3509.56364628023
1646276400000,2022-03-03 03:00:00,DOGE/USD,0.13244,0.13263,0.13113,0.13202,127545.283555,16838.5283349311
1646272800000,2022-03-03 02:00:00,DOGE/USD,0.13283,0.13284,0.13167,0.13244,76959.293998,10192.48889709512
1646269200000,2022-03-03 01:00:00,DOGE/USD,0.13344,0.1336,0.13238,0.13283,172388.22543,22898.3279838669
1646265600000,2022-03-03 00:00:00,DOGE/USD,0.13309,0.13377,0.13249,0.13344,82872.353622,11058.48686731968
1646262000000,2022-03-02 23:00:00,DOGE/USD,0.13351,0.13377,0.1327,0.13309,17832.529992,2373.33141663528
1646258400000,2022-03-02 22:00:00,DOGE/USD,0.13397,0.13427,0.13322,0.13351,141091.488109,18837.124577432587
1646254800000,2022-03-02 21:00:00,DOGE/USD,0.13237,0.13397,0.13213,0.13397,270366.518454,36221.00247728238
1646251200000,2022-03-02 20:00:00,DOGE/USD,0.13242,0.13279,0.13228,0.13237,34932.64071,4624.0336507827
1646247600000,2022-03-02 19:00:00,DOGE/USD,0.1321,0.13274,0.13159,0.13242,181856.245412,24081.40401745704
1646244000000,2022-03-02 18:00:00,DOGE/USD,0.13228,0.13285,0.13186,0.1321,109033.017172,14403.2615684212
1646240400000,2022-03-02 17:00:00,DOGE/USD,0.13358,0.13398,0.13224,0.13228,102302.691529,13532.600035456122
1646236800000,2022-03-02 16:00:00,DOGE/USD,0.13292,0.13389,0.13292,0.13358,178882.659952,23895.14571638816
1646233200000,2022-03-02 15:00:00,DOGE/USD,0.13424,0.13534,0.13212,0.13292,2775569.049667,368928.6380817376
1646229600000,2022-03-02 14:00:00,DOGE/USD,0.13149,0.1352,0.13149,0.13424,8329325.154158,1118128.60869417
1646226000000,2022-03-02 13:00:00,DOGE/USD,0.13406,0.13429,0.13071,0.13149,729670.579019,95944.38443520831
1646222400000,2022-03-02 12:00:00,DOGE/USD,0.13482,0.13557,0.13316,0.13406,342418.647468,45904.643879560084
1646218800000,2022-03-02 11:00:00,DOGE/USD,0.1349,0.1352,0.13439,0.13482,38491.663712,5189.44610165184
1646215200000,2022-03-02 10:00:00,DOGE/USD,0.13331,0.13719,0.13331,0.1349,699048.309473,94301.61694790769
1646211600000,2022-03-02 09:00:00,DOGE/USD,0.13308,0.13389,0.13283,0.13331,30222.966169,4029.02361998939
1646208000000,2022-03-02 08:00:00,DOGE/USD,0.13358,0.13416,0.13268,0.13308,69824.075607,9292.187981779562
1646204400000,2022-03-02 07:00:00,DOGE/USD,0.13316,0.13386,0.1326,0.13358,168689.263359,22533.51179949522
1646200800000,2022-03-02 06:00:00,DOGE/USD,0.135,0.13506,0.13316,0.13316,106793.993359,14220.68815568444
1646197200000,2022-03-02 05:00:00,DOGE/USD,0.13414,0.135,0.13382,0.135,129881.82894,17534.046906900003
1646193600000,2022-03-02 04:00:00,DOGE/USD,0.13496,0.13542,0.13391,0.13414,163383.965902,21916.32518609428
1646190000000,2022-03-02 03:00:00,DOGE/USD,0.13404,0.1356,0.13385,0.13496,445297.71364,60097.379432854395
1646186400000,2022-03-02 02:00:00,DOGE/USD,0.13517,0.13554,0.13334,0.13404,1119133.144808,150008.60673006432
1646182800000,2022-03-02 01:00:00,DOGE/USD,0.1417,0.144,0.1342,0.13517,15710401.960753,2123575.033034983
1646179200000,2022-03-02 00:00:00,DOGE/USD,0.1356,0.1454,0.13262,0.1417,30869170.728145,4374161.492178146
1646175600000,2022-03-01 23:00:00,DOGE/USD,0.13783,0.146,0.13411,0.1356,7496762.970384,1016561.0587840704
1646172000000,2022-03-01 22:00:00,DOGE/USD,0.13274,0.14,0.13243,0.13783,7578633.710796,1044563.0843590128
1646168400000,2022-03-01 21:00:00,DOGE/USD,0.1335,0.13387,0.13238,0.13274,136670.236041,18141.60713208234
1646164800000,2022-03-01 20:00:00,DOGE/USD,0.13295,0.13389,0.13283,0.1335,225102.671708,30051.206673018
1646161200000,2022-03-01 19:00:00,DOGE/USD,0.13355,0.13399,0.13283,0.13295,115465.968479,15351.200509283051
1646157600000,2022-03-01 18:00:00,DOGE/USD,0.13307,0.13369,0.1323,0.13355,72342.00797,9661.2751643935
1646154000000,2022-03-01 17:00:00,DOGE/USD,0.13235,0.13365,0.13225,0.13307,298720.540638,39750.74234269866
1646150400000,2022-03-01 16:00:00,DOGE/USD,0.13367,0.13447,0.13199,0.13235,606948.368585,80329.61658222476
1646146800000,2022-03-01 15:00:00,DOGE/USD,0.13438,0.13551,0.13305,0.13367,2978191.603693,398094.87166564335
1646143200000,2022-03-01 14:00:00,DOGE/USD,0.1365,0.13956,0.13349,0.13438,13489636.27865,1812737.323124987
1646139600000,2022-03-01 13:00:00,DOGE/USD,0.13354,0.13787,0.13333,0.1365,910104.853023,124229.3124376395
1646136000000,2022-03-01 12:00:00,DOGE/USD,0.13194,0.13379,0.13194,0.13354,668850.577977,89318.30618304858
1646132400000,2022-03-01 11:00:00,DOGE/USD,0.13234,0.13284,0.13126,0.13194,297520.698184,39254.88091839696
1646128800000,2022-03-01 10:00:00,DOGE/USD,0.1318,0.1324,0.1298,0.13234,726435.555637,96136.48143300059
1646125200000,2022-03-01 09:00:00,DOGE/USD,0.13308,0.13332,0.13152,0.1318,97136.616249,12802.6060216182
1646121600000,2022-03-01 08:00:00,DOGE/USD,0.13247,0.13323,0.13202,0.13308,153128.169038,20378.296735577038
1646118000000,2022-03-01 07:00:00,DOGE/USD,0.13239,0.13286,0.13208,0.13247,55510.021835,7353.41259248245
1646114400000,2022-03-01 06:00:00,DOGE/USD,0.13221,0.13239,0.13112,0.13239,200945.166112,26603.130541567683
1646110800000,2022-03-01 05:00:00,DOGE/USD,0.13287,0.13301,0.13192,0.13221,139764.120979,18478.214434633588
1646107200000,2022-03-01 04:00:00,DOGE/USD,0.13259,0.13311,0.13202,0.13287,494916.060624,65759.49697511087
1646103600000,2022-03-01 03:00:00,DOGE/USD,0.13682,0.13751,0.13171,0.13259,2125247.968306,281786.62811769254
1646100000000,2022-03-01 02:00:00,DOGE/USD,0.13299,0.13999,0.1322,0.13682,6634667.611881,907755.2226575584
1646096400000,2022-03-01 01:00:00,DOGE/USD,0.13402,0.13417,0.13275,0.13299,15065076.919647,2003504.5795438546
1646092800000,2022-03-01 00:00:00,DOGE/USD,0.1334,0.13445,0.13283,0.13402,1498895.293515,200881.9472368803
1646089200000,2022-02-28 23:00:00,DOGE/USD,0.13186,0.13349,0.13186,0.1334,133925.736715,17865.693277781
1646085600000,2022-02-28 22:00:00,DOGE/USD,0.12923,0.13497,0.12923,0.13186,3558456.392184,469218.05987338227
1646082000000,2022-02-28 21:00:00,DOGE/USD,0.12937,0.12937,0.12879,0.12923,44440.946018,5743.103453906141
1646078400000,2022-02-28 20:00:00,DOGE/USD,0.12837,0.12953,0.12783,0.12937,309621.640227,40055.75159616699
1646074800000,2022-02-28 19:00:00,DOGE/USD,0.12829,0.12844,0.12772,0.12837,163128.408964,20940.793858708683
1646071200000,2022-02-28 18:00:00,DOGE/USD,0.12833,0.12875,0.12783,0.12829,159408.487337,20450.51484046373
1646067600000,2022-02-28 17:00:00,DOGE/USD,0.12807,0.1284,0.12684,0.12833,109426.055162,14042.64565893946
1646064000000,2022-02-28 16:00:00,DOGE/USD,0.1289,0.12957,0.12765,0.12807,499538.491645,63975.894624975146
1646060400000,2022-02-28 15:00:00,DOGE/USD,0.12664,0.12967,0.12594,0.1289,534754.914721,68929.9085075369
1646056800000,2022-02-28 14:00:00,DOGE/USD,0.12365,0.12664,0.12365,0.12664,557522.6523,70604.668687272
1646053200000,2022-02-28 13:00:00,DOGE/USD,0.12378,0.12412,0.12292,0.12365,72787.910144,9000.225089305599
1646049600000,2022-02-28 12:00:00,DOGE/USD,0.12403,0.12473,0.12362,0.12378,163844.80945,20280.710513721002
1646046000000,2022-02-28 11:00:00,DOGE/USD,0.12422,0.12422,0.12375,0.12403,2085.224274,258.63036670422
1646042400000,2022-02-28 10:00:00,DOGE/USD,0.12338,0.12441,0.12335,0.12422,7298.881084,906.6670082544799
1646038800000,2022-02-28 09:00:00,DOGE/USD,0.12342,0.12435,0.12338,0.12338,15264.87342,1883.3800825596
1646035200000,2022-02-28 08:00:00,DOGE/USD,0.12426,0.12489,0.12341,0.12342,311502.984154,38445.69830428668
1646031600000,2022-02-28 07:00:00,DOGE/USD,0.12323,0.12445,0.12312,0.12426,47024.03627,5843.206746910199
1646028000000,2022-02-28 06:00:00,DOGE/USD,0.12303,0.12389,0.12165,0.12323,41510.514071,5115.34064896933
1646024400000,2022-02-28 05:00:00,DOGE/USD,0.12297,0.12351,0.12292,0.12303,19587.032081,2409.7925569254303
1646020800000,2022-02-28 04:00:00,DOGE/USD,0.12337,0.12372,0.12268,0.12297,4810.849378,591.5901480126599
1646017200000,2022-02-28 03:00:00,DOGE/USD,0.1227,0.12352,0.1226,0.12337,29599.619985,3651.70511754945
1646013600000,2022-02-28 02:00:00,DOGE/USD,0.12329,0.12362,0.12239,0.1227,69074.092919,8475.391201161301
1646010000000,2022-02-28 01:00:00,DOGE/USD,0.12204,0.12418,0.12204,0.12329,160177.180985,19748.24464364065
1646006400000,2022-02-28 00:00:00,DOGE/USD,0.12306,0.12328,0.12149,0.12204,52104.355864,6358.81558964256
1646002800000,2022-02-27 23:00:00,DOGE/USD,0.12353,0.12367,0.12202,0.12306,75079.914181,9239.33423911386
1645999200000,2022-02-27 22:00:00,DOGE/USD,0.12316,0.12353,0.12259,0.12353,144252.340867,17819.49166730051
1645995600000,2022-02-27 21:00:00,DOGE/USD,0.12324,0.1233,0.1212,0.12316,396331.115166,48812.14014384456
1645992000000,2022-02-27 20:00:00,DOGE/USD,0.1215,0.12431,0.12134,0.12324,315266.226114,38853.40970628936
1645988400000,2022-02-27 19:00:00,DOGE/USD,0.12623,0.1263,0.12146,0.1215,509184.239474,61865.885096091
1645984800000,2022-02-27 18:00:00,DOGE/USD,0.12671,0.12671,0.12582,0.12623,92980.210796,11736.892008779081
1645981200000,2022-02-27 17:00:00,DOGE/USD,0.12703,0.12725,0.12651,0.12671,77264.744053,9790.21571895563
1645977600000,2022-02-27 16:00:00,DOGE/USD,0.12725,0.12772,0.12637,0.12703,93192.702925,11838.269052562751
1645974000000,2022-02-27 15:00:00,DOGE/USD,0.12593,0.12793,0.12578,0.12725,82630.683817,10514.75451571325
1645970400000,2022-02-27 14:00:00,DOGE/USD,0.12629,0.12677,0.12544,0.12593,123945.773299,15608.491231543068
1645966800000,2022-02-27 13:00:00,DOGE/USD,0.12814,0.12838,0.12417,0.12629,371935.114136,46971.68556423544
1645963200000,2022-02-27 12:00:00,DOGE/USD,0.12749,0.12837,0.12706,0.12814,36464.310528,4672.536751057921
1645959600000,2022-02-27 11:00:00,DOGE/USD,0.12704,0.12764,0.12694,0.12749,45886.840173,5850.113253655769
1645956000000,2022-02-27 10:00:00,DOGE/USD,0.12616,0.12757,0.12616,0.12704,74815.560687,9504.56882967648
1645952400000,2022-02-27 09:00:00,DOGE/USD,0.12566,0.12664,0.12547,0.12616,30178.795408,3807.3568286732802
1645948800000,2022-02-27 08:00:00,DOGE/USD,0.12574,0.12601,0.12487,0.12566,64975.162812,8164.77895895592
1645945200000,2022-02-27 07:00:00,DOGE/USD,0.12591,0.12616,0.12558,0.12574,13313.964223,1674.09786140002
1645941600000,2022-02-27 06:00:00,DOGE/USD,0.12509,0.12591,0.12509,0.12591,44774.223145,5637.5224361869505
1645938000000,2022-02-27 05:00:00,DOGE/USD,0.12466,0.12548,0.12419,0.12509,67532.412223,8447.629444975071
1645934400000,2022-02-27 04:00:00,DOGE/USD,0.12502,0.12502,0.12426,0.12466,63364.419239,7899.008502333741
1645930800000,2022-02-27 03:00:00,DOGE/USD,0.12511,0.12538,0.12478,0.12502,66355.19249,8295.726165099799
1645927200000,2022-02-27 02:00:00,DOGE/USD,0.12453,0.12517,0.12406,0.12511,88828.558082,11113.34090163902
1645923600000,2022-02-27 01:00:00,DOGE/USD,0.12595,0.12595,0.1239,0.12453,406050.014847,50565.40834889691
1645920000000,2022-02-27 00:00:00,DOGE/USD,0.12778,0.12817,0.12485,0.12595,385047.319403,48496.70987880785
1645916400000,2022-02-26 23:00:00,DOGE/USD,0.12758,0.1278,0.12659,0.12778,90816.672577,11604.55442188906
1645912800000,2022-02-26 22:00:00,DOGE/USD,0.12905,0.12905,0.12731,0.12758,37404.028106,4772.00590576348
1645909200000,2022-02-26 21:00:00,DOGE/USD,0.12735,0.12908,0.12712,0.12905,366605.97136,47310.500604008004
1645905600000,2022-02-26 20:00:00,DOGE/USD,0.12721,0.1279,0.12709,0.12735,24297.594872,3094.2987069492
1645902000000,2022-02-26 19:00:00,DOGE/USD,0.12717,0.1278,0.12706,0.12721,96615.701216,12290.483351687359
1645898400000,2022-02-26 18:00:00,DOGE/USD,0.12773,0.12773,0.12599,0.12717,137290.820564,17459.27365112388
1645894800000,2022-02-26 17:00:00,DOGE/USD,0.12693,0.12787,0.1268,0.12773,60610.493888,7741.778384314241
1645891200000,2022-02-26 16:00:00,DOGE/USD,0.12707,0.12764,0.12666,0.12693,15662.185566,1988.0012138923798
1645887600000,2022-02-26 15:00:00,DOGE/USD,0.12703,0.12809,0.12703,0.12707,53730.831453,6827.576752732709
1645884000000,2022-02-26 14:00:00,DOGE/USD,0.12654,0.12772,0.12623,0.12703,87039.600049,11056.64039422447
1645880400000,2022-02-26 13:00:00,DOGE/USD,0.12681,0.12727,0.12639,0.12654,14544.731499,1840.4903238834602
1645876800000,2022-02-26 12:00:00,DOGE/USD,0.12664,0.12683,0.12599,0.12681,61379.58037,7783.5445867197
1645873200000,2022-02-26 11:00:00,DOGE/USD,0.12739,0.12763,0.1262,0.12664,129608.479568,16413.61785249152
1645869600000,2022-02-26 10:00:00,DOGE/USD,0.12631,0.12739,0.12631,0.12739,22240.460459,2833.2122578720105
1645866000000,2022-02-26 09:00:00,DOGE/USD,0.12658,0.12701,0.12576,0.12631,72059.190187,9101.796312519971
1645862400000,2022-02-26 08:00:00,DOGE/USD,0.12769,0.12854,0.12613,0.12658,168300.337378,21303.45670530724
1645858800000,2022-02-26 07:00:00,DOGE/USD,0.12759,0.1279,0.12664,0.12769,35289.945423,4506.173131062869
1645855200000,2022-02-26 06:00:00,DOGE/USD,0.12714,0.12809,0.12714,0.12759,8725.117212,1113.23770507908
1645851600000,2022-02-26 05:00:00,DOGE/USD,0.12927,0.12927,0.12683,0.12714,55439.183071,7048.53773564694
1645848000000,2022-02-26 04:00:00,DOGE/USD,0.12912,0.12967,0.12894,0.12927,58047.411613,7503.788899212509
1645844400000,2022-02-26 03:00:00,DOGE/USD,0.12968,0.13003,0.12843,0.12912,21967.470298,2836.4397648777604
1645840800000,2022-02-26 02:00:00,DOGE/USD,0.12976,0.13005,0.12924,0.12968,124515.822702,16147.21188799536
1645837200000,2022-02-26 01:00:00,DOGE/USD,0.12933,0.13047,0.12893,0.12976,233815.785921,30339.936381108957
1645833600000,2022-02-26 00:00:00,DOGE/USD,0.12749,0.13066,0.12729,0.12933,479540.252803,62018.94089501199
1645830000000,2022-02-25 23:00:00,DOGE/USD,0.12809,0.12837,0.12694,0.12749,251768.422002,32097.95612103498
1645826400000,2022-02-25 22:00:00,DOGE/USD,0.12514,0.12809,0.12488,0.12809,124618.245986,15962.35112834674
1645822800000,2022-02-25 21:00:00,DOGE/USD,0.12574,0.12614,0.12507,0.12514,72251.137358,9041.50732898012
1645819200000,2022-02-25 20:00:00,DOGE/USD,0.12459,0.12599,0.124,0.12574,192602.933618,24217.89287312732
