https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume 1INCH,Volume USD
1649685600000,2022-04-11 14:00:00,1INCH/USD,1.4921,1.4976,1.4768,1.4833,1435.627857,2129.4668002881
1649682000000,2022-04-11 13:00:00,1INCH/USD,1.485,1.4935,1.4637,1.4921,2657.366431,3965.0564516951
1649678400000,2022-04-11 12:00:00,1INCH/USD,1.4803,1.4976,1.4801,1.485,826.602924,1227.50534214
1649674800000,2022-04-11 11:00:00,1INCH/USD,1.495,1.4985,1.4773,1.4803,909.999655,1347.0724892965
1649671200000,2022-04-11 10:00:00,1INCH/USD,1.4747,1.5031,1.4736,1.495,507.910048,759.3255217600001
1649667600000,2022-04-11 09:00:00,1INCH/USD,1.5597,1.5605,1.4747,1.4747,4127.150998,6086.309576750599
1649664000000,2022-04-11 08:00:00,1INCH/USD,1.5747,1.5804,1.5545,1.5597,986.037211,1537.9222379967
1649660400000,2022-04-11 07:00:00,1INCH/USD,1.5669,1.5748,1.5658,1.5747,45.204117,71.18292303989999
1649656800000,2022-04-11 06:00:00,1INCH/USD,1.5764,1.5765,1.563,1.5669,86.21073,135.083592837
1649653200000,2022-04-11 05:00:00,1INCH/USD,1.5761,1.5816,1.5761,1.5764,162.355964,255.9379416496
1649649600000,2022-04-11 04:00:00,1INCH/USD,1.5615,1.5772,1.5613,1.5761,2853.351827,4497.1678145347005
1649646000000,2022-04-11 03:00:00,1INCH/USD,1.5555,1.5645,1.5462,1.5615,832.057329,1299.2575192335
1649642400000,2022-04-11 02:00:00,1INCH/USD,1.5871,1.5908,1.5546,1.5555,790.894525,1230.2364336375
1649638800000,2022-04-11 01:00:00,1INCH/USD,1.5851,1.6009,1.5825,1.5871,535.70221,850.2129774910001
1649635200000,2022-04-11 00:00:00,1INCH/USD,1.586,1.5925,1.56,1.5851,1294.850204,2052.4670583604
1649631600000,2022-04-10 23:00:00,1INCH/USD,1.6026,1.6123,1.5844,1.586,646.757882,1025.7580008520001
1649628000000,2022-04-10 22:00:00,1INCH/USD,1.6349,1.6349,1.5945,1.6026,1144.054345,1833.461493297
1649624400000,2022-04-10 21:00:00,1INCH/USD,1.6507,1.6551,1.6349,1.6349,1018.546946,1665.2224020154001
1649620800000,2022-04-10 20:00:00,1INCH/USD,1.6518,1.659,1.6483,1.6507,937.935968,1548.2509023776001
1649617200000,2022-04-10 19:00:00,1INCH/USD,1.6399,1.6544,1.6399,1.6518,216.603912,357.7863418416
1649613600000,2022-04-10 18:00:00,1INCH/USD,1.6392,1.6546,1.6384,1.6399,1239.073797,2031.9571197003
1649610000000,2022-04-10 17:00:00,1INCH/USD,1.6326,1.6504,1.6324,1.6392,5094.505828,8350.913953257601
1649606400000,2022-04-10 16:00:00,1INCH/USD,1.6203,1.6345,1.6132,1.6326,1158.353083,1891.1272433058
1649602800000,2022-04-10 15:00:00,1INCH/USD,1.6163,1.6213,1.6136,1.6203,137.513386,222.8129393358
1649599200000,2022-04-10 14:00:00,1INCH/USD,1.6034,1.6187,1.6029,1.6163,214.324097,346.4120379811
1649595600000,2022-04-10 13:00:00,1INCH/USD,1.6108,1.6173,1.5995,1.6034,2092.525136,3355.1548030624003
1649592000000,2022-04-10 12:00:00,1INCH/USD,1.6192,1.627,1.6083,1.6108,791.265404,1274.5703127632
1649588400000,2022-04-10 11:00:00,1INCH/USD,1.6158,1.6217,1.6134,1.6192,899.670118,1456.7458550656
1649584800000,2022-04-10 10:00:00,1INCH/USD,1.6141,1.6158,1.604,1.6158,388.592313,627.8874593454
1649581200000,2022-04-10 09:00:00,1INCH/USD,1.6235,1.6255,1.6105,1.6141,126.768271,204.61666622110002
1649577600000,2022-04-10 08:00:00,1INCH/USD,1.6263,1.6285,1.6186,1.6235,319.813577,519.2173422595
1649574000000,2022-04-10 07:00:00,1INCH/USD,1.6313,1.6346,1.6261,1.6263,30.557354,49.6954248102
1649570400000,2022-04-10 06:00:00,1INCH/USD,1.6263,1.6348,1.6242,1.6313,100.081833,163.2634941729
1649566800000,2022-04-10 05:00:00,1INCH/USD,1.6401,1.6416,1.6262,1.6263,242.555685,394.46831051550004
1649563200000,2022-04-10 04:00:00,1INCH/USD,1.651,1.651,1.6392,1.6401,108.549136,178.0314379536
1649559600000,2022-04-10 03:00:00,1INCH/USD,1.653,1.6603,1.6509,1.651,8884.229726,14667.863277626
1649556000000,2022-04-10 02:00:00,1INCH/USD,1.6499,1.6558,1.6478,1.653,462.500071,764.512617363
1649552400000,2022-04-10 01:00:00,1INCH/USD,1.6421,1.6549,1.6421,1.6499,370.749797,611.7000900703
1649548800000,2022-04-10 00:00:00,1INCH/USD,1.6653,1.6653,1.6421,1.6421,969.380846,1591.8202872166
1649545200000,2022-04-09 23:00:00,1INCH/USD,1.6488,1.6667,1.6488,1.6653,1358.082445,2261.6146956585
1649541600000,2022-04-09 22:00:00,1INCH/USD,1.6483,1.6526,1.6403,1.6488,2883.969025,4755.0881284199995
1649538000000,2022-04-09 21:00:00,1INCH/USD,1.6449,1.65,1.6422,1.6483,65.313364,107.65601788120001
1649534400000,2022-04-09 20:00:00,1INCH/USD,1.6488,1.6535,1.6423,1.6449,906.681962,1491.4011592938
1649530800000,2022-04-09 19:00:00,1INCH/USD,1.6421,1.6508,1.6417,1.6488,397.024379,654.6137960952001
1649527200000,2022-04-09 18:00:00,1INCH/USD,1.6478,1.655,1.6387,1.6421,1383.607384,2272.0216852664
1649523600000,2022-04-09 17:00:00,1INCH/USD,1.6309,1.6542,1.6287,1.6478,7178.930685,11829.441982743
1649520000000,2022-04-09 16:00:00,1INCH/USD,1.612,1.6421,1.612,1.6309,359.706784,586.6457940256
1649516400000,2022-04-09 15:00:00,1INCH/USD,1.6393,1.6436,1.611,1.612,952.752728,1535.8373975360003
1649512800000,2022-04-09 14:00:00,1INCH/USD,1.6507,1.6548,1.6318,1.6393,5318.196906,8718.1201880058
1649509200000,2022-04-09 13:00:00,1INCH/USD,1.6445,1.6567,1.6417,1.6507,718.847821,1186.6020981247
1649505600000,2022-04-09 12:00:00,1INCH/USD,1.635,1.6445,1.6277,1.6445,1630.225262,2680.905443359
1649502000000,2022-04-09 11:00:00,1INCH/USD,1.6276,1.6363,1.6276,1.635,399.183042,652.6642736700001
1649498400000,2022-04-09 10:00:00,1INCH/USD,1.6334,1.6349,1.6199,1.6276,1129.02378,1837.5991043279998
1649494800000,2022-04-09 09:00:00,1INCH/USD,1.6383,1.6389,1.6242,1.6334,91.477336,149.41908062239997
1649491200000,2022-04-09 08:00:00,1INCH/USD,1.6399,1.6428,1.6299,1.6383,4752.699897,7786.348241255101
1649487600000,2022-04-09 07:00:00,1INCH/USD,1.6255,1.6413,1.6241,1.6399,235.57109,386.31303049099995
1649484000000,2022-04-09 06:00:00,1INCH/USD,1.6315,1.6318,1.6171,1.6255,257.274874,418.200307687
1649480400000,2022-04-09 05:00:00,1INCH/USD,1.6142,1.6315,1.6131,1.6315,724.386577,1181.8367003755
1649476800000,2022-04-09 04:00:00,1INCH/USD,1.6157,1.6274,1.6122,1.6142,299.240595,483.034168449
1649473200000,2022-04-09 03:00:00,1INCH/USD,1.6031,1.6217,1.5991,1.6157,202.683032,327.47497480239997
1649469600000,2022-04-09 02:00:00,1INCH/USD,1.6265,1.6395,1.6023,1.6031,568.501709,911.3650896979
1649466000000,2022-04-09 01:00:00,1INCH/USD,1.6274,1.6384,1.6143,1.6265,1322.080848,2150.364499272
1649462400000,2022-04-09 00:00:00,1INCH/USD,1.5792,1.6303,1.5768,1.6274,3255.745208,5298.3997514992
1649458800000,2022-04-08 23:00:00,1INCH/USD,1.5841,1.5876,1.5646,1.5792,11795.849695,18628.005838344
1649455200000,2022-04-08 22:00:00,1INCH/USD,1.6032,1.6056,1.581,1.5841,1535.337326,2432.1278581166002
1649451600000,2022-04-08 21:00:00,1INCH/USD,1.6226,1.6296,1.6027,1.6032,816.274142,1308.6507044543998
1649448000000,2022-04-08 20:00:00,1INCH/USD,1.6174,1.6308,1.6153,1.6226,797.137833,1293.4358478258
1649444400000,2022-04-08 19:00:00,1INCH/USD,1.64,1.6468,1.6153,1.6174,2825.501082,4569.9654500268
1649440800000,2022-04-08 18:00:00,1INCH/USD,1.6226,1.6476,1.6045,1.64,1785.990579,2929.0245495599997
1649437200000,2022-04-08 17:00:00,1INCH/USD,1.6405,1.6405,1.6151,1.6226,380.416582,617.2639459532
1649433600000,2022-04-08 16:00:00,1INCH/USD,1.6604,1.6646,1.6349,1.6405,1363.944507,2237.5509637335
1649430000000,2022-04-08 15:00:00,1INCH/USD,1.6596,1.6712,1.6542,1.6604,6687.41722,11103.787552088
1649426400000,2022-04-08 14:00:00,1INCH/USD,1.6166,1.6598,1.6149,1.6596,2425.149288,4024.7777583648
1649422800000,2022-04-08 13:00:00,1INCH/USD,1.6263,1.6324,1.6,1.6166,11107.622197,17956.5820436702
1649419200000,2022-04-08 12:00:00,1INCH/USD,1.6402,1.6464,1.624,1.6263,1167.128272,1898.1007087536
1649415600000,2022-04-08 11:00:00,1INCH/USD,1.6642,1.6642,1.6331,1.6402,1063.236626,1743.9207139651999
1649412000000,2022-04-08 10:00:00,1INCH/USD,1.6632,1.6712,1.6543,1.6642,546.628458,909.6990798036
1649408400000,2022-04-08 09:00:00,1INCH/USD,1.6748,1.6782,1.6596,1.6632,345.235471,574.1956353672
1649404800000,2022-04-08 08:00:00,1INCH/USD,1.6757,1.6868,1.6728,1.6748,1710.216948,2864.2713445104
1649401200000,2022-04-08 07:00:00,1INCH/USD,1.675,1.6823,1.658,1.6757,1428.110674,2393.0850564218
1649397600000,2022-04-08 06:00:00,1INCH/USD,1.668,1.675,1.6625,1.675,295.809835,495.48147362500004
1649394000000,2022-04-08 05:00:00,1INCH/USD,1.6702,1.6723,1.6651,1.668,109.543524,182.718598032
1649390400000,2022-04-08 04:00:00,1INCH/USD,1.6881,1.6909,1.6581,1.6702,5374.029311,8975.7037552322
1649386800000,2022-04-08 03:00:00,1INCH/USD,1.6592,1.7513,1.659,1.6881,6795.648149,11471.733640326898
1649383200000,2022-04-08 02:00:00,1INCH/USD,1.6564,1.6683,1.6535,1.6592,2370.300432,3932.8024767744
1649379600000,2022-04-08 01:00:00,1INCH/USD,1.6444,1.6643,1.6403,1.6564,3010.112484,4985.950318497601
1649376000000,2022-04-08 00:00:00,1INCH/USD,1.6594,1.6674,1.6444,1.6444,247.610217,407.17024083480004
1649372400000,2022-04-07 23:00:00,1INCH/USD,1.6584,1.6669,1.6559,1.6594,2417.200506,4011.1025196564
1649368800000,2022-04-07 22:00:00,1INCH/USD,1.6453,1.6586,1.6394,1.6584,854.804315,1417.607475996
1649365200000,2022-04-07 21:00:00,1INCH/USD,1.6466,1.6501,1.6338,1.6453,967.363454,1591.6030908662
1649361600000,2022-04-07 20:00:00,1INCH/USD,1.6421,1.6549,1.6406,1.6466,1657.721286,2729.6038695276
1649358000000,2022-04-07 19:00:00,1INCH/USD,1.6504,1.6559,1.6421,1.6421,894.802949,1469.3559225529
1649354400000,2022-04-07 18:00:00,1INCH/USD,1.6303,1.6506,1.6277,1.6504,653.548092,1078.6157710368
1649350800000,2022-04-07 17:00:00,1INCH/USD,1.6159,1.6337,1.6159,1.6303,2153.207838,3510.3747382914
1649347200000,2022-04-07 16:00:00,1INCH/USD,1.6099,1.6209,1.6003,1.6159,440.47682,711.7664934379999
1649343600000,2022-04-07 15:00:00,1INCH/USD,1.6248,1.6312,1.5817,1.6099,3227.626967,5196.156654173301
1649340000000,2022-04-07 14:00:00,1INCH/USD,1.6462,1.6516,1.6186,1.6248,1307.088567,2123.7575036616
1649336400000,2022-04-07 13:00:00,1INCH/USD,1.6391,1.6468,1.6258,1.6462,427.036517,702.9875142854
1649332800000,2022-04-07 12:00:00,1INCH/USD,1.6553,1.6633,1.6377,1.6391,5959.230708,9767.7750534828
1649329200000,2022-04-07 11:00:00,1INCH/USD,1.6423,1.659,1.6349,1.6553,1646.520332,2725.4851055596
1649325600000,2022-04-07 10:00:00,1INCH/USD,1.6507,1.6507,1.6331,1.6423,124.04747,203.723159981
1649322000000,2022-04-07 09:00:00,1INCH/USD,1.6494,1.6507,1.6295,1.6507,1577.871531,2604.5925362217
1649318400000,2022-04-07 08:00:00,1INCH/USD,1.6481,1.6539,1.6413,1.6494,311.154072,513.2175263568
1649314800000,2022-04-07 07:00:00,1INCH/USD,1.6377,1.6544,1.635,1.6481,309.022717,509.3003398877
1649311200000,2022-04-07 06:00:00,1INCH/USD,1.6311,1.6435,1.6217,1.6377,608.88924,997.177908348
1649307600000,2022-04-07 05:00:00,1INCH/USD,1.6315,1.6331,1.6153,1.6311,227.613817,371.26089690870003
1649304000000,2022-04-07 04:00:00,1INCH/USD,1.6125,1.6315,1.6085,1.6315,331.397899,540.6756722184999
1649300400000,2022-04-07 03:00:00,1INCH/USD,1.6224,1.6227,1.603,1.6125,1735.065805,2797.7936105625
1649296800000,2022-04-07 02:00:00,1INCH/USD,1.6217,1.6224,1.5999,1.6224,1220.504034,1980.1457447616
1649293200000,2022-04-07 01:00:00,1INCH/USD,1.5771,1.6217,1.5771,1.6217,3287.842073,5331.893489784099
1649289600000,2022-04-07 00:00:00,1INCH/USD,1.6025,1.6298,1.5719,1.5771,10258.424263,16178.5609051773
1649286000000,2022-04-06 23:00:00,1INCH/USD,1.6369,1.6513,1.5945,1.6025,1495.635574,2396.756007335
1649282400000,2022-04-06 22:00:00,1INCH/USD,1.6634,1.6665,1.6369,1.6369,3352.587387,5487.8502937803005
1649278800000,2022-04-06 21:00:00,1INCH/USD,1.6684,1.6703,1.6598,1.6634,1490.818661,2479.8277607074
1649275200000,2022-04-06 20:00:00,1INCH/USD,1.6663,1.6733,1.6465,1.6684,1467.7278,2448.7570615199998
1649271600000,2022-04-06 19:00:00,1INCH/USD,1.6421,1.6663,1.6421,1.6663,5523.946092,9204.551373099599
1649268000000,2022-04-06 18:00:00,1INCH/USD,1.643,1.6626,1.6105,1.6421,1452.641974,2385.3833855053995
1649264400000,2022-04-06 17:00:00,1INCH/USD,1.6412,1.6462,1.6007,1.643,2354.923206,3869.138827458
1649260800000,2022-04-06 16:00:00,1INCH/USD,1.6754,1.6811,1.59,1.6412,6467.407072,10614.3084865664
1649257200000,2022-04-06 15:00:00,1INCH/USD,1.6828,1.6828,1.671,1.6754,355.277006,595.2310958523999
1649253600000,2022-04-06 14:00:00,1INCH/USD,1.6771,1.6932,1.65,1.6828,2908.15005,4893.834904140001
1649250000000,2022-04-06 13:00:00,1INCH/USD,1.7156,1.7393,1.6657,1.6771,6301.347612,10567.9900800852
1649246400000,2022-04-06 12:00:00,1INCH/USD,1.7172,1.7379,1.7074,1.7156,771.528856,1323.6349053536
1649242800000,2022-04-06 11:00:00,1INCH/USD,1.7452,1.757,1.6953,1.7172,5585.720813,9591.7997800836
1649239200000,2022-04-06 10:00:00,1INCH/USD,1.7539,1.7643,1.7345,1.7452,792.296769,1382.7163212588002
1649235600000,2022-04-06 09:00:00,1INCH/USD,1.7658,1.766,1.7476,1.7539,548.527027,962.0615526552999
1649232000000,2022-04-06 08:00:00,1INCH/USD,1.762,1.7735,1.7551,1.7658,382.996256,676.2947888448
1649228400000,2022-04-06 07:00:00,1INCH/USD,1.7773,1.7837,1.762,1.762,3634.564703,6404.103006686
1649224800000,2022-04-06 06:00:00,1INCH/USD,1.7717,1.7778,1.762,1.7773,33796.011896,60065.65194276081
1649221200000,2022-04-06 05:00:00,1INCH/USD,1.7651,1.7797,1.7628,1.7717,4408.7972,7811.065999240001
1649217600000,2022-04-06 04:00:00,1INCH/USD,1.7533,1.7655,1.7429,1.7651,4806.359285,8483.704773953501
1649214000000,2022-04-06 03:00:00,1INCH/USD,1.7677,1.7677,1.7533,1.7533,2241.834821,3930.6089916593
1649210400000,2022-04-06 02:00:00,1INCH/USD,1.7694,1.7792,1.7633,1.7677,4263.21761,7536.089769196999
1649206800000,2022-04-06 01:00:00,1INCH/USD,1.7596,1.775,1.7551,1.7694,12504.704723,22125.824536876204
1649203200000,2022-04-06 00:00:00,1INCH/USD,1.8362,1.8372,1.7062,1.7596,8232.351293,14485.6453351628
1649199600000,2022-04-05 23:00:00,1INCH/USD,1.8572,1.8661,1.828,1.8362,730.473244,1341.2949706328002
1649196000000,2022-04-05 22:00:00,1INCH/USD,1.8623,1.8747,1.8545,1.8572,1893.716286,3517.0098863592
1649192400000,2022-04-05 21:00:00,1INCH/USD,1.8525,1.8627,1.8457,1.8623,1770.560163,3297.3141915549004
1649188800000,2022-04-05 20:00:00,1INCH/USD,1.8713,1.8751,1.8433,1.8525,360.005616,666.9104036399999
1649185200000,2022-04-05 19:00:00,1INCH/USD,1.8663,1.8763,1.853,1.8713,1223.750496,2290.0043031648
1649181600000,2022-04-05 18:00:00,1INCH/USD,1.8497,1.8795,1.8497,1.8663,5302.087844,9895.2865432572
1649178000000,2022-04-05 17:00:00,1INCH/USD,1.8547,1.879,1.79,1.8497,6250.625506,11561.7819984482
