https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume APE,Volume USD
1651377600000,2022-05-01 04:00:00,APE/USD,18.212,18.746,16.538,16.871,111399.370903,1879418.786504513
1651374000000,2022-05-01 03:00:00,APE/USD,18.656,19.047,18.15,18.212,56946.033674,1037101.165270888
1651370400000,2022-05-01 02:00:00,APE/USD,18.753,19.171,18.652,18.656,21221.28934,395904.37392703997
1651366800000,2022-05-01 01:00:00,APE/USD,18.919,19.453,18.041,18.753,67149.65181,1259257.42039293
1651363200000,2022-05-01 00:00:00,APE/USD,20.008,20.303,18.625,18.919,66183.625821,1252128.016907499
1651359600000,2022-04-30 23:00:00,APE/USD,20.093,20.605,19.307,20.008,52271.379986,1045845.770759888
1651356000000,2022-04-30 22:00:00,APE/USD,20.357,21.384,20.016,20.093,36691.177083,737235.821128719
1651352400000,2022-04-30 21:00:00,APE/USD,21.605,21.605,20.012,20.357,44575.409253,907421.606163321
1651348800000,2022-04-30 20:00:00,APE/USD,22.172,22.508,21.5,21.605,10642.262427,229926.079735335
1651345200000,2022-04-30 19:00:00,APE/USD,21.614,22.336,21.527,22.172,20181.673355,447468.06162706
1651341600000,2022-04-30 18:00:00,APE/USD,21.548,22.032,21.072,21.614,12031.192274,260042.18981023604
1651338000000,2022-04-30 17:00:00,APE/USD,21.193,22.224,20.825,21.548,18537.691443,399450.17521376396
1651334400000,2022-04-30 16:00:00,APE/USD,21.87,21.87,20.848,21.193,17559.948108,372147.98025284405
1651330800000,2022-04-30 15:00:00,APE/USD,21.742,22.392,21.556,21.87,39565.744265,865302.8270755501
1651327200000,2022-04-30 14:00:00,APE/USD,23.041,23.459,21.688,21.742,68657.839984,1492758.7569321282
1651323600000,2022-04-30 13:00:00,APE/USD,23.815,24.558,22.964,23.041,45570.713387,1049994.807149867
1651320000000,2022-04-30 12:00:00,APE/USD,22.956,23.815,22.883,23.815,31864.905523,758862.725030245
1651316400000,2022-04-30 11:00:00,APE/USD,22.506,23.522,22.49,22.956,18031.139192,413922.83129155193
1651312800000,2022-04-30 10:00:00,APE/USD,23.285,23.909,22.49,22.506,26119.255756,587839.9700445359
1651309200000,2022-04-30 09:00:00,APE/USD,23.641,23.972,23.129,23.285,20043.94836,466723.3375626
1651305600000,2022-04-30 08:00:00,APE/USD,24.173,24.268,22.803,23.641,37340.415042,882764.7520079219
1651302000000,2022-04-30 07:00:00,APE/USD,24.876,25.529,23.823,24.173,44856.262548,1084310.4345728038
1651298400000,2022-04-30 06:00:00,APE/USD,23.134,24.99,23.088,24.876,55387.715699,1377824.815728324
1651294800000,2022-04-30 05:00:00,APE/USD,22.919,23.54,22.785,23.134,32361.841189,748658.834066326
1651291200000,2022-04-30 04:00:00,APE/USD,22.697,23.155,21.935,22.919,32338.608625,741168.5710763751
1651287600000,2022-04-30 03:00:00,APE/USD,22.946,23.027,21.589,22.697,70022.093809,1589291.4631828729
1651284000000,2022-04-30 02:00:00,APE/USD,20.586,23.378,20.545,22.946,91575.030195,2101280.6428544703
1651280400000,2022-04-30 01:00:00,APE/USD,20.042,20.787,19.873,20.586,34691.365323,714156.4465392779
1651276800000,2022-04-30 00:00:00,APE/USD,19.147,20.064,19.131,20.042,54517.343782,1092636.6040788442
1651273200000,2022-04-29 23:00:00,APE/USD,18.878,19.5,18.877,19.147,34863.066523,667523.134715881
1651269600000,2022-04-29 22:00:00,APE/USD,19.197,19.245,18.414,18.878,28315.421043,534538.518449754
1651266000000,2022-04-29 21:00:00,APE/USD,20.092,20.288,18.652,19.197,25884.900193,496912.429005021
1651262400000,2022-04-29 20:00:00,APE/USD,19.804,20.392,19.582,20.092,25615.373679,514664.08795846795
1651258800000,2022-04-29 19:00:00,APE/USD,21.535,21.535,19.266,19.804,100633.938463,1992954.5173212518
1651255200000,2022-04-29 18:00:00,APE/USD,22.606,22.774,21.2,21.535,36861.572567,793813.965230345
1651251600000,2022-04-29 17:00:00,APE/USD,22.228,22.796,22.209,22.606,13561.144986,306563.243553516
1651248000000,2022-04-29 16:00:00,APE/USD,23.018,23.245,21.972,22.228,38675.858046,859686.9726464881
1651244400000,2022-04-29 15:00:00,APE/USD,22.232,23.215,22.232,23.018,50363.909266,1159276.463484788
1651240800000,2022-04-29 14:00:00,APE/USD,21.843,22.581,21.61,22.232,28471.244726,632972.712748432
1651237200000,2022-04-29 13:00:00,APE/USD,22.136,22.2,21.429,21.843,23228.010769,507369.439227267
1651233600000,2022-04-29 12:00:00,APE/USD,22.12,22.836,21.956,22.136,31523.65756,697807.68374816
1651230000000,2022-04-29 11:00:00,APE/USD,22.234,23.006,21.686,22.12,99793.065397,2207422.60658164
1651226400000,2022-04-29 10:00:00,APE/USD,23.643,23.715,21.101,22.234,25912.886901,576147.1273568341
1651222800000,2022-04-29 09:00:00,APE/USD,22.977,23.655,22.06,23.643,49850.922358,1178625.357310194
1651219200000,2022-04-29 08:00:00,APE/USD,21.872,23.001,21.748,22.977,32679.650784,750880.336063968
1651215600000,2022-04-29 07:00:00,APE/USD,21.695,21.905,21.483,21.872,20364.564545,445413.75572824
1651212000000,2022-04-29 06:00:00,APE/USD,21.298,21.89,21.157,21.695,12402.202142,269065.77547069
1651208400000,2022-04-29 05:00:00,APE/USD,21.033,21.782,20.982,21.298,20710.019584,441081.997100032
1651204800000,2022-04-29 04:00:00,APE/USD,20.993,21.479,20.536,21.033,19433.268105,408739.928052465
1651201200000,2022-04-29 03:00:00,APE/USD,21.59,21.8,20.607,20.993,78368.372296,1645187.2396099279
1651197600000,2022-04-29 02:00:00,APE/USD,22.49,22.667,21.25,21.59,163435.907931,3528581.25223029
