https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ENS,Volume USD
1649782800000,2022-04-12 17:00:00,ENS/USD,14.258,14.407,14.254,14.267,22.045893,314.528755431
1649779200000,2022-04-12 16:00:00,ENS/USD,14.379,14.44,14.184,14.258,304.36013,4339.56673354
1649775600000,2022-04-12 15:00:00,ENS/USD,14.165,14.406,14.165,14.379,221.645109,3187.035022311
1649772000000,2022-04-12 14:00:00,ENS/USD,14.54,14.54,14.12,14.165,16.21503,229.68589994999996
1649768400000,2022-04-12 13:00:00,ENS/USD,14.721,14.736,14.509,14.54,91.271032,1327.08080528
1649764800000,2022-04-12 12:00:00,ENS/USD,14.536,14.721,14.416,14.721,128.41563,1890.4064892299998
1649761200000,2022-04-12 11:00:00,ENS/USD,14.352,14.536,14.27,14.536,807.028086,11730.960258096
1649757600000,2022-04-12 10:00:00,ENS/USD,14.392,14.395,14.313,14.352,3.619047,51.940562544
1649754000000,2022-04-12 09:00:00,ENS/USD,14.394,14.411,14.333,14.392,0.406297,5.847426424
1649750400000,2022-04-12 08:00:00,ENS/USD,14.384,14.474,14.378,14.394,3.461696,49.827652224
1649746800000,2022-04-12 07:00:00,ENS/USD,14.21,14.384,14.209,14.384,25.068227,360.581377168
1649743200000,2022-04-12 06:00:00,ENS/USD,14.349,14.365,14.21,14.21,0.154363,2.1934982300000003
1649739600000,2022-04-12 05:00:00,ENS/USD,14.082,14.349,14.082,14.349,79.195161,1136.371365189
1649736000000,2022-04-12 04:00:00,ENS/USD,14.0,14.082,13.966,14.082,16.376837,230.618618634
1649732400000,2022-04-12 03:00:00,ENS/USD,13.826,14.03,13.815,14.0,871.696798,12203.755172
1649728800000,2022-04-12 02:00:00,ENS/USD,13.907,13.935,13.781,13.826,8.054062,111.35546121200001
1649725200000,2022-04-12 01:00:00,ENS/USD,13.828,14.041,13.828,13.907,78.495733,1091.640158831
1649721600000,2022-04-12 00:00:00,ENS/USD,13.755,13.923,13.706,13.828,33.040438,456.883176664
1649718000000,2022-04-11 23:00:00,ENS/USD,13.854,13.87,13.731,13.755,110.310018,1517.31429759
1649714400000,2022-04-11 22:00:00,ENS/USD,13.651,13.886,13.557,13.854,78.66113,1089.77129502
1649710800000,2022-04-11 21:00:00,ENS/USD,13.98,13.996,13.622,13.651,215.304075,2939.115927825
1649707200000,2022-04-11 20:00:00,ENS/USD,14.16,14.229,13.98,13.98,39.341889,549.99960822
1649703600000,2022-04-11 19:00:00,ENS/USD,14.352,14.386,13.945,14.16,48.804858,691.0767892800001
1649700000000,2022-04-11 18:00:00,ENS/USD,14.306,14.368,14.161,14.352,23.731561,340.595363472
1649696400000,2022-04-11 17:00:00,ENS/USD,14.324,14.485,14.281,14.306,21.129176,302.273991856
1649692800000,2022-04-11 16:00:00,ENS/USD,14.236,14.408,14.236,14.324,4.264393,61.083165332
1649689200000,2022-04-11 15:00:00,ENS/USD,14.289,14.351,14.211,14.236,17.416572,247.942318992
1649685600000,2022-04-11 14:00:00,ENS/USD,14.26,14.331,14.224,14.289,1.571313,22.452491457
1649682000000,2022-04-11 13:00:00,ENS/USD,14.295,14.295,14.179,14.26,16.098003,229.55752277999997
1649678400000,2022-04-11 12:00:00,ENS/USD,14.121,14.319,14.089,14.295,24.059197,343.92622111500003
1649674800000,2022-04-11 11:00:00,ENS/USD,14.329,14.367,14.043,14.121,158.375375,2236.418670375
1649671200000,2022-04-11 10:00:00,ENS/USD,14.225,14.436,14.177,14.329,48.203294,690.704999726
1649667600000,2022-04-11 09:00:00,ENS/USD,14.906,14.906,14.225,14.225,44.620528,634.7270108
1649664000000,2022-04-11 08:00:00,ENS/USD,15.109,15.13,14.906,14.906,4.497414,67.038453084
1649660400000,2022-04-11 07:00:00,ENS/USD,15.021,15.142,14.991,15.109,6.56211,99.14691999
1649656800000,2022-04-11 06:00:00,ENS/USD,15.08,15.08,15.016,15.021,0.187887,2.8222506270000003
1649653200000,2022-04-11 05:00:00,ENS/USD,15.019,15.08,14.983,15.08,2.897076,43.687906080000005
1649649600000,2022-04-11 04:00:00,ENS/USD,14.899,15.037,14.899,15.019,6.565869,98.61278651100001
1649646000000,2022-04-11 03:00:00,ENS/USD,14.721,14.907,14.721,14.899,9.943577,148.149353723
1649642400000,2022-04-11 02:00:00,ENS/USD,15.266,15.266,14.721,14.721,89.015612,1310.3988242520002
1649638800000,2022-04-11 01:00:00,ENS/USD,15.346,15.461,15.262,15.266,16.980913,259.230617858
1649635200000,2022-04-11 00:00:00,ENS/USD,15.14,15.346,14.988,15.346,32.768084,502.85901706400006
1649631600000,2022-04-10 23:00:00,ENS/USD,15.289,15.35,15.123,15.14,19.09102,289.0380428
1649628000000,2022-04-10 22:00:00,ENS/USD,15.815,15.815,15.25,15.289,25.626352,391.801295728
1649624400000,2022-04-10 21:00:00,ENS/USD,16.066,16.084,15.815,15.815,20.242848,320.14064111999994
1649620800000,2022-04-10 20:00:00,ENS/USD,16.166,16.183,16.054,16.066,10.219097,164.180012402
1649617200000,2022-04-10 19:00:00,ENS/USD,16.043,16.282,16.03,16.166,599.34126,9688.95080916
1649613600000,2022-04-10 18:00:00,ENS/USD,16.19,16.19,16.033,16.043,38.38205,615.7632281499999
1649610000000,2022-04-10 17:00:00,ENS/USD,15.781,16.19,15.781,16.19,596.85852,9663.1394388
1649606400000,2022-04-10 16:00:00,ENS/USD,15.783,15.845,15.672,15.781,44.354761,699.962483341
1649602800000,2022-04-10 15:00:00,ENS/USD,15.368,15.783,15.368,15.783,28.727752,453.410109816
1649599200000,2022-04-10 14:00:00,ENS/USD,15.259,15.389,15.259,15.368,18.74747,288.11111896
1649595600000,2022-04-10 13:00:00,ENS/USD,15.383,15.417,15.195,15.259,24.55927,374.74990093
1649592000000,2022-04-10 12:00:00,ENS/USD,15.527,15.527,15.383,15.383,9.612481,147.868795223
1649588400000,2022-04-10 11:00:00,ENS/USD,15.331,15.549,15.331,15.527,15.070999,234.007401473
1649584800000,2022-04-10 10:00:00,ENS/USD,15.33,15.342,15.258,15.331,4.38962,67.29726422
1649581200000,2022-04-10 09:00:00,ENS/USD,15.445,15.445,15.319,15.33,4.568088,70.02878904
1649577600000,2022-04-10 08:00:00,ENS/USD,15.49,15.49,15.385,15.445,19.249323,297.305793735
1649574000000,2022-04-10 07:00:00,ENS/USD,15.574,15.602,15.39,15.49,9.167988,142.01213411999998
1649570400000,2022-04-10 06:00:00,ENS/USD,15.53,15.602,15.46,15.574,23.910428,372.381005672
1649566800000,2022-04-10 05:00:00,ENS/USD,15.601,15.627,15.53,15.53,7.39919,114.9094207
1649563200000,2022-04-10 04:00:00,ENS/USD,15.657,15.657,15.601,15.601,3.348865,52.245642865
1649559600000,2022-04-10 03:00:00,ENS/USD,15.574,15.702,15.558,15.657,28.751553,450.16306532100003
1649556000000,2022-04-10 02:00:00,ENS/USD,15.543,15.59,15.516,15.574,2.994267,46.63271425799999
1649552400000,2022-04-10 01:00:00,ENS/USD,15.46,15.56,15.401,15.543,2.649115,41.175194445
1649548800000,2022-04-10 00:00:00,ENS/USD,15.612,15.669,15.46,15.46,28.128823,434.87160358000006
1649545200000,2022-04-09 23:00:00,ENS/USD,15.452,15.637,15.452,15.612,9.646611,150.602890932
1649541600000,2022-04-09 22:00:00,ENS/USD,15.437,15.452,15.394,15.452,8.003388,123.66835137599999
1649538000000,2022-04-09 21:00:00,ENS/USD,15.32,15.442,15.32,15.437,3.319861,51.248694257
1649534400000,2022-04-09 20:00:00,ENS/USD,15.394,15.43,15.32,15.32,6.402903,98.09247396
1649530800000,2022-04-09 19:00:00,ENS/USD,15.32,15.394,15.32,15.394,3.9002,60.0396788
1649527200000,2022-04-09 18:00:00,ENS/USD,15.457,15.457,15.32,15.32,3.269119,50.08290308
1649523600000,2022-04-09 17:00:00,ENS/USD,15.275,15.457,15.264,15.457,4.025974,62.229480118
1649520000000,2022-04-09 16:00:00,ENS/USD,15.182,15.473,15.182,15.275,20.452968,312.4190862
1649516400000,2022-04-09 15:00:00,ENS/USD,15.36,15.5,15.182,15.182,16.016982,243.16982072399998
1649512800000,2022-04-09 14:00:00,ENS/USD,15.645,15.658,15.36,15.36,47.119334,723.75297024
1649509200000,2022-04-09 13:00:00,ENS/USD,15.63,15.668,15.513,15.645,9.461174,148.02006723
1649505600000,2022-04-09 12:00:00,ENS/USD,15.532,15.63,15.433,15.63,42.559127,665.19915501
1649502000000,2022-04-09 11:00:00,ENS/USD,15.301,15.532,15.301,15.532,9.626176,149.51376563199997
1649498400000,2022-04-09 10:00:00,ENS/USD,15.352,15.451,15.192,15.301,6.993261,107.003886561
1649494800000,2022-04-09 09:00:00,ENS/USD,15.473,15.473,15.351,15.352,0.158524,2.433660448
1649491200000,2022-04-09 08:00:00,ENS/USD,15.415,15.473,15.354,15.473,1.07498,16.63316554
1649487600000,2022-04-09 07:00:00,ENS/USD,15.334,15.427,15.328,15.415,0.529943,8.169071345
1649484000000,2022-04-09 06:00:00,ENS/USD,15.486,15.517,15.33,15.334,45.730553,701.232299702
1649480400000,2022-04-09 05:00:00,ENS/USD,15.359,15.504,15.321,15.486,39.932561,618.3956396460001
1649476800000,2022-04-09 04:00:00,ENS/USD,15.232,15.49,15.232,15.359,16.348092,251.09034502800003
1649473200000,2022-04-09 03:00:00,ENS/USD,15.034,15.334,15.025,15.232,21.095361,321.32453875199997
1649469600000,2022-04-09 02:00:00,ENS/USD,15.419,15.476,15.034,15.034,10.656429,160.208753586
1649466000000,2022-04-09 01:00:00,ENS/USD,15.419,15.52,15.32,15.419,41.757099,643.8527094809999
1649462400000,2022-04-09 00:00:00,ENS/USD,15.163,15.419,15.134,15.419,47.603264,733.9947276160001
1649458800000,2022-04-08 23:00:00,ENS/USD,15.097,15.167,14.977,15.163,357.148478,5415.442371914
1649455200000,2022-04-08 22:00:00,ENS/USD,15.454,15.454,15.097,15.097,22.887763,345.536558011
1649451600000,2022-04-08 21:00:00,ENS/USD,15.622,15.63,15.454,15.454,11.05874,170.90176796
1649448000000,2022-04-08 20:00:00,ENS/USD,15.632,15.673,15.489,15.622,48.78847,762.17347834
1649444400000,2022-04-08 19:00:00,ENS/USD,15.845,15.845,15.595,15.632,40.616101,634.910890832
1649440800000,2022-04-08 18:00:00,ENS/USD,15.748,15.845,15.53,15.845,30.162753,477.92882128499997
1649437200000,2022-04-08 17:00:00,ENS/USD,15.887,15.933,15.672,15.748,9.434922,148.581151656
1649433600000,2022-04-08 16:00:00,ENS/USD,16.104,16.147,15.887,15.887,9.416737,149.603700719
1649430000000,2022-04-08 15:00:00,ENS/USD,15.99,16.208,15.99,16.104,43.04339,693.17075256
1649426400000,2022-04-08 14:00:00,ENS/USD,15.452,15.99,15.452,15.99,32.06715,512.7537285
1649422800000,2022-04-08 13:00:00,ENS/USD,16.055,16.055,15.282,15.452,89.609941,1384.6528083320002
1649419200000,2022-04-08 12:00:00,ENS/USD,16.124,16.183,16.0,16.055,128.277332,2059.49256526
1649415600000,2022-04-08 11:00:00,ENS/USD,16.393,16.409,16.066,16.124,21.858552,352.447292448
1649412000000,2022-04-08 10:00:00,ENS/USD,16.531,16.545,16.375,16.393,448.453987,7351.506208891
1649408400000,2022-04-08 09:00:00,ENS/USD,16.864,16.864,16.498,16.531,10.516041,173.84067377099998
1649404800000,2022-04-08 08:00:00,ENS/USD,16.654,16.864,16.654,16.864,237.687605,4008.36377072
1649401200000,2022-04-08 07:00:00,ENS/USD,16.593,16.73,16.453,16.654,20.958093,349.03608082200003
1649397600000,2022-04-08 06:00:00,ENS/USD,16.73,16.805,16.547,16.593,12.675783,210.329267319
1649394000000,2022-04-08 05:00:00,ENS/USD,16.643,16.73,16.643,16.73,4.044084,67.65752532
1649390400000,2022-04-08 04:00:00,ENS/USD,16.646,16.721,16.622,16.643,13.448314,223.820289902
1649386800000,2022-04-08 03:00:00,ENS/USD,16.719,16.805,16.646,16.646,5.896145,98.14722967
1649383200000,2022-04-08 02:00:00,ENS/USD,16.654,16.73,16.575,16.719,38.861968,649.733242992
1649379600000,2022-04-08 01:00:00,ENS/USD,16.587,16.654,16.447,16.654,17.021118,283.46969917200005
1649376000000,2022-04-08 00:00:00,ENS/USD,16.622,16.73,16.541,16.587,21.135328,350.571685536
1649372400000,2022-04-07 23:00:00,ENS/USD,16.576,16.73,16.553,16.622,95.5009,1587.4159598
1649368800000,2022-04-07 22:00:00,ENS/USD,16.411,16.579,16.364,16.576,10.545211,174.797417536
1649365200000,2022-04-07 21:00:00,ENS/USD,16.492,16.492,16.324,16.411,26.922092,441.81845181200003
1649361600000,2022-04-07 20:00:00,ENS/USD,16.375,16.492,16.352,16.492,14.465087,238.55821480400002
1649358000000,2022-04-07 19:00:00,ENS/USD,16.482,16.555,16.375,16.375,106.692702,1747.09299525
1649354400000,2022-04-07 18:00:00,ENS/USD,16.398,16.59,16.398,16.482,13.079471,215.575841022
1649350800000,2022-04-07 17:00:00,ENS/USD,16.282,16.53,16.282,16.398,23.782795,389.99027241
1649347200000,2022-04-07 16:00:00,ENS/USD,16.207,16.355,16.177,16.282,25.846873,420.838786186
1649343600000,2022-04-07 15:00:00,ENS/USD,16.534,16.534,16.104,16.207,19.240725,311.83443007500006
1649340000000,2022-04-07 14:00:00,ENS/USD,16.731,16.805,16.472,16.534,11.579098,191.44880633199998
1649336400000,2022-04-07 13:00:00,ENS/USD,16.726,16.743,16.54,16.731,85.187641,1425.2744215710002
1649332800000,2022-04-07 12:00:00,ENS/USD,16.805,16.916,16.697,16.726,10.002595,167.30340396999998
1649329200000,2022-04-07 11:00:00,ENS/USD,16.465,16.805,16.442,16.805,22.400677,376.44337698500004
1649325600000,2022-04-07 10:00:00,ENS/USD,16.382,16.504,16.382,16.465,10.589999,174.36433353500001
1649322000000,2022-04-07 09:00:00,ENS/USD,16.733,16.733,16.324,16.382,19.91404,326.23180328
1649318400000,2022-04-07 08:00:00,ENS/USD,16.68,16.738,16.667,16.733,0.329662,5.516234246000001
1649314800000,2022-04-07 07:00:00,ENS/USD,16.579,16.779,16.579,16.68,46.182696,770.32736928
1649311200000,2022-04-07 06:00:00,ENS/USD,16.454,16.579,16.351,16.579,7.256622,120.307536138
1649307600000,2022-04-07 05:00:00,ENS/USD,16.504,16.601,16.324,16.454,36.737263,604.474925402
1649304000000,2022-04-07 04:00:00,ENS/USD,16.43,16.504,16.43,16.504,3.187893,52.612986072000005
1649300400000,2022-04-07 03:00:00,ENS/USD,16.583,16.608,16.324,16.43,298.178323,4899.069846889999
1649296800000,2022-04-07 02:00:00,ENS/USD,16.43,16.603,16.28,16.583,67.855647,1125.2501942009999
1649293200000,2022-04-07 01:00:00,ENS/USD,15.83,16.43,15.83,16.43,440.147415,7231.6220284500005
1649289600000,2022-04-07 00:00:00,ENS/USD,16.127,16.626,15.83,15.83,260.073612,4116.96527796
1649286000000,2022-04-06 23:00:00,ENS/USD,16.472,16.579,16.127,16.127,20.03098,323.03961446
1649282400000,2022-04-06 22:00:00,ENS/USD,16.652,16.687,16.472,16.472,9.605353,158.219374616
1649278800000,2022-04-06 21:00:00,ENS/USD,16.822,16.822,16.622,16.652,58.939254,981.456457608
1649275200000,2022-04-06 20:00:00,ENS/USD,16.737,16.851,16.635,16.822,86.704443,1458.5421401459998
1649271600000,2022-04-06 19:00:00,ENS/USD,16.718,16.765,16.547,16.737,20.613947,345.01563093899995
1649268000000,2022-04-06 18:00:00,ENS/USD,16.805,16.978,16.443,16.718,133.252464,2227.714693152
1649264400000,2022-04-06 17:00:00,ENS/USD,16.73,16.805,16.374,16.805,94.862757,1594.168631385
1649260800000,2022-04-06 16:00:00,ENS/USD,17.078,17.104,16.468,16.73,1800.277991,30118.65078943
1649257200000,2022-04-06 15:00:00,ENS/USD,17.034,17.078,17.034,17.078,0.019246,0.32868318799999996
1649253600000,2022-04-06 14:00:00,ENS/USD,16.99,17.034,16.633,17.034,57.039358,971.6084241719999
1649250000000,2022-04-06 13:00:00,ENS/USD,17.653,17.762,16.99,16.99,72.8448,1237.6331519999999
1649246400000,2022-04-06 12:00:00,ENS/USD,17.745,17.78,17.558,17.653,130.074748,2296.209526444
1649242800000,2022-04-06 11:00:00,ENS/USD,17.939,17.939,17.303,17.745,121.696696,2159.5078705200003
1649239200000,2022-04-06 10:00:00,ENS/USD,18.141,18.263,17.836,17.939,40.578238,727.933011482
1649235600000,2022-04-06 09:00:00,ENS/USD,18.326,18.326,18.13,18.141,11.122942,201.781290822
1649232000000,2022-04-06 08:00:00,ENS/USD,18.245,18.326,18.101,18.326,11.381662,208.580337812
1649228400000,2022-04-06 07:00:00,ENS/USD,18.429,18.523,18.245,18.245,20.255157,369.55533946500003
1649224800000,2022-04-06 06:00:00,ENS/USD,18.539,18.539,18.346,18.429,5.819937,107.255618973
1649221200000,2022-04-06 05:00:00,ENS/USD,18.5,18.539,18.428,18.539,0.724821,13.437456519000001
1649217600000,2022-04-06 04:00:00,ENS/USD,18.191,18.583,18.1,18.5,53.915627,997.4390995
1649214000000,2022-04-06 03:00:00,ENS/USD,18.346,18.426,18.101,18.191,78.048104,1419.7730598639998
1649210400000,2022-04-06 02:00:00,ENS/USD,18.346,18.488,18.307,18.346,69.683679,1278.416774934
1649206800000,2022-04-06 01:00:00,ENS/USD,18.437,18.707,18.346,18.346,40.940688,751.097862048
1649203200000,2022-04-06 00:00:00,ENS/USD,18.83,18.83,17.644,18.437,300.381783,5538.138933171
1649199600000,2022-04-05 23:00:00,ENS/USD,19.101,19.123,18.761,18.83,15.657434,294.82948222
1649196000000,2022-04-05 22:00:00,ENS/USD,19.148,19.283,19.101,19.101,20.725125,395.870612625
1649192400000,2022-04-05 21:00:00,ENS/USD,19.116,19.257,19.024,19.148,434.487988,8319.575994224
1649188800000,2022-04-05 20:00:00,ENS/USD,19.243,19.31,19.015,19.116,61.382707,1173.391827012
1649185200000,2022-04-05 19:00:00,ENS/USD,19.186,19.288,18.979,19.243,182.765932,3516.9648294759995
1649181600000,2022-04-05 18:00:00,ENS/USD,19.312,19.367,19.186,19.186,62.666367,1202.316917262
1649178000000,2022-04-05 17:00:00,ENS/USD,19.31,19.431,19.304,19.312,7.902323,152.609661776
1649174400000,2022-04-05 16:00:00,ENS/USD,19.266,19.608,19.071,19.31,453.375015,8754.67153965
1649170800000,2022-04-05 15:00:00,ENS/USD,19.152,19.359,19.041,19.266,1919.860876,36988.039637015994
1649167200000,2022-04-05 14:00:00,ENS/USD,19.814,19.814,19.152,19.152,76.074666,1456.982003232
1649163600000,2022-04-05 13:00:00,ENS/USD,20.35,20.35,19.687,19.814,66.826534,1324.100944676
1649160000000,2022-04-05 12:00:00,ENS/USD,20.439,20.652,20.337,20.35,39.167571,797.0600698500001
1649156400000,2022-04-05 11:00:00,ENS/USD,20.427,20.469,20.278,20.439,32.797407,670.346201673
1649152800000,2022-04-05 10:00:00,ENS/USD,20.248,20.427,20.091,20.427,379.326814,7748.508829578
1649149200000,2022-04-05 09:00:00,ENS/USD,20.287,20.292,20.239,20.248,0.383629,7.767719992
1649145600000,2022-04-05 08:00:00,ENS/USD,20.15,20.287,20.112,20.287,61.174482,1241.046716334
1649142000000,2022-04-05 07:00:00,ENS/USD,19.963,20.167,19.963,20.15,2.797662,56.37288929999999
1649138400000,2022-04-05 06:00:00,ENS/USD,20.118,20.125,19.963,19.963,4.981981,99.45528670300001
1649134800000,2022-04-05 05:00:00,ENS/USD,20.176,20.25,20.118,20.118,2.711935,54.558708329999995
1649131200000,2022-04-05 04:00:00,ENS/USD,20.074,20.207,19.976,20.176,56.338895,1136.6935455199998
1649127600000,2022-04-05 03:00:00,ENS/USD,20.068,20.196,20.068,20.074,83.264568,1671.452938032
1649124000000,2022-04-05 02:00:00,ENS/USD,20.105,20.276,19.94,20.068,30.874126,619.581960568
1649120400000,2022-04-05 01:00:00,ENS/USD,20.018,20.105,19.864,20.105,18.839087,378.759844135
1649116800000,2022-04-05 00:00:00,ENS/USD,19.837,20.072,19.814,20.018,509.388489,10196.938772802001
1649113200000,2022-04-04 23:00:00,ENS/USD,19.676,19.837,19.676,19.837,6.223728,123.460092336
1649109600000,2022-04-04 22:00:00,ENS/USD,19.625,19.81,19.475,19.676,866.399225,17047.271151099998
1649106000000,2022-04-04 21:00:00,ENS/USD,19.497,19.659,19.489,19.625,5.401623,106.006851375
1649102400000,2022-04-04 20:00:00,ENS/USD,19.225,19.497,19.225,19.497,16.535784,322.398180648
1649098800000,2022-04-04 19:00:00,ENS/USD,19.041,19.225,19.037,19.225,19.59528,376.719258
1649095200000,2022-04-04 18:00:00,ENS/USD,18.968,19.041,18.677,19.041,93.609457,1782.4176707370002
1649091600000,2022-04-04 17:00:00,ENS/USD,19.31,19.398,18.825,18.968,1870.768856,35484.743660608
1649088000000,2022-04-04 16:00:00,ENS/USD,19.015,19.31,19.015,19.31,18.162564,350.71911084
1649084400000,2022-04-04 15:00:00,ENS/USD,19.563,19.563,18.916,19.015,204.965646,3897.42175869
1649080800000,2022-04-04 14:00:00,ENS/USD,19.48,19.659,19.479,19.563,7.464941,146.036640783
1649077200000,2022-04-04 13:00:00,ENS/USD,19.572,19.659,19.304,19.48,33.131736,645.40621728
1649073600000,2022-04-04 12:00:00,ENS/USD,19.658,19.854,19.437,19.572,219.431761,4294.718426292
1649070000000,2022-04-04 11:00:00,ENS/USD,19.504,19.869,19.406,19.658,19.232078,378.06418932400004
1649066400000,2022-04-04 10:00:00,ENS/USD,19.661,19.68,19.359,19.504,23.756853,463.353660912
1649062800000,2022-04-04 09:00:00,ENS/USD,20.105,20.129,19.661,19.661,16.200233,318.51278101300005
1649059200000,2022-04-04 08:00:00,ENS/USD,20.348,20.377,19.923,20.105,20.583083,413.822883715
1649055600000,2022-04-04 07:00:00,ENS/USD,20.303,20.348,20.177,20.348,20.361492,414.31563921599997
1649052000000,2022-04-04 06:00:00,ENS/USD,20.469,20.469,20.303,20.303,3.510821,71.280198763
1649048400000,2022-04-04 05:00:00,ENS/USD,20.15,20.469,20.137,20.469,21.814355,446.518032495
1649044800000,2022-04-04 04:00:00,ENS/USD,20.156,20.259,19.887,20.15,120.518136,2428.4404403999997
1649041200000,2022-04-04 03:00:00,ENS/USD,20.35,20.56,20.156,20.156,63.663394,1283.1993694639998
1649037600000,2022-04-04 02:00:00,ENS/USD,20.277,20.35,20.066,20.35,30.493289,620.5384311500001
1649034000000,2022-04-04 01:00:00,ENS/USD,20.52,20.552,20.203,20.277,25.582585,518.7380760450001
1649030400000,2022-04-04 00:00:00,ENS/USD,21.026,21.026,20.246,20.52,88.764262,1821.44265624
1649026800000,2022-04-03 23:00:00,ENS/USD,20.941,21.302,20.578,21.026,293.054179,6161.757167653999
1649023200000,2022-04-03 22:00:00,ENS/USD,20.618,20.952,20.618,20.941,141.053021,2953.791312761
1649019600000,2022-04-03 21:00:00,ENS/USD,20.513,20.739,20.337,20.618,59.786337,1232.674696266
1649016000000,2022-04-03 20:00:00,ENS/USD,20.54,20.54,20.239,20.513,43.663064,895.6604318320001
1649012400000,2022-04-03 19:00:00,ENS/USD,20.653,20.653,20.457,20.54,80.328588,1649.9491975199999
1649008800000,2022-04-03 18:00:00,ENS/USD,20.469,20.653,20.328,20.653,34.193701,706.2025067529999
1649005200000,2022-04-03 17:00:00,ENS/USD,19.916,20.594,19.916,20.469,356.71199,7301.537723310001
1649001600000,2022-04-03 16:00:00,ENS/USD,20.469,20.56,19.916,19.916,45.781233,911.779036428
1648998000000,2022-04-03 15:00:00,ENS/USD,20.653,20.653,20.156,20.469,117.458442,2404.2568492980004
1648994400000,2022-04-03 14:00:00,ENS/USD,20.603,21.103,20.393,20.653,617.452538,12752.247267314
1648990800000,2022-04-03 13:00:00,ENS/USD,19.894,20.78,19.59,20.603,185.7854,3827.7365962000003
1648987200000,2022-04-03 12:00:00,ENS/USD,20.105,20.105,19.747,19.894,80.601712,1603.490458528
1648983600000,2022-04-03 11:00:00,ENS/USD,18.761,20.196,18.677,20.105,136.121695,2736.726677975
1648980000000,2022-04-03 10:00:00,ENS/USD,18.932,18.954,18.761,18.761,2.808711,52.694227071
1648976400000,2022-04-03 09:00:00,ENS/USD,18.761,18.968,18.703,18.932,3.710041,70.23849621199999
1648972800000,2022-04-03 08:00:00,ENS/USD,19.164,19.211,18.761,18.761,36.212402,679.380873922
1648969200000,2022-04-03 07:00:00,ENS/USD,19.197,19.249,19.101,19.164,11.279974,216.169421736
1648965600000,2022-04-03 06:00:00,ENS/USD,19.006,19.225,18.983,19.197,42.134421,808.8544799370001
1648962000000,2022-04-03 05:00:00,ENS/USD,19.138,19.225,19.003,19.006,13.242439,251.685795634
1648958400000,2022-04-03 04:00:00,ENS/USD,18.729,19.138,18.729,19.138,41.876808,801.438351504
1648954800000,2022-04-03 03:00:00,ENS/USD,18.453,18.749,18.453,18.729,26.308878,492.738976062
1648951200000,2022-04-03 02:00:00,ENS/USD,18.465,18.714,18.453,18.453,18.748109,345.95885537699996
1648947600000,2022-04-03 01:00:00,ENS/USD,18.862,18.885,18.145,18.465,57.934327,1069.757348055
1648944000000,2022-04-03 00:00:00,ENS/USD,18.573,18.862,18.573,18.862,13.319615,251.23457813
1648940400000,2022-04-02 23:00:00,ENS/USD,18.93,18.952,18.573,18.573,49.359787,916.7593239509999
1648936800000,2022-04-02 22:00:00,ENS/USD,19.138,19.178,18.93,18.93,5.233421,99.06865952999999
1648933200000,2022-04-02 21:00:00,ENS/USD,19.032,19.138,18.825,19.138,15.637867,299.277498646
1648929600000,2022-04-02 20:00:00,ENS/USD,19.095,19.138,18.93,19.032,10.346728,196.91892729600002
1648926000000,2022-04-02 19:00:00,ENS/USD,18.843,19.099,18.768,19.095,6.459324,123.34079177999999
1648922400000,2022-04-02 18:00:00,ENS/USD,19.18,19.18,18.5,18.843,148.219699,2792.9037882569996
1648918800000,2022-04-02 17:00:00,ENS/USD,19.053,19.18,19.039,19.18,9.282631,178.04086258
1648915200000,2022-04-02 16:00:00,ENS/USD,18.619,19.053,18.619,19.053,86.9359,1656.3897027
1648911600000,2022-04-02 15:00:00,ENS/USD,19.519,19.519,18.619,18.619,147.41071,2744.64000949
1648908000000,2022-04-02 14:00:00,ENS/USD,19.621,19.748,19.487,19.519,17.727799,346.02890868099996
1648904400000,2022-04-02 13:00:00,ENS/USD,19.802,19.926,19.621,19.621,54.990991,1078.978234411
1648900800000,2022-04-02 12:00:00,ENS/USD,19.709,19.861,19.354,19.802,118.980824,2356.058276848
1648897200000,2022-04-02 11:00:00,ENS/USD,19.942,19.978,19.709,19.709,23.482839,462.82327385099995
1648893600000,2022-04-02 10:00:00,ENS/USD,19.82,20.255,19.781,19.942,302.398843,6030.437727106
1648890000000,2022-04-02 09:00:00,ENS/USD,19.487,19.82,19.451,19.82,15.604911,309.28933602
1648886400000,2022-04-02 08:00:00,ENS/USD,19.295,19.539,19.229,19.487,14.12471,275.24822377
1648882800000,2022-04-02 07:00:00,ENS/USD,19.493,19.507,19.295,19.295,19.142583,369.356138985
1648879200000,2022-04-02 06:00:00,ENS/USD,19.455,19.504,19.417,19.493,0.106053,2.0672911289999996
1648875600000,2022-04-02 05:00:00,ENS/USD,19.398,19.484,19.27,19.455,3055.42892,59443.369638599994
1648872000000,2022-04-02 04:00:00,ENS/USD,19.322,19.398,19.233,19.398,7.441097,144.342399606
1648868400000,2022-04-02 03:00:00,ENS/USD,19.275,19.322,19.101,19.322,14.159661,273.592969842
1648864800000,2022-04-02 02:00:00,ENS/USD,19.299,19.659,19.225,19.275,131.037072,2525.7395628
1648861200000,2022-04-02 01:00:00,ENS/USD,19.225,19.491,19.073,19.299,203.332224,3924.108590976
1648857600000,2022-04-02 00:00:00,ENS/USD,18.407,19.279,18.264,19.225,1149.744773,22103.843260925
