https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTCG,Volume USD
1651381200000,2022-05-01 05:00:00,BTCG/USD,37941.55,38081.83,37941.55,38081.83,0.01898674,723.0498049342
1651377600000,2022-05-01 04:00:00,BTCG/USD,37898.36,38015.37,37898.36,37941.55,0.04635902,1758.9330752810001
1651374000000,2022-05-01 03:00:00,BTCG/USD,38403.52,38403.52,37891.53,37898.36,0.12597126,4774.1041611336
1651370400000,2022-05-01 02:00:00,BTCG/USD,37436.7,38403.52,37435.16,38403.52,0.00334153,128.3265141856
1651366800000,2022-05-01 01:00:00,BTCG/USD,38403.52,38403.52,37436.7,37436.7,0.15302723,5728.834501340999
1651363200000,2022-05-01 00:00:00,BTCG/USD,38403.52,38403.52,37512.51,38403.52,0.0059287,227.68294902399998
1651359600000,2022-04-30 23:00:00,BTCG/USD,38320.83,38411.01,37512.5,38403.52,0.75270851,28906.6563179552
1651356000000,2022-04-30 22:00:00,BTCG/USD,38317.61,38340.01,38229.91,38320.83,0.01447888,554.8426990704
1651352400000,2022-04-30 21:00:00,BTCG/USD,38317.61,38317.61,38317.61,38317.61,0.0,0.0
1651348800000,2022-04-30 20:00:00,BTCG/USD,38384.8,38437.19,38317.61,38317.61,0.00398617,152.7405074537
1651345200000,2022-04-30 19:00:00,BTCG/USD,38332.5,38384.8,38332.5,38384.8,0.07656615,2938.9763545200003
1651341600000,2022-04-30 18:00:00,BTCG/USD,38349.62,38349.62,38211.5,38332.5,0.00548915,210.412842375
1651338000000,2022-04-30 17:00:00,BTCG/USD,38469.3,38497.71,38303.94,38349.62,0.56297468,21589.8650476216
1651334400000,2022-04-30 16:00:00,BTCG/USD,38469.3,38562.19,38469.3,38469.3,0.000274,10.5405882
1651330800000,2022-04-30 15:00:00,BTCG/USD,38296.15,38514.41,38272.05,38469.3,0.07060872,2716.268032296
1651327200000,2022-04-30 14:00:00,BTCG/USD,38563.44,38563.44,38296.15,38296.15,0.17784953,6810.952278309501
1651323600000,2022-04-30 13:00:00,BTCG/USD,38608.13,38608.13,38563.44,38563.44,0.0005083,19.601796552000003
1651320000000,2022-04-30 12:00:00,BTCG/USD,38564.66,38608.13,38564.66,38608.13,0.00634775,245.0747572075
1651316400000,2022-04-30 11:00:00,BTCG/USD,38564.66,38564.66,38564.66,38564.66,0.0,0.0
1651312800000,2022-04-30 10:00:00,BTCG/USD,38564.66,38564.66,38564.66,38564.66,0.0,0.0
1651309200000,2022-04-30 09:00:00,BTCG/USD,38564.66,38564.66,38564.66,38564.66,0.0,0.0
