https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CUBE,Volume USD
1649934000000,2022-04-14 11:00:00,CUBE/USD,5.1519,5.1533,5.0694,5.1043,1594.502503,8138.8191260629
1649930400000,2022-04-14 10:00:00,CUBE/USD,5.1522,5.1641,5.1519,5.1519,70.359131,362.4832069989001
1649926800000,2022-04-14 09:00:00,CUBE/USD,5.1652,5.1669,5.1433,5.1522,166.728946,859.0208755812
1649923200000,2022-04-14 08:00:00,CUBE/USD,5.1618,5.176,5.1618,5.1652,95.978021,495.74567406919994
1649919600000,2022-04-14 07:00:00,CUBE/USD,5.1429,5.1795,5.1421,5.1618,523.195959,2700.6329011662
1649916000000,2022-04-14 06:00:00,CUBE/USD,5.146,5.159,5.1399,5.1429,562.472766,2892.7411882614
1649912400000,2022-04-14 05:00:00,CUBE/USD,5.1401,5.1466,5.1399,5.146,19.868916,102.24544173599999
1649908800000,2022-04-14 04:00:00,CUBE/USD,5.1403,5.1461,5.1399,5.1401,281.054349,1444.6474592949
1649905200000,2022-04-14 03:00:00,CUBE/USD,5.1273,5.1461,5.1191,5.1403,170.044066,874.0775124597999
1649901600000,2022-04-14 02:00:00,CUBE/USD,5.1402,5.1402,5.1251,5.1273,39.747,203.7947931
1649898000000,2022-04-14 01:00:00,CUBE/USD,5.141,5.1442,5.082,5.1402,1475.887923,7586.3591018046
1649894400000,2022-04-14 00:00:00,CUBE/USD,5.1323,5.1466,5.1158,5.141,68.287681,351.06696802100004
1649890800000,2022-04-13 23:00:00,CUBE/USD,5.1165,5.1323,5.1165,5.1323,36.464418,187.1463325014
1649887200000,2022-04-13 22:00:00,CUBE/USD,5.1128,5.1384,5.1089,5.1165,449.360667,2299.1538527055
1649883600000,2022-04-13 21:00:00,CUBE/USD,5.1252,5.1306,5.0911,5.1128,612.858897,3133.4249685816
1649880000000,2022-04-13 20:00:00,CUBE/USD,5.1093,5.1252,5.0998,5.1252,254.43693,1304.040153636
1649876400000,2022-04-13 19:00:00,CUBE/USD,5.1284,5.1286,5.1011,5.1093,57.705674,294.8356001682
1649872800000,2022-04-13 18:00:00,CUBE/USD,5.1231,5.1286,5.1212,5.1284,66.313086,340.08003024239997
1649869200000,2022-04-13 17:00:00,CUBE/USD,5.1313,5.1562,5.1011,5.1231,686.187099,3515.4051268869
1649865600000,2022-04-13 16:00:00,CUBE/USD,5.1382,5.1547,5.1313,5.1313,43.582785,223.63634467050002
1649862000000,2022-04-13 15:00:00,CUBE/USD,5.0176,5.1583,5.0176,5.1382,3447.871278,17715.8522006196
1649858400000,2022-04-13 14:00:00,CUBE/USD,5.1181,5.1181,4.9027,5.0176,2781.505191,13956.4804463616
1649854800000,2022-04-13 13:00:00,CUBE/USD,5.1022,5.1215,5.1022,5.1181,94.301565,482.6448398265
1649851200000,2022-04-13 12:00:00,CUBE/USD,5.2017,5.2017,5.0993,5.1022,1477.294872,7537.453895918399
1649847600000,2022-04-13 11:00:00,CUBE/USD,5.3032,5.3032,5.18,5.2017,1446.601708,7524.788104503599
1649844000000,2022-04-13 10:00:00,CUBE/USD,5.3034,5.32,5.3032,5.3032,28.29624,150.06061996800003
1649840400000,2022-04-13 09:00:00,CUBE/USD,5.318,5.318,5.2982,5.3034,389.989645,2068.2710832929997
1649836800000,2022-04-13 08:00:00,CUBE/USD,5.3211,5.3211,5.3073,5.318,21.128986,112.363947548
1649833200000,2022-04-13 07:00:00,CUBE/USD,5.316,5.3211,5.3063,5.3211,218.365481,1161.9445609491
1649829600000,2022-04-13 06:00:00,CUBE/USD,5.3232,5.3244,5.316,5.316,126.91402,674.6749303199999
1649826000000,2022-04-13 05:00:00,CUBE/USD,5.1679,5.3712,5.1659,5.3232,3043.000291,16198.499149051198
1649822400000,2022-04-13 04:00:00,CUBE/USD,4.8038,5.1795,4.8038,5.1679,6223.42961,32162.061881519003
1649818800000,2022-04-13 03:00:00,CUBE/USD,4.781,4.8175,4.781,4.8038,428.014577,2056.0964249925996
1649815200000,2022-04-13 02:00:00,CUBE/USD,4.7646,4.781,4.7646,4.781,227.269218,1086.5741312579999
1649811600000,2022-04-13 01:00:00,CUBE/USD,4.7645,4.773,4.7347,4.7646,1046.682247,4987.0222340561995
1649808000000,2022-04-13 00:00:00,CUBE/USD,4.7677,4.7944,4.7498,4.7645,327.622385,1560.9568533325
1649804400000,2022-04-12 23:00:00,CUBE/USD,4.7644,4.7677,4.7512,4.7677,58.94719,281.042517763
1649800800000,2022-04-12 22:00:00,CUBE/USD,4.7734,4.7775,4.7539,4.7644,284.427549,1355.1266144556
1649797200000,2022-04-12 21:00:00,CUBE/USD,4.7667,4.7734,4.7667,4.7734,19.84269,94.717096446
1649793600000,2022-04-12 20:00:00,CUBE/USD,4.7579,4.7732,4.7497,4.7667,275.232301,1311.9498091767
1649790000000,2022-04-12 19:00:00,CUBE/USD,4.8104,4.8136,4.7566,4.7579,1136.365174,5406.711861374601
1649786400000,2022-04-12 18:00:00,CUBE/USD,4.8175,4.8175,4.8073,4.8104,61.937522,297.94425582879995
1649782800000,2022-04-12 17:00:00,CUBE/USD,4.8273,4.8273,4.8045,4.8175,504.143463,2428.7111330025
1649779200000,2022-04-12 16:00:00,CUBE/USD,4.846,4.846,4.8202,4.8273,16.353983,78.9455821359
1649775600000,2022-04-12 15:00:00,CUBE/USD,4.8625,4.8853,4.8164,4.846,1814.345851,8792.319993946001
1649772000000,2022-04-12 14:00:00,CUBE/USD,4.9177,4.9178,4.8625,4.8625,827.733654,4024.8548925749997
1649768400000,2022-04-12 13:00:00,CUBE/USD,4.8201,5.0259,4.8164,4.9177,2588.826806,12731.0735838662
1649764800000,2022-04-12 12:00:00,CUBE/USD,4.7877,4.8201,4.7876,4.8201,183.517902,884.5746394302
1649761200000,2022-04-12 11:00:00,CUBE/USD,4.7263,4.831,4.726,4.7877,1076.907989,5155.912378935301
1649757600000,2022-04-12 10:00:00,CUBE/USD,4.7262,4.7325,4.7071,4.7263,177.13802,837.207423926
1649754000000,2022-04-12 09:00:00,CUBE/USD,4.7071,4.7295,4.7071,4.7262,206.42114,975.5875918680001
1649750400000,2022-04-12 08:00:00,CUBE/USD,4.7069,4.7206,4.7069,4.7071,99.10265,466.486083815
1649746800000,2022-04-12 07:00:00,CUBE/USD,4.6913,4.7069,4.6907,4.7069,6.007423,28.2763393187
1649743200000,2022-04-12 06:00:00,CUBE/USD,4.7044,4.7107,4.69,4.6913,138.67221,650.552938773
1649739600000,2022-04-12 05:00:00,CUBE/USD,4.6959,4.7046,4.6959,4.7044,26.241778,123.45182042319999
1649736000000,2022-04-12 04:00:00,CUBE/USD,4.6777,4.6959,4.6777,4.6959,367.709081,1726.7250734679
1649732400000,2022-04-12 03:00:00,CUBE/USD,4.6866,4.7072,4.6491,4.6777,813.087413,3803.3789917900995
1649728800000,2022-04-12 02:00:00,CUBE/USD,4.6906,4.7007,4.6847,4.6866,111.58377,522.948496482
1649725200000,2022-04-12 01:00:00,CUBE/USD,4.6802,4.7094,4.6802,4.6906,109.521004,513.7192213624
1649721600000,2022-04-12 00:00:00,CUBE/USD,4.6629,4.7308,4.6518,4.6802,2022.894827,9467.5523693254
1649718000000,2022-04-11 23:00:00,CUBE/USD,4.6826,4.6826,4.6493,4.6629,1035.7364,4829.53525956
1649714400000,2022-04-11 22:00:00,CUBE/USD,4.6504,4.6941,4.6491,4.6826,502.380464,2352.4467607264
1649710800000,2022-04-11 21:00:00,CUBE/USD,4.709,4.7215,4.6403,4.6504,1395.73421,6490.722370184001
1649707200000,2022-04-11 20:00:00,CUBE/USD,4.7145,4.7511,4.6599,4.709,1472.4579,6933.8042511
1649703600000,2022-04-11 19:00:00,CUBE/USD,4.7162,4.7251,4.7099,4.7145,139.640658,658.3358821410001
1649700000000,2022-04-11 18:00:00,CUBE/USD,4.6377,4.7162,4.6377,4.7162,795.427836,3751.3967601431996
1649696400000,2022-04-11 17:00:00,CUBE/USD,4.5878,4.672,4.5838,4.6377,4306.5836,19972.64276172
1649692800000,2022-04-11 16:00:00,CUBE/USD,4.5944,4.622,4.55,4.5878,3723.385696,17082.148896108796
1649689200000,2022-04-11 15:00:00,CUBE/USD,4.6092,4.6297,4.5938,4.5944,1285.246615,5904.937047956
1649685600000,2022-04-11 14:00:00,CUBE/USD,4.6354,4.6419,4.5903,4.6092,2239.690497,10323.1814387724
1649682000000,2022-04-11 13:00:00,CUBE/USD,4.7049,4.7051,4.6194,4.6354,1630.949057,7560.1012588178
1649678400000,2022-04-11 12:00:00,CUBE/USD,4.6831,4.705,4.6831,4.7049,292.109007,1374.3436670343
1649674800000,2022-04-11 11:00:00,CUBE/USD,4.693,4.6995,4.6737,4.6831,563.100294,2637.0549868313997
1649671200000,2022-04-11 10:00:00,CUBE/USD,4.8279,4.8279,4.65,4.693,9219.587157,43267.522527801
1649667600000,2022-04-11 09:00:00,CUBE/USD,4.9073,4.9073,4.8279,4.8279,1349.632505,6515.890770889499
1649664000000,2022-04-11 08:00:00,CUBE/USD,4.9437,4.9437,4.9073,4.9073,289.931775,1422.7821994575002
1649660400000,2022-04-11 07:00:00,CUBE/USD,4.9374,4.9453,4.9348,4.9437,99.600925,492.3970929225
1649656800000,2022-04-11 06:00:00,CUBE/USD,4.9348,4.9376,4.9348,4.9374,2.827436,13.9601825064
1649653200000,2022-04-11 05:00:00,CUBE/USD,4.9221,4.947,4.922,4.9348,446.577166,2203.7689987768
1649649600000,2022-04-11 04:00:00,CUBE/USD,4.9077,4.9221,4.9076,4.9221,75.867058,373.42524618180005
1649646000000,2022-04-11 03:00:00,CUBE/USD,4.8636,4.9181,4.8636,4.9077,1668.78834,8189.912536218
1649642400000,2022-04-11 02:00:00,CUBE/USD,4.9053,4.914,4.85,4.8636,2190.543824,10653.928942406399
1649638800000,2022-04-11 01:00:00,CUBE/USD,4.915,4.915,4.9053,4.9053,294.497276,1444.5974879628002
1649635200000,2022-04-11 00:00:00,CUBE/USD,4.9758,4.9758,4.8821,4.915,2203.177991,10828.619825765
1649631600000,2022-04-10 23:00:00,CUBE/USD,4.9814,4.9898,4.9708,4.9758,630.779422,3138.6322479875994
1649628000000,2022-04-10 22:00:00,CUBE/USD,5.0272,5.0272,4.9076,4.9814,5412.320063,26960.9311618282
1649624400000,2022-04-10 21:00:00,CUBE/USD,5.0316,5.041,5.0272,5.0272,34.617558,174.0293875776
1649620800000,2022-04-10 20:00:00,CUBE/USD,5.0259,5.0381,5.0259,5.0316,29.358259,147.71901598440002
1649617200000,2022-04-10 19:00:00,CUBE/USD,5.0345,5.0429,5.0259,5.0259,131.198561,659.3908477299001
1649613600000,2022-04-10 18:00:00,CUBE/USD,5.0376,5.0378,5.0027,5.0345,391.079335,1968.8889120575002
1649610000000,2022-04-10 17:00:00,CUBE/USD,5.0208,5.0439,5.0207,5.0376,583.821657,2941.0599793032
1649606400000,2022-04-10 16:00:00,CUBE/USD,5.0239,5.0241,5.0031,5.0208,265.525366,1333.1497576128002
1649602800000,2022-04-10 15:00:00,CUBE/USD,5.0223,5.0241,5.0223,5.0239,14.885933,74.7854387987
1649599200000,2022-04-10 14:00:00,CUBE/USD,5.0095,5.0225,5.0095,5.0223,24.152434,121.30076927820001
1649595600000,2022-04-10 13:00:00,CUBE/USD,5.0123,5.0148,5.0095,5.0095,26.175025,131.1237877375
1649592000000,2022-04-10 12:00:00,CUBE/USD,5.015,5.015,5.0123,5.0123,16.771786,84.06522296779998
1649588400000,2022-04-10 11:00:00,CUBE/USD,5.01,5.015,5.01,5.015,2.175099,10.908121484999999
1649584800000,2022-04-10 10:00:00,CUBE/USD,5.0137,5.015,5.01,5.01,50.096455,250.98323954999998
1649581200000,2022-04-10 09:00:00,CUBE/USD,5.014,5.0241,5.0137,5.0137,9.322447,46.7399525239
1649577600000,2022-04-10 08:00:00,CUBE/USD,5.0202,5.0241,5.0111,5.014,5.157382,25.859113348
1649574000000,2022-04-10 07:00:00,CUBE/USD,5.0325,5.0501,5.0096,5.0202,963.584973,4837.3892814546
1649570400000,2022-04-10 06:00:00,CUBE/USD,5.0197,5.0325,5.0197,5.0325,33.938274,170.79436390499998
1649566800000,2022-04-10 05:00:00,CUBE/USD,5.0223,5.0315,5.0197,5.0197,84.586564,424.5991753108
1649563200000,2022-04-10 04:00:00,CUBE/USD,5.0314,5.0315,5.0209,5.0223,22.773588,114.37579101240001
1649559600000,2022-04-10 03:00:00,CUBE/USD,5.0409,5.0411,5.0112,5.0314,78.867401,396.8134413914
1649556000000,2022-04-10 02:00:00,CUBE/USD,5.0168,5.0423,5.0168,5.0409,1.90667,9.611332803
1649552400000,2022-04-10 01:00:00,CUBE/USD,5.0107,5.039,5.0107,5.0168,28.957575,145.27436226
1649548800000,2022-04-10 00:00:00,CUBE/USD,5.0309,5.0362,5.0107,5.0107,66.639846,333.9122763522
1649545200000,2022-04-09 23:00:00,CUBE/USD,4.9832,5.0325,4.9805,5.0309,715.563299,3599.9274009391
1649541600000,2022-04-09 22:00:00,CUBE/USD,4.9895,4.9907,4.9832,4.9832,24.068952,119.9404016064
1649538000000,2022-04-09 21:00:00,CUBE/USD,4.9809,4.9911,4.9809,4.9895,95.476123,476.3781157085
1649534400000,2022-04-09 20:00:00,CUBE/USD,4.9706,4.9809,4.9706,4.9809,44.344123,220.87364225070002
1649530800000,2022-04-09 19:00:00,CUBE/USD,4.9958,5.0014,4.9392,4.9706,1233.965003,6133.5464439118
1649527200000,2022-04-09 18:00:00,CUBE/USD,5.0244,5.0244,4.9815,4.9958,534.193899,2668.7258806242
1649523600000,2022-04-09 17:00:00,CUBE/USD,5.0063,5.0366,5.0063,5.0244,800.5065,4022.0648585999998
1649520000000,2022-04-09 16:00:00,CUBE/USD,5.0038,5.0118,4.999,5.0063,53.261219,266.6416406797
1649516400000,2022-04-09 15:00:00,CUBE/USD,5.005,5.0217,5.0038,5.0038,296.348918,1482.8707158884001
1649512800000,2022-04-09 14:00:00,CUBE/USD,4.9994,5.0183,4.9994,5.005,133.342382,667.3786219099999
1649509200000,2022-04-09 13:00:00,CUBE/USD,4.9753,5.03,4.9753,4.9994,1379.342187,6895.883329687799
1649505600000,2022-04-09 12:00:00,CUBE/USD,4.9799,4.9814,4.9537,4.9753,242.778517,1207.8959556301
1649502000000,2022-04-09 11:00:00,CUBE/USD,4.9715,4.9814,4.9715,4.9799,7.182086,35.7660700714
1649498400000,2022-04-09 10:00:00,CUBE/USD,4.9581,5.014,4.9523,4.9715,1525.579674,7584.419349291
1649494800000,2022-04-09 09:00:00,CUBE/USD,4.9717,4.9717,4.9571,4.9581,100.38434,497.71559615399997
1649491200000,2022-04-09 08:00:00,CUBE/USD,4.9715,4.9717,4.9603,4.9717,5.331675,26.5074885975
1649487600000,2022-04-09 07:00:00,CUBE/USD,4.9612,4.9717,4.9566,4.9715,65.942126,327.831279409
1649484000000,2022-04-09 06:00:00,CUBE/USD,4.9748,4.9748,4.9612,4.9612,40.077852,198.8342393424
1649480400000,2022-04-09 05:00:00,CUBE/USD,4.9699,4.9816,4.9629,4.9748,175.996569,875.5477314612
1649476800000,2022-04-09 04:00:00,CUBE/USD,4.9608,4.9747,4.9541,4.9699,198.920515,988.6150674985
1649473200000,2022-04-09 03:00:00,CUBE/USD,4.9502,4.9608,4.9502,4.9608,17.158807,85.12140976559999
1649469600000,2022-04-09 02:00:00,CUBE/USD,4.9503,4.9651,4.9258,4.9502,540.30278,2674.606821556
1649466000000,2022-04-09 01:00:00,CUBE/USD,4.9599,4.9679,4.9431,4.9503,79.881928,395.43950817840005
1649462400000,2022-04-09 00:00:00,CUBE/USD,4.9503,4.961,4.9394,4.9599,103.865188,515.1609459612
1649458800000,2022-04-08 23:00:00,CUBE/USD,4.9547,4.9655,4.9489,4.9503,100.103792,495.5438015376
1649455200000,2022-04-08 22:00:00,CUBE/USD,4.9647,4.972,4.9439,4.9547,206.501972,1023.1553206683999
1649451600000,2022-04-08 21:00:00,CUBE/USD,4.9487,4.9788,4.9486,4.9647,422.46665,2097.420177255
1649448000000,2022-04-08 20:00:00,CUBE/USD,5.0674,5.0801,4.85,4.9487,4864.017091,24070.561378231698
1649444400000,2022-04-08 19:00:00,CUBE/USD,5.0601,5.0921,5.0589,5.0674,360.975645,1829.207983473
1649440800000,2022-04-08 18:00:00,CUBE/USD,5.2388,5.2388,4.9875,5.0601,12994.445181,65753.1920603781
1649437200000,2022-04-08 17:00:00,CUBE/USD,5.2435,5.2534,5.2388,5.2388,53.341387,279.4448582156
1649433600000,2022-04-08 16:00:00,CUBE/USD,4.9767,5.29,4.9767,5.2435,10858.171428,56934.821882717995
1649430000000,2022-04-08 15:00:00,CUBE/USD,4.9465,5.0146,4.9438,4.9767,2637.559627,13126.3429956909
1649426400000,2022-04-08 14:00:00,CUBE/USD,4.9012,4.9506,4.88,4.9465,1615.282339,7989.994089863501
1649422800000,2022-04-08 13:00:00,CUBE/USD,4.9347,4.9347,4.8869,4.9012,2029.113544,9945.0913018528
1649419200000,2022-04-08 12:00:00,CUBE/USD,4.9567,4.9692,4.9216,4.9347,500.309312,2468.8763619264
1649415600000,2022-04-08 11:00:00,CUBE/USD,4.9611,4.966,4.9522,4.9567,106.038433,525.6007008511
1649412000000,2022-04-08 10:00:00,CUBE/USD,4.9563,4.9953,4.9339,4.9611,963.766037,4781.3396861607
1649408400000,2022-04-08 09:00:00,CUBE/USD,4.9693,4.9699,4.9563,4.9563,59.396677,294.38775021509997
1649404800000,2022-04-08 08:00:00,CUBE/USD,4.9489,4.975,4.9381,4.9693,444.093144,2206.8320604791998
1649401200000,2022-04-08 07:00:00,CUBE/USD,4.9692,4.9921,4.9021,4.9489,2683.41459,13279.950464451
1649397600000,2022-04-08 06:00:00,CUBE/USD,5.0531,5.0643,4.9627,4.9692,2187.800004,10871.6157798768
1649394000000,2022-04-08 05:00:00,CUBE/USD,5.0531,5.0653,5.0531,5.0531,26.650587,134.6680811697
1649390400000,2022-04-08 04:00:00,CUBE/USD,5.0678,5.0678,5.0521,5.0531,60.915156,307.8103747836
1649386800000,2022-04-08 03:00:00,CUBE/USD,5.06,5.0878,5.0562,5.0678,118.741709,601.7592328702
1649383200000,2022-04-08 02:00:00,CUBE/USD,5.0509,5.06,5.0477,5.06,106.309478,537.92595868
1649379600000,2022-04-08 01:00:00,CUBE/USD,5.043,5.0559,5.0247,5.0509,507.160587,2561.6174088783005
1649376000000,2022-04-08 00:00:00,CUBE/USD,5.0505,5.06,5.0233,5.043,458.346434,2311.441066662
1649372400000,2022-04-07 23:00:00,CUBE/USD,5.052,5.06,5.0505,5.0505,213.499594,1078.2796994970001
1649368800000,2022-04-07 22:00:00,CUBE/USD,5.0426,5.0526,5.0422,5.052,12.65099,63.91280148
1649365200000,2022-04-07 21:00:00,CUBE/USD,5.06,5.06,5.0357,5.0426,254.458275,1283.131297515
1649361600000,2022-04-07 20:00:00,CUBE/USD,5.0461,5.06,5.0461,5.06,27.288653,138.08058418
1649358000000,2022-04-07 19:00:00,CUBE/USD,5.0394,5.0532,5.0394,5.0461,191.217747,964.9038731367
1649354400000,2022-04-07 18:00:00,CUBE/USD,5.0412,5.0412,5.0273,5.0394,402.468093,2028.1977078641999
1649350800000,2022-04-07 17:00:00,CUBE/USD,5.0209,5.0412,5.0209,5.0412,325.549848,1641.1618937376
1649347200000,2022-04-07 16:00:00,CUBE/USD,5.0227,5.0227,5.0103,5.0209,52.531264,263.75422341760003
1649343600000,2022-04-07 15:00:00,CUBE/USD,5.0524,5.0572,4.9718,5.0227,2423.110872,12170.558976794402
1649340000000,2022-04-07 14:00:00,CUBE/USD,5.1309,5.1459,5.0182,5.0524,3303.020341,16688.179970868398
1649336400000,2022-04-07 13:00:00,CUBE/USD,5.1026,5.1309,5.093,5.1309,501.911763,2575.2590647766997
1649332800000,2022-04-07 12:00:00,CUBE/USD,5.1112,5.1188,5.1,5.1026,494.990985,2525.741000061
1649329200000,2022-04-07 11:00:00,CUBE/USD,5.0815,5.1136,5.0815,5.1112,218.992451,1119.3142155512
1649325600000,2022-04-07 10:00:00,CUBE/USD,5.078,5.0931,5.078,5.0815,48.116366,244.503313829
1649322000000,2022-04-07 09:00:00,CUBE/USD,5.0907,5.0907,5.0754,5.078,50.321981,255.535019518
1649318400000,2022-04-07 08:00:00,CUBE/USD,5.0875,5.0907,5.0756,5.0907,52.46901,267.103989207
1649314800000,2022-04-07 07:00:00,CUBE/USD,5.0783,5.0902,5.0783,5.0875,120.472753,612.9051308875
1649311200000,2022-04-07 06:00:00,CUBE/USD,5.0554,5.0966,5.0554,5.0783,435.773707,2212.9896162581
1649307600000,2022-04-07 05:00:00,CUBE/USD,5.0528,5.0673,5.0528,5.0554,26.139367,132.14495593179998
1649304000000,2022-04-07 04:00:00,CUBE/USD,4.9986,5.0681,4.9986,5.0528,59.987038,303.10250560640003
1649300400000,2022-04-07 03:00:00,CUBE/USD,4.9508,5.1046,4.9508,4.9986,1193.607895,5966.368423947
1649296800000,2022-04-07 02:00:00,CUBE/USD,4.9424,4.9508,4.9269,4.9508,1246.622186,6171.7771184488
1649293200000,2022-04-07 01:00:00,CUBE/USD,4.8893,4.9493,4.8681,4.9424,1954.937139,9662.081315793599
1649289600000,2022-04-07 00:00:00,CUBE/USD,4.9723,5.0016,4.878,4.8893,4543.063077,22212.3983023761
1649286000000,2022-04-06 23:00:00,CUBE/USD,5.0178,5.0333,4.93,4.9723,2323.095811,11551.1293010353
1649282400000,2022-04-06 22:00:00,CUBE/USD,5.038,5.0569,5.0081,5.0178,615.036071,3086.1279970638
1649278800000,2022-04-06 21:00:00,CUBE/USD,4.9966,5.0512,4.984,5.038,1185.130611,5970.688018218
1649275200000,2022-04-06 20:00:00,CUBE/USD,5.0633,5.0846,4.93,4.9966,6122.26536,30590.511097776
1649271600000,2022-04-06 19:00:00,CUBE/USD,5.1069,5.1069,5.0491,5.0633,1085.66873,5497.066480609001
1649268000000,2022-04-06 18:00:00,CUBE/USD,5.1199,5.121,5.0765,5.1069,844.26074,4311.555173106
1649264400000,2022-04-06 17:00:00,CUBE/USD,5.1079,5.154,5.1065,5.1199,382.484087,1958.2802770313
1649260800000,2022-04-06 16:00:00,CUBE/USD,5.1533,5.1558,5.058,5.1079,3161.044587,16146.299645937299
1649257200000,2022-04-06 15:00:00,CUBE/USD,5.1297,5.1533,5.1297,5.1533,31.926678,164.5277497374
1649253600000,2022-04-06 14:00:00,CUBE/USD,5.0556,5.1556,4.9356,5.1297,8847.312556,45384.059218513205
1649250000000,2022-04-06 13:00:00,CUBE/USD,5.1819,5.1819,5.0556,5.0556,4274.643004,21610.885171022397
1649246400000,2022-04-06 12:00:00,CUBE/USD,5.1987,5.2095,5.1467,5.1819,1531.150405,7934.2682836695
1649242800000,2022-04-06 11:00:00,CUBE/USD,5.252,5.252,5.1926,5.1987,852.160039,4430.124394749299
1649239200000,2022-04-06 10:00:00,CUBE/USD,5.2495,5.2574,5.2453,5.252,11.898963,62.493353676
1649235600000,2022-04-06 09:00:00,CUBE/USD,5.244,5.2636,5.2427,5.2495,247.015717,1296.7090063915
1649232000000,2022-04-06 08:00:00,CUBE/USD,5.2413,5.28,5.2404,5.244,1587.189581,8323.222162764
1649228400000,2022-04-06 07:00:00,CUBE/USD,5.2519,5.2553,5.2402,5.2413,91.496655,479.5614178515
1649224800000,2022-04-06 06:00:00,CUBE/USD,5.2526,5.2558,5.2402,5.2519,64.329704,337.85317243760005
1649221200000,2022-04-06 05:00:00,CUBE/USD,5.2416,5.2933,5.1995,5.2526,2984.172532,15674.6646415832
1649217600000,2022-04-06 04:00:00,CUBE/USD,5.2364,5.2443,5.2193,5.2416,176.542439,925.3648482624
1649214000000,2022-04-06 03:00:00,CUBE/USD,5.3097,5.3097,5.16,5.2364,2665.626097,13958.2844943308
1649210400000,2022-04-06 02:00:00,CUBE/USD,5.2882,5.3517,5.2866,5.3097,857.363598,4552.3434963006
1649206800000,2022-04-06 01:00:00,CUBE/USD,5.272,5.3206,5.2669,5.2882,416.1004,2200.42213528
1649203200000,2022-04-06 00:00:00,CUBE/USD,5.3277,5.3277,5.2,5.272,2971.502446,15665.760895312
1649199600000,2022-04-05 23:00:00,CUBE/USD,5.3234,5.3632,5.3,5.3277,878.953988,4682.8031618676
1649196000000,2022-04-05 22:00:00,CUBE/USD,5.3098,5.3367,5.289,5.3234,301.366903,1604.2965714302
1649192400000,2022-04-05 21:00:00,CUBE/USD,5.3103,5.3255,5.2436,5.3098,1259.902743,6689.831584781401
1649188800000,2022-04-05 20:00:00,CUBE/USD,5.3597,5.3605,5.303,5.3103,506.312611,2688.6718581933
1649185200000,2022-04-05 19:00:00,CUBE/USD,5.3504,5.3721,5.3246,5.3597,641.137749,3436.3059933153
1649181600000,2022-04-05 18:00:00,CUBE/USD,5.4069,5.4069,5.3419,5.3504,1208.905729,6468.1292124415995
1649178000000,2022-04-05 17:00:00,CUBE/USD,5.4038,5.4361,5.3893,5.4069,1402.52931,7583.335726239
1649174400000,2022-04-05 16:00:00,CUBE/USD,5.5053,5.5053,5.3931,5.4038,1859.647147,10049.1612529586
1649170800000,2022-04-05 15:00:00,CUBE/USD,5.4939,5.5081,5.4905,5.5053,160.12184,881.5187657519999
1649167200000,2022-04-05 14:00:00,CUBE/USD,5.6062,5.6063,5.4718,5.4939,1657.319662,9105.1484910618
1649163600000,2022-04-05 13:00:00,CUBE/USD,5.6227,5.6227,5.5969,5.6062,163.645562,917.4297496844001
1649160000000,2022-04-05 12:00:00,CUBE/USD,5.6251,5.6372,5.594,5.6227,642.045704,3610.0303798808
1649156400000,2022-04-05 11:00:00,CUBE/USD,5.6369,5.6369,5.6104,5.6251,321.912085,1810.7876693335
1649152800000,2022-04-05 10:00:00,CUBE/USD,5.6216,5.6509,5.62,5.6369,183.808179,1036.1083242051
1649149200000,2022-04-05 09:00:00,CUBE/USD,5.6275,5.6397,5.6037,5.6216,306.082844,1720.6753158304
1649145600000,2022-04-05 08:00:00,CUBE/USD,5.6388,5.6388,5.6275,5.6275,21.736927,122.32455669250001
1649142000000,2022-04-05 07:00:00,CUBE/USD,5.6319,5.6414,5.6195,5.6388,831.481985,4688.560617018
1649138400000,2022-04-05 06:00:00,CUBE/USD,5.6414,5.6414,5.6287,5.6319,4.686735,26.395222846499998
1649134800000,2022-04-05 05:00:00,CUBE/USD,5.6472,5.6474,5.6326,5.6414,169.343388,955.3337890632
1649131200000,2022-04-05 04:00:00,CUBE/USD,5.6279,5.6635,5.6195,5.6472,822.166683,4642.9396922376
1649127600000,2022-04-05 03:00:00,CUBE/USD,5.6196,5.6391,5.6176,5.6279,283.181896,1593.7193924984
1649124000000,2022-04-05 02:00:00,CUBE/USD,5.6194,5.6257,5.6061,5.6196,213.590744,1200.2945449824
1649120400000,2022-04-05 01:00:00,CUBE/USD,5.6207,5.6207,5.6095,5.6194,10.727201,60.2804332994
1649116800000,2022-04-05 00:00:00,CUBE/USD,5.6506,5.6746,5.5753,5.6207,1834.882771,10313.325590959701
1649113200000,2022-04-04 23:00:00,CUBE/USD,5.6595,5.6738,5.6416,5.6506,191.807372,1083.8267362232
1649109600000,2022-04-04 22:00:00,CUBE/USD,5.6202,5.6641,5.6202,5.6595,1154.304006,6532.783521957001
1649106000000,2022-04-04 21:00:00,CUBE/USD,5.6072,5.6371,5.5901,5.6202,805.319355,4526.0558389709995
1649102400000,2022-04-04 20:00:00,CUBE/USD,5.5877,5.6095,5.5764,5.6072,493.599758,2767.7125630575997
1649098800000,2022-04-04 19:00:00,CUBE/USD,5.5698,5.5877,5.5577,5.5877,366.312356,2046.8435516212
1649095200000,2022-04-04 18:00:00,CUBE/USD,5.58,5.5939,5.4812,5.5698,2770.939199,15433.5771505902
