https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DPI,Volume USD
1651424400000,2022-05-01 17:00:00,DPI/USD,147.72,147.95,147.28,147.28,3.638299,535.84867672
1651420800000,2022-05-01 16:00:00,DPI/USD,142.08,147.72,142.08,147.72,1.014893,149.91999396
1651417200000,2022-05-01 15:00:00,DPI/USD,142.08,142.08,142.08,142.08,0.0,0.0
1651413600000,2022-05-01 14:00:00,DPI/USD,142.35,142.35,142.08,142.08,0.002904,0.41260032
1651410000000,2022-05-01 13:00:00,DPI/USD,142.35,142.35,142.35,142.35,0.0,0.0
1651406400000,2022-05-01 12:00:00,DPI/USD,142.35,142.35,142.35,142.35,0.0,0.0
1651402800000,2022-05-01 11:00:00,DPI/USD,144.72,144.72,142.35,142.35,0.069284,9.8625774
1651399200000,2022-05-01 10:00:00,DPI/USD,144.72,144.72,144.72,144.72,0.0,0.0
1651395600000,2022-05-01 09:00:00,DPI/USD,144.72,144.72,144.72,144.72,0.0,0.0
1651392000000,2022-05-01 08:00:00,DPI/USD,144.72,144.72,144.72,144.72,0.0,0.0
1651388400000,2022-05-01 07:00:00,DPI/USD,144.72,144.72,144.72,144.72,0.0,0.0
1651384800000,2022-05-01 06:00:00,DPI/USD,141.29,144.72,141.29,144.72,0.666964,96.52303008
1651381200000,2022-05-01 05:00:00,DPI/USD,141.29,141.29,141.29,141.29,0.0,0.0
1651377600000,2022-05-01 04:00:00,DPI/USD,140.84,141.29,140.84,141.29,1.018802,143.94653458
1651374000000,2022-05-01 03:00:00,DPI/USD,142.52,142.52,140.84,140.84,1.815976,255.76205984
1651370400000,2022-05-01 02:00:00,DPI/USD,142.52,142.52,142.52,142.52,0.0,0.0
1651366800000,2022-05-01 01:00:00,DPI/USD,140.82,142.52,140.12,142.52,15.195069,2165.60123388
1651363200000,2022-05-01 00:00:00,DPI/USD,139.83,140.82,139.83,140.82,0.509192,71.70441744
1651359600000,2022-04-30 23:00:00,DPI/USD,150.0,150.0,139.83,139.83,2.15,300.6345
1651356000000,2022-04-30 22:00:00,DPI/USD,150.57,150.57,150.0,150.0,0.066666,9.9999
1651352400000,2022-04-30 21:00:00,DPI/USD,150.57,150.57,150.57,150.57,0.0,0.0
1651348800000,2022-04-30 20:00:00,DPI/USD,150.57,150.57,150.57,150.57,0.0,0.0
1651345200000,2022-04-30 19:00:00,DPI/USD,151.41,151.41,150.1,150.57,0.066252,9.97556364
1651341600000,2022-04-30 18:00:00,DPI/USD,151.41,151.41,151.41,151.41,0.0,0.0
1651338000000,2022-04-30 17:00:00,DPI/USD,153.22,153.22,151.03,151.41,1.662135,251.66386035
1651334400000,2022-04-30 16:00:00,DPI/USD,152.4,154.0,152.4,153.22,3.482963,533.65959086
1651330800000,2022-04-30 15:00:00,DPI/USD,152.4,152.4,152.4,152.4,0.0,0.0
1651327200000,2022-04-30 14:00:00,DPI/USD,155.56,155.56,152.4,152.4,0.077155,11.758422000000001
1651323600000,2022-04-30 13:00:00,DPI/USD,159.43,159.43,155.56,155.56,20.199706,3142.26626536
1651320000000,2022-04-30 12:00:00,DPI/USD,159.43,159.43,159.43,159.43,0.0,0.0
1651316400000,2022-04-30 11:00:00,DPI/USD,159.43,159.43,159.43,159.43,0.0,0.0
1651312800000,2022-04-30 10:00:00,DPI/USD,159.43,159.43,159.43,159.43,0.0,0.0
1651309200000,2022-04-30 09:00:00,DPI/USD,159.43,159.43,159.43,159.43,0.0,0.0
1651305600000,2022-04-30 08:00:00,DPI/USD,159.43,159.43,159.43,159.43,0.0,0.0
1651302000000,2022-04-30 07:00:00,DPI/USD,159.43,159.43,159.43,159.43,0.0,0.0
1651298400000,2022-04-30 06:00:00,DPI/USD,159.43,159.43,159.43,159.43,0.0,0.0
1651294800000,2022-04-30 05:00:00,DPI/USD,158.09,159.43,158.09,159.43,0.063598,10.13942914
1651291200000,2022-04-30 04:00:00,DPI/USD,155.36,158.09,155.36,158.09,0.078733,12.44689997
1651287600000,2022-04-30 03:00:00,DPI/USD,155.36,155.36,155.36,155.36,0.0,0.0
1651284000000,2022-04-30 02:00:00,DPI/USD,155.36,155.36,155.36,155.36,0.0,0.0
1651280400000,2022-04-30 01:00:00,DPI/USD,155.36,155.36,155.36,155.36,0.0,0.0
1651276800000,2022-04-30 00:00:00,DPI/USD,155.36,155.36,155.36,155.36,0.0,0.0
1651273200000,2022-04-29 23:00:00,DPI/USD,155.91,157.77,153.54,155.36,3.583339,556.70754704
1651269600000,2022-04-29 22:00:00,DPI/USD,155.91,155.91,155.91,155.91,0.0,0.0
1651266000000,2022-04-29 21:00:00,DPI/USD,155.0,155.91,155.0,155.91,0.113663,17.72119833
1651262400000,2022-04-29 20:00:00,DPI/USD,155.0,155.0,155.0,155.0,0.0,0.0
1651258800000,2022-04-29 19:00:00,DPI/USD,158.42,158.42,155.0,155.0,3.116422,483.04541
1651255200000,2022-04-29 18:00:00,DPI/USD,159.82,159.82,158.0,158.42,52.573905,8328.7580301
1651251600000,2022-04-29 17:00:00,DPI/USD,159.77,160.45,159.77,159.82,1.849843,295.64190826
1651248000000,2022-04-29 16:00:00,DPI/USD,163.81,163.81,159.77,159.77,47.474382,7584.98201214
1651244400000,2022-04-29 15:00:00,DPI/USD,163.81,163.81,163.81,163.81,0.0,0.0
1651240800000,2022-04-29 14:00:00,DPI/USD,163.28,163.81,163.28,163.81,0.00252,0.41280120000000003
1651237200000,2022-04-29 13:00:00,DPI/USD,163.67,163.67,163.28,163.28,3.001523,490.08867544000003
1651233600000,2022-04-29 12:00:00,DPI/USD,162.25,165.59,162.25,163.67,17.758081,2906.46511727
1651230000000,2022-04-29 11:00:00,DPI/USD,164.16,164.16,161.59,162.25,12.023371,1950.7919447499999
1651226400000,2022-04-29 10:00:00,DPI/USD,166.5,166.5,164.16,164.16,0.00731,1.2000096
1651222800000,2022-04-29 09:00:00,DPI/USD,166.5,166.5,166.5,166.5,0.0,0.0
1651219200000,2022-04-29 08:00:00,DPI/USD,166.22,166.5,166.22,166.5,0.270497,45.0377505
1651215600000,2022-04-29 07:00:00,DPI/USD,165.23,166.22,165.23,166.22,0.405673,67.43096606
1651212000000,2022-04-29 06:00:00,DPI/USD,165.23,165.23,165.23,165.23,0.0,0.0
1651208400000,2022-04-29 05:00:00,DPI/USD,165.23,165.23,165.23,165.23,0.0,0.0
1651204800000,2022-04-29 04:00:00,DPI/USD,165.87,165.87,165.23,165.23,1.186378,196.02523693999998
1651201200000,2022-04-29 03:00:00,DPI/USD,165.87,165.87,165.87,165.87,0.0,0.0
1651197600000,2022-04-29 02:00:00,DPI/USD,166.86,166.86,165.87,165.87,1.0,165.87
1651194000000,2022-04-29 01:00:00,DPI/USD,166.86,166.86,166.86,166.86,0.0,0.0
1651190400000,2022-04-29 00:00:00,DPI/USD,166.86,166.86,166.86,166.86,0.0,0.0
1651186800000,2022-04-28 23:00:00,DPI/USD,166.2,166.86,166.2,166.86,0.077459,12.924808740000001
1651183200000,2022-04-28 22:00:00,DPI/USD,166.2,166.2,166.2,166.2,0.0,0.0
1651179600000,2022-04-28 21:00:00,DPI/USD,166.56,166.56,166.2,166.2,0.410607,68.2428834
1651176000000,2022-04-28 20:00:00,DPI/USD,168.53,168.53,166.56,166.56,2.74,456.37440000000004
1651172400000,2022-04-28 19:00:00,DPI/USD,170.39,170.39,167.52,168.53,2.589811,436.46084783000003
1651168800000,2022-04-28 18:00:00,DPI/USD,168.7,170.39,168.7,170.39,0.137284,23.391820759999995
1651165200000,2022-04-28 17:00:00,DPI/USD,167.27,168.82,167.27,168.7,0.059059,9.9632533
1651161600000,2022-04-28 16:00:00,DPI/USD,167.27,167.27,167.27,167.27,0.0,0.0
1651158000000,2022-04-28 15:00:00,DPI/USD,167.16,168.24,167.16,167.27,1.025656,171.56147912
1651154400000,2022-04-28 14:00:00,DPI/USD,165.87,167.16,165.87,167.16,0.288239,48.18203124
1651150800000,2022-04-28 13:00:00,DPI/USD,169.29,169.29,161.03,165.87,3.938463,653.27285781
1651147200000,2022-04-28 12:00:00,DPI/USD,172.5,172.5,169.13,169.29,3.51564,595.1626956
1651143600000,2022-04-28 11:00:00,DPI/USD,172.5,172.5,172.5,172.5,0.0,0.0
1651140000000,2022-04-28 10:00:00,DPI/USD,172.5,172.5,172.5,172.5,0.0,0.0
1651136400000,2022-04-28 09:00:00,DPI/USD,169.37,172.5,169.37,172.5,1.261406,217.592535
1651132800000,2022-04-28 08:00:00,DPI/USD,169.37,169.37,169.37,169.37,0.0,0.0
1651129200000,2022-04-28 07:00:00,DPI/USD,169.37,169.37,169.37,169.37,0.0,0.0
1651125600000,2022-04-28 06:00:00,DPI/USD,169.37,169.37,169.37,169.37,0.0,0.0
1651122000000,2022-04-28 05:00:00,DPI/USD,171.01,171.01,169.37,169.37,1.928427,326.61768099
1651118400000,2022-04-28 04:00:00,DPI/USD,169.42,171.09,169.42,171.01,0.416291,71.18992391
1651114800000,2022-04-28 03:00:00,DPI/USD,169.42,169.42,169.42,169.42,0.0,0.0
1651111200000,2022-04-28 02:00:00,DPI/USD,169.42,169.42,169.42,169.42,0.0,0.0
1651107600000,2022-04-28 01:00:00,DPI/USD,169.42,169.42,169.42,169.42,0.0,0.0
1651104000000,2022-04-28 00:00:00,DPI/USD,170.11,170.11,169.25,169.42,5.827844,987.3533304799998
1651100400000,2022-04-27 23:00:00,DPI/USD,168.76,170.11,168.76,170.11,0.052699,8.964626890000002
1651096800000,2022-04-27 22:00:00,DPI/USD,168.76,168.76,168.76,168.76,0.0,0.0
1651093200000,2022-04-27 21:00:00,DPI/USD,168.76,168.76,168.76,168.76,0.007585,1.2800445999999999
1651089600000,2022-04-27 20:00:00,DPI/USD,168.76,168.76,168.76,168.76,0.0,0.0
1651086000000,2022-04-27 19:00:00,DPI/USD,170.0,170.0,168.76,168.76,0.505926,85.38007175999999
1651082400000,2022-04-27 18:00:00,DPI/USD,170.6,170.6,170.0,170.0,0.095,16.15
1651078800000,2022-04-27 17:00:00,DPI/USD,171.65,171.65,170.44,170.6,0.035115,5.990619
1651075200000,2022-04-27 16:00:00,DPI/USD,173.52,173.52,171.24,171.65,1.170282,200.8789053
1651071600000,2022-04-27 15:00:00,DPI/USD,173.52,173.52,173.52,173.52,0.0,0.0
1651068000000,2022-04-27 14:00:00,DPI/USD,173.52,173.52,173.52,173.52,0.0,0.0
1651064400000,2022-04-27 13:00:00,DPI/USD,173.52,173.52,173.52,173.52,0.0,0.0
1651060800000,2022-04-27 12:00:00,DPI/USD,168.37,173.52,168.37,173.52,0.022994,3.9899188800000003
1651057200000,2022-04-27 11:00:00,DPI/USD,168.37,168.37,168.37,168.37,0.0,0.0
1651053600000,2022-04-27 10:00:00,DPI/USD,168.37,168.37,168.37,168.37,0.0,0.0
1651050000000,2022-04-27 09:00:00,DPI/USD,168.37,168.37,168.37,168.37,0.0,0.0
1651046400000,2022-04-27 08:00:00,DPI/USD,168.37,168.37,168.37,168.37,0.0,0.0
1651042800000,2022-04-27 07:00:00,DPI/USD,168.37,168.37,168.37,168.37,0.0,0.0
1651039200000,2022-04-27 06:00:00,DPI/USD,169.15,169.15,168.37,168.37,0.4,67.348
1651035600000,2022-04-27 05:00:00,DPI/USD,165.5,169.15,165.5,169.15,0.056104,9.4899916
1651032000000,2022-04-27 04:00:00,DPI/USD,168.84,168.84,165.5,165.5,1.097946,181.71006300000002
1651028400000,2022-04-27 03:00:00,DPI/USD,168.84,168.84,168.84,168.84,0.0,0.0
1651024800000,2022-04-27 02:00:00,DPI/USD,165.37,168.84,165.37,168.84,0.930871,157.16825964
1651021200000,2022-04-27 01:00:00,DPI/USD,163.51,165.37,163.51,165.37,1.531496,253.26349352
1651017600000,2022-04-27 00:00:00,DPI/USD,162.6,163.51,162.6,163.51,0.143065,23.39255815
1651014000000,2022-04-26 23:00:00,DPI/USD,165.32,165.59,162.6,162.6,2.01548,327.71704800000003
1651010400000,2022-04-26 22:00:00,DPI/USD,165.32,165.32,165.32,165.32,0.0,0.0
1651006800000,2022-04-26 21:00:00,DPI/USD,165.24,165.32,165.24,165.32,0.75185,124.295842
1651003200000,2022-04-26 20:00:00,DPI/USD,165.24,165.24,165.24,165.24,0.0,0.0
1650999600000,2022-04-26 19:00:00,DPI/USD,169.11,169.11,165.24,165.24,3.094791,511.38326484
1650996000000,2022-04-26 18:00:00,DPI/USD,169.11,169.11,169.11,169.11,0.0,0.0
1650992400000,2022-04-26 17:00:00,DPI/USD,171.62,171.62,161.03,169.11,2.087288,352.98127368
1650988800000,2022-04-26 16:00:00,DPI/USD,173.52,173.52,171.62,171.62,2.035962,349.41179844000004
1650985200000,2022-04-26 15:00:00,DPI/USD,172.11,173.52,172.11,173.52,0.842995,146.27649240000002
1650981600000,2022-04-26 14:00:00,DPI/USD,177.49,177.49,171.93,172.11,4.838473,832.74958803
1650978000000,2022-04-26 13:00:00,DPI/USD,179.29,179.29,176.87,177.49,1.921269,341.00603481
1650974400000,2022-04-26 12:00:00,DPI/USD,179.29,179.29,179.29,179.29,0.0,0.0
1650970800000,2022-04-26 11:00:00,DPI/USD,178.16,179.29,178.16,179.29,1.118308,200.50144132
1650967200000,2022-04-26 10:00:00,DPI/USD,178.16,178.16,178.16,178.16,0.0,0.0
1650963600000,2022-04-26 09:00:00,DPI/USD,178.16,178.16,178.16,178.16,0.0,0.0
1650960000000,2022-04-26 08:00:00,DPI/USD,177.49,178.16,177.49,178.16,0.02,3.5632
1650956400000,2022-04-26 07:00:00,DPI/USD,177.49,177.49,177.49,177.49,0.0,0.0
1650952800000,2022-04-26 06:00:00,DPI/USD,177.49,177.49,177.49,177.49,0.0,0.0
1650949200000,2022-04-26 05:00:00,DPI/USD,177.49,177.49,177.49,177.49,0.0,0.0
1650945600000,2022-04-26 04:00:00,DPI/USD,177.28,177.57,177.28,177.49,0.802929,142.51186821000002
1650942000000,2022-04-26 03:00:00,DPI/USD,177.28,177.28,177.28,177.28,0.0,0.0
1650938400000,2022-04-26 02:00:00,DPI/USD,177.28,177.28,177.28,177.28,0.0,0.0
1650934800000,2022-04-26 01:00:00,DPI/USD,178.67,178.67,177.28,177.28,3.580551,634.76008128
1650931200000,2022-04-26 00:00:00,DPI/USD,177.11,178.67,177.11,178.67,0.594078,106.14391626
1650927600000,2022-04-25 23:00:00,DPI/USD,175.84,177.11,175.84,177.11,2.826928,500.67721808000005
1650924000000,2022-04-25 22:00:00,DPI/USD,175.84,175.84,175.84,175.84,0.0,0.0
1650920400000,2022-04-25 21:00:00,DPI/USD,175.66,175.84,175.66,175.84,2.787177,490.09720367999995
1650916800000,2022-04-25 20:00:00,DPI/USD,174.17,179.42,174.17,175.66,46.167387,8109.7632004199995
1650913200000,2022-04-25 19:00:00,DPI/USD,173.05,174.17,173.05,174.17,0.105741,18.41690997
1650909600000,2022-04-25 18:00:00,DPI/USD,172.95,173.05,172.37,173.05,0.181707,31.44439635
1650906000000,2022-04-25 17:00:00,DPI/USD,173.71,173.71,172.95,172.95,0.00581,1.0048394999999999
1650902400000,2022-04-25 16:00:00,DPI/USD,170.67,173.71,169.99,173.71,0.309562,53.77401502
1650898800000,2022-04-25 15:00:00,DPI/USD,169.3,170.67,169.3,170.67,0.002662,0.45432353999999997
1650895200000,2022-04-25 14:00:00,DPI/USD,169.65,169.65,169.3,169.3,0.002679,0.45355470000000003
1650891600000,2022-04-25 13:00:00,DPI/USD,169.68,169.68,169.65,169.65,2.744398,465.5871207
1650888000000,2022-04-25 12:00:00,DPI/USD,165.0,169.68,165.0,169.68,0.066,11.19888
1650884400000,2022-04-25 11:00:00,DPI/USD,165.0,165.0,165.0,165.0,0.0,0.0
1650880800000,2022-04-25 10:00:00,DPI/USD,165.0,165.0,165.0,165.0,0.0,0.0
1650877200000,2022-04-25 09:00:00,DPI/USD,165.0,165.0,165.0,165.0,0.0,0.0
1650873600000,2022-04-25 08:00:00,DPI/USD,165.31,165.31,165.0,165.0,2.0,330.0
1650870000000,2022-04-25 07:00:00,DPI/USD,167.03,167.03,165.31,165.31,0.061515,10.16904465
1650866400000,2022-04-25 06:00:00,DPI/USD,168.62,168.62,167.03,167.03,1.49793,250.1992479
1650862800000,2022-04-25 05:00:00,DPI/USD,171.33,171.33,168.62,168.62,1.0,168.62
1650859200000,2022-04-25 04:00:00,DPI/USD,168.47,171.33,168.47,171.33,2.760671,472.98576243
1650855600000,2022-04-25 03:00:00,DPI/USD,168.47,168.47,168.47,168.47,0.0,0.0
1650852000000,2022-04-25 02:00:00,DPI/USD,168.47,168.47,168.47,168.47,0.0,0.0
1650848400000,2022-04-25 01:00:00,DPI/USD,170.0,172.03,168.47,168.47,11.587504,1952.1467988799998
1650844800000,2022-04-25 00:00:00,DPI/USD,174.84,174.84,168.61,170.0,4.672861,794.38637
1650841200000,2022-04-24 23:00:00,DPI/USD,176.42,176.42,174.84,174.84,0.017129,2.9948343599999996
1650837600000,2022-04-24 22:00:00,DPI/USD,174.5,176.42,174.5,176.42,0.022615,3.9897382999999995
1650834000000,2022-04-24 21:00:00,DPI/USD,174.54,174.54,173.8,174.5,0.979828,170.979986
1650830400000,2022-04-24 20:00:00,DPI/USD,174.54,174.54,174.54,174.54,0.0,0.0
1650826800000,2022-04-24 19:00:00,DPI/USD,174.54,174.54,174.54,174.54,0.0,0.0
1650823200000,2022-04-24 18:00:00,DPI/USD,174.54,174.54,174.54,174.54,0.0,0.0
1650819600000,2022-04-24 17:00:00,DPI/USD,176.95,176.95,174.54,174.54,1.435722,250.59091787999998
1650816000000,2022-04-24 16:00:00,DPI/USD,177.49,177.49,176.95,176.95,2.215699,392.06793804999995
1650812400000,2022-04-24 15:00:00,DPI/USD,177.49,177.49,177.49,177.49,0.0,0.0
1650808800000,2022-04-24 14:00:00,DPI/USD,176.29,177.49,176.29,177.49,0.256315,45.49334935
1650805200000,2022-04-24 13:00:00,DPI/USD,177.33,177.63,176.29,176.29,37.985117,6696.39627593
1650801600000,2022-04-24 12:00:00,DPI/USD,177.9,179.08,176.66,177.33,61.004734,10817.969480220001
1650798000000,2022-04-24 11:00:00,DPI/USD,179.62,180.0,177.88,177.9,62.695938,11153.6073702
1650794400000,2022-04-24 10:00:00,DPI/USD,180.85,181.64,179.51,179.62,208.059244,37371.60140728
1650790800000,2022-04-24 09:00:00,DPI/USD,180.85,180.85,180.85,180.85,0.0,0.0
1650787200000,2022-04-24 08:00:00,DPI/USD,180.85,180.85,180.85,180.85,0.0,0.0
1650783600000,2022-04-24 07:00:00,DPI/USD,180.77,180.85,180.77,180.85,0.170609,30.85463765
1650780000000,2022-04-24 06:00:00,DPI/USD,180.0,180.77,180.0,180.77,0.5,90.385
1650776400000,2022-04-24 05:00:00,DPI/USD,180.0,180.0,180.0,180.0,0.0,0.0
1650772800000,2022-04-24 04:00:00,DPI/USD,180.0,180.0,180.0,180.0,0.0,0.0
1650769200000,2022-04-24 03:00:00,DPI/USD,180.0,180.0,180.0,180.0,0.0,0.0
1650765600000,2022-04-24 02:00:00,DPI/USD,179.46,180.01,179.46,180.0,8.339241,1501.0633799999998
1650762000000,2022-04-24 01:00:00,DPI/USD,178.45,179.69,178.31,179.46,51.592138,9258.72508548
1650758400000,2022-04-24 00:00:00,DPI/USD,177.82,179.53,177.62,178.45,76.983023,13737.620454349999
1650754800000,2022-04-23 23:00:00,DPI/USD,180.0,180.0,177.35,177.82,100.466093,17864.88065726
1650751200000,2022-04-23 22:00:00,DPI/USD,180.0,180.0,179.34,180.0,157.546325,28358.338499999998
1650747600000,2022-04-23 21:00:00,DPI/USD,180.04,180.04,179.39,180.0,15.201049,2736.18882
1650744000000,2022-04-23 20:00:00,DPI/USD,179.27,180.04,179.27,180.04,36.459249,6564.12318996
1650740400000,2022-04-23 19:00:00,DPI/USD,180.0,180.0,178.54,179.27,370.384641,66398.85459207
1650736800000,2022-04-23 18:00:00,DPI/USD,180.6,180.6,179.32,180.0,220.693637,39724.85466
1650733200000,2022-04-23 17:00:00,DPI/USD,180.85,180.85,180.35,180.6,0.107549,19.4233494
1650729600000,2022-04-23 16:00:00,DPI/USD,180.85,180.85,180.85,180.85,2.005336,362.66501559999995
1650726000000,2022-04-23 15:00:00,DPI/USD,180.85,180.85,180.85,180.85,0.0,0.0
1650722400000,2022-04-23 14:00:00,DPI/USD,180.0,180.85,180.0,180.85,0.002512,0.45429519999999995
1650718800000,2022-04-23 13:00:00,DPI/USD,180.0,180.0,180.0,180.0,0.0,0.0
1650715200000,2022-04-23 12:00:00,DPI/USD,180.0,180.0,179.37,180.0,159.235995,28662.4791
1650711600000,2022-04-23 11:00:00,DPI/USD,180.0,180.0,180.0,180.0,1.028234,185.08212
1650708000000,2022-04-23 10:00:00,DPI/USD,180.0,180.0,178.75,180.0,67.033266,12065.987879999999
1650704400000,2022-04-23 09:00:00,DPI/USD,179.83,181.37,179.83,180.0,79.8434,14371.812
1650700800000,2022-04-23 08:00:00,DPI/USD,179.73,180.0,179.12,179.83,41.056029,7383.105695070001
1650697200000,2022-04-23 07:00:00,DPI/USD,179.19,180.0,179.0,179.73,73.403495,13192.81015635
1650693600000,2022-04-23 06:00:00,DPI/USD,178.26,179.87,178.06,179.19,76.983023,13794.58789137
1650690000000,2022-04-23 05:00:00,DPI/USD,177.87,179.37,177.26,178.26,76.983023,13722.99367998
1650686400000,2022-04-23 04:00:00,DPI/USD,178.42,179.75,175.73,177.87,77.046326,13704.230005619998
1650682800000,2022-04-23 03:00:00,DPI/USD,179.02,179.02,177.65,178.42,77.222747,13778.082519739999
1650679200000,2022-04-23 02:00:00,DPI/USD,179.28,179.74,177.18,179.02,77.377394,13852.10107388
1650675600000,2022-04-23 01:00:00,DPI/USD,177.56,179.9,177.47,179.28,77.122641,13826.54707848
1650672000000,2022-04-23 00:00:00,DPI/USD,178.35,179.86,177.52,177.56,77.26413,13719.0189228
1650668400000,2022-04-22 23:00:00,DPI/USD,178.21,179.28,177.93,178.35,77.25086,13777.690881
1650664800000,2022-04-22 22:00:00,DPI/USD,178.75,179.55,177.2,178.21,77.004468,13722.966242280001
1650661200000,2022-04-22 21:00:00,DPI/USD,179.41,180.01,178.75,178.75,77.081464,13778.311689999999
1650657600000,2022-04-22 20:00:00,DPI/USD,178.17,179.51,178.09,179.41,78.930842,14160.982363219999
1650654000000,2022-04-22 19:00:00,DPI/USD,179.03,180.0,178.1,178.17,76.983023,13716.06520791
1650650400000,2022-04-22 18:00:00,DPI/USD,178.47,179.9,177.7,179.03,76.983023,13782.270607690001
1650646800000,2022-04-22 17:00:00,DPI/USD,177.29,179.49,176.9,178.47,76.983023,13739.16011481
1650643200000,2022-04-22 16:00:00,DPI/USD,177.33,178.35,176.66,177.29,76.983022,13648.31997038
1650639600000,2022-04-22 15:00:00,DPI/USD,180.0,180.0,175.63,177.33,422.931526,74998.44750558001
1650636000000,2022-04-22 14:00:00,DPI/USD,180.0,180.0,180.0,180.0,0.0,0.0
1650632400000,2022-04-22 13:00:00,DPI/USD,180.0,180.0,180.0,180.0,0.0,0.0
1650628800000,2022-04-22 12:00:00,DPI/USD,180.0,180.0,180.0,180.0,0.0,0.0
1650625200000,2022-04-22 11:00:00,DPI/USD,180.0,180.0,178.95,180.0,13.068744,2352.37392
1650621600000,2022-04-22 10:00:00,DPI/USD,180.0,180.0,177.43,180.0,16.028208,2885.07744
1650618000000,2022-04-22 09:00:00,DPI/USD,180.0,180.0,180.0,180.0,0.0,0.0
1650614400000,2022-04-22 08:00:00,DPI/USD,180.0,180.0,180.0,180.0,0.0,0.0
1650610800000,2022-04-22 07:00:00,DPI/USD,180.0,180.0,180.0,180.0,38.277083,6889.87494
1650607200000,2022-04-22 06:00:00,DPI/USD,179.31,180.0,179.31,180.0,5.63081,1013.5458000000001
1650603600000,2022-04-22 05:00:00,DPI/USD,178.72,179.31,178.72,179.31,0.005316,0.9532119600000001
1650600000000,2022-04-22 04:00:00,DPI/USD,179.48,179.48,178.72,178.72,1.011778,180.82496416
1650596400000,2022-04-22 03:00:00,DPI/USD,180.0,180.0,177.67,179.48,34.558053,6202.47935244
1650592800000,2022-04-22 02:00:00,DPI/USD,180.0,180.0,180.0,180.0,194.138499,34944.92982
1650589200000,2022-04-22 01:00:00,DPI/USD,180.0,180.0,177.69,180.0,104.831604,18869.68872
1650585600000,2022-04-22 00:00:00,DPI/USD,177.82,180.0,175.41,180.0,214.679274,38642.26932
1650582000000,2022-04-21 23:00:00,DPI/USD,177.59,177.82,174.87,177.82,217.111645,38606.7927139
1650578400000,2022-04-21 22:00:00,DPI/USD,180.0,180.0,175.13,177.59,500.453321,88875.50527639
1650574800000,2022-04-21 21:00:00,DPI/USD,180.0,180.0,180.0,180.0,1196.318035,215337.2463
1650571200000,2022-04-21 20:00:00,DPI/USD,181.4,181.4,178.68,180.0,806.133372,145104.00696
1650567600000,2022-04-21 19:00:00,DPI/USD,184.14,184.14,181.4,181.4,1.916094,347.5794516
1650564000000,2022-04-21 18:00:00,DPI/USD,184.14,184.14,184.14,184.14,0.0,0.0
1650560400000,2022-04-21 17:00:00,DPI/USD,186.75,186.75,184.14,184.14,1.257095,231.4814733
1650556800000,2022-04-21 16:00:00,DPI/USD,188.07,188.07,186.75,186.75,0.000908,0.169569
1650553200000,2022-04-21 15:00:00,DPI/USD,188.47,188.47,188.07,188.07,0.134678,25.328891459999998
1650549600000,2022-04-21 14:00:00,DPI/USD,186.77,188.58,186.77,188.47,0.003309,0.62364723
1650546000000,2022-04-21 13:00:00,DPI/USD,186.77,186.77,186.77,186.77,0.0,0.0
1650542400000,2022-04-21 12:00:00,DPI/USD,186.77,186.77,186.77,186.77,0.0,0.0
1650538800000,2022-04-21 11:00:00,DPI/USD,186.77,186.77,186.77,186.77,0.0,0.0
1650535200000,2022-04-21 10:00:00,DPI/USD,186.77,186.77,186.77,186.77,0.0,0.0
1650531600000,2022-04-21 09:00:00,DPI/USD,186.77,186.77,186.77,186.77,0.0,0.0
1650528000000,2022-04-21 08:00:00,DPI/USD,186.77,186.77,186.77,186.77,0.0,0.0
1650524400000,2022-04-21 07:00:00,DPI/USD,186.77,186.77,186.77,186.77,0.0,0.0
1650520800000,2022-04-21 06:00:00,DPI/USD,186.77,186.77,186.77,186.77,0.0,0.0
1650517200000,2022-04-21 05:00:00,DPI/USD,186.77,186.77,186.77,186.77,0.0,0.0
1650513600000,2022-04-21 04:00:00,DPI/USD,186.45,186.77,186.45,186.77,0.06,11.2062
1650510000000,2022-04-21 03:00:00,DPI/USD,186.45,186.45,186.45,186.45,0.0,0.0
1650506400000,2022-04-21 02:00:00,DPI/USD,186.47,187.52,186.44,186.45,13.976098,2605.8434721
1650502800000,2022-04-21 01:00:00,DPI/USD,186.47,186.47,186.47,186.47,0.0,0.0
1650499200000,2022-04-21 00:00:00,DPI/USD,186.47,186.47,186.47,186.47,0.0,0.0
1650495600000,2022-04-20 23:00:00,DPI/USD,186.47,186.47,186.47,186.47,0.0,0.0
1650492000000,2022-04-20 22:00:00,DPI/USD,183.15,186.47,183.15,186.47,10.35841,1931.5327126999998
1650488400000,2022-04-20 21:00:00,DPI/USD,182.57,183.15,182.57,183.15,1.190579,218.05454385000002
1650484800000,2022-04-20 20:00:00,DPI/USD,183.51,183.51,182.57,182.57,1.251836,228.54769851999998
1650481200000,2022-04-20 19:00:00,DPI/USD,183.51,183.51,183.51,183.51,0.0,0.0
1650477600000,2022-04-20 18:00:00,DPI/USD,183.51,183.51,183.51,183.51,0.0,0.0
1650474000000,2022-04-20 17:00:00,DPI/USD,183.8,183.8,183.51,183.51,0.041891,7.687417409999999
1650470400000,2022-04-20 16:00:00,DPI/USD,182.34,183.81,182.34,183.8,0.072,13.2336
1650466800000,2022-04-20 15:00:00,DPI/USD,186.39,186.39,182.34,182.34,1.823786,332.54913924
