https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MPL,Volume USD
1651543200000,2022-05-03 02:00:00,MPL/USD,49.2,49.2,49.2,49.2,0.0,0.0
1651539600000,2022-05-03 01:00:00,MPL/USD,49.2,49.2,49.2,49.2,0.0,0.0
1651536000000,2022-05-03 00:00:00,MPL/USD,49.097,49.2,49.097,49.2,21.0,1033.2
1651532400000,2022-05-02 23:00:00,MPL/USD,49.431,49.431,49.097,49.097,19.897794,976.9219920180001
1651528800000,2022-05-02 22:00:00,MPL/USD,49.348,49.461,49.331,49.431,41.702289,2061.385847559
1651525200000,2022-05-02 21:00:00,MPL/USD,49.479,49.479,49.348,49.348,40.643999,2005.700062652
1651521600000,2022-05-02 20:00:00,MPL/USD,49.705,49.808,49.34,49.479,79.814172,3949.125416388
1651518000000,2022-05-02 19:00:00,MPL/USD,49.924,50.067,49.705,49.705,39.470066,1961.85963053
1651514400000,2022-05-02 18:00:00,MPL/USD,51.004,51.004,49.924,49.924,203.130755,10141.09981262
1651510800000,2022-05-02 17:00:00,MPL/USD,51.496,51.496,51.004,51.004,1.957687,99.849867748
1651507200000,2022-05-02 16:00:00,MPL/USD,51.292,51.496,51.292,51.496,3.376535,173.87804636
1651503600000,2022-05-02 15:00:00,MPL/USD,50.779,51.292,50.779,51.292,1.947895,99.91143034
1651500000000,2022-05-02 14:00:00,MPL/USD,49.726,50.779,49.726,50.779,0.008114,0.412020806
1651496400000,2022-05-02 13:00:00,MPL/USD,49.746,49.916,49.712,49.726,54.337854,2702.004128004
1651492800000,2022-05-02 12:00:00,MPL/USD,50.0,50.0,49.72,49.746,43.178178,2147.941642788
1651489200000,2022-05-02 11:00:00,MPL/USD,50.459,50.459,49.997,50.0,71.341872,3567.0935999999997
1651485600000,2022-05-02 10:00:00,MPL/USD,50.677,50.677,50.459,50.459,0.177669,8.965000071
1651482000000,2022-05-02 09:00:00,MPL/USD,50.677,50.677,50.677,50.677,0.0,0.0
1651478400000,2022-05-02 08:00:00,MPL/USD,50.955,50.955,50.677,50.677,10.180439,515.914107203
1651474800000,2022-05-02 07:00:00,MPL/USD,50.387,50.955,50.387,50.955,0.027468,1.39963194
1651471200000,2022-05-02 06:00:00,MPL/USD,50.387,50.387,50.387,50.387,0.0,0.0
1651467600000,2022-05-02 05:00:00,MPL/USD,50.583,50.583,50.387,50.387,0.691404,34.837773348
1651464000000,2022-05-02 04:00:00,MPL/USD,50.583,50.583,50.583,50.583,0.0,0.0
1651460400000,2022-05-02 03:00:00,MPL/USD,51.021,51.214,50.583,50.583,175.463784,8875.484586072
1651456800000,2022-05-02 02:00:00,MPL/USD,51.015,51.139,50.989,51.021,78.671737,4013.9106934769998
1651453200000,2022-05-02 01:00:00,MPL/USD,50.644,51.211,50.644,51.015,158.848969,8103.6801535350005
1651449600000,2022-05-02 00:00:00,MPL/USD,50.541,50.808,50.541,50.644,62.226655,3151.40671582
1651446000000,2022-05-01 23:00:00,MPL/USD,50.367,50.649,50.33,50.541,53.405173,2699.150848593
1651442400000,2022-05-01 22:00:00,MPL/USD,51.487,51.487,50.367,50.367,113.368016,5710.006861872
1651438800000,2022-05-01 21:00:00,MPL/USD,51.958,52.006,51.378,51.487,171.449395,8827.415000365001
1651435200000,2022-05-01 20:00:00,MPL/USD,52.498,52.498,51.542,51.958,156.402478,8126.359951924
1651431600000,2022-05-01 19:00:00,MPL/USD,52.338,52.694,52.332,52.498,89.684345,4708.24874381
1651428000000,2022-05-01 18:00:00,MPL/USD,53.185,53.185,52.338,52.338,222.583475,11649.57391455
1651424400000,2022-05-01 17:00:00,MPL/USD,52.66,53.197,52.567,53.185,141.977121,7551.053180385001
1651420800000,2022-05-01 16:00:00,MPL/USD,53.877,53.878,52.589,52.66,146.440857,7711.5755296199995
1651417200000,2022-05-01 15:00:00,MPL/USD,53.284,54.001,53.243,53.877,49.461293,2664.826082961
1651413600000,2022-05-01 14:00:00,MPL/USD,53.663,53.663,53.284,53.284,46.727165,2489.81025986
1651410000000,2022-05-01 13:00:00,MPL/USD,53.382,53.663,53.317,53.663,1.414549,75.908942987
1651406400000,2022-05-01 12:00:00,MPL/USD,54.195,54.195,53.304,53.382,33.283748,1776.7530357360001
1651402800000,2022-05-01 11:00:00,MPL/USD,53.992,54.195,53.726,54.195,83.820453,4542.649450335
1651399200000,2022-05-01 10:00:00,MPL/USD,53.979,54.332,53.979,53.992,93.737644,5061.082874848
1651395600000,2022-05-01 09:00:00,MPL/USD,53.614,54.031,53.614,53.979,74.065352,3997.973635608
1651392000000,2022-05-01 08:00:00,MPL/USD,53.181,53.614,53.081,53.614,84.541286,4532.596507604
1651388400000,2022-05-01 07:00:00,MPL/USD,52.558,53.184,52.558,53.181,152.589966,8114.886981846
1651384800000,2022-05-01 06:00:00,MPL/USD,52.369,52.565,52.369,52.558,69.293356,3641.920204648
1651381200000,2022-05-01 05:00:00,MPL/USD,52.403,52.796,52.369,52.369,116.091666,6079.604456754
1651377600000,2022-05-01 04:00:00,MPL/USD,52.835,52.997,52.403,52.403,160.40589,8405.74985367
1651374000000,2022-05-01 03:00:00,MPL/USD,52.861,52.861,52.594,52.835,56.924987,3007.631688145
1651370400000,2022-05-01 02:00:00,MPL/USD,52.954,52.954,52.842,52.861,56.59933,2991.89718313
1651366800000,2022-05-01 01:00:00,MPL/USD,52.661,52.954,52.459,52.954,2.472942,130.952170668
1651363200000,2022-05-01 00:00:00,MPL/USD,53.313,53.313,52.367,52.661,269.956335,14216.170557435002
1651359600000,2022-04-30 23:00:00,MPL/USD,54.174,54.174,52.875,53.313,21.021959,1120.743700167
1651356000000,2022-04-30 22:00:00,MPL/USD,53.95,54.769,53.95,54.174,199.711983,10819.196967042
1651352400000,2022-04-30 21:00:00,MPL/USD,54.092,54.092,53.523,53.95,77.321051,4171.47070145
1651348800000,2022-04-30 20:00:00,MPL/USD,53.883,54.092,53.883,54.092,0.165737,8.965045803999999
1651345200000,2022-04-30 19:00:00,MPL/USD,53.991,53.991,53.706,53.883,14.508732,781.7740063560001
1651341600000,2022-04-30 18:00:00,MPL/USD,53.999,54.13,53.602,53.991,93.88174,5068.769024339999
1651338000000,2022-04-30 17:00:00,MPL/USD,53.77,53.999,53.592,53.999,209.719246,11324.629564754001
1651334400000,2022-04-30 16:00:00,MPL/USD,53.269,54.109,53.091,53.77,1962.921202,105546.27303154001
1651330800000,2022-04-30 15:00:00,MPL/USD,54.187,54.187,53.029,53.269,95.713062,5098.539099678
1651327200000,2022-04-30 14:00:00,MPL/USD,53.502,54.242,53.502,54.187,10.099878,547.282089186
1651323600000,2022-04-30 13:00:00,MPL/USD,53.61,53.61,53.502,53.502,0.093455,5.00002941
1651320000000,2022-04-30 12:00:00,MPL/USD,52.258,53.905,52.258,53.61,0.647097,34.690870170000004
1651316400000,2022-04-30 11:00:00,MPL/USD,52.158,52.338,52.158,52.258,0.704091,36.794387478000004
1651312800000,2022-04-30 10:00:00,MPL/USD,51.721,52.234,51.721,52.158,3.427372,178.76486877600001
1651309200000,2022-04-30 09:00:00,MPL/USD,51.594,51.721,51.361,51.721,81.871362,4234.468714002
1651305600000,2022-04-30 08:00:00,MPL/USD,51.726,51.79,51.372,51.594,42.847308,2210.664008952
1651302000000,2022-04-30 07:00:00,MPL/USD,51.21,51.837,50.749,51.726,59.807606,3093.608227956
1651298400000,2022-04-30 06:00:00,MPL/USD,51.256,51.28,51.21,51.21,49.884516,2554.58606436
1651294800000,2022-04-30 05:00:00,MPL/USD,50.885,51.279,50.885,51.256,58.805797,3014.149931032
1651291200000,2022-04-30 04:00:00,MPL/USD,51.095,51.095,50.856,50.885,147.360012,7498.414210620001
1651287600000,2022-04-30 03:00:00,MPL/USD,51.126,51.637,50.93,51.095,213.159853,10891.402689035
1651284000000,2022-04-30 02:00:00,MPL/USD,52.188,52.188,50.809,51.126,303.709804,15527.467439304
1651280400000,2022-04-30 01:00:00,MPL/USD,52.924,53.48,52.188,52.188,60.973754,3182.0982737520003
1651276800000,2022-04-30 00:00:00,MPL/USD,51.503,53.143,51.503,52.924,34.171882,1808.5126829679998
1651273200000,2022-04-29 23:00:00,MPL/USD,50.341,51.942,50.341,51.503,34.203244,1761.569675732
1651269600000,2022-04-29 22:00:00,MPL/USD,50.733,50.733,50.341,50.341,24.915395,1254.2658996950001
1651266000000,2022-04-29 21:00:00,MPL/USD,49.579,50.733,49.579,50.733,1.380291,70.02630330299999
1651262400000,2022-04-29 20:00:00,MPL/USD,49.746,49.746,49.529,49.579,36.411474,1805.244469446
1651258800000,2022-04-29 19:00:00,MPL/USD,49.999,50.299,49.746,49.746,0.772864,38.446892544
1651255200000,2022-04-29 18:00:00,MPL/USD,49.867,50.259,49.494,49.999,196.517257,9825.666332743
1651251600000,2022-04-29 17:00:00,MPL/USD,49.82,50.112,49.82,49.867,20.952351,1044.830887317
1651248000000,2022-04-29 16:00:00,MPL/USD,49.575,49.827,49.558,49.82,35.178575,1752.5966065
1651244400000,2022-04-29 15:00:00,MPL/USD,49.74,49.74,49.215,49.575,338.836564,16797.8226603
1651240800000,2022-04-29 14:00:00,MPL/USD,49.887,50.224,49.603,49.74,151.132371,7517.324133540001
1651237200000,2022-04-29 13:00:00,MPL/USD,50.183,50.183,49.792,49.887,106.56689,5316.30244143
1651233600000,2022-04-29 12:00:00,MPL/USD,50.133,50.257,49.939,50.183,1.185897,59.511869151
1651230000000,2022-04-29 11:00:00,MPL/USD,50.261,50.64,50.133,50.133,32.216473,1615.1084409090001
1651226400000,2022-04-29 10:00:00,MPL/USD,50.078,50.261,50.005,50.261,51.137567,2570.225254987
1651222800000,2022-04-29 09:00:00,MPL/USD,50.084,50.498,50.078,50.078,183.316425,9180.11993115
1651219200000,2022-04-29 08:00:00,MPL/USD,50.802,50.802,50.052,50.084,214.799654,10758.025870936
1651215600000,2022-04-29 07:00:00,MPL/USD,50.645,50.803,50.551,50.802,79.216207,4024.3417480139997
1651212000000,2022-04-29 06:00:00,MPL/USD,50.025,51.125,50.025,50.645,100.675463,5098.708823635
1651208400000,2022-04-29 05:00:00,MPL/USD,48.808,50.038,48.808,50.025,288.881746,14451.30934365
1651204800000,2022-04-29 04:00:00,MPL/USD,48.904,48.904,48.733,48.808,2.254819,110.053205752
1651201200000,2022-04-29 03:00:00,MPL/USD,48.987,48.987,48.48,48.904,86.859867,4247.794935768
1651197600000,2022-04-29 02:00:00,MPL/USD,48.966,48.987,48.098,48.987,105.002335,5143.749384645001
1651194000000,2022-04-29 01:00:00,MPL/USD,48.767,48.966,48.767,48.966,7.221611,353.613404226
1651190400000,2022-04-29 00:00:00,MPL/USD,49.19,49.19,48.755,48.767,9.462992,461.48173086400004
1651186800000,2022-04-28 23:00:00,MPL/USD,48.997,49.292,48.966,49.19,72.246109,3553.78610171
1651183200000,2022-04-28 22:00:00,MPL/USD,48.998,48.998,48.997,48.997,50.87585,2492.76402245
1651179600000,2022-04-28 21:00:00,MPL/USD,49.063,49.163,48.989,48.998,84.266158,4128.873209684
1651176000000,2022-04-28 20:00:00,MPL/USD,49.49,49.49,48.993,49.063,92.710876,4548.673709188
1651172400000,2022-04-28 19:00:00,MPL/USD,48.618,49.647,48.618,49.49,1058.603125,52390.26865625001
1651168800000,2022-04-28 18:00:00,MPL/USD,48.617,48.89,48.071,48.618,66.650877,3240.4323379859998
1651165200000,2022-04-28 17:00:00,MPL/USD,48.079,48.773,48.061,48.617,210.562069,10236.896108573
1651161600000,2022-04-28 16:00:00,MPL/USD,48.134,48.134,47.923,48.079,35.06463,1685.87234577
1651158000000,2022-04-28 15:00:00,MPL/USD,47.36,48.136,47.36,48.134,201.367976,9692.646156784
1651154400000,2022-04-28 14:00:00,MPL/USD,47.609,47.991,47.36,47.36,121.975616,5776.76517376
1651150800000,2022-04-28 13:00:00,MPL/USD,47.36,47.616,47.36,47.609,133.159224,6339.577495416
1651147200000,2022-04-28 12:00:00,MPL/USD,48.467,48.467,47.36,47.36,229.382445,10863.552595199999
1651143600000,2022-04-28 11:00:00,MPL/USD,48.947,48.947,48.467,48.467,21.347632,1034.655680144
1651140000000,2022-04-28 10:00:00,MPL/USD,49.07,49.307,48.917,48.947,94.040971,4603.023407537
1651136400000,2022-04-28 09:00:00,MPL/USD,49.3,49.412,49.07,49.07,249.493893,12242.66532951
1651132800000,2022-04-28 08:00:00,MPL/USD,49.411,49.411,49.3,49.3,18.256495,900.0452035
1651129200000,2022-04-28 07:00:00,MPL/USD,49.07,49.661,49.07,49.411,45.534421,2249.901276031
1651125600000,2022-04-28 06:00:00,MPL/USD,49.365,49.365,49.07,49.07,16.359013,802.73676791
1651122000000,2022-04-28 05:00:00,MPL/USD,49.365,49.365,49.365,49.365,0.0,0.0
1651118400000,2022-04-28 04:00:00,MPL/USD,49.365,49.365,49.365,49.365,0.0,0.0
1651114800000,2022-04-28 03:00:00,MPL/USD,49.724,49.724,49.28,49.365,13.935819,687.9417049350001
1651111200000,2022-04-28 02:00:00,MPL/USD,50.356,50.571,49.416,49.724,147.005099,7309.6815426759995
1651107600000,2022-04-28 01:00:00,MPL/USD,50.385,50.677,50.35,50.356,102.009601,5136.795467956001
1651104000000,2022-04-28 00:00:00,MPL/USD,50.57,50.875,50.33,50.385,173.34894,8734.1863419
1651100400000,2022-04-27 23:00:00,MPL/USD,51.404,51.404,50.57,50.57,181.475692,9177.22574444
1651096800000,2022-04-27 22:00:00,MPL/USD,52.0,52.0,51.078,51.404,40.314517,2072.327431868
1651093200000,2022-04-27 21:00:00,MPL/USD,52.032,52.032,52.0,52.0,0.132044,6.866288
1651089600000,2022-04-27 20:00:00,MPL/USD,52.617,52.79,52.032,52.032,2.511013,130.653028416
1651086000000,2022-04-27 19:00:00,MPL/USD,53.254,53.254,52.197,52.617,931.66108,49021.21104636
1651082400000,2022-04-27 18:00:00,MPL/USD,53.254,53.254,53.254,53.254,0.0,0.0
1651078800000,2022-04-27 17:00:00,MPL/USD,52.502,53.272,52.303,53.254,360.465981,19196.255352173997
1651075200000,2022-04-27 16:00:00,MPL/USD,52.867,53.294,52.193,52.502,158.887519,8341.912522538
1651071600000,2022-04-27 15:00:00,MPL/USD,52.867,52.867,52.867,52.867,0.0,0.0
1651068000000,2022-04-27 14:00:00,MPL/USD,54.436,54.436,52.714,52.867,455.865946,24100.264967182
1651064400000,2022-04-27 13:00:00,MPL/USD,54.585,54.726,54.3,54.436,1006.126092,54769.479944112
1651060800000,2022-04-27 12:00:00,MPL/USD,54.669,54.669,54.585,54.585,18.269239,997.226410815
1651057200000,2022-04-27 11:00:00,MPL/USD,54.97,55.178,54.585,54.669,104.280676,5700.920276244
1651053600000,2022-04-27 10:00:00,MPL/USD,54.752,55.088,54.752,54.97,238.110126,13088.91362622
1651050000000,2022-04-27 09:00:00,MPL/USD,54.205,54.752,54.205,54.752,82.354477,4509.0723247040005
1651046400000,2022-04-27 08:00:00,MPL/USD,53.913,54.422,53.913,54.205,195.735408,10609.83779064
1651042800000,2022-04-27 07:00:00,MPL/USD,53.849,53.913,53.849,53.913,18.499948,997.3876965239999
1651039200000,2022-04-27 06:00:00,MPL/USD,53.849,53.849,53.849,53.849,0.0,0.0
1651035600000,2022-04-27 05:00:00,MPL/USD,53.993,53.993,53.849,53.849,18.521878,997.384608422
1651032000000,2022-04-27 04:00:00,MPL/USD,54.078,54.136,53.993,53.993,9.545904,515.411994672
1651028400000,2022-04-27 03:00:00,MPL/USD,53.664,54.078,53.664,54.078,23.022592,1245.015730176
1651024800000,2022-04-27 02:00:00,MPL/USD,54.237,54.237,53.664,53.664,5.587811,299.864289504
1651021200000,2022-04-27 01:00:00,MPL/USD,54.342,55.45,53.875,54.237,2131.001017,115579.102159029
1651017600000,2022-04-27 00:00:00,MPL/USD,54.736,54.736,54.342,54.342,3.836597,208.488354174
1651014000000,2022-04-26 23:00:00,MPL/USD,54.765,54.765,54.736,54.736,4.996237,273.47402843199995
1651010400000,2022-04-26 22:00:00,MPL/USD,54.707,54.765,54.707,54.765,8.801758,482.02827686999996
1651006800000,2022-04-26 21:00:00,MPL/USD,54.782,54.782,54.707,54.707,27.101705,1482.652975435
1651003200000,2022-04-26 20:00:00,MPL/USD,55.27,55.27,54.425,54.782,75.154107,4117.092289673999
1650999600000,2022-04-26 19:00:00,MPL/USD,55.124,55.408,54.297,55.27,378.526202,20921.14318454
1650996000000,2022-04-26 18:00:00,MPL/USD,55.124,55.124,55.124,55.124,0.0,0.0
1650992400000,2022-04-26 17:00:00,MPL/USD,55.816,55.864,55.124,55.124,171.849268,9473.019049232
1650988800000,2022-04-26 16:00:00,MPL/USD,55.857,56.651,55.544,55.816,828.956362,46269.028301392005
1650985200000,2022-04-26 15:00:00,MPL/USD,56.455,56.99,55.857,55.857,278.319839,15546.111247023
1650981600000,2022-04-26 14:00:00,MPL/USD,56.797,57.17,56.421,56.455,131.841748,7443.12588334
1650978000000,2022-04-26 13:00:00,MPL/USD,57.618,57.618,56.797,56.797,78.499975,4458.5630800750005
1650974400000,2022-04-26 12:00:00,MPL/USD,57.618,57.618,57.618,57.618,0.0,0.0
1650970800000,2022-04-26 11:00:00,MPL/USD,57.771,57.841,57.618,57.618,3.985112,229.61418321600001
1650967200000,2022-04-26 10:00:00,MPL/USD,57.153,57.771,57.153,57.771,10.155184,586.675134864
1650963600000,2022-04-26 09:00:00,MPL/USD,57.378,57.378,57.153,57.153,0.087485,5.000030205
1650960000000,2022-04-26 08:00:00,MPL/USD,56.057,57.378,56.057,57.378,2.421187,138.92286768600002
1650956400000,2022-04-26 07:00:00,MPL/USD,55.903,56.066,55.903,56.057,41.531112,2328.1095453840003
1650952800000,2022-04-26 06:00:00,MPL/USD,55.249,55.903,55.226,55.903,124.922942,6983.567226626
1650949200000,2022-04-26 05:00:00,MPL/USD,57.247,57.247,55.249,55.249,174.017579,9614.297222171
1650945600000,2022-04-26 04:00:00,MPL/USD,54.758,57.247,54.758,57.247,21.151271,1210.846810937
1650942000000,2022-04-26 03:00:00,MPL/USD,54.624,54.896,54.605,54.758,14.237377,779.610289766
1650938400000,2022-04-26 02:00:00,MPL/USD,54.361,54.799,54.35,54.624,27.295702,1491.000426048
1650934800000,2022-04-26 01:00:00,MPL/USD,54.182,54.361,54.182,54.361,1.982885,107.79161148499999
1650931200000,2022-04-26 00:00:00,MPL/USD,54.155,55.266,54.136,54.182,376.429044,20395.678462008
1650927600000,2022-04-25 23:00:00,MPL/USD,54.126,54.78,54.0,54.155,264.140115,14304.507927825
1650924000000,2022-04-25 22:00:00,MPL/USD,54.777,54.777,54.0,54.126,79.613087,4309.137946962
1650920400000,2022-04-25 21:00:00,MPL/USD,55.396,55.396,54.508,54.777,175.975699,9639.420864123
1650916800000,2022-04-25 20:00:00,MPL/USD,54.181,55.396,54.181,55.396,29.770815,1649.18406774
1650913200000,2022-04-25 19:00:00,MPL/USD,54.077,54.482,53.116,54.181,640.340922,34694.311494882
1650909600000,2022-04-25 18:00:00,MPL/USD,53.85,54.217,53.582,54.077,213.577422,11549.626249494
1650906000000,2022-04-25 17:00:00,MPL/USD,54.22,54.22,52.985,53.85,251.172157,13525.62065445
1650902400000,2022-04-25 16:00:00,MPL/USD,54.388,54.635,54.22,54.22,44.256322,2399.5777788399996
1650898800000,2022-04-25 15:00:00,MPL/USD,54.685,54.776,54.093,54.388,116.166692,6318.074044495999
1650895200000,2022-04-25 14:00:00,MPL/USD,55.46,55.474,54.571,54.685,270.113881,14771.177582485001
1650891600000,2022-04-25 13:00:00,MPL/USD,55.478,55.729,54.54,55.46,215.600698,11957.21471108
1650888000000,2022-04-25 12:00:00,MPL/USD,54.609,55.478,54.609,55.478,591.523972,32816.566918616
1650884400000,2022-04-25 11:00:00,MPL/USD,54.325,54.669,53.448,54.609,742.838232,40565.653011288
1650880800000,2022-04-25 10:00:00,MPL/USD,54.356,54.923,53.909,54.325,393.273366,21364.575607950002
1650877200000,2022-04-25 09:00:00,MPL/USD,55.983,55.983,54.312,54.356,119.712897,6507.114229332
1650873600000,2022-04-25 08:00:00,MPL/USD,56.232,56.232,55.656,55.983,62.146372,3479.1403436759997
1650870000000,2022-04-25 07:00:00,MPL/USD,57.031,57.311,56.228,56.232,142.558815,8016.36728508
1650866400000,2022-04-25 06:00:00,MPL/USD,57.546,57.546,57.031,57.031,0.612628,34.938787467999994
1650862800000,2022-04-25 05:00:00,MPL/USD,57.546,57.546,57.546,57.546,0.0,0.0
1650859200000,2022-04-25 04:00:00,MPL/USD,57.924,57.924,57.133,57.546,11.498923,661.7170229579999
1650855600000,2022-04-25 03:00:00,MPL/USD,58.602,58.602,57.287,57.924,237.031981,13729.840467444
1650852000000,2022-04-25 02:00:00,MPL/USD,58.859,58.859,58.407,58.602,41.475281,2430.534417162
1650848400000,2022-04-25 01:00:00,MPL/USD,59.027,59.027,58.715,58.859,3.205513,188.673289667
1650844800000,2022-04-25 00:00:00,MPL/USD,58.905,59.273,58.905,59.027,35.264864,2081.579127328
1650841200000,2022-04-24 23:00:00,MPL/USD,59.276,59.287,58.746,58.905,215.813342,12712.48491051
1650837600000,2022-04-24 22:00:00,MPL/USD,59.04,59.545,58.354,59.276,154.079929,9133.241871404
1650834000000,2022-04-24 21:00:00,MPL/USD,59.871,59.871,58.567,59.04,263.253524,15542.48805696
1650830400000,2022-04-24 20:00:00,MPL/USD,60.512,60.559,59.847,59.871,130.303088,7801.376181648
1650826800000,2022-04-24 19:00:00,MPL/USD,60.635,60.635,60.227,60.512,120.723983,7305.249659296001
1650823200000,2022-04-24 18:00:00,MPL/USD,60.719,60.933,60.614,60.635,70.354114,4265.921702389999
1650819600000,2022-04-24 17:00:00,MPL/USD,60.857,61.171,60.719,60.719,108.408214,6582.438345866
1650816000000,2022-04-24 16:00:00,MPL/USD,61.242,61.242,60.857,60.857,3.901035,237.40528699499998
1650812400000,2022-04-24 15:00:00,MPL/USD,61.548,61.617,61.242,61.242,1.160677,71.082180834
1650808800000,2022-04-24 14:00:00,MPL/USD,61.537,61.548,61.537,61.548,1.575705,96.98149133999999
1650805200000,2022-04-24 13:00:00,MPL/USD,61.718,61.781,61.184,61.537,2.699228,166.102393436
1650801600000,2022-04-24 12:00:00,MPL/USD,62.18,62.18,61.718,61.718,0.200339,12.364522402
1650798000000,2022-04-24 11:00:00,MPL/USD,62.18,62.18,62.18,62.18,0.0,0.0
1650794400000,2022-04-24 10:00:00,MPL/USD,62.451,62.514,62.063,62.18,2.481659,154.30955662
1650790800000,2022-04-24 09:00:00,MPL/USD,62.451,62.451,62.451,62.451,0.0,0.0
1650787200000,2022-04-24 08:00:00,MPL/USD,61.818,62.451,61.818,62.451,0.137993,8.617800843
1650783600000,2022-04-24 07:00:00,MPL/USD,61.818,61.818,61.818,61.818,0.0,0.0
1650780000000,2022-04-24 06:00:00,MPL/USD,62.29,62.29,61.818,61.818,4.630766,286.264692588
1650776400000,2022-04-24 05:00:00,MPL/USD,61.174,62.483,61.174,62.29,16.617224,1035.08688296
1650772800000,2022-04-24 04:00:00,MPL/USD,60.859,61.39,60.859,61.174,99.458576,6084.278928223999
1650769200000,2022-04-24 03:00:00,MPL/USD,61.461,61.461,60.853,60.859,115.471892,7027.503875228
1650765600000,2022-04-24 02:00:00,MPL/USD,62.153,62.488,61.31,61.461,167.396743,10288.371221522999
1650762000000,2022-04-24 01:00:00,MPL/USD,60.774,62.17,60.774,62.153,132.417148,8230.122999644
1650758400000,2022-04-24 00:00:00,MPL/USD,60.838,60.838,60.774,60.774,41.251528,2507.020362672
1650754800000,2022-04-23 23:00:00,MPL/USD,60.91,61.134,60.804,60.838,86.34112,5252.82105856
1650751200000,2022-04-23 22:00:00,MPL/USD,60.91,60.91,60.91,60.91,0.0,0.0
1650747600000,2022-04-23 21:00:00,MPL/USD,60.842,60.915,59.524,60.91,306.532209,18670.87685019
1650744000000,2022-04-23 20:00:00,MPL/USD,62.015,62.434,60.56,60.842,91.720288,5580.445762496
1650740400000,2022-04-23 19:00:00,MPL/USD,58.846,62.015,58.846,62.015,2.248013,139.410526195
1650736800000,2022-04-23 18:00:00,MPL/USD,58.773,58.846,58.773,58.846,12.155439,715.2989633939999
1650733200000,2022-04-23 17:00:00,MPL/USD,59.038,59.038,58.676,58.773,77.046873,4528.275866829001
1650729600000,2022-04-23 16:00:00,MPL/USD,58.769,59.038,58.769,59.038,7.438184,439.13550699199993
1650726000000,2022-04-23 15:00:00,MPL/USD,59.034,59.034,58.748,58.769,6.228356,366.03425376399997
1650722400000,2022-04-23 14:00:00,MPL/USD,58.656,59.034,58.656,59.034,0.007712,0.455270208
1650718800000,2022-04-23 13:00:00,MPL/USD,59.062,59.337,58.385,58.656,235.76529,13829.048850239999
1650715200000,2022-04-23 12:00:00,MPL/USD,59.062,59.062,59.062,59.062,0.0,0.0
1650711600000,2022-04-23 11:00:00,MPL/USD,60.45,60.45,58.733,59.062,38.355236,2265.336948632
1650708000000,2022-04-23 10:00:00,MPL/USD,60.018,60.45,60.018,60.45,0.148305,8.96503725
1650704400000,2022-04-23 09:00:00,MPL/USD,60.038,60.948,60.018,60.018,3.295897,197.813146146
1650700800000,2022-04-23 08:00:00,MPL/USD,60.038,60.038,60.038,60.038,0.0,0.0
1650697200000,2022-04-23 07:00:00,MPL/USD,59.448,60.24,59.448,60.038,5.306879,318.614401402
1650693600000,2022-04-23 06:00:00,MPL/USD,59.721,59.721,59.131,59.448,9.245034,549.5987812320001
1650690000000,2022-04-23 05:00:00,MPL/USD,58.208,59.721,58.208,59.721,11.147138,665.7182284979999
1650686400000,2022-04-23 04:00:00,MPL/USD,59.889,59.889,57.961,58.208,15.655883,911.2976376639999
1650682800000,2022-04-23 03:00:00,MPL/USD,58.306,59.889,58.306,59.889,11.857306,710.122199034
1650679200000,2022-04-23 02:00:00,MPL/USD,58.306,58.306,58.306,58.306,0.0,0.0
1650675600000,2022-04-23 01:00:00,MPL/USD,59.519,59.519,58.306,58.306,3.050901,177.885833706
1650672000000,2022-04-23 00:00:00,MPL/USD,59.519,59.519,59.519,59.519,0.0,0.0
1650668400000,2022-04-22 23:00:00,MPL/USD,59.742,60.214,58.988,59.519,10.492851,624.523998669
1650664800000,2022-04-22 22:00:00,MPL/USD,57.354,59.742,57.354,59.742,3.337715,199.40176953
1650661200000,2022-04-22 21:00:00,MPL/USD,59.354,59.354,57.354,57.354,1.824719,104.654933526
1650657600000,2022-04-22 20:00:00,MPL/USD,61.156,61.156,59.354,59.354,7.403172,439.407870888
1650654000000,2022-04-22 19:00:00,MPL/USD,63.046,63.05,60.871,61.156,16.075553,983.1165192679999
1650650400000,2022-04-22 18:00:00,MPL/USD,61.458,64.792,61.458,63.046,236.885507,14934.683674322
1650646800000,2022-04-22 17:00:00,MPL/USD,61.196,62.066,61.0,61.458,14.236675,874.9575721499999
1650643200000,2022-04-22 16:00:00,MPL/USD,64.363,64.363,61.0,61.196,428.896714,26246.763309944
1650639600000,2022-04-22 15:00:00,MPL/USD,62.2,65.177,61.631,64.363,164.583296,10593.074680447999
1650636000000,2022-04-22 14:00:00,MPL/USD,59.893,62.415,59.893,62.2,493.467804,30693.697408800002
1650632400000,2022-04-22 13:00:00,MPL/USD,59.766,59.893,59.766,59.893,7.901464,473.242383352
1650628800000,2022-04-22 12:00:00,MPL/USD,62.24,62.81,59.439,59.766,31.46288,1880.4104860799998
1650625200000,2022-04-22 11:00:00,MPL/USD,59.853,62.425,59.618,62.24,201.897665,12566.1106696
1650621600000,2022-04-22 10:00:00,MPL/USD,60.423,62.073,59.658,59.853,66.473283,3978.625407399
1650618000000,2022-04-22 09:00:00,MPL/USD,59.838,60.423,59.481,60.423,11.08608,669.8542118400001
1650614400000,2022-04-22 08:00:00,MPL/USD,56.5,60.058,56.5,59.838,650.849689,38945.543690382
