unix,date,symbol,open,high,low,close,Volume BTC,Volume USD,just_date
1651449540,2022-05-01 23:59:00,BTC/USD,38477.3,38488.34,38477.3,38488.34,0.0143779,553.381503686,2022-05-01
1651449480,2022-05-01 23:58:00,BTC/USD,38454.86,38472.73,38454.86,38469.57,0.04240701,1631.3794396857002,2022-05-01
1651449420,2022-05-01 23:57:00,BTC/USD,38490.2,38490.2,38450.83,38454.86,0.12844276,4939.248353813599,2022-05-01
1651449360,2022-05-01 23:56:00,BTC/USD,38485.3,38485.3,38485.3,38485.3,0.00307603,118.381937359,2022-05-01
1651449300,2022-05-01 23:55:00,BTC/USD,38485.3,38485.3,38485.3,38485.3,0.00222,85.43736600000001,2022-05-01
1651449240,2022-05-01 23:54:00,BTC/USD,38502.32,38502.32,38482.52,38482.52,0.02175731,837.2761172211999,2022-05-01
1651449180,2022-05-01 23:53:00,BTC/USD,38480.89,38512.12,38480.89,38512.12,0.01886689,726.6039317068,2022-05-01
1651449120,2022-05-01 23:52:00,BTC/USD,38459.3,38471.02,38459.3,38471.02,0.11754,4521.883690799999,2022-05-01
1651449060,2022-05-01 23:51:00,BTC/USD,38433.65,38464.89,38433.65,38457.07,0.0481256,1850.769567992,2022-05-01
1651449000,2022-05-01 23:50:00,BTC/USD,38415.14,38432.64,38415.14,38432.64,0.02904787,1116.3863304768,2022-05-01
1651448940,2022-05-01 23:49:00,BTC/USD,38422.02,38425.44,38417.51,38423.23,0.11305265,4343.847973059501,2022-05-01
1651448880,2022-05-01 23:48:00,BTC/USD,38389.82,38432.1,38389.82,38429.5,0.08181,3143.917395,2022-05-01
1651448820,2022-05-01 23:47:00,BTC/USD,38380.78,38393.75,38374.45,38393.75,0.02805,1076.9446875,2022-05-01
1651448760,2022-05-01 23:46:00,BTC/USD,38417.59,38455.99,38417.59,38445.93,0.19226522,7391.8151895546,2022-05-01
1651448700,2022-05-01 23:45:00,BTC/USD,38407.99,38412.8,38394.52,38411.48,0.41832,16068.290313600002,2022-05-01
1651448640,2022-05-01 23:44:00,BTC/USD,38436.15,38436.15,38412.18,38412.18,0.03464,1330.5979152,2022-05-01
1651448580,2022-05-01 23:43:00,BTC/USD,38418.65,38419.43,38411.21,38413.89,0.01398,537.0261822,2022-05-01
1651448520,2022-05-01 23:42:00,BTC/USD,38412.13,38447.82,38412.13,38421.26,2.09442978,80470.6311291228,2022-05-01
1651448460,2022-05-01 23:41:00,BTC/USD,38432.98,38432.98,38404.61,38412.14,0.15484,5947.7357576,2022-05-01
1651448400,2022-05-01 23:40:00,BTC/USD,38481.72,38481.72,38432.02,38432.02,0.00981,377.0181162,2022-05-01
1651448340,2022-05-01 23:39:00,BTC/USD,38426.53,38453.12,38426.53,38452.45,0.01073694,412.861648503,2022-05-01
1651448280,2022-05-01 23:38:00,BTC/USD,38454.48,38454.48,38454.48,38454.48,0.00229,88.0607592,2022-05-01
1651448220,2022-05-01 23:37:00,BTC/USD,38470.44,38493.38,38450.0,38464.5,12.55718061,483005.673573345,2022-05-01
1651448160,2022-05-01 23:36:00,BTC/USD,38499.11,38499.11,38461.48,38461.48,5.38721854,207200.39813183923,2022-05-01
1651448100,2022-05-01 23:35:00,BTC/USD,38524.11,38524.11,38521.6,38521.6,0.00444,171.03590400000002,2022-05-01
1651448040,2022-05-01 23:34:00,BTC/USD,38518.33,38525.85,38491.88,38523.54,1.34483232,51807.70167281281,2022-05-01
1651447980,2022-05-01 23:33:00,BTC/USD,38562.83,38571.0,38518.33,38532.2,0.23575452,9084.140315543998,2022-05-01
1651447920,2022-05-01 23:32:00,BTC/USD,38532.73,38572.74,38532.73,38556.49,0.38709632,14925.0753911168,2022-05-01
1651447860,2022-05-01 23:31:00,BTC/USD,38555.28,38556.37,38510.35,38522.1,0.84442428,32528.996556588,2022-05-01
1651447800,2022-05-01 23:30:00,BTC/USD,38537.18,38591.88,38529.08,38586.76,0.6281372,24237.779383472,2022-05-01
1651447740,2022-05-01 23:29:00,BTC/USD,38589.49,38597.59,38502.98,38535.97,1.23868868,47734.06981181961,2022-05-01
1651447680,2022-05-01 23:28:00,BTC/USD,38626.59,38645.94,38589.52,38589.52,0.95740636,36945.8518773472,2022-05-01
1651447620,2022-05-01 23:27:00,BTC/USD,38604.5,38623.07,38604.5,38617.2,1.48625806,57395.124754632,2022-05-01
1651447560,2022-05-01 23:26:00,BTC/USD,38565.62,38621.12,38565.62,38621.12,0.82669921,31928.049393315203,2022-05-01
1651447500,2022-05-01 23:25:00,BTC/USD,38532.74,38559.8,38509.57,38559.8,0.92710727,35749.070909746006,2022-05-01
1651447440,2022-05-01 23:24:00,BTC/USD,38532.37,38540.42,38532.37,38540.39,0.00416,160.32802239999998,2022-05-01
1651447380,2022-05-01 23:23:00,BTC/USD,38516.22,38565.59,38516.22,38543.39,3.14144821,121082.0635228319,2022-05-01
1651447320,2022-05-01 23:22:00,BTC/USD,38530.24,38530.24,38492.34,38493.54,0.22850252,8795.8708937208,2022-05-01
1651447260,2022-05-01 23:21:00,BTC/USD,38428.32,38547.12,38428.32,38547.12,10.92548395,421145.940878724,2022-05-01
1651447200,2022-05-01 23:20:00,BTC/USD,38441.77,38447.22,38437.01,38447.22,0.00705,271.052901,2022-05-01
1651447140,2022-05-01 23:19:00,BTC/USD,38421.03,38425.51,38409.41,38425.51,0.00948,364.2738348,2022-05-01
1651447080,2022-05-01 23:18:00,BTC/USD,38398.01,38422.33,38398.01,38415.77,0.0102846,395.090828142,2022-05-01
1651447020,2022-05-01 23:17:00,BTC/USD,38394.31,38394.31,38394.31,38394.31,0.0,0.0,2022-05-01
1651446960,2022-05-01 23:16:00,BTC/USD,38422.17,38422.17,38394.31,38394.31,0.65027,24966.6679637,2022-05-01
1651446900,2022-05-01 23:15:00,BTC/USD,38417.65,38422.23,38417.65,38422.23,0.02425374,931.8827766402,2022-05-01
1651446840,2022-05-01 23:14:00,BTC/USD,38403.55,38415.03,38403.55,38415.03,0.02118251,813.7267571253001,2022-05-01
1651446780,2022-05-01 23:13:00,BTC/USD,38415.21,38415.21,38406.66,38406.66,0.00849,326.07254340000003,2022-05-01
1651446720,2022-05-01 23:12:00,BTC/USD,38383.87,38420.26,38383.87,38413.77,0.00549332,211.0191310164,2022-05-01
1651446660,2022-05-01 23:11:00,BTC/USD,38399.47,38411.8,38376.82,38411.8,0.61485898,23617.840167964005,2022-05-01
1651446600,2022-05-01 23:10:00,BTC/USD,38421.6,38423.91,38413.43,38413.43,0.01042,400.2679406,2022-05-01
1651446540,2022-05-01 23:09:00,BTC/USD,38400.61,38400.61,38400.61,38400.61,0.0,0.0,2022-05-01
1651446480,2022-05-01 23:08:00,BTC/USD,38400.61,38400.61,38400.61,38400.61,0.01541,591.7534001,2022-05-01
1651446420,2022-05-01 23:07:00,BTC/USD,38376.4,38387.19,38370.08,38387.19,0.00279,107.1002601,2022-05-01
1651446360,2022-05-01 23:06:00,BTC/USD,38343.49,38379.9,38343.48,38379.9,0.01517679,582.4836825210001,2022-05-01
1651446300,2022-05-01 23:05:00,BTC/USD,38395.71,38395.71,38333.71,38343.49,0.01836938,704.3461383362,2022-05-01
1651446240,2022-05-01 23:04:00,BTC/USD,38420.8,38447.42,38399.7,38411.7,0.01846509,709.2754975529999,2022-05-01
1651446180,2022-05-01 23:03:00,BTC/USD,38291.62,38401.06,38291.62,38401.06,0.17195245,6603.156349597,2022-05-01
1651446120,2022-05-01 23:02:00,BTC/USD,38240.58,38289.58,38240.58,38289.58,0.05751032,2202.0459984656,2022-05-01
1651446060,2022-05-01 23:01:00,BTC/USD,38285.05,38285.05,38285.05,38285.05,0.00511625,195.87588706250003,2022-05-01
1651446000,2022-05-01 23:00:00,BTC/USD,38310.52,38343.11,38259.17,38259.17,0.0665071,2544.506445107,2022-05-01
1651445940,2022-05-01 22:59:00,BTC/USD,38331.08,38331.09,38307.09,38307.09,0.25233,9666.0280197,2022-05-01
1651445880,2022-05-01 22:58:00,BTC/USD,38327.28,38360.98,38327.28,38340.1,0.02261697,867.136891497,2022-05-01
1651445820,2022-05-01 22:57:00,BTC/USD,38413.59,38449.03,38336.94,38336.94,0.82949122,31800.1551316668,2022-05-01
1651445760,2022-05-01 22:56:00,BTC/USD,38274.38,38430.2,38274.38,38411.67,2.81580356,108159.7171315452,2022-05-01
1651445700,2022-05-01 22:55:00,BTC/USD,38282.39,38282.39,38207.92,38279.18,3.20692998,122758.6499518164,2022-05-01
1651445640,2022-05-01 22:54:00,BTC/USD,38282.39,38282.39,38261.56,38282.0,0.04744468,1816.27723976,2022-05-01
1651445580,2022-05-01 22:53:00,BTC/USD,38271.08,38271.08,38271.08,38271.08,0.00132796,50.8224633968,2022-05-01
1651445520,2022-05-01 22:52:00,BTC/USD,38272.46,38272.46,38254.6,38254.6,0.55534,21244.309564,2022-05-01
1651445460,2022-05-01 22:51:00,BTC/USD,38292.32,38293.89,38268.64,38277.57,0.01866415,714.4183081155,2022-05-01
1651445400,2022-05-01 22:50:00,BTC/USD,38276.98,38288.23,38276.98,38288.23,0.17121,6555.327858300001,2022-05-01
1651445340,2022-05-01 22:49:00,BTC/USD,38283.77,38284.6,38283.77,38284.6,0.02829,1083.071334,2022-05-01
1651445280,2022-05-01 22:48:00,BTC/USD,38282.85,38286.5,38282.85,38284.6,0.01355,518.7563299999999,2022-05-01
1651445220,2022-05-01 22:47:00,BTC/USD,38310.83,38310.83,38279.28,38288.23,0.20160336,7719.035816452801,2022-05-01
1651445160,2022-05-01 22:46:00,BTC/USD,38261.55,38308.92,38261.55,38308.92,0.17905,6859.212125999999,2022-05-01
1651445100,2022-05-01 22:45:00,BTC/USD,38238.06,38267.98,38238.06,38267.98,0.31706231,12133.3341378338,2022-05-01
1651445040,2022-05-01 22:44:00,BTC/USD,38214.4,38254.01,38214.4,38254.01,0.18880258,7222.4557833458,2022-05-01
1651444980,2022-05-01 22:43:00,BTC/USD,38194.27,38209.28,38193.99,38209.28,0.04935239,1885.7192881792,2022-05-01
1651444920,2022-05-01 22:42:00,BTC/USD,38164.23,38164.23,38164.23,38164.23,0.01479,564.4489617,2022-05-01
1651444860,2022-05-01 22:41:00,BTC/USD,38156.33,38164.14,38156.33,38164.14,0.9519751,36331.310992914,2022-05-01
1651444800,2022-05-01 22:40:00,BTC/USD,38142.05,38145.74,38142.05,38145.74,0.19785202,7547.211713394799,2022-05-01
1651444740,2022-05-01 22:39:00,BTC/USD,38138.75,38157.29,38138.75,38157.29,0.02475215,944.4749656735,2022-05-01
1651444680,2022-05-01 22:38:00,BTC/USD,38125.71,38138.75,38125.71,38138.75,0.21322971,8132.3146022625,2022-05-01
1651444620,2022-05-01 22:37:00,BTC/USD,38148.07,38155.74,38148.06,38148.71,0.14801893,5646.7312350803,2022-05-01
1651444560,2022-05-01 22:36:00,BTC/USD,38103.22,38152.49,38074.55,38148.07,1.2986663,49541.612919041,2022-05-01
1651444500,2022-05-01 22:35:00,BTC/USD,38163.66,38163.66,38108.03,38123.36,0.03908362,1489.9989153632,2022-05-01
1651444440,2022-05-01 22:34:00,BTC/USD,38193.71,38195.77,38162.28,38163.66,1.19949502,45777.12011497321,2022-05-01
1651444380,2022-05-01 22:33:00,BTC/USD,38276.1,38276.1,38190.51,38212.47,0.27662736,10570.6146951792,2022-05-01
1651444320,2022-05-01 22:32:00,BTC/USD,38278.42,38285.13,38274.98,38285.13,0.05449,2086.1567337,2022-05-01
1651444260,2022-05-01 22:31:00,BTC/USD,38281.69,38281.69,38277.49,38277.49,0.04942,1891.6735558,2022-05-01
1651444200,2022-05-01 22:30:00,BTC/USD,38255.52,38281.69,38255.52,38281.69,1.06217094,40661.6986520886,2022-05-01
1651444140,2022-05-01 22:29:00,BTC/USD,38259.81,38288.28,38255.52,38270.18,3.12127616,119451.8004729088,2022-05-01
1651444080,2022-05-01 22:28:00,BTC/USD,38282.26,38302.76,38246.27,38246.27,0.04430449,1694.4814867523,2022-05-01
1651444020,2022-05-01 22:27:00,BTC/USD,38275.18,38290.33,38253.68,38277.48,0.40416212,15470.307465057602,2022-05-01
