unix,date,symbol,open,high,low,close,Volume BTC,Volume USD,just_date
1651363140,2022-04-30 23:59:00,BTC/USD,37672.67,37672.67,37639.8,37639.8,0.28579453,10757.248950294,2022-04-30
1651363080,2022-04-30 23:58:00,BTC/USD,37660.56,37672.95,37660.56,37672.95,0.005,188.36475,2022-04-30
1651363020,2022-04-30 23:57:00,BTC/USD,37666.17,37686.45,37663.56,37676.75,0.11122154,4190.466157195,2022-04-30
1651362960,2022-04-30 23:56:00,BTC/USD,37657.3,37681.62,37657.3,37681.62,0.2905473,10948.292950626,2022-04-30
1651362900,2022-04-30 23:55:00,BTC/USD,37687.79,37687.79,37656.31,37683.94,0.44031054,16592.6359707276,2022-04-30
1651362840,2022-04-30 23:54:00,BTC/USD,37711.8,37711.8,37663.0,37672.28,2.85404153,107518.2516497884,2022-04-30
1651362780,2022-04-30 23:53:00,BTC/USD,37740.35,37774.72,37705.35,37715.5,13.21070241,498248.246744355,2022-04-30
1651362720,2022-04-30 23:52:00,BTC/USD,37754.04,37763.99,37740.35,37740.35,0.53542278,20207.043115173,2022-04-30
1651362660,2022-04-30 23:51:00,BTC/USD,37767.62,37767.62,37745.75,37764.39,0.14869662,5615.4371493618,2022-04-30
1651362600,2022-04-30 23:50:00,BTC/USD,37675.78,37760.79,37626.03,37750.0,17.5779794,663568.72235,2022-04-30
1651362540,2022-04-30 23:49:00,BTC/USD,37676.1,37690.78,37672.29,37672.29,4.35381647,164018.2366646163,2022-04-30
1651362480,2022-04-30 23:48:00,BTC/USD,37679.21,37695.6,37679.21,37681.31,0.17642036,6647.7502754716,2022-04-30
1651362420,2022-04-30 23:47:00,BTC/USD,37693.03,37702.63,37672.51,37672.86,0.68923741,25965.5444536926,2022-04-30
1651362360,2022-04-30 23:46:00,BTC/USD,37685.31,37685.31,37666.32,37666.32,0.41690711,15703.3566155352,2022-04-30
1651362300,2022-04-30 23:45:00,BTC/USD,37700.34,37710.21,37674.99,37674.99,0.05159,1943.6527341,2022-04-30
1651362240,2022-04-30 23:44:00,BTC/USD,37699.44,37702.44,37683.55,37702.44,0.03078344,1160.6107995936,2022-04-30
1651362180,2022-04-30 23:43:00,BTC/USD,37735.07,37737.14,37700.0,37700.0,0.52621813,19838.423501,2022-04-30
1651362120,2022-04-30 23:42:00,BTC/USD,37727.05,37750.65,37723.75,37750.65,0.0469,1770.505485,2022-04-30
1651362060,2022-04-30 23:41:00,BTC/USD,37701.19,37766.02,37701.19,37723.91,1.0431747,39352.62849707701,2022-04-30
1651362000,2022-04-30 23:40:00,BTC/USD,37713.85,37713.85,37670.63,37690.89,0.96695877,36445.5366346053,2022-04-30
1651361940,2022-04-30 23:39:00,BTC/USD,37707.34,37713.44,37689.94,37700.84,0.42074676,15862.5062792784,2022-04-30
1651361880,2022-04-30 23:38:00,BTC/USD,37711.35,37736.65,37710.84,37721.33,1.53837228,58029.4484367324,2022-04-30
