unix,date,symbol,open,high,low,close,Volume DAI,Volume USD,just_date
1651359600000,2022-04-30 23:00:00,DAI/USD,0.99991,1.0003,0.99991,1.0003,879.679982,879.9438859946,2022-04-30
1651356000000,2022-04-30 22:00:00,DAI/USD,0.99982,1.0004,0.99982,0.99991,126421.207332,126409.82942334012,2022-04-30
1651352400000,2022-04-30 21:00:00,DAI/USD,0.9999,0.9999,0.99982,0.99982,110.551561,110.53166171902,2022-04-30
1651348800000,2022-04-30 20:00:00,DAI/USD,0.99983,0.9999,0.99983,0.9999,6461.842199,6461.1960147801,2022-04-30
1651345200000,2022-04-30 19:00:00,DAI/USD,0.99984,1.0,0.99983,0.99983,5364.731363,5363.81935866829,2022-04-30
1651341600000,2022-04-30 18:00:00,DAI/USD,0.9999,1.0003,0.99984,0.99984,791.134154,791.0075725353599,2022-04-30
1651338000000,2022-04-30 17:00:00,DAI/USD,0.9999,1.0003,0.9999,0.9999,671.273857,671.2067296143,2022-04-30
1651334400000,2022-04-30 16:00:00,DAI/USD,0.9999,1.0003,0.9999,0.9999,86.81927,86.810588073,2022-04-30
1651330800000,2022-04-30 15:00:00,DAI/USD,0.9999,1.0003,0.9999,0.9999,417.527272,417.4855192728,2022-04-30
1651327200000,2022-04-30 14:00:00,DAI/USD,0.99971,1.0003,0.99971,0.9999,423778.73202,423736.354146798,2022-04-30
1651323600000,2022-04-30 13:00:00,DAI/USD,0.99979,0.9998,0.99971,0.99971,7802.773915,7800.511110564649,2022-04-30
1651320000000,2022-04-30 12:00:00,DAI/USD,0.9998,0.9998,0.99971,0.99979,704.297513,704.14961052227,2022-04-30
1651316400000,2022-04-30 11:00:00,DAI/USD,0.9998,0.9998,0.99974,0.9998,3020.723602,3020.1194572796003,2022-04-30
1651312800000,2022-04-30 10:00:00,DAI/USD,0.9998,0.9998,0.99974,0.9998,4.395302,4.3944229396,2022-04-30
1651309200000,2022-04-30 09:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,20.002,19.9979996,2022-04-30
1651305600000,2022-04-30 08:00:00,DAI/USD,0.9998,0.9998,0.99977,0.9998,283.985546,283.9287488908,2022-04-30
1651302000000,2022-04-30 07:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,105.513534,105.4924312932,2022-04-30
1651298400000,2022-04-30 06:00:00,DAI/USD,0.99979,0.9998,0.99979,0.9998,10740.709218,10738.5610761564,2022-04-30
1651294800000,2022-04-30 05:00:00,DAI/USD,0.99974,0.9998,0.99974,0.99979,188.547751,188.50815597229,2022-04-30
1651291200000,2022-04-30 04:00:00,DAI/USD,0.99982,0.99982,0.99973,0.99974,2428.880755,2428.2492460037,2022-04-30
1651287600000,2022-04-30 03:00:00,DAI/USD,0.99984,0.99984,0.99971,0.99982,7882.127946,7880.70916296972,2022-04-30
1651284000000,2022-04-30 02:00:00,DAI/USD,0.99983,0.99984,0.99983,0.99984,302.018065,301.9697421096,2022-04-30
1651280400000,2022-04-30 01:00:00,DAI/USD,0.99983,0.99984,0.99982,0.99983,1300.6934,1300.472282122,2022-04-30
1651276800000,2022-04-30 00:00:00,DAI/USD,0.99999,0.99999,0.9998,0.99983,1512.998412,1512.74120226996,2022-04-30
