unix,date,symbol,open,high,low,close,Volume CTX,Volume USD,just_date
1651359600000,2022-04-30 23:00:00,CTX/USD,5.034,5.034,4.9909,5.0001,29.677427,148.3901027427,2022-04-30
1651356000000,2022-04-30 22:00:00,CTX/USD,5.0198,5.0508,5.0009,5.034,47.438242,238.804110228,2022-04-30
1651352400000,2022-04-30 21:00:00,CTX/USD,5.0584,5.0596,5.0198,5.0198,8.227336,41.2995812528,2022-04-30
1651348800000,2022-04-30 20:00:00,CTX/USD,5.0167,5.0584,5.0167,5.0584,0.235626,1.1918905584,2022-04-30
1651345200000,2022-04-30 19:00:00,CTX/USD,5.0628,5.0727,5.0147,5.0167,468.049285,2348.0628480595,2022-04-30
1651341600000,2022-04-30 18:00:00,CTX/USD,5.04,5.114,5.04,5.0628,2.451602,12.4119706056,2022-04-30
1651338000000,2022-04-30 17:00:00,CTX/USD,5.0214,5.04,5.0032,5.04,1.146084,5.776263360000001,2022-04-30
1651334400000,2022-04-30 16:00:00,CTX/USD,4.964,5.0481,4.9608,5.0214,648.748411,3257.6252709954,2022-04-30
1651330800000,2022-04-30 15:00:00,CTX/USD,4.97,4.9788,4.931,4.964,239.067021,1186.728692244,2022-04-30
1651327200000,2022-04-30 14:00:00,CTX/USD,5.1589,5.1835,4.97,4.97,75.932915,377.38658755,2022-04-30
1651323600000,2022-04-30 13:00:00,CTX/USD,5.1705,5.1706,5.1371,5.1589,113.894074,587.5681383586,2022-04-30
1651320000000,2022-04-30 12:00:00,CTX/USD,5.1747,5.1747,5.1371,5.1705,0.423483,2.1896188515,2022-04-30
1651316400000,2022-04-30 11:00:00,CTX/USD,5.1742,5.1747,5.1641,5.1747,0.223832,1.1582634504,2022-04-30
1651312800000,2022-04-30 10:00:00,CTX/USD,5.1916,5.1916,5.1478,5.1742,0.153106,0.7922010652,2022-04-30
1651309200000,2022-04-30 09:00:00,CTX/USD,5.1562,5.1916,5.1562,5.1916,0.175749,0.9124185084,2022-04-30
1651305600000,2022-04-30 08:00:00,CTX/USD,5.1813,5.1813,5.1562,5.1562,0.396004,2.0418758248,2022-04-30
1651302000000,2022-04-30 07:00:00,CTX/USD,5.1942,5.1942,5.1772,5.1813,0.15362,0.7959513060000001,2022-04-30
1651298400000,2022-04-30 06:00:00,CTX/USD,5.1943,5.1943,5.1571,5.1942,14.020203,72.8237384226,2022-04-30
1651294800000,2022-04-30 05:00:00,CTX/USD,5.1953,5.1968,5.1839,5.1943,2.638981,13.7076590083,2022-04-30
1651291200000,2022-04-30 04:00:00,CTX/USD,5.2109,5.2109,5.1631,5.1953,4.672548,24.2752886244,2022-04-30
1651287600000,2022-04-30 03:00:00,CTX/USD,5.1439,5.2251,5.1222,5.2109,1923.216308,10021.6878593572,2022-04-30
1651284000000,2022-04-30 02:00:00,CTX/USD,5.1718,5.1718,5.1324,5.1439,380.431089,1956.8994787071,2022-04-30
1651280400000,2022-04-30 01:00:00,CTX/USD,5.1755,5.1755,5.1592,5.1718,0.338865,1.7525420070000002,2022-04-30
1651276800000,2022-04-30 00:00:00,CTX/USD,5.1725,5.1755,5.1428,5.1755,11.137413,57.64168098150001,2022-04-30
