unix,date,symbol,open,high,low,close,Volume XRP,Volume USD,just_date
1651276740,2022-04-29 23:59:00,XRP/USD,0.61149,0.61149,0.61149,0.61149,0.0,0.0,2022-04-29
1651276680,2022-04-29 23:58:00,XRP/USD,0.61149,0.61149,0.61149,0.61149,3330.04654205,2036.2901599981544,2022-04-29
1651276620,2022-04-29 23:57:00,XRP/USD,0.61134,0.61134,0.61134,0.61134,0.0,0.0,2022-04-29
1651276560,2022-04-29 23:56:00,XRP/USD,0.61134,0.61134,0.61134,0.61134,1004.99774265,614.3953199916509,2022-04-29
1651276500,2022-04-29 23:55:00,XRP/USD,0.61065,0.61065,0.61065,0.61065,0.0,0.0,2022-04-29
1651276440,2022-04-29 23:54:00,XRP/USD,0.61065,0.61065,0.61065,0.61065,0.0,0.0,2022-04-29
1651276380,2022-04-29 23:53:00,XRP/USD,0.61065,0.61065,0.61065,0.61065,0.0,0.0,2022-04-29
1651276320,2022-04-29 23:52:00,XRP/USD,0.61042,0.61065,0.61042,0.61065,5275.00461802,3221.181569993913,2022-04-29
1651276260,2022-04-29 23:51:00,XRP/USD,0.61076,0.61076,0.61076,0.61076,344.27749033,210.2709199939508,2022-04-29
1651276200,2022-04-29 23:50:00,XRP/USD,0.61125,0.61125,0.61125,0.61125,125.02112414,76.41916213057499,2022-04-29
1651276140,2022-04-29 23:49:00,XRP/USD,0.61131,0.61131,0.61131,0.61131,228.02,139.39090620000002,2022-04-29
1651276080,2022-04-29 23:48:00,XRP/USD,0.61175,0.61175,0.61175,0.61175,0.0,0.0,2022-04-29
1651276020,2022-04-29 23:47:00,XRP/USD,0.61175,0.61175,0.61175,0.61175,41.04,25.10622,2022-04-29
1651275960,2022-04-29 23:46:00,XRP/USD,0.61181,0.61181,0.6117,0.6117,3670.0,2244.9390000000003,2022-04-29
1651275900,2022-04-29 23:45:00,XRP/USD,0.61134,0.61134,0.61134,0.61134,8.55e-06,5.226957e-06,2022-04-29
1651275840,2022-04-29 23:44:00,XRP/USD,0.61134,0.61178,0.61134,0.61178,2132.8655,1304.8444555899998,2022-04-29
1651275780,2022-04-29 23:43:00,XRP/USD,0.61164,0.61164,0.61164,0.61164,1043.83689752,638.4523999991328,2022-04-29
1651275720,2022-04-29 23:42:00,XRP/USD,0.61151,0.61151,0.61136,0.61136,1678.02,1025.8743072,2022-04-29
1651275660,2022-04-29 23:41:00,XRP/USD,0.60996,0.61029,0.60996,0.61029,18101.17,11046.9630393,2022-04-29
1651275600,2022-04-29 23:40:00,XRP/USD,0.61021,0.61021,0.61021,0.61021,0.0,0.0,2022-04-29
1651275540,2022-04-29 23:39:00,XRP/USD,0.61021,0.61021,0.61021,0.61021,0.0,0.0,2022-04-29
1651275480,2022-04-29 23:38:00,XRP/USD,0.61021,0.61021,0.61021,0.61021,0.0,0.0,2022-04-29
1651275420,2022-04-29 23:37:00,XRP/USD,0.61021,0.61021,0.61021,0.61021,8189.72153,4997.4499748213,2022-04-29
1651275360,2022-04-29 23:36:00,XRP/USD,0.611,0.611,0.611,0.611,0.0,0.0,2022-04-29
1651275300,2022-04-29 23:35:00,XRP/USD,0.611,0.611,0.611,0.611,156.41623567,95.57031999437,2022-04-29
1651275240,2022-04-29 23:34:00,XRP/USD,0.61071,0.61071,0.61071,0.61071,98.12,59.9228652,2022-04-29
1651275180,2022-04-29 23:33:00,XRP/USD,0.60899,0.60899,0.60899,0.60899,0.0,0.0,2022-04-29
1651275120,2022-04-29 23:32:00,XRP/USD,0.60899,0.60899,0.60899,0.60899,0.0,0.0,2022-04-29
1651275060,2022-04-29 23:31:00,XRP/USD,0.60822,0.60899,0.60822,0.60899,28777.11929971,17524.977882330393,2022-04-29
1651275000,2022-04-29 23:30:00,XRP/USD,0.60868,0.60868,0.60868,0.60868,864.0,525.89952,2022-04-29
1651274940,2022-04-29 23:29:00,XRP/USD,0.60956,0.60956,0.60956,0.60956,0.0,0.0,2022-04-29
1651274880,2022-04-29 23:28:00,XRP/USD,0.60956,0.60956,0.60956,0.60956,7322.02467204,4463.213359088702,2022-04-29
1651274820,2022-04-29 23:27:00,XRP/USD,0.60908,0.60985,0.60888,0.60957,46297.17393846,28221.36831766706,2022-04-29
1651274760,2022-04-29 23:26:00,XRP/USD,0.6101,0.6101,0.60929,0.60929,63467.13508637,38669.89073677437,2022-04-29
1651274700,2022-04-29 23:25:00,XRP/USD,0.61029,0.61048,0.61029,0.61048,8329.95882648,5085.273264389511,2022-04-29
1651274640,2022-04-29 23:24:00,XRP/USD,0.61118,0.61118,0.61118,0.61118,344.04090447,210.2709199939746,2022-04-29
1651274580,2022-04-29 23:23:00,XRP/USD,0.61112,0.61112,0.61112,0.61112,1634.07031352,998.6130499983424,2022-04-29
1651274520,2022-04-29 23:22:00,XRP/USD,0.61203,0.61203,0.61203,0.61203,0.0,0.0,2022-04-29
1651274460,2022-04-29 23:21:00,XRP/USD,0.61203,0.61203,0.61203,0.61203,0.0,0.0,2022-04-29
1651274400,2022-04-29 23:20:00,XRP/USD,0.61195,0.61203,0.61195,0.61203,21530.0,13177.0059,2022-04-29
1651274340,2022-04-29 23:19:00,XRP/USD,0.612,0.612,0.612,0.612,0.0,0.0,2022-04-29
1651274280,2022-04-29 23:18:00,XRP/USD,0.612,0.612,0.612,0.612,17506.13995956,10713.75765525072,2022-04-29
1651274220,2022-04-29 23:17:00,XRP/USD,0.61237,0.61237,0.61237,0.61237,0.0,0.0,2022-04-29
1651274160,2022-04-29 23:16:00,XRP/USD,0.61237,0.61237,0.61237,0.61237,0.0,0.0,2022-04-29
1651274100,2022-04-29 23:15:00,XRP/USD,0.61237,0.61237,0.61237,0.61237,0.0,0.0,2022-04-29
1651274040,2022-04-29 23:14:00,XRP/USD,0.61237,0.61237,0.61237,0.61237,0.0,0.0,2022-04-29
1651273980,2022-04-29 23:13:00,XRP/USD,0.61237,0.61237,0.61237,0.61237,0.0,0.0,2022-04-29
1651273920,2022-04-29 23:12:00,XRP/USD,0.61217,0.61237,0.61217,0.61237,5174.0,3168.40238,2022-04-29
1651273860,2022-04-29 23:11:00,XRP/USD,0.61196,0.612,0.61196,0.612,7550.52984739,4620.92426660268,2022-04-29
1651273800,2022-04-29 23:10:00,XRP/USD,0.61208,0.61216,0.61196,0.61196,7249.65841064,4436.500960975254,2022-04-29
1651273740,2022-04-29 23:09:00,XRP/USD,0.61197,0.61222,0.61197,0.61222,22834.67350725,13979.843814608595,2022-04-29
1651273680,2022-04-29 23:08:00,XRP/USD,0.61166,0.612,0.61162,0.61193,55096.73542509,33715.34530867532,2022-04-29
1651273620,2022-04-29 23:07:00,XRP/USD,0.61163,0.61163,0.61162,0.61162,9191.27647411,5621.568517095158,2022-04-29
1651273560,2022-04-29 23:06:00,XRP/USD,0.61093,0.61093,0.61093,0.61093,0.0,0.0,2022-04-29
1651273500,2022-04-29 23:05:00,XRP/USD,0.61093,0.61093,0.61093,0.61093,0.0,0.0,2022-04-29
1651273440,2022-04-29 23:04:00,XRP/USD,0.61093,0.61093,0.61093,0.61093,0.0,0.0,2022-04-29
1651273380,2022-04-29 23:03:00,XRP/USD,0.61093,0.61093,0.61093,0.61093,0.0,0.0,2022-04-29
1651273320,2022-04-29 23:02:00,XRP/USD,0.61086,0.61096,0.61052,0.61093,11604.73035794,7089.677917576284,2022-04-29
1651273260,2022-04-29 23:01:00,XRP/USD,0.61135,0.61135,0.61135,0.61135,0.0,0.0,2022-04-29
1651273200,2022-04-29 23:00:00,XRP/USD,0.61135,0.61135,0.61135,0.61135,151.64,92.70511399999998,2022-04-29
1651273140,2022-04-29 22:59:00,XRP/USD,0.61184,0.61184,0.61089,0.6114,11032.68669271,6745.384643922895,2022-04-29
1651273080,2022-04-29 22:58:00,XRP/USD,0.61149,0.61157,0.61149,0.61151,26361.15208048,16120.108108734325,2022-04-29
1651273020,2022-04-29 22:57:00,XRP/USD,0.61265,0.61265,0.61265,0.61265,0.0,0.0,2022-04-29
1651272960,2022-04-29 22:56:00,XRP/USD,0.61265,0.61265,0.61265,0.61265,0.0,0.0,2022-04-29
1651272900,2022-04-29 22:55:00,XRP/USD,0.61265,0.61265,0.61265,0.61265,0.0,0.0,2022-04-29
1651272840,2022-04-29 22:54:00,XRP/USD,0.61265,0.61265,0.61265,0.61265,128.464268,78.7036337902,2022-04-29
