unix,date,symbol,open,high,low,close,Volume BTC,Volume USD,just_date
1651273200000,2022-04-29 23:00:00,BTC/USD,38609.67,38663.44,38575.86,38582.29,21.38173749,824956.396543052,2022-04-29
1651269600000,2022-04-29 22:00:00,BTC/USD,38548.32,38629.89,38446.86,38609.67,19.57029449,755602.6120617182,2022-04-29
1651266000000,2022-04-29 21:00:00,BTC/USD,38550.0,38649.05,38453.6,38548.32,30.11346684,1160823.5560577088,2022-04-29
1651262400000,2022-04-29 20:00:00,BTC/USD,38336.77,38575.79,38310.69,38550.0,29.17959655,1124873.4470025,2022-04-29
1651258800000,2022-04-29 19:00:00,BTC/USD,38523.39,38596.65,38158.9,38336.77,72.53888867,2780906.690997396,2022-04-29
1651255200000,2022-04-29 18:00:00,BTC/USD,38644.13,38669.27,38337.0,38523.39,54.10630927,2084358.4534688247,2022-04-29
1651251600000,2022-04-29 17:00:00,BTC/USD,38512.24,38727.86,38474.19,38644.13,42.05533012,1625191.6443501955,2022-04-29
1651248000000,2022-04-29 16:00:00,BTC/USD,39002.32,39067.96,38450.0,38512.24,74.85260213,2882741.377855071,2022-04-29
1651244400000,2022-04-29 15:00:00,BTC/USD,38961.12,39146.32,38846.9,39002.32,25.22140283,983693.2240245657,2022-04-29
1651240800000,2022-04-29 14:00:00,BTC/USD,39272.89,39336.96,38788.01,38961.12,86.86634204,3384409.976181485,2022-04-29
1651237200000,2022-04-29 13:00:00,BTC/USD,38914.6,39411.57,38794.03,39272.89,66.93759415,2628832.771917593,2022-04-29
1651233600000,2022-04-29 12:00:00,BTC/USD,38744.48,39146.37,38629.81,38914.6,52.20394333,2031495.573109618,2022-04-29
1651230000000,2022-04-29 11:00:00,BTC/USD,38810.82,38944.56,38627.56,38744.48,24.68889618,956558.4442680863,2022-04-29
1651226400000,2022-04-29 10:00:00,BTC/USD,39121.7,39233.16,38668.78,38810.82,46.9649121,1822746.7498289216,2022-04-29
1651222800000,2022-04-29 09:00:00,BTC/USD,39397.01,39408.09,39076.16,39121.7,33.6681396,1317154.85698932,2022-04-29
1651219200000,2022-04-29 08:00:00,BTC/USD,39613.36,39630.28,39395.21,39397.01,14.96157879,589441.469205418,2022-04-29
1651215600000,2022-04-29 07:00:00,BTC/USD,39470.0,39613.36,39416.19,39613.36,1.52493723,60407.8874693928,2022-04-29
1651212000000,2022-04-29 06:00:00,BTC/USD,39503.28,39568.8,39377.52,39470.0,7.17313333,283123.5725351,2022-04-29
1651208400000,2022-04-29 05:00:00,BTC/USD,39544.21,39631.2,39488.13,39503.28,4.70863459,186006.5106264552,2022-04-29
1651204800000,2022-04-29 04:00:00,BTC/USD,39514.57,39587.08,39373.8,39544.21,16.55359182,654598.7111843622,2022-04-29
1651201200000,2022-04-29 03:00:00,BTC/USD,39516.5,39546.78,39291.68,39514.57,9.29918238,367453.19309727655,2022-04-29
1651197600000,2022-04-29 02:00:00,BTC/USD,39822.97,39826.58,39462.88,39516.5,17.95383029,709472.534654785,2022-04-29
1651194000000,2022-04-29 01:00:00,BTC/USD,39836.01,39916.84,39771.66,39822.97,15.94994541,635174.1975640677,2022-04-29
1651190400000,2022-04-29 00:00:00,BTC/USD,39745.36,39857.87,39681.04,39836.01,30.57862631,1218130.4634714231,2022-04-29
