unix,date,symbol,open,high,low,close,Volume DAI,Volume USD,just_date
1651618800000,2022-05-03 23:00:00,DAI/USD,0.9999,0.9999,0.99931,0.99961,51102.47947,51082.549503006696,2022-05-03
1651615200000,2022-05-03 22:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0,2022-05-03
1651611600000,2022-05-03 21:00:00,DAI/USD,1.00022,1.00022,0.99982,0.9999,320.88199,320.849901801,2022-05-03
1651608000000,2022-05-03 20:00:00,DAI/USD,0.99982,1.00022,0.99982,1.00022,993.338037,993.55657136814,2022-05-03
1651604400000,2022-05-03 19:00:00,DAI/USD,0.99972,1.00042,0.99972,0.99982,96850.78137,96833.3482293534,2022-05-03
1651600800000,2022-05-03 18:00:00,DAI/USD,0.9999,0.9999,0.99971,0.99972,8516.044197,8513.659704624839,2022-05-03
1651597200000,2022-05-03 17:00:00,DAI/USD,0.99992,1.00018,0.99972,0.9999,111359.91938,111348.783388062,2022-05-03
1651593600000,2022-05-03 16:00:00,DAI/USD,0.99991,0.99993,0.99981,0.99992,248.140683,248.12083174536,2022-05-03
1651590000000,2022-05-03 15:00:00,DAI/USD,0.9998,0.99993,0.99958,0.99991,20963.135673,20961.24899078943,2022-05-03
1651586400000,2022-05-03 14:00:00,DAI/USD,0.99992,0.99993,0.9998,0.9998,509.308794,509.2069322412,2022-05-03
1651582800000,2022-05-03 13:00:00,DAI/USD,0.9999,0.99992,0.99961,0.99992,2304.670061,2304.48568739512,2022-05-03
1651579200000,2022-05-03 12:00:00,DAI/USD,0.99968,0.9999,0.99958,0.9999,5188.599204,5188.0803440796,2022-05-03
1651575600000,2022-05-03 11:00:00,DAI/USD,0.99979,0.99979,0.99968,0.99968,0.12592,0.1258797056,2022-05-03
1651572000000,2022-05-03 10:00:00,DAI/USD,0.9999,0.9999,0.99958,0.99979,4000.0,3999.16,2022-05-03
1651568400000,2022-05-03 09:00:00,DAI/USD,0.99991,0.99991,0.9999,0.9999,1.0,0.9999,2022-05-03
1651564800000,2022-05-03 08:00:00,DAI/USD,0.99991,0.99991,0.99991,0.99991,0.0,0.0,2022-05-03
1651561200000,2022-05-03 07:00:00,DAI/USD,0.99991,0.99991,0.99991,0.99991,196.047407,196.02976273337,2022-05-03
1651557600000,2022-05-03 06:00:00,DAI/USD,0.99991,0.99991,0.99991,0.99991,0.0,0.0,2022-05-03
1651554000000,2022-05-03 05:00:00,DAI/USD,0.9998,0.99991,0.9998,0.99991,300.0,299.973,2022-05-03
1651550400000,2022-05-03 04:00:00,DAI/USD,0.99979,0.99991,0.99979,0.9998,196.047407,196.0081975186,2022-05-03
1651546800000,2022-05-03 03:00:00,DAI/USD,0.99962,0.9998,0.99962,0.99979,872.473095,872.2898756500499,2022-05-03
1651543200000,2022-05-03 02:00:00,DAI/USD,0.99989,0.99989,0.99961,0.99962,15666.62442,15660.6711027204,2022-05-03
1651539600000,2022-05-03 01:00:00,DAI/USD,0.9999,0.9999,0.9998,0.99989,788.650391,788.56363945699,2022-05-03
1651536000000,2022-05-03 00:00:00,DAI/USD,1.0,1.0,0.99962,0.9999,5093.301403,5092.7920728597,2022-05-03
