unix,date,symbol,open,high,low,close,Volume ETH,Volume USD,just_date
1651276740,2022-04-29 23:59:00,ETH/USD,2816.92,2818.05,2816.92,2818.05,0.1237,348.59278500000005,2022-04-29
1651276680,2022-04-29 23:58:00,ETH/USD,2816.13,2816.13,2816.13,2816.13,0.01976826,55.6699900338,2022-04-29
1651276620,2022-04-29 23:57:00,ETH/USD,2816.31,2817.48,2816.06,2817.48,2.07082876,5834.5186147248,2022-04-29
1651276560,2022-04-29 23:56:00,ETH/USD,2815.95,2816.27,2815.95,2816.27,0.0699,196.857273,2022-04-29
1651276500,2022-04-29 23:55:00,ETH/USD,2815.43,2815.43,2815.43,2815.43,0.0461,129.791323,2022-04-29
1651276440,2022-04-29 23:54:00,ETH/USD,2814.96,2814.99,2814.05,2814.99,4.89416045,13777.0127251455,2022-04-29
1651276380,2022-04-29 23:53:00,ETH/USD,2813.0,2814.15,2813.0,2813.75,0.7825,2201.759375,2022-04-29
1651276320,2022-04-29 23:52:00,ETH/USD,2814.73,2815.17,2811.83,2811.83,0.27362281,769.3808258422999,2022-04-29
1651276260,2022-04-29 23:51:00,ETH/USD,2812.97,2812.97,2812.93,2812.97,0.0556,156.401132,2022-04-29
1651276200,2022-04-29 23:50:00,ETH/USD,2813.33,2813.33,2812.05,2812.39,0.07469727,210.0778551753,2022-04-29
1651276140,2022-04-29 23:49:00,ETH/USD,2814.25,2814.93,2813.6,2814.93,0.6294,1771.7169419999998,2022-04-29
1651276080,2022-04-29 23:48:00,ETH/USD,2814.43,2814.96,2814.19,2814.96,0.25029812,704.5791958752001,2022-04-29
1651276020,2022-04-29 23:47:00,ETH/USD,2817.16,2817.16,2815.06,2815.06,0.4262907,1200.033897942,2022-04-29
1651275960,2022-04-29 23:46:00,ETH/USD,2818.78,2818.78,2818.78,2818.78,0.0203,57.221234,2022-04-29
1651275900,2022-04-29 23:45:00,ETH/USD,2819.04,2820.24,2819.04,2820.24,0.3834349,1081.378442376,2022-04-29
1651275840,2022-04-29 23:44:00,ETH/USD,2819.0,2819.63,2818.13,2819.63,1.37434232,3875.1368357416,2022-04-29
1651275780,2022-04-29 23:43:00,ETH/USD,2819.8,2819.8,2818.99,2819.0,0.7778,2192.6182000000003,2022-04-29
1651275720,2022-04-29 23:42:00,ETH/USD,2818.63,2819.97,2818.63,2819.81,0.2274,641.224794,2022-04-29
1651275660,2022-04-29 23:41:00,ETH/USD,2815.82,2817.89,2815.82,2817.89,1.83810164,5179.5682303396,2022-04-29
1651275600,2022-04-29 23:40:00,ETH/USD,2814.86,2814.88,2814.86,2814.88,0.7941,2235.296208,2022-04-29
1651275540,2022-04-29 23:39:00,ETH/USD,2816.12,2816.12,2813.44,2814.07,0.23511439,661.6283514673,2022-04-29
1651275480,2022-04-29 23:38:00,ETH/USD,2815.07,2815.43,2814.87,2814.87,0.15767711,443.8405666257,2022-04-29
1651275420,2022-04-29 23:37:00,ETH/USD,2815.03,2815.07,2813.67,2815.07,1.858,5230.400060000001,2022-04-29
1651275360,2022-04-29 23:36:00,ETH/USD,2814.99,2815.03,2814.99,2815.03,0.30190165,849.8622017995001,2022-04-29
1651275300,2022-04-29 23:35:00,ETH/USD,2814.62,2814.99,2814.62,2814.99,0.3593,1011.425907,2022-04-29
1651275240,2022-04-29 23:34:00,ETH/USD,2814.93,2815.97,2813.94,2813.94,1.03008364,2898.5935579416,2022-04-29
1651275180,2022-04-29 23:33:00,ETH/USD,2814.94,2814.94,2814.94,2814.94,0.1716,483.043704,2022-04-29
1651275120,2022-04-29 23:32:00,ETH/USD,2812.56,2813.81,2812.56,2813.81,0.2314,651.115634,2022-04-29
1651275060,2022-04-29 23:31:00,ETH/USD,2809.87,2811.9,2809.87,2811.9,0.06873496,193.275834024,2022-04-29
1651275000,2022-04-29 23:30:00,ETH/USD,2812.56,2812.56,2810.56,2811.85,2.82190744,7934.780435164,2022-04-29
1651274940,2022-04-29 23:29:00,ETH/USD,2814.87,2814.87,2812.03,2812.03,0.95643151,2689.5140990653003,2022-04-29
1651274880,2022-04-29 23:28:00,ETH/USD,2815.07,2815.07,2815.07,2815.07,0.0174,48.982218,2022-04-29
1651274820,2022-04-29 23:27:00,ETH/USD,2812.59,2815.32,2812.22,2815.32,2.48174123,6986.8957196436,2022-04-29
1651274760,2022-04-29 23:26:00,ETH/USD,2814.33,2814.33,2813.38,2813.38,0.13808758,388.4928358204,2022-04-29
1651274700,2022-04-29 23:25:00,ETH/USD,2814.91,2814.91,2814.89,2814.89,0.98984353,2786.3006541617,2022-04-29
1651274640,2022-04-29 23:24:00,ETH/USD,2815.42,2815.42,2815.42,2815.42,0.0,0.0,2022-04-29
1651274580,2022-04-29 23:23:00,ETH/USD,2815.82,2816.26,2815.42,2815.42,2.02979803,5714.7339696226,2022-04-29
1651274520,2022-04-29 23:22:00,ETH/USD,2816.09,2816.09,2816.09,2816.09,0.0351,98.844759,2022-04-29
1651274460,2022-04-29 23:21:00,ETH/USD,2814.18,2814.18,2814.18,2814.18,0.48247758,1357.7787560844,2022-04-29
1651274400,2022-04-29 23:20:00,ETH/USD,2819.26,2819.26,2818.74,2818.74,0.06500936,183.2444834064,2022-04-29
1651274340,2022-04-29 23:19:00,ETH/USD,2820.31,2820.31,2820.31,2820.31,0.0,0.0,2022-04-29
1651274280,2022-04-29 23:18:00,ETH/USD,2820.31,2820.31,2820.31,2820.31,0.0395,111.402245,2022-04-29
1651274220,2022-04-29 23:17:00,ETH/USD,2819.86,2819.86,2819.86,2819.86,0.0269,75.854234,2022-04-29
1651274160,2022-04-29 23:16:00,ETH/USD,2823.21,2823.21,2820.82,2821.65,0.42513076,1199.570208954,2022-04-29
1651274100,2022-04-29 23:15:00,ETH/USD,2822.51,2822.51,2822.08,2822.08,0.37295968,1052.5220537344,2022-04-29
1651274040,2022-04-29 23:14:00,ETH/USD,2822.38,2822.38,2822.12,2822.12,0.0715,201.78158,2022-04-29
1651273980,2022-04-29 23:13:00,ETH/USD,2822.25,2822.63,2820.72,2822.63,2.46058222,6945.3131916386,2022-04-29
1651273920,2022-04-29 23:12:00,ETH/USD,2821.94,2822.77,2821.94,2822.77,0.03700175,104.4474298475,2022-04-29
1651273860,2022-04-29 23:11:00,ETH/USD,2822.06,2822.59,2822.06,2822.59,0.1152,325.162368,2022-04-29
1651273800,2022-04-29 23:10:00,ETH/USD,2822.33,2822.33,2820.63,2822.06,0.28346011,799.9414380265999,2022-04-29
1651273740,2022-04-29 23:09:00,ETH/USD,2822.29,2822.29,2820.81,2820.81,0.10267411,289.6241562291,2022-04-29
1651273680,2022-04-29 23:08:00,ETH/USD,2821.8,2822.06,2821.77,2821.77,0.8577,2420.232129,2022-04-29
1651273620,2022-04-29 23:07:00,ETH/USD,2821.45,2821.8,2821.45,2821.8,0.1499,422.98782000000006,2022-04-29
1651273560,2022-04-29 23:06:00,ETH/USD,2819.88,2822.51,2819.88,2821.8,1.3143,3708.69174,2022-04-29
1651273500,2022-04-29 23:05:00,ETH/USD,2819.53,2819.88,2819.03,2819.88,0.6543,1845.047484,2022-04-29
1651273440,2022-04-29 23:04:00,ETH/USD,2819.66,2820.8,2818.77,2818.77,4.27109313,12039.2291820501,2022-04-29
1651273380,2022-04-29 23:03:00,ETH/USD,2819.05,2819.66,2819.05,2819.66,1.82447692,5144.4045922472,2022-04-29
1651273320,2022-04-29 23:02:00,ETH/USD,2818.19,2819.66,2818.19,2819.66,0.2479,698.993714,2022-04-29
1651273260,2022-04-29 23:01:00,ETH/USD,2819.67,2819.98,2819.67,2819.98,0.1238,349.113524,2022-04-29
1651273200,2022-04-29 23:00:00,ETH/USD,2818.25,2819.16,2818.19,2819.16,0.14405381,406.1107389996,2022-04-29
1651273140,2022-04-29 22:59:00,ETH/USD,2819.69,2819.69,2819.69,2819.69,0.00658228,18.5599890932,2022-04-29
1651273080,2022-04-29 22:58:00,ETH/USD,2821.71,2821.71,2821.71,2821.71,0.1522,429.464262,2022-04-29
1651273020,2022-04-29 22:57:00,ETH/USD,2816.66,2818.58,2816.66,2818.58,0.4654,1311.767132,2022-04-29
1651272960,2022-04-29 22:56:00,ETH/USD,2817.79,2818.53,2817.79,2818.53,0.0174,49.042422,2022-04-29
1651272900,2022-04-29 22:55:00,ETH/USD,2820.45,2820.45,2817.55,2817.55,0.11905316,335.438230958,2022-04-29
1651272840,2022-04-29 22:54:00,ETH/USD,2820.78,2820.78,2820.52,2820.52,0.5966,1682.722232,2022-04-29
1651272780,2022-04-29 22:53:00,ETH/USD,2818.93,2820.12,2818.93,2820.0,175.56789401,495101.4611082,2022-04-29
1651272720,2022-04-29 22:52:00,ETH/USD,2820.46,2821.5,2817.36,2821.5,21.47899404,60602.98168386,2022-04-29
1651272660,2022-04-29 22:51:00,ETH/USD,2819.52,2820.8,2819.52,2820.8,0.13463353,379.774261424,2022-04-29
1651272600,2022-04-29 22:50:00,ETH/USD,2819.07,2819.07,2819.07,2819.07,0.0,0.0,2022-04-29
1651272540,2022-04-29 22:49:00,ETH/USD,2817.13,2819.07,2817.13,2819.07,22.46508946,63330.65974400221,2022-04-29
1651272480,2022-04-29 22:48:00,ETH/USD,2816.87,2816.87,2816.87,2816.87,0.0821,231.265027,2022-04-29
1651272420,2022-04-29 22:47:00,ETH/USD,2814.26,2814.26,2814.26,2814.26,0.04023539,113.2328486614,2022-04-29
1651272360,2022-04-29 22:46:00,ETH/USD,2814.39,2814.39,2813.6,2813.92,0.12205409,343.4504449328,2022-04-29
1651272300,2022-04-29 22:45:00,ETH/USD,2809.75,2812.22,2809.75,2812.22,0.7388,2077.668136,2022-04-29
1651272240,2022-04-29 22:44:00,ETH/USD,2812.03,2812.03,2811.66,2811.66,0.11040189,310.4125780374,2022-04-29
1651272180,2022-04-29 22:43:00,ETH/USD,2811.73,2811.73,2811.73,2811.73,0.4319,1214.386187,2022-04-29
1651272120,2022-04-29 22:42:00,ETH/USD,2811.95,2811.95,2810.66,2811.73,2.05812593,5786.8944211589005,2022-04-29
1651272060,2022-04-29 22:41:00,ETH/USD,2811.18,2811.73,2810.69,2811.73,0.92597289,2603.5857539997,2022-04-29
1651272000,2022-04-29 22:40:00,ETH/USD,2811.54,2811.85,2810.85,2811.85,0.6053,1702.0128049999998,2022-04-29
1651271940,2022-04-29 22:39:00,ETH/USD,2811.21,2811.55,2811.21,2811.55,1.0701,3008.6396550000004,2022-04-29
1651271880,2022-04-29 22:38:00,ETH/USD,2817.37,2817.37,2812.88,2812.88,0.25408842,714.7202348495999,2022-04-29
1651271820,2022-04-29 22:37:00,ETH/USD,2816.02,2817.7,2816.02,2817.7,1.4433,4066.78641,2022-04-29
1651271760,2022-04-29 22:36:00,ETH/USD,2815.49,2815.49,2815.26,2815.26,0.27949313,786.8458291638,2022-04-29
1651271700,2022-04-29 22:35:00,ETH/USD,2817.31,2817.31,2817.31,2817.31,0.1788,503.735028,2022-04-29
1651271640,2022-04-29 22:34:00,ETH/USD,2817.59,2817.59,2817.32,2817.32,0.0689,194.11334800000003,2022-04-29
1651271580,2022-04-29 22:33:00,ETH/USD,2817.81,2817.81,2817.81,2817.81,0.6583,1854.964323,2022-04-29
1651271520,2022-04-29 22:32:00,ETH/USD,2823.37,2823.37,2817.88,2817.88,1.54600969,4356.4697852572,2022-04-29
1651271460,2022-04-29 22:31:00,ETH/USD,2818.24,2821.67,2818.24,2821.67,0.60276505,1700.8040586335,2022-04-29
1651271400,2022-04-29 22:30:00,ETH/USD,2814.39,2815.85,2814.39,2815.85,5.542077,15605.65752045,2022-04-29
1651271340,2022-04-29 22:29:00,ETH/USD,2813.8,2814.4,2813.8,2814.4,0.165,464.376,2022-04-29
1651271280,2022-04-29 22:28:00,ETH/USD,2812.96,2812.96,2812.96,2812.96,0.11,309.42560000000003,2022-04-29
1651271220,2022-04-29 22:27:00,ETH/USD,2812.41,2814.17,2812.41,2814.17,0.40453559,1138.4319213103,2022-04-29
1651271160,2022-04-29 22:26:00,ETH/USD,2812.36,2812.69,2812.36,2812.69,0.0887,249.485603,2022-04-29
1651271100,2022-04-29 22:25:00,ETH/USD,2811.87,2811.87,2811.87,2811.87,0.0521,146.498427,2022-04-29
1651271040,2022-04-29 22:24:00,ETH/USD,2815.87,2815.87,2813.15,2813.15,0.41815513,1176.3331039595,2022-04-29
1651270980,2022-04-29 22:23:00,ETH/USD,2814.98,2817.2,2812.89,2814.98,6.76115398,19032.5132306204,2022-04-29
1651270920,2022-04-29 22:22:00,ETH/USD,2814.22,2814.22,2814.22,2814.22,0.09093365,255.907296503,2022-04-29
1651270860,2022-04-29 22:21:00,ETH/USD,2809.73,2813.42,2809.73,2813.42,0.1864,524.4214880000001,2022-04-29
1651270800,2022-04-29 22:20:00,ETH/USD,2808.05,2809.2,2806.57,2809.2,0.09980564,280.374003888,2022-04-29
1651270740,2022-04-29 22:19:00,ETH/USD,2803.4,2805.17,2803.4,2805.17,1.63018667,4572.9507410839005,2022-04-29
1651270680,2022-04-29 22:18:00,ETH/USD,2800.6,2803.39,2800.6,2803.39,10.0963846,28304.103623794,2022-04-29
1651270620,2022-04-29 22:17:00,ETH/USD,2796.96,2799.07,2796.14,2799.07,76.20303668,213297.6338798876,2022-04-29
1651270560,2022-04-29 22:16:00,ETH/USD,2795.82,2798.46,2795.82,2798.46,3.45,9654.687,2022-04-29
1651270500,2022-04-29 22:15:00,ETH/USD,2803.27,2803.67,2797.41,2797.41,3.45227793,9657.4368041613,2022-04-29
1651270440,2022-04-29 22:14:00,ETH/USD,2802.36,2802.36,2802.36,2802.36,0.01986538,55.6699462968,2022-04-29
