unix,date,symbol,open,high,low,close,Volume LTC,Volume USD,just_date
1651363140,2022-04-30 23:59:00,LTC/USD,95.94,95.94,95.94,95.94,0.0,0.0,2022-04-30
1651363080,2022-04-30 23:58:00,LTC/USD,95.94,95.94,95.94,95.94,0.0,0.0,2022-04-30
1651363020,2022-04-30 23:57:00,LTC/USD,95.94,95.94,95.94,95.94,0.0,0.0,2022-04-30
1651362960,2022-04-30 23:56:00,LTC/USD,95.94,95.94,95.94,95.94,0.0,0.0,2022-04-30
1651362900,2022-04-30 23:55:00,LTC/USD,95.94,95.94,95.94,95.94,0.0,0.0,2022-04-30
1651362840,2022-04-30 23:54:00,LTC/USD,95.94,95.94,95.94,95.94,3.1957,306.595458,2022-04-30
1651362780,2022-04-30 23:53:00,LTC/USD,96.22,96.22,96.22,96.22,0.0,0.0,2022-04-30
1651362720,2022-04-30 23:52:00,LTC/USD,96.18,96.22,96.18,96.22,187.75762917,18066.0390787374,2022-04-30
1651362660,2022-04-30 23:51:00,LTC/USD,95.72,95.72,95.72,95.72,0.0,0.0,2022-04-30
1651362600,2022-04-30 23:50:00,LTC/USD,95.72,95.72,95.72,95.72,15.53509,1487.0188148,2022-04-30
1651362540,2022-04-30 23:49:00,LTC/USD,95.72,95.72,95.72,95.72,0.0,0.0,2022-04-30
1651362480,2022-04-30 23:48:00,LTC/USD,95.78,95.78,95.65,95.72,243.85139,23341.4550508,2022-04-30
1651362420,2022-04-30 23:47:00,LTC/USD,95.79,95.8,95.79,95.8,31.33891359,3002.267921922,2022-04-30
1651362360,2022-04-30 23:46:00,LTC/USD,95.65,95.65,95.65,95.65,10.44571228,999.132379582,2022-04-30
1651362300,2022-04-30 23:45:00,LTC/USD,95.85,95.85,95.79,95.79,88.37013894,8464.975609062602,2022-04-30
1651362240,2022-04-30 23:44:00,LTC/USD,95.81,95.81,95.81,95.81,0.0,0.0,2022-04-30
1651362180,2022-04-30 23:43:00,LTC/USD,95.81,95.81,95.81,95.81,0.0,0.0,2022-04-30
1651362120,2022-04-30 23:42:00,LTC/USD,95.81,95.81,95.81,95.81,0.0,0.0,2022-04-30
1651362060,2022-04-30 23:41:00,LTC/USD,95.81,95.81,95.81,95.81,0.0,0.0,2022-04-30
1651362000,2022-04-30 23:40:00,LTC/USD,95.78,95.81,95.78,95.81,25.90036677,2481.5141402337003,2022-04-30
1651361940,2022-04-30 23:39:00,LTC/USD,95.83,95.86,95.79,95.79,61.56077,5896.9061583,2022-04-30
1651361880,2022-04-30 23:38:00,LTC/USD,95.79,95.88,95.74,95.74,179.29568776,17165.7691461424,2022-04-30
1651361820,2022-04-30 23:37:00,LTC/USD,95.71,95.74,95.71,95.74,32.27207,3089.7279818,2022-04-30
1651361760,2022-04-30 23:36:00,LTC/USD,96.03,96.03,96.03,96.03,0.0,0.0,2022-04-30
1651361700,2022-04-30 23:35:00,LTC/USD,96.03,96.03,96.03,96.03,0.0,0.0,2022-04-30
1651361640,2022-04-30 23:34:00,LTC/USD,96.03,96.03,96.03,96.03,0.61,58.5783,2022-04-30
1651361580,2022-04-30 23:33:00,LTC/USD,96.35,96.35,96.35,96.35,0.0,0.0,2022-04-30
1651361520,2022-04-30 23:32:00,LTC/USD,96.35,96.35,96.35,96.35,0.0,0.0,2022-04-30
1651361460,2022-04-30 23:31:00,LTC/USD,96.35,96.35,96.35,96.35,0.57453541,55.35648675349999,2022-04-30
1651361400,2022-04-30 23:30:00,LTC/USD,95.9,96.04,95.9,96.04,57.43997022,5516.5347399288,2022-04-30
1651361340,2022-04-30 23:29:00,LTC/USD,95.71,95.71,95.71,95.71,0.0,0.0,2022-04-30
1651361280,2022-04-30 23:28:00,LTC/USD,95.71,95.71,95.71,95.71,0.0,0.0,2022-04-30
1651361220,2022-04-30 23:27:00,LTC/USD,95.71,95.71,95.71,95.71,0.0,0.0,2022-04-30
1651361160,2022-04-30 23:26:00,LTC/USD,95.71,95.71,95.71,95.71,0.0,0.0,2022-04-30
1651361100,2022-04-30 23:25:00,LTC/USD,95.71,95.71,95.71,95.71,10.44161329,999.3668079859,2022-04-30
1651361040,2022-04-30 23:24:00,LTC/USD,95.5,95.5,95.5,95.5,0.0,0.0,2022-04-30
1651360980,2022-04-30 23:23:00,LTC/USD,95.5,95.5,95.5,95.5,0.0,0.0,2022-04-30
1651360920,2022-04-30 23:22:00,LTC/USD,95.5,95.5,95.5,95.5,0.0,0.0,2022-04-30
1651360860,2022-04-30 23:21:00,LTC/USD,95.53,95.53,95.5,95.5,0.74836745,71.469091475,2022-04-30
1651360800,2022-04-30 23:20:00,LTC/USD,96.0,96.0,96.0,96.0,0.0,0.0,2022-04-30
1651360740,2022-04-30 23:19:00,LTC/USD,96.0,96.0,96.0,96.0,0.0,0.0,2022-04-30
1651360680,2022-04-30 23:18:00,LTC/USD,96.0,96.0,96.0,96.0,0.0,0.0,2022-04-30
