unix,date,symbol,open,high,low,close,Volume XRP,Volume USD,just_date
1651359000,2022-04-30 22:50:00,XRP/USD,0.60935,0.60935,0.60935,0.60935,0.0,0.0,2022-04-30
1651358940,2022-04-30 22:49:00,XRP/USD,0.60935,0.60935,0.60935,0.60935,0.0,0.0,2022-04-30
1651358880,2022-04-30 22:48:00,XRP/USD,0.60935,0.60935,0.60935,0.60935,5167.8155162,3149.0083847964697,2022-04-30
1651358820,2022-04-30 22:47:00,XRP/USD,0.60891,0.60909,0.60847,0.60909,39694.98509901,24177.818473956,2022-04-30
1651358760,2022-04-30 22:46:00,XRP/USD,0.60891,0.60891,0.60891,0.60891,178.48777,108.6829880307,2022-04-30
1651358700,2022-04-30 22:45:00,XRP/USD,0.60907,0.60907,0.60907,0.60907,304.64,185.5470848,2022-04-30
1651358640,2022-04-30 22:44:00,XRP/USD,0.60844,0.60844,0.60844,0.60844,0.0,0.0,2022-04-30
1651358580,2022-04-30 22:43:00,XRP/USD,0.60887,0.60887,0.60844,0.60844,19022.35217262,11573.959955908913,2022-04-30
1651358520,2022-04-30 22:42:00,XRP/USD,0.60833,0.60833,0.60833,0.60833,2038.2812736,1239.9476471690882,2022-04-30
1651358460,2022-04-30 22:41:00,XRP/USD,0.60843,0.60843,0.60755,0.60824,744.78,453.0049872,2022-04-30
1651358400,2022-04-30 22:40:00,XRP/USD,0.60903,0.60903,0.60811,0.60811,8305.29000477,5050.5299048006855,2022-04-30
1651358340,2022-04-30 22:39:00,XRP/USD,0.6095,0.6095,0.6095,0.6095,2741.8893578,1671.1815635791002,2022-04-30
1651358280,2022-04-30 22:38:00,XRP/USD,0.60891,0.60891,0.60891,0.60891,0.0,0.0,2022-04-30
1651358220,2022-04-30 22:37:00,XRP/USD,0.60891,0.60891,0.60891,0.60891,0.0,0.0,2022-04-30
1651358160,2022-04-30 22:36:00,XRP/USD,0.60891,0.60891,0.60891,0.60891,0.0,0.0,2022-04-30
1651358100,2022-04-30 22:35:00,XRP/USD,0.60943,0.60943,0.60891,0.60891,210.463089,128.15307952299,2022-04-30
1651358040,2022-04-30 22:34:00,XRP/USD,0.61004,0.61057,0.61004,0.61057,2571.25049123,1569.928412430301,2022-04-30
1651357980,2022-04-30 22:33:00,XRP/USD,0.6109,0.61107,0.6109,0.61107,39855.85616819,24354.718028695865,2022-04-30
1651357920,2022-04-30 22:32:00,XRP/USD,0.61115,0.61115,0.61115,0.61115,0.0,0.0,2022-04-30
1651357860,2022-04-30 22:31:00,XRP/USD,0.61115,0.61115,0.61115,0.61115,3400.0,2077.91,2022-04-30
1651357800,2022-04-30 22:30:00,XRP/USD,0.61101,0.61101,0.61086,0.61094,3143.34635707,1920.396023388346,2022-04-30
1651357740,2022-04-30 22:29:00,XRP/USD,0.61046,0.61046,0.61033,0.61033,8249.53392049,5034.938037692662,2022-04-30
1651357680,2022-04-30 22:28:00,XRP/USD,0.60972,0.60972,0.60972,0.60972,0.0,0.0,2022-04-30
1651357620,2022-04-30 22:27:00,XRP/USD,0.60972,0.60972,0.60972,0.60972,0.0,0.0,2022-04-30
1651357560,2022-04-30 22:26:00,XRP/USD,0.60972,0.60972,0.60972,0.60972,656.0,399.97632,2022-04-30
1651357500,2022-04-30 22:25:00,XRP/USD,0.60919,0.60955,0.60919,0.60955,19406.12238,11829.001896729002,2022-04-30
1651357440,2022-04-30 22:24:00,XRP/USD,0.60874,0.60874,0.60874,0.60874,0.0,0.0,2022-04-30
1651357380,2022-04-30 22:23:00,XRP/USD,0.60874,0.60874,0.60874,0.60874,0.0,0.0,2022-04-30
1651357320,2022-04-30 22:22:00,XRP/USD,0.60874,0.60874,0.60874,0.60874,326.97632,199.0435650368,2022-04-30
1651357260,2022-04-30 22:21:00,XRP/USD,0.60819,0.60819,0.60807,0.60807,19587.07928302,11910.315299625972,2022-04-30
1651357200,2022-04-30 22:20:00,XRP/USD,0.60888,0.60888,0.60888,0.60888,7406.5101061,4509.675873402168,2022-04-30
1651357140,2022-04-30 22:19:00,XRP/USD,0.60879,0.60879,0.60877,0.60877,6973.42815637,4245.213858753365,2022-04-30
1651357080,2022-04-30 22:18:00,XRP/USD,0.60882,0.60882,0.60882,0.60882,55.0,33.4851,2022-04-30
1651357020,2022-04-30 22:17:00,XRP/USD,0.60852,0.60852,0.60845,0.60845,14594.8847,8880.257595715,2022-04-30
1651356960,2022-04-30 22:16:00,XRP/USD,0.6077,0.6077,0.6077,0.6077,0.0,0.0,2022-04-30
1651356900,2022-04-30 22:15:00,XRP/USD,0.6077,0.6077,0.6077,0.6077,50.0,30.385,2022-04-30
1651356840,2022-04-30 22:14:00,XRP/USD,0.60691,0.60718,0.60691,0.60718,120000.0,72861.6,2022-04-30
1651356780,2022-04-30 22:13:00,XRP/USD,0.60717,0.60717,0.60717,0.60717,0.0,0.0,2022-04-30
1651356720,2022-04-30 22:12:00,XRP/USD,0.60717,0.60717,0.60717,0.60717,8239.25534,5002.6286647878,2022-04-30
1651356660,2022-04-30 22:11:00,XRP/USD,0.60723,0.60723,0.60723,0.60723,1875.2,1138.6776960000002,2022-04-30
1651356600,2022-04-30 22:10:00,XRP/USD,0.60669,0.60669,0.60669,0.60669,30.404681,18.44621591589,2022-04-30
1651356540,2022-04-30 22:09:00,XRP/USD,0.60693,0.60743,0.60693,0.60733,17143.74412184,10411.910117517087,2022-04-30
1651356480,2022-04-30 22:08:00,XRP/USD,0.60654,0.6075,0.60654,0.6075,43141.78234262,26208.63277314165,2022-04-30
1651356420,2022-04-30 22:07:00,XRP/USD,0.60734,0.60734,0.60734,0.60734,435.454454,264.46890809236,2022-04-30
1651356360,2022-04-30 22:06:00,XRP/USD,0.60657,0.60671,0.60657,0.60671,24743.41537242,15012.077540600938,2022-04-30
1651356300,2022-04-30 22:05:00,XRP/USD,0.60648,0.60737,0.60648,0.60737,16810.88539,10210.4274593243,2022-04-30
1651356240,2022-04-30 22:04:00,XRP/USD,0.60724,0.60729,0.60724,0.60729,16478.29813115,10007.105672066084,2022-04-30
1651356180,2022-04-30 22:03:00,XRP/USD,0.60748,0.60748,0.60601,0.60618,17374.12292187,10531.845832779158,2022-04-30
1651356120,2022-04-30 22:02:00,XRP/USD,0.6088,0.60881,0.6088,0.60881,32877.80442996,20016.336115003945,2022-04-30
1651356060,2022-04-30 22:01:00,XRP/USD,0.6094,0.6094,0.60801,0.60801,9758.29679814,5933.142036237102,2022-04-30
1651356000,2022-04-30 22:00:00,XRP/USD,0.6094,0.60947,0.6094,0.60947,16421.20737339,10008.233257860002,2022-04-30
1651355940,2022-04-30 21:59:00,XRP/USD,0.61172,0.61172,0.61172,0.61172,0.0,0.0,2022-04-30
1651355880,2022-04-30 21:58:00,XRP/USD,0.6122,0.6122,0.61172,0.61172,38029.37941678,23263.331976832666,2022-04-30
1651355820,2022-04-30 21:57:00,XRP/USD,0.61217,0.61219,0.61217,0.61219,16345.5720026,10006.595724271694,2022-04-30
1651355760,2022-04-30 21:56:00,XRP/USD,0.61242,0.61242,0.61242,0.61242,8692.99057359,5323.761287077987,2022-04-30
1651355700,2022-04-30 21:55:00,XRP/USD,0.61168,0.61236,0.61168,0.61236,20119.53913596,12320.400985296466,2022-04-30
1651355640,2022-04-30 21:54:00,XRP/USD,0.6117,0.61214,0.6117,0.61214,13031.2,7976.918768,2022-04-30
1651355580,2022-04-30 21:53:00,XRP/USD,0.61132,0.61132,0.61132,0.61132,0.0,0.0,2022-04-30
1651355520,2022-04-30 21:52:00,XRP/USD,0.61186,0.61186,0.6113,0.61132,64746.01868329,39580.53614146884,2022-04-30
1651355460,2022-04-30 21:51:00,XRP/USD,0.6122,0.61225,0.6117,0.6119,40519.58197951,24793.93221326217,2022-04-30
1651355400,2022-04-30 21:50:00,XRP/USD,0.61395,0.61395,0.61271,0.61282,47867.79554991,29334.342468895848,2022-04-30
1651355340,2022-04-30 21:49:00,XRP/USD,0.61115,0.61338,0.61111,0.61338,80751.27762007,49531.21866659854,2022-04-30
1651355280,2022-04-30 21:48:00,XRP/USD,0.6097,0.61206,0.6097,0.61141,48680.55000202,29763.775076735048,2022-04-30
1651355220,2022-04-30 21:47:00,XRP/USD,0.60937,0.60952,0.60937,0.60952,290.06,176.7973712,2022-04-30
1651355160,2022-04-30 21:46:00,XRP/USD,0.60916,0.60933,0.60916,0.60928,65985.47511441,40203.63027770773,2022-04-30
1651355100,2022-04-30 21:45:00,XRP/USD,0.60916,0.60916,0.60916,0.60916,41.22,25.1095752,2022-04-30
1651355040,2022-04-30 21:44:00,XRP/USD,0.60903,0.60926,0.60903,0.60926,67632.69550706,41205.89606463137,2022-04-30
1651354980,2022-04-30 21:43:00,XRP/USD,0.60865,0.60878,0.60865,0.60878,101227.61162826,61625.34540705212,2022-04-30
1651354920,2022-04-30 21:42:00,XRP/USD,0.60847,0.60847,0.60847,0.60847,0.0,0.0,2022-04-30
1651354860,2022-04-30 21:41:00,XRP/USD,0.60847,0.60847,0.60847,0.60847,0.0,0.0,2022-04-30
1651354800,2022-04-30 21:40:00,XRP/USD,0.60854,0.60859,0.60791,0.60847,33399.09948105,20322.35006123449,2022-04-30
1651354740,2022-04-30 21:39:00,XRP/USD,0.60852,0.60854,0.60791,0.60791,17205.19745394,10459.211584224664,2022-04-30
1651354680,2022-04-30 21:38:00,XRP/USD,0.60845,0.60852,0.60845,0.60852,24636.25693672,14991.655071132856,2022-04-30
1651354620,2022-04-30 21:37:00,XRP/USD,0.60837,0.60837,0.60837,0.60837,0.0,0.0,2022-04-30
1651354560,2022-04-30 21:36:00,XRP/USD,0.60837,0.60837,0.60837,0.60837,0.0,0.0,2022-04-30
1651354500,2022-04-30 21:35:00,XRP/USD,0.60837,0.60837,0.60837,0.60837,0.0,0.0,2022-04-30
1651354440,2022-04-30 21:34:00,XRP/USD,0.60837,0.60837,0.60837,0.60837,0.0,0.0,2022-04-30
1651354380,2022-04-30 21:33:00,XRP/USD,0.60837,0.60837,0.60837,0.60837,0.0,0.0,2022-04-30
1651354320,2022-04-30 21:32:00,XRP/USD,0.60837,0.60837,0.60837,0.60837,0.0,0.0,2022-04-30
1651354260,2022-04-30 21:31:00,XRP/USD,0.60834,0.60837,0.60834,0.60837,41183.24757874,25054.652329478056,2022-04-30
1651354200,2022-04-30 21:30:00,XRP/USD,0.60854,0.60854,0.60854,0.60854,0.0,0.0,2022-04-30
1651354140,2022-04-30 21:29:00,XRP/USD,0.60797,0.60854,0.60797,0.60854,476.05089587,289.6960121727297,2022-04-30
1651354080,2022-04-30 21:28:00,XRP/USD,0.60803,0.60803,0.60797,0.60797,32999.03105702,20062.42091173645,2022-04-30
1651354020,2022-04-30 21:27:00,XRP/USD,0.6084,0.60861,0.6084,0.60861,7221.2,4394.894531999999,2022-04-30
1651353960,2022-04-30 21:26:00,XRP/USD,0.60836,0.60836,0.60836,0.60836,0.0,0.0,2022-04-30
1651353900,2022-04-30 21:25:00,XRP/USD,0.6081,0.60836,0.6081,0.60836,27437.83993265,16692.084301426956,2022-04-30
1651353840,2022-04-30 21:24:00,XRP/USD,0.60789,0.60789,0.60789,0.60789,0.0,0.0,2022-04-30
1651353780,2022-04-30 21:23:00,XRP/USD,0.60789,0.60789,0.60789,0.60789,0.0,0.0,2022-04-30
1651353720,2022-04-30 21:22:00,XRP/USD,0.60783,0.60789,0.60783,0.60789,10760.26016448,6541.054551385748,2022-04-30
1651353660,2022-04-30 21:21:00,XRP/USD,0.6076,0.6076,0.6076,0.6076,328.27657998,199.460849995848,2022-04-30
1651353600,2022-04-30 21:20:00,XRP/USD,0.60748,0.60748,0.60748,0.60748,3990.20555292,2423.970069287842,2022-04-30
1651353540,2022-04-30 21:19:00,XRP/USD,0.60727,0.60727,0.60727,0.60727,0.0,0.0,2022-04-30
1651353480,2022-04-30 21:18:00,XRP/USD,0.60727,0.60727,0.60727,0.60727,42.92,26.0640284,2022-04-30
1651353420,2022-04-30 21:17:00,XRP/USD,0.60716,0.60716,0.60716,0.60716,0.0,0.0,2022-04-30
1651353360,2022-04-30 21:16:00,XRP/USD,0.60716,0.60716,0.60716,0.60716,0.0,0.0,2022-04-30
1651353300,2022-04-30 21:15:00,XRP/USD,0.60703,0.60716,0.60703,0.60716,8218.481526,4989.93324332616,2022-04-30
1651353240,2022-04-30 21:14:00,XRP/USD,0.60663,0.60663,0.60663,0.60663,0.0,0.0,2022-04-30
1651353180,2022-04-30 21:13:00,XRP/USD,0.60663,0.60663,0.60663,0.60663,0.0,0.0,2022-04-30
1651353120,2022-04-30 21:12:00,XRP/USD,0.60664,0.60664,0.60663,0.60663,9559.16552,5798.8765793976,2022-04-30
1651353060,2022-04-30 21:11:00,XRP/USD,0.60683,0.60683,0.60683,0.60683,0.0,0.0,2022-04-30
1651353000,2022-04-30 21:10:00,XRP/USD,0.60683,0.60683,0.60683,0.60683,0.0,0.0,2022-04-30
1651352940,2022-04-30 21:09:00,XRP/USD,0.60683,0.60683,0.60683,0.60683,161.34652,97.9099087316,2022-04-30
1651352880,2022-04-30 21:08:00,XRP/USD,0.60806,0.60806,0.60806,0.60806,0.0,0.0,2022-04-30
1651352820,2022-04-30 21:07:00,XRP/USD,0.60806,0.60806,0.60806,0.60806,0.0,0.0,2022-04-30
1651352760,2022-04-30 21:06:00,XRP/USD,0.60806,0.60806,0.60806,0.60806,0.0,0.0,2022-04-30
1651352700,2022-04-30 21:05:00,XRP/USD,0.60806,0.60806,0.60806,0.60806,0.0,0.0,2022-04-30
1651352640,2022-04-30 21:04:00,XRP/USD,0.60806,0.60806,0.60806,0.60806,115.94,70.4984764,2022-04-30
1651352580,2022-04-30 21:03:00,XRP/USD,0.60806,0.60806,0.60806,0.60806,57.24,34.805354400000006,2022-04-30
1651352520,2022-04-30 21:02:00,XRP/USD,0.60675,0.60675,0.60675,0.60675,0.0,0.0,2022-04-30
1651352460,2022-04-30 21:01:00,XRP/USD,0.60675,0.60675,0.60675,0.60675,0.0,0.0,2022-04-30
1651352400,2022-04-30 21:00:00,XRP/USD,0.60675,0.60675,0.60675,0.60675,0.0,0.0,2022-04-30
1651352340,2022-04-30 20:59:00,XRP/USD,0.60675,0.60675,0.60675,0.60675,636.85,386.4087375,2022-04-30
1651352280,2022-04-30 20:58:00,XRP/USD,0.60658,0.60658,0.60658,0.60658,0.0,0.0,2022-04-30
1651352220,2022-04-30 20:57:00,XRP/USD,0.60658,0.60658,0.60658,0.60658,0.0,0.0,2022-04-30
1651352160,2022-04-30 20:56:00,XRP/USD,0.60658,0.60658,0.60658,0.60658,0.0,0.0,2022-04-30
1651352100,2022-04-30 20:55:00,XRP/USD,0.60727,0.60727,0.60658,0.60658,8226.89290357,4990.268697447491,2022-04-30
1651352040,2022-04-30 20:54:00,XRP/USD,0.6069,0.6069,0.6069,0.6069,79.64,48.333516,2022-04-30
1651351980,2022-04-30 20:53:00,XRP/USD,0.60685,0.60696,0.60685,0.60696,9420.0,5717.5632000000005,2022-04-30
1651351920,2022-04-30 20:52:00,XRP/USD,0.60718,0.60718,0.60602,0.60602,7960.02657763,4823.935306575333,2022-04-30
1651351860,2022-04-30 20:51:00,XRP/USD,0.60789,0.60789,0.60789,0.60789,2146.49031897,1304.8299999986732,2022-04-30
1651351800,2022-04-30 20:50:00,XRP/USD,0.60798,0.60798,0.60798,0.60798,149.0,90.58902,2022-04-30
1651351740,2022-04-30 20:49:00,XRP/USD,0.60813,0.60813,0.60813,0.60813,0.0,0.0,2022-04-30
1651351680,2022-04-30 20:48:00,XRP/USD,0.60812,0.60813,0.60812,0.60813,1000.0,608.13,2022-04-30
1651351620,2022-04-30 20:47:00,XRP/USD,0.608,0.608,0.608,0.608,1000.0,608.0,2022-04-30
1651351560,2022-04-30 20:46:00,XRP/USD,0.60845,0.60845,0.60845,0.60845,1000.0,608.45,2022-04-30
1651351500,2022-04-30 20:45:00,XRP/USD,0.60787,0.60787,0.60787,0.60787,16664.46230421,10129.826700860132,2022-04-30
1651351440,2022-04-30 20:44:00,XRP/USD,0.60845,0.60845,0.60845,0.60845,0.0,0.0,2022-04-30
1651351380,2022-04-30 20:43:00,XRP/USD,0.60845,0.60845,0.60845,0.60845,0.0,0.0,2022-04-30
1651351320,2022-04-30 20:42:00,XRP/USD,0.60845,0.60845,0.60845,0.60845,0.0,0.0,2022-04-30
1651351260,2022-04-30 20:41:00,XRP/USD,0.60845,0.60845,0.60845,0.60845,746.513913,454.2163903648501,2022-04-30
1651351200,2022-04-30 20:40:00,XRP/USD,0.60896,0.60896,0.60896,0.60896,0.0,0.0,2022-04-30
1651351140,2022-04-30 20:39:00,XRP/USD,0.60896,0.60896,0.60896,0.60896,0.0,0.0,2022-04-30
1651351080,2022-04-30 20:38:00,XRP/USD,0.60882,0.60896,0.60882,0.60896,11156.72819849,6794.00120375247,2022-04-30
1651351020,2022-04-30 20:37:00,XRP/USD,0.60926,0.60926,0.60926,0.60926,79.37,48.3569662,2022-04-30
1651350960,2022-04-30 20:36:00,XRP/USD,0.6096,0.6096,0.6096,0.6096,0.0,0.0,2022-04-30
1651350900,2022-04-30 20:35:00,XRP/USD,0.6096,0.6096,0.6096,0.6096,0.0,0.0,2022-04-30
1651350840,2022-04-30 20:34:00,XRP/USD,0.6096,0.6096,0.6096,0.6096,0.0,0.0,2022-04-30
1651350780,2022-04-30 20:33:00,XRP/USD,0.6096,0.6096,0.6096,0.6096,9675.35981331,5898.0993421937765,2022-04-30
1651350720,2022-04-30 20:32:00,XRP/USD,0.60911,0.60911,0.60911,0.60911,1332.02275076,811.3483777154237,2022-04-30
1651350660,2022-04-30 20:31:00,XRP/USD,0.6091,0.6091,0.6091,0.6091,0.0,0.0,2022-04-30
1651350600,2022-04-30 20:30:00,XRP/USD,0.6091,0.6091,0.6091,0.6091,1765.6,1075.42696,2022-04-30
1651350540,2022-04-30 20:29:00,XRP/USD,0.60884,0.60884,0.60884,0.60884,0.0,0.0,2022-04-30
1651350480,2022-04-30 20:28:00,XRP/USD,0.60884,0.60884,0.60884,0.60884,544.0,331.20896000000005,2022-04-30
1651350420,2022-04-30 20:27:00,XRP/USD,0.60891,0.60891,0.60891,0.60891,3782.4,2303.141184,2022-04-30
1651350360,2022-04-30 20:26:00,XRP/USD,0.60901,0.60901,0.60901,0.60901,0.0,0.0,2022-04-30
1651350300,2022-04-30 20:25:00,XRP/USD,0.60897,0.60901,0.60897,0.60901,10323.54507922,6287.142188695773,2022-04-30
1651350240,2022-04-30 20:24:00,XRP/USD,0.60862,0.60862,0.60862,0.60862,0.0,0.0,2022-04-30
1651350180,2022-04-30 20:23:00,XRP/USD,0.60862,0.60862,0.60862,0.60862,0.0,0.0,2022-04-30
1651350120,2022-04-30 20:22:00,XRP/USD,0.60905,0.60905,0.60862,0.60862,3840.8,2337.5876960000005,2022-04-30
