unix,date,symbol,open,high,low,close,Volume ETH,Volume USD,just_date
1651532400000,2022-05-02 23:00:00,ETH/USD,2860.66,2874.14,2853.0,2855.21,174.177691,497313.88512011006,2022-05-02
1651528800000,2022-05-02 22:00:00,ETH/USD,2866.26,2882.0,2859.0,2860.66,396.291806,1133656.11775196,2022-05-02
1651525200000,2022-05-02 21:00:00,ETH/USD,2827.12,2870.0,2824.1,2866.26,391.221481,1121342.48213106,2022-05-02
1651521600000,2022-05-02 20:00:00,ETH/USD,2840.43,2846.51,2826.0,2827.12,214.582944,606651.7326412799,2022-05-02
1651518000000,2022-05-02 19:00:00,ETH/USD,2798.98,2849.92,2795.63,2840.43,935.550719,2657366.3287691697,2022-05-02
1651514400000,2022-05-02 18:00:00,ETH/USD,2796.23,2809.61,2779.39,2798.98,821.396866,2299073.39999668,2022-05-02
1651510800000,2022-05-02 17:00:00,ETH/USD,2808.24,2810.89,2783.73,2796.23,447.508645,1251337.09840835,2022-05-02
1651507200000,2022-05-02 16:00:00,ETH/USD,2827.39,2836.08,2805.9,2808.24,553.023115,1553021.6324675998,2022-05-02
1651503600000,2022-05-02 15:00:00,ETH/USD,2826.54,2834.78,2813.91,2827.39,388.035009,1097126.30409651,2022-05-02
1651500000000,2022-05-02 14:00:00,ETH/USD,2830.48,2850.24,2804.68,2826.54,1188.829463,3360274.03034802,2022-05-02
1651496400000,2022-05-02 13:00:00,ETH/USD,2794.56,2842.42,2778.5,2830.48,623.613799,1765126.38579352,2022-05-02
1651492800000,2022-05-02 12:00:00,ETH/USD,2793.85,2810.57,2788.46,2794.56,1625.461466,4542449.59442496,2022-05-02
1651489200000,2022-05-02 11:00:00,ETH/USD,2805.56,2809.34,2790.0,2793.85,333.343693,931312.27668805,2022-05-02
1651485600000,2022-05-02 10:00:00,ETH/USD,2809.56,2820.0,2802.59,2805.56,606.86774,1702603.8566344,2022-05-02
1651482000000,2022-05-02 09:00:00,ETH/USD,2838.96,2847.67,2807.69,2809.56,475.975998,1337283.12494088,2022-05-02
1651478400000,2022-05-02 08:00:00,ETH/USD,2842.76,2854.89,2832.83,2838.96,518.355523,1471590.5955760798,2022-05-02
1651474800000,2022-05-02 07:00:00,ETH/USD,2858.86,2864.99,2841.95,2842.76,257.302588,731449.5050628801,2022-05-02
1651471200000,2022-05-02 06:00:00,ETH/USD,2862.14,2875.22,2856.93,2858.86,524.416414,1499233.1093280402,2022-05-02
1651467600000,2022-05-02 05:00:00,ETH/USD,2857.31,2867.01,2848.65,2862.14,748.61988,2142654.9033432,2022-05-02
1651464000000,2022-05-02 04:00:00,ETH/USD,2840.22,2865.02,2832.66,2857.31,586.364933,1675426.3867102298,2022-05-02
1651460400000,2022-05-02 03:00:00,ETH/USD,2838.44,2846.04,2835.71,2840.22,352.417931,1000944.45598482,2022-05-02
1651456800000,2022-05-02 02:00:00,ETH/USD,2834.8,2840.71,2830.55,2838.44,473.732377,1344660.92817188,2022-05-02
1651453200000,2022-05-02 01:00:00,ETH/USD,2841.46,2849.07,2834.8,2834.8,62.482617,177125.7226716,2022-05-02
1651449600000,2022-05-02 00:00:00,ETH/USD,2826.63,2849.8,2823.15,2841.46,134.466456,382081.05606576,2022-05-02
