unix,date,symbol,open,high,low,close,Volume ETH,Volume USD,just_date
1651446000000,2022-05-01 23:00:00,ETH/USD,2806.62,2847.73,2804.52,2826.63,254.498191,719372.22162633,2022-05-01
1651442400000,2022-05-01 22:00:00,ETH/USD,2807.92,2825.0,2793.27,2806.62,181.221556,508620.04350072,2022-05-01
1651438800000,2022-05-01 21:00:00,ETH/USD,2814.08,2819.44,2793.76,2807.92,175.18984,491919.0555328,2022-05-01
1651435200000,2022-05-01 20:00:00,ETH/USD,2766.72,2817.13,2758.84,2814.08,210.384196,592037.95827968,2022-05-01
1651431600000,2022-05-01 19:00:00,ETH/USD,2773.98,2775.77,2756.41,2766.72,400.149997,1107102.99969984,2022-05-01
1651428000000,2022-05-01 18:00:00,ETH/USD,2806.56,2807.67,2771.46,2773.98,80.79758,224130.8709684,2022-05-01
1651424400000,2022-05-01 17:00:00,ETH/USD,2811.96,2819.66,2804.76,2806.56,159.55752,447807.7533312001,2022-05-01
1651420800000,2022-05-01 16:00:00,ETH/USD,2807.75,2828.05,2802.34,2811.96,526.836156,1481442.19722576,2022-05-01
1651417200000,2022-05-01 15:00:00,ETH/USD,2760.64,2819.02,2760.64,2807.75,591.384335,1660459.36659625,2022-05-01
1651413600000,2022-05-01 14:00:00,ETH/USD,2757.99,2770.0,2755.12,2760.64,422.233087,1165633.54929568,2022-05-01
1651410000000,2022-05-01 13:00:00,ETH/USD,2761.8,2770.0,2756.8,2757.99,283.600256,782166.67004544,2022-05-01
1651406400000,2022-05-01 12:00:00,ETH/USD,2757.57,2769.68,2753.0,2761.8,1047.285503,2892393.1021854,2022-05-01
1651402800000,2022-05-01 11:00:00,ETH/USD,2767.13,2769.41,2754.22,2757.57,1046.834833,2886720.3304358097,2022-05-01
1651399200000,2022-05-01 10:00:00,ETH/USD,2768.78,2775.17,2760.89,2767.13,1119.032646,3096508.805725981,2022-05-01
1651395600000,2022-05-01 09:00:00,ETH/USD,2778.69,2781.13,2758.03,2768.78,66.918901,185283.71471078004,2022-05-01
1651392000000,2022-05-01 08:00:00,ETH/USD,2766.95,2782.28,2765.02,2778.69,2024.635001,5625833.03092869,2022-05-01
1651388400000,2022-05-01 07:00:00,ETH/USD,2774.58,2779.79,2763.0,2766.95,1738.338217,4809894.92952815,2022-05-01
1651384800000,2022-05-01 06:00:00,ETH/USD,2782.63,2790.96,2772.86,2774.58,123.651401,343080.70418658,2022-05-01
1651381200000,2022-05-01 05:00:00,ETH/USD,2772.68,2795.0,2768.04,2782.63,343.898007,956940.91121841,2022-05-01
1651377600000,2022-05-01 04:00:00,ETH/USD,2778.78,2780.0,2766.08,2772.68,235.493554,652948.2673047199,2022-05-01
1651374000000,2022-05-01 03:00:00,ETH/USD,2758.49,2778.78,2758.49,2778.78,70.547881,196037.04076518,2022-05-01
1651370400000,2022-05-01 02:00:00,ETH/USD,2771.58,2781.55,2756.63,2758.49,201.601301,556115.17279549,2022-05-01
1651366800000,2022-05-01 01:00:00,ETH/USD,2738.95,2777.68,2726.56,2771.58,482.635203,1337662.07593074,2022-05-01
1651363200000,2022-05-01 00:00:00,ETH/USD,2727.66,2746.59,2718.03,2738.95,391.811233,1073151.37662535,2022-05-01
