unix,date,symbol,open,high,low,close,Volume ENS,Volume USD,just_date
1651273200000,2022-04-29 23:00:00,ENS/USD,16.248,16.323,16.168,16.221,30.672905,497.545192005,2022-04-29
1651269600000,2022-04-29 22:00:00,ENS/USD,16.192,16.336,16.135,16.248,17.188548,279.279527904,2022-04-29
1651266000000,2022-04-29 21:00:00,ENS/USD,16.291,16.437,16.08,16.192,102.833163,1665.074575296,2022-04-29
1651262400000,2022-04-29 20:00:00,ENS/USD,16.433,16.798,16.291,16.291,189.248226,3083.042849766,2022-04-29
1651258800000,2022-04-29 19:00:00,ENS/USD,16.936,16.936,16.433,16.433,93.857352,1542.357865416,2022-04-29
1651255200000,2022-04-29 18:00:00,ENS/USD,17.124,17.148,16.735,16.936,74.928839,1268.994817304,2022-04-29
1651251600000,2022-04-29 17:00:00,ENS/USD,17.153,17.45,17.124,17.124,37.353024,639.633182976,2022-04-29
1651248000000,2022-04-29 16:00:00,ENS/USD,17.36,17.479,17.072,17.153,136.066794,2333.953717482,2022-04-29
1651244400000,2022-04-29 15:00:00,ENS/USD,17.466,17.576,17.308,17.36,98.164296,1704.1321785599998,2022-04-29
1651240800000,2022-04-29 14:00:00,ENS/USD,18.07,18.137,17.416,17.466,205.025762,3580.979959092,2022-04-29
1651237200000,2022-04-29 13:00:00,ENS/USD,17.767,18.161,17.679,18.07,602.010101,10878.32252507,2022-04-29
1651233600000,2022-04-29 12:00:00,ENS/USD,17.23,18.631,17.23,17.767,173.373597,3080.3286978989995,2022-04-29
1651230000000,2022-04-29 11:00:00,ENS/USD,17.656,17.802,17.23,17.23,62.523549,1077.28074927,2022-04-29
1651226400000,2022-04-29 10:00:00,ENS/USD,17.62,17.894,17.308,17.656,61.196606,1080.487275536,2022-04-29
1651222800000,2022-04-29 09:00:00,ENS/USD,17.463,17.735,17.289,17.62,30.56743,538.5981166,2022-04-29
1651219200000,2022-04-29 08:00:00,ENS/USD,17.677,17.844,17.463,17.463,37.581294,656.282137122,2022-04-29
1651215600000,2022-04-29 07:00:00,ENS/USD,17.914,17.914,17.666,17.677,54.774883,968.255606791,2022-04-29
1651212000000,2022-04-29 06:00:00,ENS/USD,17.893,18.07,17.82,17.914,22.386708,401.035487112,2022-04-29
1651208400000,2022-04-29 05:00:00,ENS/USD,17.781,18.07,17.779,17.893,1756.557636,31430.085780948,2022-04-29
1651204800000,2022-04-29 04:00:00,ENS/USD,17.684,17.91,17.58,17.781,154.955083,2755.256330823,2022-04-29
1651201200000,2022-04-29 03:00:00,ENS/USD,17.98,18.161,17.653,17.684,918.233655,16238.04395502,2022-04-29
1651197600000,2022-04-29 02:00:00,ENS/USD,19.285,19.285,17.825,17.98,189.332614,3404.2003997200004,2022-04-29
1651194000000,2022-04-29 01:00:00,ENS/USD,19.249,19.474,19.052,19.285,57.30741,1105.17340185,2022-04-29
1651190400000,2022-04-29 00:00:00,ENS/USD,18.783,19.474,18.72,19.249,114.84024,2210.55977976,2022-04-29
