unix,date,symbol,open,high,low,close,Volume ETH,Volume USD,just_date
1651535940,2022-05-02 23:59:00,ETH/USD,2857.72,2857.72,2856.35,2856.35,0.16042015,458.2160954525,2022-05-02
1651535880,2022-05-02 23:58:00,ETH/USD,2857.97,2858.52,2857.61,2857.61,0.2676,764.6964360000001,2022-05-02
1651535820,2022-05-02 23:57:00,ETH/USD,2857.15,2857.47,2857.15,2857.47,0.2915,832.9525049999999,2022-05-02
1651535760,2022-05-02 23:56:00,ETH/USD,2858.28,2858.29,2856.74,2857.29,0.25228211,720.8431500819,2022-05-02
1651535700,2022-05-02 23:55:00,ETH/USD,2857.72,2857.72,2857.72,2857.72,0.06407,183.0941204,2022-05-02
1651535640,2022-05-02 23:54:00,ETH/USD,2856.69,2856.8,2856.69,2856.8,0.20648259,589.879463112,2022-05-02
1651535580,2022-05-02 23:53:00,ETH/USD,2856.86,2858.13,2856.12,2856.12,0.28644558,818.1229499496,2022-05-02
1651535520,2022-05-02 23:52:00,ETH/USD,2858.29,2858.29,2857.28,2857.68,1.99544463,5702.342210258399,2022-05-02
1651535460,2022-05-02 23:51:00,ETH/USD,2856.94,2858.29,2856.94,2858.29,0.56669,1619.7643601,2022-05-02
1651535400,2022-05-02 23:50:00,ETH/USD,2854.92,2858.13,2854.92,2858.13,1.32987365,3800.9517752745,2022-05-02
1651535340,2022-05-02 23:49:00,ETH/USD,2852.35,2852.35,2850.03,2852.35,11.54340164,32925.821667854005,2022-05-02
1651535280,2022-05-02 23:48:00,ETH/USD,2857.13,2857.13,2855.76,2855.76,5.75619426,16438.3093199376,2022-05-02
1651535220,2022-05-02 23:47:00,ETH/USD,2858.94,2858.94,2856.25,2856.25,28.48257998,81353.369067875,2022-05-02
1651535160,2022-05-02 23:46:00,ETH/USD,2858.85,2860.85,2858.85,2860.85,0.1296,370.76616,2022-05-02
1651535100,2022-05-02 23:45:00,ETH/USD,2859.35,2860.16,2859.35,2859.35,0.0447,127.81294499999998,2022-05-02
1651535040,2022-05-02 23:44:00,ETH/USD,2860.43,2860.43,2858.66,2858.66,0.25067606,716.5976256795999,2022-05-02
1651534980,2022-05-02 23:43:00,ETH/USD,2859.46,2859.46,2859.46,2859.46,0.02417938,69.1399699348,2022-05-02
1651534920,2022-05-02 23:42:00,ETH/USD,2862.04,2862.04,2860.94,2862.02,0.74616229,2135.5313972258,2022-05-02
1651534860,2022-05-02 23:41:00,ETH/USD,2864.04,2864.04,2863.25,2863.25,0.1953,559.192725,2022-05-02
1651534800,2022-05-02 23:40:00,ETH/USD,2864.05,2864.05,2864.05,2864.05,0.0,0.0,2022-05-02
1651534740,2022-05-02 23:39:00,ETH/USD,2864.05,2864.05,2864.05,2864.05,0.0,0.0,2022-05-02
1651534680,2022-05-02 23:38:00,ETH/USD,2864.05,2864.05,2864.05,2864.05,0.01008752,28.891161656000005,2022-05-02
1651534620,2022-05-02 23:37:00,ETH/USD,2865.0,2865.55,2862.02,2863.79,0.3186835,912.642620465,2022-05-02
1651534560,2022-05-02 23:36:00,ETH/USD,2867.1,2868.22,2865.91,2866.36,3.81177504,10925.9195036544,2022-05-02
1651534500,2022-05-02 23:35:00,ETH/USD,2868.4,2868.4,2868.4,2868.4,0.0977,280.24268,2022-05-02
1651534440,2022-05-02 23:34:00,ETH/USD,2868.55,2868.72,2868.55,2868.72,0.1664,477.355008,2022-05-02
1651534380,2022-05-02 23:33:00,ETH/USD,2869.07,2869.56,2868.18,2868.4,0.2446,701.6106400000001,2022-05-02
1651534320,2022-05-02 23:32:00,ETH/USD,2870.79,2870.79,2868.36,2868.36,1.68027889,4819.6447569204,2022-05-02
1651534260,2022-05-02 23:31:00,ETH/USD,2869.27,2871.3,2869.27,2871.3,2.2303286,6403.94250918,2022-05-02
1651534200,2022-05-02 23:30:00,ETH/USD,2868.48,2868.48,2868.48,2868.48,0.01,28.6848,2022-05-02
