unix,date,symbol,open,high,low,close,Volume BOND,Volume USD
1649826000000,2022-04-13 05:00:00,BOND/USD,7.92,7.9275,7.8946,7.9104,94.363947,746.4565663487999
1649822400000,2022-04-13 04:00:00,BOND/USD,7.9119,7.92,7.8841,7.92,51.013807,404.02935144
1649818800000,2022-04-13 03:00:00,BOND/USD,7.8948,7.9259,7.8939,7.9119,28.65476,226.713595644
1649815200000,2022-04-13 02:00:00,BOND/USD,7.8884,7.9101,7.86,7.8948,23.537356,185.8227181488
1649811600000,2022-04-13 01:00:00,BOND/USD,7.8553,7.8884,7.8336,7.8884,624.546157,4926.6699048788
1649808000000,2022-04-13 00:00:00,BOND/USD,7.9097,7.9259,7.8553,7.8553,25.980326,204.0832548278
1649804400000,2022-04-12 23:00:00,BOND/USD,7.832,7.9259,7.8169,7.9097,195.405286,1545.5971906742
1649800800000,2022-04-12 22:00:00,BOND/USD,7.7967,7.832,7.7565,7.832,107.824396,844.4806694719999
1649797200000,2022-04-12 21:00:00,BOND/USD,7.7376,7.7967,7.7376,7.7967,705.684803,5502.0127035501
1649793600000,2022-04-12 20:00:00,BOND/USD,7.7408,7.7611,7.7022,7.7376,150.973327,1168.1712149952
1649790000000,2022-04-12 19:00:00,BOND/USD,7.8093,7.8093,7.7182,7.7408,55.152224,426.9223355392
1649786400000,2022-04-12 18:00:00,BOND/USD,7.9335,7.9335,7.8093,7.8093,729.606272,5697.7142599296
1649782800000,2022-04-12 17:00:00,BOND/USD,7.9629,8.0131,7.9335,7.9335,48.068541,381.3517700235
1649779200000,2022-04-12 16:00:00,BOND/USD,8.5209,8.5209,7.9092,7.9629,1088.594506,8668.3691918274
1649775600000,2022-04-12 15:00:00,BOND/USD,7.9567,8.9995,7.9567,8.5209,2797.100399,23833.812789839096
1649772000000,2022-04-12 14:00:00,BOND/USD,8.081,8.126,7.9535,7.9567,153.14234,1218.507656678
1649768400000,2022-04-12 13:00:00,BOND/USD,8.2149,8.2149,8.0168,8.081,836.348541,6758.532559820999
1649764800000,2022-04-12 12:00:00,BOND/USD,8.086,8.2178,8.0334,8.2149,214.812237,1764.6610457313002
1649761200000,2022-04-12 11:00:00,BOND/USD,8.0008,8.086,7.9925,8.086,710.447021,5744.674611806
1649757600000,2022-04-12 10:00:00,BOND/USD,7.993,8.0209,7.9908,8.0008,1.271534,10.1732892272
1649754000000,2022-04-12 09:00:00,BOND/USD,8.0131,8.0184,7.962,7.993,591.591572,4728.591434996
1649750400000,2022-04-12 08:00:00,BOND/USD,7.9893,8.0131,7.9893,8.0131,589.048951,4720.1081492581
1649746800000,2022-04-12 07:00:00,BOND/USD,7.9829,8.0019,7.9626,7.9893,649.923387,5192.4329157591
1649743200000,2022-04-12 06:00:00,BOND/USD,8.0131,8.0131,7.9723,7.9829,5.856187,46.7493552023
1649739600000,2022-04-12 05:00:00,BOND/USD,7.989,8.0131,7.989,8.0131,23.533523,188.5764731513
1649736000000,2022-04-12 04:00:00,BOND/USD,7.9228,7.989,7.9228,7.989,236.897174,1892.571523086
1649732400000,2022-04-12 03:00:00,BOND/USD,7.8942,7.9367,7.8942,7.9228,465.296592,3686.4518390976
1649728800000,2022-04-12 02:00:00,BOND/USD,7.9799,7.9799,7.8873,7.8942,91.87299,725.263757658
1649725200000,2022-04-12 01:00:00,BOND/USD,7.998,8.0052,7.9535,7.9799,629.586138,5024.0344226262
1649721600000,2022-04-12 00:00:00,BOND/USD,8.0127,8.0355,7.9961,7.998,580.482116,4642.695963768
1649718000000,2022-04-11 23:00:00,BOND/USD,8.0937,8.0937,8.0127,8.0127,43.698817,350.14551097590004
1649714400000,2022-04-11 22:00:00,BOND/USD,8.0525,8.0937,7.9769,8.0937,268.042317,2169.4541011029
1649710800000,2022-04-11 21:00:00,BOND/USD,8.0926,8.0926,8.0525,8.0525,25.392838,204.475827995
1649707200000,2022-04-11 20:00:00,BOND/USD,8.1012,8.1551,8.0696,8.0926,38.647989,312.7627157814
1649703600000,2022-04-11 19:00:00,BOND/USD,8.2129,8.2562,8.0852,8.1012,678.981792,5500.5672933504
1649700000000,2022-04-11 18:00:00,BOND/USD,8.2491,8.2807,8.2013,8.2129,52.072625,427.6672618625
1649696400000,2022-04-11 17:00:00,BOND/USD,8.2305,8.2714,8.158,8.2491,256.291057,2114.1705582987
1649692800000,2022-04-11 16:00:00,BOND/USD,8.2349,8.2471,8.1531,8.2305,59.250398,487.660400739
1649689200000,2022-04-11 15:00:00,BOND/USD,8.1753,8.3955,8.169,8.2349,313.15337,2578.786686613
1649685600000,2022-04-11 14:00:00,BOND/USD,8.5,8.5,8.1296,8.1753,239.166444,1955.2574296332
1649682000000,2022-04-11 13:00:00,BOND/USD,8.2016,8.5,7.8552,8.5,4079.90224,34679.16904
1649678400000,2022-04-11 12:00:00,BOND/USD,8.186,8.2476,8.1831,8.2016,26.4127,216.62640032
1649674800000,2022-04-11 11:00:00,BOND/USD,8.3509,8.3539,8.1814,8.186,89.81293,735.2086449799999
1649671200000,2022-04-11 10:00:00,BOND/USD,8.4011,8.404,8.2893,8.3509,709.663422,5926.328270779799
1649667600000,2022-04-11 09:00:00,BOND/USD,8.5806,8.6231,8.4011,8.4011,162.504681,1365.2180755491
1649664000000,2022-04-11 08:00:00,BOND/USD,8.6752,8.6923,8.5632,8.5806,53.360993,457.8693365358
1649660400000,2022-04-11 07:00:00,BOND/USD,8.5898,8.6752,8.5898,8.6752,634.323666,5502.8846672832005
1649656800000,2022-04-11 06:00:00,BOND/USD,8.6676,8.6698,8.5851,8.5898,449.986531,3865.2943039838
1649653200000,2022-04-11 05:00:00,BOND/USD,8.7947,8.8226,8.6666,8.6676,255.766284,2216.8798431984
1649649600000,2022-04-11 04:00:00,BOND/USD,8.6974,8.7947,8.6876,8.7947,99.018623,870.8390836981001
1649646000000,2022-04-11 03:00:00,BOND/USD,8.7954,8.9847,8.6974,8.6974,834.973474,7262.0982927676
1649642400000,2022-04-11 02:00:00,BOND/USD,8.7578,8.7954,8.6171,8.7954,170.842286,1502.6262422844002
1649638800000,2022-04-11 01:00:00,BOND/USD,8.7587,8.7841,8.7454,8.7578,3.792685,33.215576693
1649635200000,2022-04-11 00:00:00,BOND/USD,8.8487,8.8487,8.7343,8.7587,76.915475,673.6795708825
1649631600000,2022-04-10 23:00:00,BOND/USD,8.6989,8.9549,8.6989,8.8487,160.211353,1417.6621992910998
1649628000000,2022-04-10 22:00:00,BOND/USD,8.8927,8.8927,8.6302,8.6989,280.371028,2438.9195354692
1649624400000,2022-04-10 21:00:00,BOND/USD,9.0244,9.0255,8.8927,8.8927,326.689557,2905.1522235339
1649620800000,2022-04-10 20:00:00,BOND/USD,9.0969,9.108,8.9975,9.0244,389.380605,3513.926331762
1649617200000,2022-04-10 19:00:00,BOND/USD,9.0869,9.108,9.071,9.0969,5.108356,46.4702036964
1649613600000,2022-04-10 18:00:00,BOND/USD,9.0386,9.1505,9.0105,9.0869,679.268378,6172.4438240482
1649610000000,2022-04-10 17:00:00,BOND/USD,8.9653,9.0442,8.9523,9.0386,50.804282,459.1995832852001
1649606400000,2022-04-10 16:00:00,BOND/USD,8.9569,8.9712,8.9001,8.9653,53.007892,475.2316541476
1649602800000,2022-04-10 15:00:00,BOND/USD,8.9617,9.2419,8.9089,8.9569,454.371833,4069.7630709976993
1649599200000,2022-04-10 14:00:00,BOND/USD,8.8927,9.0157,8.8927,8.9617,42.028432,376.6461990544
1649595600000,2022-04-10 13:00:00,BOND/USD,9.0383,9.0561,8.8927,8.8927,187.527708,1667.6276489316
1649592000000,2022-04-10 12:00:00,BOND/USD,8.8927,9.0481,8.8649,9.0383,105.876694,956.9453233802
1649588400000,2022-04-10 11:00:00,BOND/USD,8.7103,9.0442,8.7103,8.8927,229.50243,2040.896259261
1649584800000,2022-04-10 10:00:00,BOND/USD,8.7033,8.731,8.6912,8.7103,1.376322,11.9881775166
1649581200000,2022-04-10 09:00:00,BOND/USD,8.7159,8.7454,8.6912,8.7033,2.021365,17.5925460045
1649577600000,2022-04-10 08:00:00,BOND/USD,8.7454,8.7454,8.7067,8.7159,0.873227,7.6109592093
1649574000000,2022-04-10 07:00:00,BOND/USD,8.7365,8.7773,8.7057,8.7454,47.867935,418.624238749
1649570400000,2022-04-10 06:00:00,BOND/USD,8.7427,8.7762,8.7343,8.7365,112.234184,980.533948516
1649566800000,2022-04-10 05:00:00,BOND/USD,8.7666,8.7889,8.7343,8.7427,8.037291,70.26762402569999
1649563200000,2022-04-10 04:00:00,BOND/USD,8.8392,8.8392,8.7613,8.7666,33.02206,289.49119119600005
1649559600000,2022-04-10 03:00:00,BOND/USD,8.8648,8.8829,8.8392,8.8392,30.801229,272.2582233768
1649556000000,2022-04-10 02:00:00,BOND/USD,8.839,8.8665,8.839,8.8648,16.027402,142.0797132496
1649552400000,2022-04-10 01:00:00,BOND/USD,8.9226,8.9226,8.7612,8.839,745.843626,6592.511810214
1649548800000,2022-04-10 00:00:00,BOND/USD,8.9652,8.9897,8.9226,8.9226,20.17127,179.98017370199997
1649545200000,2022-04-09 23:00:00,BOND/USD,8.8363,9.0325,8.8267,8.9652,110.286412,988.7397408624
1649541600000,2022-04-09 22:00:00,BOND/USD,8.8097,8.8665,8.8059,8.8363,627.180648,5541.9563599224
1649538000000,2022-04-09 21:00:00,BOND/USD,8.8359,8.8359,8.8097,8.8097,0.649406,5.7210720382
1649534400000,2022-04-09 20:00:00,BOND/USD,8.8364,8.8364,8.8016,8.8359,0.274717,2.4273719403
1649530800000,2022-04-09 19:00:00,BOND/USD,8.8665,8.8665,8.8364,8.8364,10.186691,90.0136763524
1649527200000,2022-04-09 18:00:00,BOND/USD,8.8665,8.8665,8.8665,8.8665,0.574875,5.0971291875
1649523600000,2022-04-09 17:00:00,BOND/USD,8.839,8.8665,8.8055,8.8665,233.816109,2073.1305304485
1649520000000,2022-04-09 16:00:00,BOND/USD,8.742,8.839,8.7343,8.839,16.352838,144.54273508199998
1649516400000,2022-04-09 15:00:00,BOND/USD,8.8669,8.9269,8.742,8.742,1203.185653,10518.248978526
1649512800000,2022-04-09 14:00:00,BOND/USD,8.9888,8.9888,8.8649,8.8669,52.668755,467.00858370949993
1649509200000,2022-04-09 13:00:00,BOND/USD,8.9749,9.0121,8.9711,8.9888,0.724029,6.5081518752
1649505600000,2022-04-09 12:00:00,BOND/USD,9.0143,9.0157,8.95,8.9749,4.044875,36.3023486375
1649502000000,2022-04-09 11:00:00,BOND/USD,8.9731,9.0157,8.9483,9.0143,1.016686,9.1647126098
1649498400000,2022-04-09 10:00:00,BOND/USD,8.9842,9.0102,8.937,8.9731,54.610135,490.0222023685
1649494800000,2022-04-09 09:00:00,BOND/USD,8.9993,9.0206,8.9814,8.9842,1.824669,16.3931912298
1649491200000,2022-04-09 08:00:00,BOND/USD,9.0361,9.0433,8.9936,8.9993,13.013575,117.1130654975
1649487600000,2022-04-09 07:00:00,BOND/USD,9.0421,9.0609,9.0261,9.0361,23.130422,209.0088062342
1649484000000,2022-04-09 06:00:00,BOND/USD,9.1156,9.1173,9.0421,9.0421,22.966861,207.6686538481
1649480400000,2022-04-09 05:00:00,BOND/USD,9.1235,9.1235,9.0869,9.1156,15.668293,142.82589167080002
1649476800000,2022-04-09 04:00:00,BOND/USD,9.1773,9.1859,9.1136,9.1235,693.724976,6329.199818536
1649473200000,2022-04-09 03:00:00,BOND/USD,9.0421,9.3404,8.8927,9.1773,1494.564707,13716.0686855511
1649469600000,2022-04-09 02:00:00,BOND/USD,9.0703,9.2415,9.0421,9.0421,149.756362,1354.1120008402
1649466000000,2022-04-09 01:00:00,BOND/USD,9.1084,9.317,8.9975,9.0703,289.510065,2625.9431425695
1649462400000,2022-04-09 00:00:00,BOND/USD,8.6749,9.1344,8.6749,9.1084,905.03261,8243.399024924
1649458800000,2022-04-08 23:00:00,BOND/USD,8.769,8.7735,8.6748,8.6749,159.540061,1383.9940751689
1649455200000,2022-04-08 22:00:00,BOND/USD,8.8948,8.8948,8.7476,8.769,685.731872,6013.182785567999
1649451600000,2022-04-08 21:00:00,BOND/USD,8.9316,8.9387,8.8831,8.8948,22.675456,201.6936460288
1649448000000,2022-04-08 20:00:00,BOND/USD,8.9391,8.9895,8.9213,8.9316,9.413578,84.07831326479999
1649444400000,2022-04-08 19:00:00,BOND/USD,8.9895,9.0388,8.8927,8.9391,616.435254,5510.3763790314
1649440800000,2022-04-08 18:00:00,BOND/USD,8.9531,8.9895,8.8564,8.9895,101.24551,910.146512145
1649437200000,2022-04-08 17:00:00,BOND/USD,9.093,9.0979,8.9531,8.9531,648.155973,5803.0052418663
1649433600000,2022-04-08 16:00:00,BOND/USD,9.1872,9.1872,9.0928,9.093,21.967439,199.749922827
1649430000000,2022-04-08 15:00:00,BOND/USD,9.0838,9.1959,9.0838,9.1872,125.423868,1152.2941600896002
1649426400000,2022-04-08 14:00:00,BOND/USD,8.9531,9.1314,8.9531,9.0838,673.158884,6114.8406704792
1649422800000,2022-04-08 13:00:00,BOND/USD,8.9257,9.0157,8.8049,8.9531,182.200427,1631.2586429736998
1649419200000,2022-04-08 12:00:00,BOND/USD,8.9608,8.9626,8.9226,8.9257,2.389771,21.330379014700004
1649415600000,2022-04-08 11:00:00,BOND/USD,9.0719,9.0719,8.937,8.9608,672.879647,6029.539940837601
1649412000000,2022-04-08 10:00:00,BOND/USD,9.0906,9.1067,9.0421,9.0719,638.114107,5788.907367293299
1649408400000,2022-04-08 09:00:00,BOND/USD,9.1607,9.1607,9.0772,9.0906,484.680094,4406.0328625164
1649404800000,2022-04-08 08:00:00,BOND/USD,9.1485,9.1959,9.1128,9.1607,43.669936,400.0471827152
1649401200000,2022-04-08 07:00:00,BOND/USD,9.2712,9.2753,9.1127,9.1485,689.674245,6309.4848303825
1649397600000,2022-04-08 06:00:00,BOND/USD,9.2842,9.3416,9.2712,9.2712,508.815818,4717.3332118416
1649394000000,2022-04-08 05:00:00,BOND/USD,9.1959,9.2896,9.1944,9.2842,64.671364,600.4218776488
1649390400000,2022-04-08 04:00:00,BOND/USD,9.1505,9.1959,9.1482,9.1959,25.438876,233.9333598084
1649386800000,2022-04-08 03:00:00,BOND/USD,9.1499,9.1505,9.1085,9.1505,563.688342,5158.030173471
1649383200000,2022-04-08 02:00:00,BOND/USD,9.1207,9.15,9.0734,9.1499,21.897047,200.3557903453
1649379600000,2022-04-08 01:00:00,BOND/USD,9.0871,9.1285,9.0547,9.1207,29.945652,273.1253081964
1649376000000,2022-04-08 00:00:00,BOND/USD,9.0896,9.1245,9.0773,9.0871,579.104833,5262.3835279543
1649372400000,2022-04-07 23:00:00,BOND/USD,9.1779,9.2758,9.0869,9.0896,688.817918,6261.0793474528
1649368800000,2022-04-07 22:00:00,BOND/USD,8.9433,9.2082,8.9226,9.1779,156.34869,1434.952641951
1649365200000,2022-04-07 21:00:00,BOND/USD,8.9959,8.9959,8.9226,8.9433,115.55464,1033.439811912
1649361600000,2022-04-07 20:00:00,BOND/USD,8.9568,9.0022,8.9568,8.9959,24.886168,223.8734787112
1649358000000,2022-04-07 19:00:00,BOND/USD,9.034,9.0604,8.937,8.9568,62.550832,560.2552920576
1649354400000,2022-04-07 18:00:00,BOND/USD,9.066,9.0726,8.9975,9.034,162.006637,1463.5679586580002
1649350800000,2022-04-07 17:00:00,BOND/USD,9.0092,9.0884,9.0092,9.066,97.006883,879.4644012780001
1649347200000,2022-04-07 16:00:00,BOND/USD,8.9549,9.1344,8.9549,9.0092,1183.979503,10666.7081384276
1649343600000,2022-04-07 15:00:00,BOND/USD,9.0386,9.079,8.8869,8.9549,133.120936,1192.0846697864
1649340000000,2022-04-07 14:00:00,BOND/USD,9.3083,9.3083,9.0208,9.0386,1253.837726,11332.9376702236
1649336400000,2022-04-07 13:00:00,BOND/USD,9.2873,9.3083,9.1773,9.3083,118.138151,1099.6653509532998
1649332800000,2022-04-07 12:00:00,BOND/USD,9.4156,9.447,9.2686,9.2873,1190.246924,11054.1802572652
1649329200000,2022-04-07 11:00:00,BOND/USD,9.298,9.4474,9.2205,9.4156,134.8285,1269.4912246
1649325600000,2022-04-07 10:00:00,BOND/USD,9.3597,9.4097,9.2857,9.298,567.37018,5275.40793364
1649322000000,2022-04-07 09:00:00,BOND/USD,9.4844,9.4881,9.3452,9.3597,179.68527,1681.800221619
1649318400000,2022-04-07 08:00:00,BOND/USD,9.4729,9.5044,9.4326,9.4844,32.848782,311.55098800080003
1649314800000,2022-04-07 07:00:00,BOND/USD,9.3145,9.4729,9.2989,9.4729,589.588002,5585.108184145799
1649311200000,2022-04-07 06:00:00,BOND/USD,9.2481,9.4729,9.2481,9.3145,898.984103,8373.5874273935
1649307600000,2022-04-07 05:00:00,BOND/USD,9.3334,9.3334,9.2228,9.2481,884.633993,8181.183630663301
1649304000000,2022-04-07 04:00:00,BOND/USD,9.2077,9.3334,9.1995,9.3334,187.836045,1753.148942403
1649300400000,2022-04-07 03:00:00,BOND/USD,9.1215,9.2584,9.1181,9.2077,1683.764172,15503.5953665244
1649296800000,2022-04-07 02:00:00,BOND/USD,9.146,9.1641,9.051,9.1215,29.658025,270.5256750375
1649293200000,2022-04-07 01:00:00,BOND/USD,9.2071,9.2325,9.0869,9.146,1127.079967,10308.273378182
1649289600000,2022-04-07 00:00:00,BOND/USD,9.0421,9.2896,8.9975,9.2071,1181.089118,10874.405618337802
1649286000000,2022-04-06 23:00:00,BOND/USD,9.2143,9.2437,9.0421,9.0421,278.342117,2516.7972561257
1649282400000,2022-04-06 22:00:00,BOND/USD,9.3806,9.4215,9.2071,9.2143,1431.242003,13187.8931882429
1649278800000,2022-04-06 21:00:00,BOND/USD,9.3514,9.5939,9.3327,9.3806,262.055714,2458.2398307484
1649275200000,2022-04-06 20:00:00,BOND/USD,9.3732,9.4434,9.3452,9.3514,91.183143,852.6900434502
1649271600000,2022-04-06 19:00:00,BOND/USD,9.5978,9.6016,9.3732,9.3732,1223.057346,11463.9611155272
1649268000000,2022-04-06 18:00:00,BOND/USD,9.644,9.6458,9.5389,9.5978,357.61186,3432.287109908
1649264400000,2022-04-06 17:00:00,BOND/USD,9.4953,9.6469,9.3221,9.644,492.277266,4747.521953304
1649260800000,2022-04-06 16:00:00,BOND/USD,9.722,9.7624,9.3917,9.4953,880.002231,8355.885184014302
1649257200000,2022-04-06 15:00:00,BOND/USD,10.0376,10.0376,9.7125,9.722,55.399499,538.5939292779999
1649253600000,2022-04-06 14:00:00,BOND/USD,9.7918,10.0928,9.6863,10.0376,971.664768,9753.182275276798
1649250000000,2022-04-06 13:00:00,BOND/USD,10.2692,10.4961,9.6614,9.7918,3294.056786,32254.7452371548
1649246400000,2022-04-06 12:00:00,BOND/USD,10.3257,10.4653,10.142,10.2692,227.917505,2340.530442346
1649242800000,2022-04-06 11:00:00,BOND/USD,10.6046,10.6046,10.0943,10.3257,583.408158,6024.097617060599
1649239200000,2022-04-06 10:00:00,BOND/USD,11.3634,11.3634,10.5435,10.6046,4276.113751,45346.4758838546
1649235600000,2022-04-06 09:00:00,BOND/USD,11.4782,11.6575,11.2634,11.3634,1219.295741,13855.3452232794
1649232000000,2022-04-06 08:00:00,BOND/USD,11.1496,11.825,11.1062,11.4782,1611.430975,18496.327017245
1649228400000,2022-04-06 07:00:00,BOND/USD,11.6046,11.6046,11.1177,11.1496,675.793983,7534.8325928568
1649224800000,2022-04-06 06:00:00,BOND/USD,11.3969,12.3102,11.0627,11.6046,5930.039818,68815.7400719628
1649221200000,2022-04-06 05:00:00,BOND/USD,10.5962,11.3969,10.5022,11.3969,765.697076,8726.573005464401
1649217600000,2022-04-06 04:00:00,BOND/USD,10.9535,11.0301,10.4232,10.5962,769.626269,8155.1138715778
1649214000000,2022-04-06 03:00:00,BOND/USD,10.5156,11.2071,10.5156,10.9535,2175.132597,23825.314901239497
1649210400000,2022-04-06 02:00:00,BOND/USD,10.084,10.6535,10.0376,10.5156,1683.961293,17707.8633726708
1649206800000,2022-04-06 01:00:00,BOND/USD,9.7317,10.2898,9.7317,10.084,547.92501,5525.275800840001
1649203200000,2022-04-06 00:00:00,BOND/USD,9.9761,10.4346,9.7189,9.7317,927.909143,9030.1334069331
1649199600000,2022-04-05 23:00:00,BOND/USD,9.8695,10.2525,9.8375,9.9761,532.186663,5309.1473687543
1649196000000,2022-04-05 22:00:00,BOND/USD,9.7916,10.0376,9.7916,9.8695,253.633019,2503.2310810205
1649192400000,2022-04-05 21:00:00,BOND/USD,9.774,9.8042,9.5869,9.7916,155.223329,1519.8847482364
1649188800000,2022-04-05 20:00:00,BOND/USD,9.8916,10.0376,9.7728,9.774,364.891085,3566.4454647899997
1649185200000,2022-04-05 19:00:00,BOND/USD,9.681,10.6007,9.6435,9.8916,1326.439191,13120.6059016956
1649181600000,2022-04-05 18:00:00,BOND/USD,9.9579,9.9579,9.6755,9.681,213.942813,2071.180372653
1649178000000,2022-04-05 17:00:00,BOND/USD,10.074,10.1377,9.8467,9.9579,667.669336,6648.5844809544005
1649174400000,2022-04-05 16:00:00,BOND/USD,10.1383,10.4179,10.0003,10.074,1035.955867,10436.219404158
1649170800000,2022-04-05 15:00:00,BOND/USD,9.7379,10.8229,9.6276,10.1383,4111.753998,41686.1955579234
1649167200000,2022-04-05 14:00:00,BOND/USD,9.6196,9.7402,9.4095,9.7379,752.738394,7330.0912069326
1649163600000,2022-04-05 13:00:00,BOND/USD,9.6239,9.8893,9.5402,9.6196,292.348813,2812.2786415348
1649160000000,2022-04-05 12:00:00,BOND/USD,9.531,9.6396,9.5297,9.6239,71.034615,683.6300312985001
1649156400000,2022-04-05 11:00:00,BOND/USD,9.5011,9.5474,9.4912,9.531,621.379558,5922.368567298
1649152800000,2022-04-05 10:00:00,BOND/USD,9.4516,9.5034,9.4311,9.5011,1.969195,18.7095186145
1649149200000,2022-04-05 09:00:00,BOND/USD,9.4428,9.4896,9.4428,9.4516,1.632066,15.425635005599998
1649145600000,2022-04-05 08:00:00,BOND/USD,9.4871,9.4902,9.4304,9.4428,1099.876175,10385.91074529
1649142000000,2022-04-05 07:00:00,BOND/USD,9.4247,9.4871,9.4247,9.4871,1.243082,11.7932432422
1649138400000,2022-04-05 06:00:00,BOND/USD,9.502,9.5044,9.4247,9.4247,0.946263,8.9182448961
1649134800000,2022-04-05 05:00:00,BOND/USD,9.5044,9.5044,9.4909,9.502,3.583852,34.053761704
1649131200000,2022-04-05 04:00:00,BOND/USD,9.5518,9.5676,9.4384,9.5044,625.715155,5947.047119182
1649127600000,2022-04-05 03:00:00,BOND/USD,9.5982,9.6949,9.5518,9.5518,48.240854,460.7869892372
1649124000000,2022-04-05 02:00:00,BOND/USD,9.5736,9.6469,9.5542,9.5982,576.411641,5532.514212646201
1649120400000,2022-04-05 01:00:00,BOND/USD,9.5891,9.6203,9.5352,9.5736,612.850858,5867.1889741488
1649116800000,2022-04-05 00:00:00,BOND/USD,9.7629,9.7629,9.5325,9.5891,162.004645,1553.4787413695
1649113200000,2022-04-04 23:00:00,BOND/USD,9.7589,9.777,9.5285,9.7629,390.716115,3814.5223591335
1649109600000,2022-04-04 22:00:00,BOND/USD,9.4381,9.8303,9.4381,9.7589,650.370214,6346.8978814046
1649106000000,2022-04-04 21:00:00,BOND/USD,9.4203,9.4434,9.4203,9.4381,4.833821,45.6220859801
1649102400000,2022-04-04 20:00:00,BOND/USD,9.2569,9.4434,9.2569,9.4203,431.876552,4068.4066828056
1649098800000,2022-04-04 19:00:00,BOND/USD,9.3257,9.3257,9.2529,9.2569,565.70735,5236.696368215
1649095200000,2022-04-04 18:00:00,BOND/USD,9.0905,9.8663,9.0261,9.3257,619.597953,5778.184630292099
1649091600000,2022-04-04 17:00:00,BOND/USD,9.1865,9.2389,9.071,9.0905,61.708483,560.9609647115001
1649088000000,2022-04-04 16:00:00,BOND/USD,8.9879,9.1885,8.9879,9.1865,638.311671,5863.850165641501
1649084400000,2022-04-04 15:00:00,BOND/USD,9.0525,9.0525,8.9226,8.9879,107.181871,963.3399383609
1649080800000,2022-04-04 14:00:00,BOND/USD,9.2255,9.2377,9.0525,9.0525,75.938679,687.4348916475
1649077200000,2022-04-04 13:00:00,BOND/USD,9.1839,9.2256,9.1615,9.2255,52.42809,483.675344295
1649073600000,2022-04-04 12:00:00,BOND/USD,9.2141,9.2715,9.1839,9.1839,20.661879,189.7566305481
1649070000000,2022-04-04 11:00:00,BOND/USD,9.3964,9.408,9.2071,9.2141,87.74052,808.449925332
1649066400000,2022-04-04 10:00:00,BOND/USD,9.4385,9.4953,9.3732,9.3964,657.423328,6177.4125592192
1649062800000,2022-04-04 09:00:00,BOND/USD,9.5507,9.5507,9.4384,9.4385,20.113931,189.8453377435
1649059200000,2022-04-04 08:00:00,BOND/USD,9.4743,9.5516,9.4192,9.5507,39.473389,376.9984963223
1649055600000,2022-04-04 07:00:00,BOND/USD,9.4769,9.49,9.4369,9.4743,1.797709,17.0320343787
1649052000000,2022-04-04 06:00:00,BOND/USD,9.4953,9.4953,9.4686,9.4769,82.695471,783.6967091199
1649048400000,2022-04-04 05:00:00,BOND/USD,9.3336,9.4953,9.3336,9.4953,496.831608,4717.565167442401
1649044800000,2022-04-04 04:00:00,BOND/USD,9.3125,9.3565,9.2762,9.3336,554.267515,5173.311278004
1649041200000,2022-04-04 03:00:00,BOND/USD,9.3493,9.3493,9.3125,9.3125,2.066834,19.247391625
1649037600000,2022-04-04 02:00:00,BOND/USD,9.3103,9.3493,9.2903,9.3493,3.4536,32.28874248
1649034000000,2022-04-04 01:00:00,BOND/USD,9.3827,9.4025,9.2835,9.3103,131.933339,1228.3389660916998
1649030400000,2022-04-04 00:00:00,BOND/USD,9.4899,9.5227,9.3762,9.3827,20.94369,196.508360163
1649026800000,2022-04-03 23:00:00,BOND/USD,9.5285,9.5621,9.4899,9.4899,24.193488,229.5937817712
1649023200000,2022-04-03 22:00:00,BOND/USD,9.5279,9.6527,9.5222,9.5285,1163.618194,11087.535961528998
1649019600000,2022-04-03 21:00:00,BOND/USD,9.5945,9.6125,9.5225,9.5279,216.986798,2067.4285126642003
1649016000000,2022-04-03 20:00:00,BOND/USD,9.4764,9.733,9.4252,9.5945,636.558875,6107.4641261875
1649012400000,2022-04-03 19:00:00,BOND/USD,9.3912,9.481,9.3765,9.4764,1195.29166,11327.061886824002
1649008800000,2022-04-03 18:00:00,BOND/USD,9.3831,9.4059,9.3392,9.3912,569.478865,5348.089916988
1649005200000,2022-04-03 17:00:00,BOND/USD,9.3306,9.4299,9.3221,9.3831,575.072799,5395.965580296901
1649001600000,2022-04-03 16:00:00,BOND/USD,9.3397,9.373,9.3145,9.3306,576.691641,5380.8790255146005
1648998000000,2022-04-03 15:00:00,BOND/USD,9.3229,9.3843,9.3207,9.3397,570.548061,5328.7477253217
1648994400000,2022-04-03 14:00:00,BOND/USD,9.4383,9.4505,9.2613,9.3229,146.4409,1365.2538666100002
1648990800000,2022-04-03 13:00:00,BOND/USD,9.4247,9.4626,9.3028,9.4383,30.701797,289.7727706251
1648987200000,2022-04-03 12:00:00,BOND/USD,9.461,9.4745,9.4247,9.4247,2.332158,21.979889502600003
1648983600000,2022-04-03 11:00:00,BOND/USD,9.4585,9.4883,9.4247,9.461,425.007165,4020.992788065
1648980000000,2022-04-03 10:00:00,BOND/USD,9.4653,9.5732,9.4247,9.4585,314.762542,2977.1815035070003
1648976400000,2022-04-03 09:00:00,BOND/USD,9.3811,9.4965,9.3642,9.4653,15.653789,148.16780902169998
1648972800000,2022-04-03 08:00:00,BOND/USD,9.3336,9.4204,9.332,9.3811,574.751555,5391.801812610501
1648969200000,2022-04-03 07:00:00,BOND/USD,9.3732,9.3732,9.3215,9.3336,580.360078,5416.848824020801
