unix,date,symbol,open,high,low,close,Volume ASH,Volume USD
1650636000000,2022-04-22 14:00:00,ASH/USD,4.091,4.091,4.091,4.091,0.0,0.0
1650632400000,2022-04-22 13:00:00,ASH/USD,4.091,4.091,4.091,4.091,10.433139,42.681971649000005
1650628800000,2022-04-22 12:00:00,ASH/USD,4.662,4.662,4.091,4.091,0.181981,0.744484271
1650625200000,2022-04-22 11:00:00,ASH/USD,4.662,4.662,4.662,4.662,0.0,0.0
1650621600000,2022-04-22 10:00:00,ASH/USD,4.662,4.662,4.662,4.662,0.0,0.0
1650618000000,2022-04-22 09:00:00,ASH/USD,4.662,4.662,4.662,4.662,0.0,0.0
1650614400000,2022-04-22 08:00:00,ASH/USD,4.662,4.662,4.662,4.662,0.0,0.0
1650610800000,2022-04-22 07:00:00,ASH/USD,4.662,4.662,4.662,4.662,0.0,0.0
1650607200000,2022-04-22 06:00:00,ASH/USD,4.662,4.662,4.662,4.662,0.0,0.0
1650603600000,2022-04-22 05:00:00,ASH/USD,4.662,4.662,4.662,4.662,0.0,0.0
1650600000000,2022-04-22 04:00:00,ASH/USD,4.662,4.662,4.662,4.662,0.0,0.0
1650596400000,2022-04-22 03:00:00,ASH/USD,4.662,4.662,4.662,4.662,0.0,0.0
1650592800000,2022-04-22 02:00:00,ASH/USD,4.662,4.662,4.662,4.662,0.0,0.0
1650589200000,2022-04-22 01:00:00,ASH/USD,5.55,5.55,4.662,4.662,153.954651,717.736582962
1650585600000,2022-04-22 00:00:00,ASH/USD,5.55,5.55,5.55,5.55,0.0,0.0
1650582000000,2022-04-21 23:00:00,ASH/USD,5.55,5.55,5.55,5.55,0.0,0.0
1650578400000,2022-04-21 22:00:00,ASH/USD,6.0,6.0,5.55,5.55,0.015118,0.0839048999999999
1650574800000,2022-04-21 21:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.013635,0.08181
1650571200000,2022-04-21 20:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1650567600000,2022-04-21 19:00:00,ASH/USD,6.0,6.0,6.0,6.0,3.63184,21.79104
1650564000000,2022-04-21 18:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.120749,0.724494
1650560400000,2022-04-21 17:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1650556800000,2022-04-21 16:00:00,ASH/USD,6.0,6.0,6.0,6.0,10.0,60.0
1650553200000,2022-04-21 15:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.047659,0.285954
1650549600000,2022-04-21 14:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1650546000000,2022-04-21 13:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1650542400000,2022-04-21 12:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1650538800000,2022-04-21 11:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1650535200000,2022-04-21 10:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1650531600000,2022-04-21 09:00:00,ASH/USD,6.0,6.0,6.0,6.0,14.456666,86.739996
1650528000000,2022-04-21 08:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1650524400000,2022-04-21 07:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1650520800000,2022-04-21 06:00:00,ASH/USD,6.0,6.0,6.0,6.0,2.21,13.26
1650517200000,2022-04-21 05:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1650513600000,2022-04-21 04:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1650510000000,2022-04-21 03:00:00,ASH/USD,6.5,6.5,6.0,6.0,18.858353,113.150118
1650506400000,2022-04-21 02:00:00,ASH/USD,6.5,6.5,6.5,6.5,6.06,39.39
1650502800000,2022-04-21 01:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650499200000,2022-04-21 00:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650495600000,2022-04-20 23:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650492000000,2022-04-20 22:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650488400000,2022-04-20 21:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650484800000,2022-04-20 20:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650481200000,2022-04-20 19:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650477600000,2022-04-20 18:00:00,ASH/USD,6.15,6.5,6.15,6.5,0.038321,0.2490865
1650474000000,2022-04-20 17:00:00,ASH/USD,6.0,6.15,6.0,6.15,0.900316,5.5369434
1650470400000,2022-04-20 16:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1650466800000,2022-04-20 15:00:00,ASH/USD,6.5,6.5,6.0,6.0,1.241331,7.447986
1650463200000,2022-04-20 14:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650459600000,2022-04-20 13:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650456000000,2022-04-20 12:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650452400000,2022-04-20 11:00:00,ASH/USD,6.5,6.5,6.5,6.5,16.305538,105.985997
1650448800000,2022-04-20 10:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650445200000,2022-04-20 09:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650441600000,2022-04-20 08:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650438000000,2022-04-20 07:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650434400000,2022-04-20 06:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650430800000,2022-04-20 05:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650427200000,2022-04-20 04:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650423600000,2022-04-20 03:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650420000000,2022-04-20 02:00:00,ASH/USD,6.5,6.5,6.5,6.5,0.0,0.0
1650416400000,2022-04-20 01:00:00,ASH/USD,6.93,6.93,6.5,6.5,156.124584,1014.809796
1650412800000,2022-04-20 00:00:00,ASH/USD,6.93,6.93,6.93,6.93,0.834335,5.78194155
1650409200000,2022-04-19 23:00:00,ASH/USD,6.93,6.93,6.93,6.93,0.845611,5.86008423
1650405600000,2022-04-19 22:00:00,ASH/USD,6.93,6.93,6.93,6.93,0.857038,5.93927334
1650402000000,2022-04-19 21:00:00,ASH/USD,6.93,6.93,6.93,6.93,0.868559,6.01911387
1650398400000,2022-04-19 20:00:00,ASH/USD,6.93,6.93,6.93,6.93,0.0,0.0
1650394800000,2022-04-19 19:00:00,ASH/USD,6.93,6.93,6.93,6.93,0.0,0.0
1650391200000,2022-04-19 18:00:00,ASH/USD,6.93,6.93,6.93,6.93,0.0,0.0
1650387600000,2022-04-19 17:00:00,ASH/USD,6.93,6.93,6.93,6.93,0.0,0.0
1650384000000,2022-04-19 16:00:00,ASH/USD,5.005,6.93,5.005,6.93,10.0,69.3
1650380400000,2022-04-19 15:00:00,ASH/USD,5.005,5.005,5.005,5.005,0.0,0.0
1650376800000,2022-04-19 14:00:00,ASH/USD,5.005,5.005,5.005,5.005,0.0,0.0
1650373200000,2022-04-19 13:00:00,ASH/USD,5.005,5.005,5.005,5.005,0.0,0.0
1650369600000,2022-04-19 12:00:00,ASH/USD,5.005,5.005,5.005,5.005,0.0,0.0
1650366000000,2022-04-19 11:00:00,ASH/USD,5.601,5.795,5.0,5.005,949.971097,4754.605340485
1650362400000,2022-04-19 10:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650358800000,2022-04-19 09:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650355200000,2022-04-19 08:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650351600000,2022-04-19 07:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650348000000,2022-04-19 06:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650344400000,2022-04-19 05:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650340800000,2022-04-19 04:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650337200000,2022-04-19 03:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650333600000,2022-04-19 02:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650330000000,2022-04-19 01:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650326400000,2022-04-19 00:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650322800000,2022-04-18 23:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650319200000,2022-04-18 22:00:00,ASH/USD,5.601,5.601,5.601,5.601,0.0,0.0
1650315600000,2022-04-18 21:00:00,ASH/USD,6.999,6.999,5.601,5.601,33.082211,185.293463811
1650312000000,2022-04-18 20:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650308400000,2022-04-18 19:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650304800000,2022-04-18 18:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650301200000,2022-04-18 17:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650297600000,2022-04-18 16:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650294000000,2022-04-18 15:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650290400000,2022-04-18 14:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650286800000,2022-04-18 13:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650283200000,2022-04-18 12:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650279600000,2022-04-18 11:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650276000000,2022-04-18 10:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650272400000,2022-04-18 09:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650268800000,2022-04-18 08:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650265200000,2022-04-18 07:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650261600000,2022-04-18 06:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650258000000,2022-04-18 05:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650254400000,2022-04-18 04:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650250800000,2022-04-18 03:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650247200000,2022-04-18 02:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650243600000,2022-04-18 01:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650240000000,2022-04-18 00:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650236400000,2022-04-17 23:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650232800000,2022-04-17 22:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650229200000,2022-04-17 21:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650225600000,2022-04-17 20:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650222000000,2022-04-17 19:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650218400000,2022-04-17 18:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650214800000,2022-04-17 17:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650211200000,2022-04-17 16:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650207600000,2022-04-17 15:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650204000000,2022-04-17 14:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650200400000,2022-04-17 13:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650196800000,2022-04-17 12:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650193200000,2022-04-17 11:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650189600000,2022-04-17 10:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650186000000,2022-04-17 09:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650182400000,2022-04-17 08:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650178800000,2022-04-17 07:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650175200000,2022-04-17 06:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650171600000,2022-04-17 05:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650168000000,2022-04-17 04:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650164400000,2022-04-17 03:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650160800000,2022-04-17 02:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650157200000,2022-04-17 01:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650153600000,2022-04-17 00:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650150000000,2022-04-16 23:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650146400000,2022-04-16 22:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650142800000,2022-04-16 21:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650139200000,2022-04-16 20:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650135600000,2022-04-16 19:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650132000000,2022-04-16 18:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650128400000,2022-04-16 17:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650124800000,2022-04-16 16:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650121200000,2022-04-16 15:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650117600000,2022-04-16 14:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650114000000,2022-04-16 13:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650110400000,2022-04-16 12:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650106800000,2022-04-16 11:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650103200000,2022-04-16 10:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650099600000,2022-04-16 09:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650096000000,2022-04-16 08:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650092400000,2022-04-16 07:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650088800000,2022-04-16 06:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650085200000,2022-04-16 05:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650081600000,2022-04-16 04:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650078000000,2022-04-16 03:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650074400000,2022-04-16 02:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650070800000,2022-04-16 01:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650067200000,2022-04-16 00:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650063600000,2022-04-15 23:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650060000000,2022-04-15 22:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650056400000,2022-04-15 21:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650052800000,2022-04-15 20:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650049200000,2022-04-15 19:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650045600000,2022-04-15 18:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650042000000,2022-04-15 17:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650038400000,2022-04-15 16:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650034800000,2022-04-15 15:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650031200000,2022-04-15 14:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650027600000,2022-04-15 13:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650024000000,2022-04-15 12:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650020400000,2022-04-15 11:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650016800000,2022-04-15 10:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650013200000,2022-04-15 09:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650009600000,2022-04-15 08:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650006000000,2022-04-15 07:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1650002400000,2022-04-15 06:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649998800000,2022-04-15 05:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649995200000,2022-04-15 04:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649991600000,2022-04-15 03:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649988000000,2022-04-15 02:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649984400000,2022-04-15 01:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649980800000,2022-04-15 00:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649977200000,2022-04-14 23:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649973600000,2022-04-14 22:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649970000000,2022-04-14 21:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649966400000,2022-04-14 20:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649962800000,2022-04-14 19:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649959200000,2022-04-14 18:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649955600000,2022-04-14 17:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649952000000,2022-04-14 16:00:00,ASH/USD,6.999,6.999,6.999,6.999,0.0,0.0
1649948400000,2022-04-14 15:00:00,ASH/USD,7.0,7.0,6.999,6.999,0.207812,1.454476188
1649944800000,2022-04-14 14:00:00,ASH/USD,5.438,7.0,5.438,7.0,0.064935,0.454545
1649941200000,2022-04-14 13:00:00,ASH/USD,5.438,5.438,5.438,5.438,0.0,0.0
1649937600000,2022-04-14 12:00:00,ASH/USD,6.114,6.114,5.438,5.438,275.568995,1498.5441948099997
1649934000000,2022-04-14 11:00:00,ASH/USD,7.0,7.0,6.114,6.114,4.431808,27.096074112
1649930400000,2022-04-14 10:00:00,ASH/USD,7.0,7.0,7.0,7.0,0.0,0.0
1649926800000,2022-04-14 09:00:00,ASH/USD,7.0,7.0,7.0,7.0,0.0,0.0
1649923200000,2022-04-14 08:00:00,ASH/USD,7.0,7.0,7.0,7.0,0.093778,0.656446
1649919600000,2022-04-14 07:00:00,ASH/USD,7.0,7.0,7.0,7.0,0.0,0.0
1649916000000,2022-04-14 06:00:00,ASH/USD,7.0,7.0,7.0,7.0,0.0,0.0
1649912400000,2022-04-14 05:00:00,ASH/USD,7.0,7.0,7.0,7.0,0.0,0.0
1649908800000,2022-04-14 04:00:00,ASH/USD,7.0,7.0,7.0,7.0,0.0,0.0
1649905200000,2022-04-14 03:00:00,ASH/USD,7.0,7.0,7.0,7.0,0.0,0.0
1649901600000,2022-04-14 02:00:00,ASH/USD,7.0,7.0,7.0,7.0,0.0,0.0
1649898000000,2022-04-14 01:00:00,ASH/USD,5.447,7.0,5.447,7.0,13.548571,94.839997
1649894400000,2022-04-14 00:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649890800000,2022-04-13 23:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649887200000,2022-04-13 22:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649883600000,2022-04-13 21:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649880000000,2022-04-13 20:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649876400000,2022-04-13 19:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649872800000,2022-04-13 18:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649869200000,2022-04-13 17:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649865600000,2022-04-13 16:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649862000000,2022-04-13 15:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649858400000,2022-04-13 14:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649854800000,2022-04-13 13:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649851200000,2022-04-13 12:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649847600000,2022-04-13 11:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649844000000,2022-04-13 10:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649840400000,2022-04-13 09:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649836800000,2022-04-13 08:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649833200000,2022-04-13 07:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649829600000,2022-04-13 06:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649826000000,2022-04-13 05:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649822400000,2022-04-13 04:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649818800000,2022-04-13 03:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649815200000,2022-04-13 02:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649811600000,2022-04-13 01:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649808000000,2022-04-13 00:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649804400000,2022-04-12 23:00:00,ASH/USD,5.447,7.799,5.447,5.447,128.91508,702.20044076
1649800800000,2022-04-12 22:00:00,ASH/USD,5.447,5.447,5.447,5.447,0.0,0.0
1649797200000,2022-04-12 21:00:00,ASH/USD,7.898,7.898,5.447,5.447,55.715199,303.480688953
1649793600000,2022-04-12 20:00:00,ASH/USD,7.898,7.898,7.898,7.898,0.0,0.0
1649790000000,2022-04-12 19:00:00,ASH/USD,7.898,7.898,7.898,7.898,0.0,0.0
1649786400000,2022-04-12 18:00:00,ASH/USD,7.898,7.898,7.898,7.898,0.0,0.0
1649782800000,2022-04-12 17:00:00,ASH/USD,7.898,7.898,7.898,7.898,0.0,0.0
1649779200000,2022-04-12 16:00:00,ASH/USD,6.0,7.898,6.0,7.898,7.360471,58.132999958
1649775600000,2022-04-12 15:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1649772000000,2022-04-12 14:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1649768400000,2022-04-12 13:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1649764800000,2022-04-12 12:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1649761200000,2022-04-12 11:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1649757600000,2022-04-12 10:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1649754000000,2022-04-12 09:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1649750400000,2022-04-12 08:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1649746800000,2022-04-12 07:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1649743200000,2022-04-12 06:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1649739600000,2022-04-12 05:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1649736000000,2022-04-12 04:00:00,ASH/USD,6.0,6.0,6.0,6.0,0.0,0.0
1649732400000,2022-04-12 03:00:00,ASH/USD,6.5,6.5,6.0,6.0,59.68516,358.11096000000003
1649728800000,2022-04-12 02:00:00,ASH/USD,7.5,7.5,6.147,6.5,42.879237,278.71504050000004
1649725200000,2022-04-12 01:00:00,ASH/USD,7.5,7.5,7.5,7.5,0.0,0.0
1649721600000,2022-04-12 00:00:00,ASH/USD,7.5,7.5,7.5,7.5,0.0,0.0
1649718000000,2022-04-11 23:00:00,ASH/USD,7.5,7.5,7.5,7.5,0.0,0.0
1649714400000,2022-04-11 22:00:00,ASH/USD,7.5,7.5,7.5,7.5,0.0,0.0
1649710800000,2022-04-11 21:00:00,ASH/USD,8.0,8.0,7.5,7.5,0.01,0.075
1649707200000,2022-04-11 20:00:00,ASH/USD,8.0,8.0,8.0,8.0,0.0,0.0
1649703600000,2022-04-11 19:00:00,ASH/USD,8.0,8.0,8.0,8.0,0.0,0.0
1649700000000,2022-04-11 18:00:00,ASH/USD,8.0,8.0,8.0,8.0,0.0,0.0
1649696400000,2022-04-11 17:00:00,ASH/USD,8.0,8.0,8.0,8.0,0.0,0.0
1649692800000,2022-04-11 16:00:00,ASH/USD,7.99,8.0,7.99,8.0,2.706125,21.649
1649689200000,2022-04-11 15:00:00,ASH/USD,6.02,8.0,6.02,7.99,2.78,22.2122
1649685600000,2022-04-11 14:00:00,ASH/USD,6.02,6.02,6.02,6.02,0.0,0.0
1649682000000,2022-04-11 13:00:00,ASH/USD,6.02,6.02,6.02,6.02,0.0,0.0
1649678400000,2022-04-11 12:00:00,ASH/USD,6.02,6.02,6.02,6.02,0.0,0.0
1649674800000,2022-04-11 11:00:00,ASH/USD,6.02,6.02,6.02,6.02,0.0,0.0
1649671200000,2022-04-11 10:00:00,ASH/USD,6.02,6.02,6.02,6.02,0.0,0.0
1649667600000,2022-04-11 09:00:00,ASH/USD,6.02,6.02,6.02,6.02,0.0,0.0
1649664000000,2022-04-11 08:00:00,ASH/USD,6.474,6.474,6.02,6.02,146.834493,883.9436478599999
1649660400000,2022-04-11 07:00:00,ASH/USD,6.474,6.474,6.474,6.474,0.0,0.0
1649656800000,2022-04-11 06:00:00,ASH/USD,6.474,6.474,6.474,6.474,0.067702,0.438302748
1649653200000,2022-04-11 05:00:00,ASH/USD,6.474,6.474,6.474,6.474,0.0,0.0
1649649600000,2022-04-11 04:00:00,ASH/USD,6.474,6.51,6.474,6.474,18.306899,118.518864126
1649646000000,2022-04-11 03:00:00,ASH/USD,6.474,6.51,6.474,6.474,10.834912,70.14522028799999
1649642400000,2022-04-11 02:00:00,ASH/USD,6.691,6.691,6.474,6.474,324.365193,2099.940259482
