unix,date,symbol,open,high,low,close,Volume AAVE,Volume USD
1649937600000,2022-04-14 12:00:00,AAVE/USD,172.3796,175.536,172.3796,175.536,10.601136,1860.881008896
1649934000000,2022-04-14 11:00:00,AAVE/USD,172.3798,173.8634,171.8335,172.3796,16.84424,2903.603353504
1649930400000,2022-04-14 10:00:00,AAVE/USD,175.3418,175.3418,172.3797,172.3798,92.037289,15865.3694703622
1649926800000,2022-04-14 09:00:00,AAVE/USD,175.5758,175.8285,173.6941,175.3418,8.367811,1467.2270427998
1649923200000,2022-04-14 08:00:00,AAVE/USD,176.8717,176.8717,175.5397,175.5758,1.760387,309.08135583459995
1649919600000,2022-04-14 07:00:00,AAVE/USD,175.5911,177.021,174.5254,176.8717,58.59828,10364.377400676
1649916000000,2022-04-14 06:00:00,AAVE/USD,177.5915,177.8064,175.1273,175.5911,98.883608,17363.0815006888
1649912400000,2022-04-14 05:00:00,AAVE/USD,177.8653,178.0242,177.0,177.5915,2.932917,520.8611294055
1649908800000,2022-04-14 04:00:00,AAVE/USD,176.7885,177.9152,176.7885,177.8653,2.445673,435.0003618469
1649905200000,2022-04-14 03:00:00,AAVE/USD,178.0924,178.4404,176.5378,176.7885,24.533233,4337.1934622205
1649901600000,2022-04-14 02:00:00,AAVE/USD,180.197,180.2215,178.0924,178.0924,106.384933,18946.3480418092
1649898000000,2022-04-14 01:00:00,AAVE/USD,178.1609,180.2423,176.987,180.197,192.062325,34609.054778025
1649894400000,2022-04-14 00:00:00,AAVE/USD,178.0628,178.8011,176.6015,178.1609,8.949646,1594.4769860414
1649890800000,2022-04-13 23:00:00,AAVE/USD,176.6583,179.5545,175.9417,178.0628,99.666969,17746.9795676532
1649887200000,2022-04-13 22:00:00,AAVE/USD,174.942,177.3388,174.9262,176.6583,47.342198,8363.3922169434
1649883600000,2022-04-13 21:00:00,AAVE/USD,175.2448,175.8462,174.6276,174.942,2.652174,463.976623908
1649880000000,2022-04-13 20:00:00,AAVE/USD,174.9585,175.4221,174.1715,175.2448,8.404544,1472.8526323712
1649876400000,2022-04-13 19:00:00,AAVE/USD,177.561,178.9589,174.5851,174.9585,125.842276,22017.175845546
1649872800000,2022-04-13 18:00:00,AAVE/USD,173.6437,178.6618,173.3123,177.561,81.238264,14424.747394104
1649869200000,2022-04-13 17:00:00,AAVE/USD,173.103,175.0314,172.5276,173.6437,38.284566,6647.873693134199
1649865600000,2022-04-13 16:00:00,AAVE/USD,172.2728,173.91,172.2728,173.103,40.026942,6928.783741026
1649862000000,2022-04-13 15:00:00,AAVE/USD,169.9678,174.6035,169.9678,172.2728,45.911296,7909.2675135488
1649858400000,2022-04-13 14:00:00,AAVE/USD,169.5142,172.6144,169.5142,169.9678,36.716446,6240.6135504388
1649854800000,2022-04-13 13:00:00,AAVE/USD,163.0057,169.5142,162.9022,169.5142,178.598681,30275.0125307702
1649851200000,2022-04-13 12:00:00,AAVE/USD,163.9239,164.4859,163.0057,163.0057,43.102818,7026.005020062599
1649847600000,2022-04-13 11:00:00,AAVE/USD,165.2096,166.4156,163.9239,163.9239,13.360477,2190.1014957003
1649844000000,2022-04-13 10:00:00,AAVE/USD,166.5246,166.796,164.1827,165.2096,6.913502,1142.1769000192
1649840400000,2022-04-13 09:00:00,AAVE/USD,166.8538,167.4259,166.2507,166.5246,3.243959,540.1989748914
1649836800000,2022-04-13 08:00:00,AAVE/USD,168.4972,168.56,166.3799,166.8538,18.095087,3019.2340272806
1649833200000,2022-04-13 07:00:00,AAVE/USD,168.131,168.9294,167.7552,168.4972,1.6722,281.76101784
1649829600000,2022-04-13 06:00:00,AAVE/USD,169.3492,169.8019,167.7552,168.131,72.592016,12204.968242096
1649826000000,2022-04-13 05:00:00,AAVE/USD,169.1313,169.7664,168.0642,169.3492,5.489508,929.6437881936
1649822400000,2022-04-13 04:00:00,AAVE/USD,167.7446,169.1566,167.081,169.1313,12.278929,2076.7512243777
1649818800000,2022-04-13 03:00:00,AAVE/USD,166.407,168.4714,166.407,167.7446,11.194282,1877.7803563772
1649815200000,2022-04-13 02:00:00,AAVE/USD,165.8512,167.1395,164.9557,166.407,30.59601,5091.39023607
1649811600000,2022-04-13 01:00:00,AAVE/USD,166.336,166.9421,164.6185,165.8512,18.133546,3007.4703643552
1649808000000,2022-04-13 00:00:00,AAVE/USD,164.4774,167.7818,164.0533,166.336,166.141095,27635.24517792
1649804400000,2022-04-12 23:00:00,AAVE/USD,163.0912,165.0226,162.7472,164.4774,25.525451,4198.3598143074
1649800800000,2022-04-12 22:00:00,AAVE/USD,163.2908,163.4679,161.3524,163.0912,110.041856,17946.8583452672
1649797200000,2022-04-12 21:00:00,AAVE/USD,161.1902,163.4077,161.1902,163.2908,7.80908,1275.150920464
1649793600000,2022-04-12 20:00:00,AAVE/USD,159.503,161.9617,159.503,161.1902,43.274086,6975.3585771572
1649790000000,2022-04-12 19:00:00,AAVE/USD,160.9837,161.1829,159.0879,159.503,39.616465,6318.945016894999
1649786400000,2022-04-12 18:00:00,AAVE/USD,164.483,164.6214,160.9837,160.9837,54.704618,8806.5518127266
1649782800000,2022-04-12 17:00:00,AAVE/USD,166.012,167.6053,163.9814,164.483,84.163352,13843.440627016002
1649779200000,2022-04-12 16:00:00,AAVE/USD,166.4842,168.3791,165.7835,166.012,189.485414,31456.852548968
1649775600000,2022-04-12 15:00:00,AAVE/USD,166.1103,168.1325,165.4792,166.4842,120.700532,20094.7315095944
1649772000000,2022-04-12 14:00:00,AAVE/USD,170.1941,170.1941,164.4349,166.1103,167.297857,27789.897215627097
1649768400000,2022-04-12 13:00:00,AAVE/USD,170.3812,171.1561,168.7584,170.1941,52.353427,8910.2443901807
1649764800000,2022-04-12 12:00:00,AAVE/USD,169.5171,170.3812,167.7552,170.3812,89.775472,15296.0526499264
1649761200000,2022-04-12 11:00:00,AAVE/USD,169.7753,170.7859,169.1212,169.5171,17.355715,2942.0904752265
1649757600000,2022-04-12 10:00:00,AAVE/USD,169.0876,171.3368,167.3276,169.7753,106.686584,18112.7468045752
1649754000000,2022-04-12 09:00:00,AAVE/USD,167.8351,169.3055,166.5942,169.0876,34.317601,5802.680790847601
1649750400000,2022-04-12 08:00:00,AAVE/USD,169.6667,170.1583,167.8351,167.8351,46.123324,7741.1126958724
1649746800000,2022-04-12 07:00:00,AAVE/USD,165.3012,169.7758,165.3012,169.6667,70.01504,11879.220787167998
1649743200000,2022-04-12 06:00:00,AAVE/USD,165.9787,167.6959,165.2313,165.3012,42.16373,6969.715165476
1649739600000,2022-04-12 05:00:00,AAVE/USD,161.8053,165.9787,161.1063,165.9787,85.127232,14129.3073019584
1649736000000,2022-04-12 04:00:00,AAVE/USD,158.9153,162.0402,158.6573,161.8053,52.380981,8475.520344999299
1649732400000,2022-04-12 03:00:00,AAVE/USD,157.6688,158.9153,157.407,158.9153,5.937092,943.4947563076
1649728800000,2022-04-12 02:00:00,AAVE/USD,159.3192,159.3394,156.923,157.6688,11.032943,1739.5508832784
1649725200000,2022-04-12 01:00:00,AAVE/USD,158.5678,159.7437,157.6809,159.3192,60.000798,9559.2791367216
1649721600000,2022-04-12 00:00:00,AAVE/USD,157.6416,159.665,157.2144,158.5678,119.623919,18968.5016632082
1649718000000,2022-04-11 23:00:00,AAVE/USD,159.4066,160.3772,157.2144,157.6416,62.544725,9859.65052056
1649714400000,2022-04-11 22:00:00,AAVE/USD,157.6667,160.6942,155.9445,159.4066,84.203643,13422.6164382438
1649710800000,2022-04-11 21:00:00,AAVE/USD,161.6097,161.6543,156.9303,157.6667,87.316443,13766.8954235481
1649707200000,2022-04-11 20:00:00,AAVE/USD,162.1199,162.3804,159.5772,161.6097,268.853701,43449.3659624997
1649703600000,2022-04-11 19:00:00,AAVE/USD,162.9797,163.2447,159.9792,162.1199,69.764118,11310.1518337482
1649700000000,2022-04-11 18:00:00,AAVE/USD,162.5892,163.2914,161.3796,162.9797,50.240256,8188.141850803201
1649696400000,2022-04-11 17:00:00,AAVE/USD,162.8397,163.5556,161.1197,162.5892,21.106516,3431.6915512272
1649692800000,2022-04-11 16:00:00,AAVE/USD,161.265,162.9262,159.8965,162.8397,54.395754,8857.7882626338
1649689200000,2022-04-11 15:00:00,AAVE/USD,161.8474,163.3185,161.0636,161.265,13.476096,2173.22262144
1649685600000,2022-04-11 14:00:00,AAVE/USD,163.342,163.9389,161.3796,161.8474,50.379557,8153.8003136018
1649682000000,2022-04-11 13:00:00,AAVE/USD,163.1821,163.5903,160.2695,163.342,93.595063,15288.004780546
1649678400000,2022-04-11 12:00:00,AAVE/USD,163.0447,164.7604,162.4265,163.1821,87.630439,14299.7190599419
1649674800000,2022-04-11 11:00:00,AAVE/USD,165.1774,165.1774,161.724,163.0447,108.864716,17749.8149608052
1649671200000,2022-04-11 10:00:00,AAVE/USD,164.4349,166.1103,163.6151,165.1774,44.992122,7431.6817324428
1649667600000,2022-04-11 09:00:00,AAVE/USD,171.3107,171.3107,164.4349,164.4349,98.110476,16132.7863100124
1649664000000,2022-04-11 08:00:00,AAVE/USD,173.049,173.3399,170.4197,171.3107,16.463914,2820.4446320798
1649660400000,2022-04-11 07:00:00,AAVE/USD,171.6739,173.2177,171.2921,173.049,8.324049,1440.468355401
1649656800000,2022-04-11 06:00:00,AAVE/USD,173.4182,173.5109,171.6696,171.6739,20.461084,3512.6340885076
1649653200000,2022-04-11 05:00:00,AAVE/USD,173.8414,174.3382,172.6129,173.4182,39.432427,6838.3005119714
1649649600000,2022-04-11 04:00:00,AAVE/USD,173.3142,174.3382,172.9985,173.8414,3.945621,685.9122785093999
1649646000000,2022-04-11 03:00:00,AAVE/USD,171.9257,173.426,171.2115,173.3142,18.856435,3268.0879468770004
1649642400000,2022-04-11 02:00:00,AAVE/USD,175.1464,175.8378,171.3364,171.9257,117.162299,20143.210269184303
1649638800000,2022-04-11 01:00:00,AAVE/USD,174.9583,178.0242,174.6785,175.1464,27.219916,4767.4702957024
1649635200000,2022-04-11 00:00:00,AAVE/USD,176.2069,177.0132,173.6941,174.9583,44.364015,7761.8526455745
1649631600000,2022-04-10 23:00:00,AAVE/USD,180.2345,180.2345,175.7262,176.2069,59.257421,10441.5664564049
1649628000000,2022-04-10 22:00:00,AAVE/USD,185.5505,185.697,179.449,180.2345,91.012214,16403.540884183
1649624400000,2022-04-10 21:00:00,AAVE/USD,187.0596,188.8974,185.5253,185.5505,35.593129,6604.3228825145
1649620800000,2022-04-10 20:00:00,AAVE/USD,186.852,188.7915,186.6414,187.0596,31.260591,5847.5936482236
1649617200000,2022-04-10 19:00:00,AAVE/USD,186.1365,187.3127,185.5505,186.852,65.261296,12194.203680192
1649613600000,2022-04-10 18:00:00,AAVE/USD,185.27,187.3127,185.27,186.1365,147.170154,27393.737370021
1649610000000,2022-04-10 17:00:00,AAVE/USD,181.6059,185.3,181.6059,185.27,126.131092,23368.30741484
1649606400000,2022-04-10 16:00:00,AAVE/USD,180.2525,182.0344,180.2525,181.6059,199.080258,36154.1494263222
1649602800000,2022-04-10 15:00:00,AAVE/USD,179.7319,180.7286,179.7319,180.2525,14.631675,2637.3959979375
1649599200000,2022-04-10 14:00:00,AAVE/USD,178.2364,180.0218,177.9077,179.7319,20.242605,3638.2418575995
1649595600000,2022-04-10 13:00:00,AAVE/USD,177.8657,178.5743,176.8815,178.2364,16.077766,2865.6431318824
1649592000000,2022-04-10 12:00:00,AAVE/USD,179.3466,179.9052,177.4811,177.8657,10.210647,1816.1238761079
1649588400000,2022-04-10 11:00:00,AAVE/USD,178.5478,179.5545,178.3271,179.3466,10.817799,1940.1354701334
1649584800000,2022-04-10 10:00:00,AAVE/USD,179.3337,179.3337,177.5083,178.5478,4.386116,783.1313623448001
1649581200000,2022-04-10 09:00:00,AAVE/USD,180.1523,180.3697,178.3651,179.3337,2.14188,384.111265356
1649577600000,2022-04-10 08:00:00,AAVE/USD,179.2184,180.4452,178.7906,180.1523,1.536513,276.8063509299
1649574000000,2022-04-10 07:00:00,AAVE/USD,180.6277,180.6646,178.9802,179.2184,8.406404,1506.5822746336
1649570400000,2022-04-10 06:00:00,AAVE/USD,180.0603,180.9429,179.7502,180.6277,8.409866,1519.0547528881998
1649566800000,2022-04-10 05:00:00,AAVE/USD,180.6123,181.1315,179.8401,180.0603,18.245037,3285.2068357311
1649563200000,2022-04-10 04:00:00,AAVE/USD,183.9731,183.9832,179.6845,180.6123,29.971953,5413.3033668219
1649559600000,2022-04-10 03:00:00,AAVE/USD,183.4169,185.4434,183.2891,183.9731,77.217026,14205.8556460006
1649556000000,2022-04-10 02:00:00,AAVE/USD,182.7318,183.8523,182.6735,183.4169,3.200766,587.0745773453999
1649552400000,2022-04-10 01:00:00,AAVE/USD,181.9994,183.3206,181.9994,182.7318,5.936244,1084.7405513592
1649548800000,2022-04-10 00:00:00,AAVE/USD,184.6792,184.8312,181.8138,181.9994,8.647959,1573.9233492246
1649545200000,2022-04-09 23:00:00,AAVE/USD,182.4699,184.7668,182.2471,184.6792,4.811512,888.5861869503999
1649541600000,2022-04-09 22:00:00,AAVE/USD,183.2449,183.9114,182.4699,182.4699,4.562887,832.5895346013
1649538000000,2022-04-09 21:00:00,AAVE/USD,181.8138,183.6427,181.6702,183.2449,9.067783,1661.6249890567
1649534400000,2022-04-09 20:00:00,AAVE/USD,182.7567,184.2069,181.8138,181.8138,7.071403,1285.6786507614
1649530800000,2022-04-09 19:00:00,AAVE/USD,184.1639,184.1639,182.7567,182.7567,3.067605,560.6253667034999
1649527200000,2022-04-09 18:00:00,AAVE/USD,184.1266,184.811,182.633,184.1639,14.639734,2696.1105084026003
1649523600000,2022-04-09 17:00:00,AAVE/USD,179.377,184.6899,178.9802,184.1266,73.234928,13484.4982938848
1649520000000,2022-04-09 16:00:00,AAVE/USD,177.021,180.4036,177.021,179.377,10.398858,1865.315951466
1649516400000,2022-04-09 15:00:00,AAVE/USD,180.4474,180.9048,176.361,177.021,203.858004,36087.147726084
1649512800000,2022-04-09 14:00:00,AAVE/USD,181.9189,182.0174,178.786,180.4474,10.624975,1917.249113815
1649509200000,2022-04-09 13:00:00,AAVE/USD,181.367,182.7226,180.8599,181.9189,43.228991,7864.170490829901
1649505600000,2022-04-09 12:00:00,AAVE/USD,179.5744,181.5451,179.1243,181.367,92.35319,16749.82101073
1649502000000,2022-04-09 11:00:00,AAVE/USD,179.377,180.6042,179.1704,179.5744,27.403589,4920.9830525216
1649498400000,2022-04-09 10:00:00,AAVE/USD,181.2684,181.2684,178.6522,179.377,21.048281,3775.577500937
1649494800000,2022-04-09 09:00:00,AAVE/USD,181.7717,182.1203,180.4407,181.2684,16.138798,2925.4540913832006
1649491200000,2022-04-09 08:00:00,AAVE/USD,182.089,182.4048,180.9927,181.7717,5.386594,979.1303485898
1649487600000,2022-04-09 07:00:00,AAVE/USD,181.4019,182.2596,180.2934,182.089,3.712863,676.071510807
1649484000000,2022-04-09 06:00:00,AAVE/USD,183.7083,183.7699,180.0164,181.4019,11.54955,2095.1103141450003
1649480400000,2022-04-09 05:00:00,AAVE/USD,181.998,183.8538,181.5762,183.7083,9.157559,1682.3195960397
1649476800000,2022-04-09 04:00:00,AAVE/USD,182.3199,183.0864,181.6702,181.998,7.718065,1404.67239387
1649473200000,2022-04-09 03:00:00,AAVE/USD,181.335,182.7678,180.4407,182.3199,9.532509,1737.9660876290998
1649469600000,2022-04-09 02:00:00,AAVE/USD,184.0004,184.2725,180.7691,181.335,52.053728,9439.16276688
1649466000000,2022-04-09 01:00:00,AAVE/USD,185.336,185.5379,183.486,184.0004,24.342319,4478.9964329276
1649462400000,2022-04-09 00:00:00,AAVE/USD,183.5553,185.4187,182.4699,185.336,314.279274,58247.263526064
1649458800000,2022-04-08 23:00:00,AAVE/USD,184.3899,184.5965,181.3929,183.5553,61.05085,11206.207087005
1649455200000,2022-04-08 22:00:00,AAVE/USD,186.248,186.2717,183.6552,184.3899,55.774721,10284.2952277179
1649451600000,2022-04-08 21:00:00,AAVE/USD,189.8186,190.4819,185.07,186.248,34.8874,6497.708475199999
1649448000000,2022-04-08 20:00:00,AAVE/USD,189.7923,191.2202,188.334,189.8186,39.024439,7407.5643767654
1649444400000,2022-04-08 19:00:00,AAVE/USD,191.7908,192.547,189.3229,189.7923,27.885576,5292.4676058648
1649440800000,2022-04-08 18:00:00,AAVE/USD,191.2187,192.6873,188.713,191.7908,208.912924,40067.5768242992
1649437200000,2022-04-08 17:00:00,AAVE/USD,194.4965,194.4965,190.1847,191.2187,421.024668,80507.78968289161
1649433600000,2022-04-08 16:00:00,AAVE/USD,194.9763,196.3238,194.1376,194.4965,17.257626,3356.547855309
1649430000000,2022-04-08 15:00:00,AAVE/USD,195.871,197.2507,194.8701,194.9763,27.473754,5356.7309020302
1649426400000,2022-04-08 14:00:00,AAVE/USD,190.2267,196.3259,190.2267,195.871,51.232781,10035.016047251002
1649422800000,2022-04-08 13:00:00,AAVE/USD,191.6176,192.3198,187.6234,190.2267,107.706255,20488.6054580085
1649419200000,2022-04-08 12:00:00,AAVE/USD,192.0601,193.8577,191.0201,191.6176,363.195636,69594.6761007936
1649415600000,2022-04-08 11:00:00,AAVE/USD,194.0206,194.0322,191.6572,192.0601,43.100337,8277.8550342537
1649412000000,2022-04-08 10:00:00,AAVE/USD,195.3253,195.6448,193.3084,194.0206,10.768691,2089.3478890346
1649408400000,2022-04-08 09:00:00,AAVE/USD,196.8373,197.136,194.7681,195.3253,18.872741,3686.3237976473
1649404800000,2022-04-08 08:00:00,AAVE/USD,197.1092,198.2837,196.5331,196.8373,33.738168,6640.9298960664
1649401200000,2022-04-08 07:00:00,AAVE/USD,197.5617,197.7658,194.8701,197.1092,24.315424,4792.7937723008
1649397600000,2022-04-08 06:00:00,AAVE/USD,198.812,198.915,197.1953,197.5617,173.673241,34311.1807364697
1649394000000,2022-04-08 05:00:00,AAVE/USD,199.25,199.614,198.5211,198.812,11.846279,2355.182420548
1649390400000,2022-04-08 04:00:00,AAVE/USD,199.6713,199.6714,198.5401,199.25,27.782796,5535.722103
1649386800000,2022-04-08 03:00:00,AAVE/USD,200.336,200.548,198.4338,199.6713,58.075896,11596.0896529848
1649383200000,2022-04-08 02:00:00,AAVE/USD,199.475,201.2094,198.9002,200.336,41.761544,8366.340678784001
1649379600000,2022-04-08 01:00:00,AAVE/USD,198.2234,200.6697,197.44,199.475,18.326631,3655.704718725
1649376000000,2022-04-08 00:00:00,AAVE/USD,202.1775,202.1775,197.3644,198.2234,80.92762,16041.747990308
1649372400000,2022-04-07 23:00:00,AAVE/USD,202.9563,204.8036,202.1158,202.1775,12.479138,2523.000922995
1649368800000,2022-04-07 22:00:00,AAVE/USD,202.1148,203.8633,200.9539,202.9563,24.43731,4959.706019553
1649365200000,2022-04-07 21:00:00,AAVE/USD,202.6218,202.6722,200.3355,202.1148,10.949845,2213.125732206
1649361600000,2022-04-07 20:00:00,AAVE/USD,201.191,203.8835,201.191,202.6218,96.97316,19648.876230888
1649358000000,2022-04-07 19:00:00,AAVE/USD,204.3407,204.5418,200.9539,201.191,19.688872,3961.223846552
1649354400000,2022-04-07 18:00:00,AAVE/USD,200.7454,205.4916,200.7454,204.3407,37.159861,7593.2720086427
1649350800000,2022-04-07 17:00:00,AAVE/USD,199.7616,201.3649,199.4861,200.7454,42.894273,8610.8279910942
1649347200000,2022-04-07 16:00:00,AAVE/USD,197.0291,199.7616,196.4376,199.7616,24.732136,4940.531058777599
1649343600000,2022-04-07 15:00:00,AAVE/USD,196.5467,197.1558,192.5836,197.0291,50.795504,10008.1924371664
1649340000000,2022-04-07 14:00:00,AAVE/USD,202.3534,202.8352,196.4643,196.5467,88.6674,17427.284867579998
1649336400000,2022-04-07 13:00:00,AAVE/USD,201.5734,202.7717,198.9242,202.3534,85.244435,17249.501253329
1649332800000,2022-04-07 12:00:00,AAVE/USD,204.2745,207.1585,201.5734,201.5734,89.547412,18050.3762980408
1649329200000,2022-04-07 11:00:00,AAVE/USD,200.5463,204.3251,199.3645,204.2745,71.525408,14610.816956496
1649325600000,2022-04-07 10:00:00,AAVE/USD,200.7695,201.0212,199.1098,200.5463,9.493683,1903.9229990229005
1649322000000,2022-04-07 09:00:00,AAVE/USD,201.9942,201.9942,198.8206,200.7695,19.009677,3816.5633464515
1649318400000,2022-04-07 08:00:00,AAVE/USD,203.7789,204.0749,201.2906,201.9942,7.308989,1476.3733858638002
1649314800000,2022-04-07 07:00:00,AAVE/USD,202.7798,205.2905,202.2088,203.7789,27.046505,5511.5070377445
1649311200000,2022-04-07 06:00:00,AAVE/USD,201.8011,203.2992,200.4232,202.7798,8.578957,1739.6391846686
1649307600000,2022-04-07 05:00:00,AAVE/USD,201.2736,201.9847,199.5928,201.8011,18.780916,3790.0095078076
1649304000000,2022-04-07 04:00:00,AAVE/USD,200.4651,202.2927,199.5212,201.2736,14.879622,2994.8750865792
1649300400000,2022-04-07 03:00:00,AAVE/USD,201.898,201.898,198.3499,200.4651,33.432782,6702.105986908201
1649296800000,2022-04-07 02:00:00,AAVE/USD,204.0911,204.5502,199.6714,201.898,178.290275,35996.44994195
1649293200000,2022-04-07 01:00:00,AAVE/USD,193.2063,204.0911,193.1255,204.0911,254.411415,51923.1055399065
1649289600000,2022-04-07 00:00:00,AAVE/USD,191.3397,194.9013,190.1272,193.2063,121.5905,23492.05062015
1649286000000,2022-04-06 23:00:00,AAVE/USD,194.088,196.0536,190.6169,191.3397,39.343315,7527.938089105499
1649282400000,2022-04-06 22:00:00,AAVE/USD,197.3601,198.3988,193.5465,194.088,16.721021,3245.349523848
1649278800000,2022-04-06 21:00:00,AAVE/USD,198.4034,200.0372,197.1953,197.3601,38.401556,7578.934932315599
1649275200000,2022-04-06 20:00:00,AAVE/USD,198.1792,199.6994,196.2305,198.4034,39.467617,7830.509402697799
1649271600000,2022-04-06 19:00:00,AAVE/USD,198.7002,200.037,195.8447,198.1792,37.89551,7510.101855392
1649268000000,2022-04-06 18:00:00,AAVE/USD,196.986,200.006,192.3486,198.7002,120.218044,23887.3493864088
1649264400000,2022-04-06 17:00:00,AAVE/USD,196.2617,197.1976,192.5102,196.986,238.270279,46935.90917909399
1649260800000,2022-04-06 16:00:00,AAVE/USD,198.8584,199.5885,193.8021,196.2617,79.555653,15613.7277023901
1649257200000,2022-04-06 15:00:00,AAVE/USD,202.0,202.0,198.5499,198.8584,1.658563,329.8191844792
1649253600000,2022-04-06 14:00:00,AAVE/USD,202.3686,203.9889,198.551,202.0,244.367875,49362.31075
1649250000000,2022-04-06 13:00:00,AAVE/USD,209.9873,211.6559,201.2351,202.3686,189.168243,38281.7125003698
1649246400000,2022-04-06 12:00:00,AAVE/USD,209.3035,211.6559,207.9114,209.9873,18.145389,3810.3012435597
1649242800000,2022-04-06 11:00:00,AAVE/USD,211.1795,211.426,207.4432,209.3035,50.526733,10575.4220604655
1649239200000,2022-04-06 10:00:00,AAVE/USD,213.986,214.7072,210.7319,211.1795,32.636604,6892.181714418
1649235600000,2022-04-06 09:00:00,AAVE/USD,215.4168,215.5084,213.0003,213.986,29.025605,6211.07311153
1649232000000,2022-04-06 08:00:00,AAVE/USD,214.6439,215.7755,213.7358,215.4168,3.393346,730.9837366128
1649228400000,2022-04-06 07:00:00,AAVE/USD,216.7752,217.0208,214.0671,214.6439,5.396142,1158.2489638338
1649224800000,2022-04-06 06:00:00,AAVE/USD,216.276,216.7752,213.7358,216.7752,13.77995,2987.15141724
1649221200000,2022-04-06 05:00:00,AAVE/USD,214.5213,216.2832,214.0226,216.276,23.551756,5093.679580656
1649217600000,2022-04-06 04:00:00,AAVE/USD,211.6173,214.5213,210.6029,214.5213,210.192597,45090.7891588161
1649214000000,2022-04-06 03:00:00,AAVE/USD,213.7358,213.7358,211.6173,211.6173,13.540033,2865.3052253709
1649210400000,2022-04-06 02:00:00,AAVE/USD,213.3402,215.5655,212.647,213.7358,125.840829,26896.6902589782
1649206800000,2022-04-06 01:00:00,AAVE/USD,212.3425,214.129,212.3203,213.3402,15.335377,3271.6523962554
1649203200000,2022-04-06 00:00:00,AAVE/USD,221.1276,221.1276,206.8569,212.3425,647.870813,137570.5081094525
1649199600000,2022-04-05 23:00:00,AAVE/USD,224.0149,224.9713,220.2193,221.1276,45.632954,10090.7055989304
1649196000000,2022-04-05 22:00:00,AAVE/USD,224.4649,225.8471,223.4935,224.0149,25.114561,5626.0358709589
1649192400000,2022-04-05 21:00:00,AAVE/USD,224.3798,224.9537,222.7546,224.4649,60.556216,13592.7449688184
1649188800000,2022-04-05 20:00:00,AAVE/USD,226.0721,227.4909,222.8857,224.3798,71.704681,16089.081981843798
1649185200000,2022-04-05 19:00:00,AAVE/USD,226.4574,226.722,222.6238,226.0721,166.452704,37630.3123439584
1649181600000,2022-04-05 18:00:00,AAVE/USD,227.3588,228.08,226.2995,226.4574,58.697271,13292.4313777554
1649178000000,2022-04-05 17:00:00,AAVE/USD,227.8835,229.4015,227.3588,227.3588,10.067234,2288.8742415592
1649174400000,2022-04-05 16:00:00,AAVE/USD,227.4223,229.4015,225.8126,227.8835,27.471635,6260.3323345225
1649170800000,2022-04-05 15:00:00,AAVE/USD,226.919,230.1033,226.1025,227.4223,42.733022,9718.4421491906
1649167200000,2022-04-05 14:00:00,AAVE/USD,230.1041,230.7201,226.6685,226.919,123.262103,27970.513150657
1649163600000,2022-04-05 13:00:00,AAVE/USD,232.6212,233.3669,228.9119,230.1041,112.355502,25853.4616677582
1649160000000,2022-04-05 12:00:00,AAVE/USD,233.0763,235.8823,232.6017,232.6212,16.071066,3738.4706581992
1649156400000,2022-04-05 11:00:00,AAVE/USD,232.2446,233.096,231.0765,233.0763,2.777696,647.4151062048
1649152800000,2022-04-05 10:00:00,AAVE/USD,230.9333,232.4812,230.2822,232.2446,144.742279,33615.6126894434
1649149200000,2022-04-05 09:00:00,AAVE/USD,234.1406,234.4017,230.9333,230.9333,33.12491,7649.644778503
1649145600000,2022-04-05 08:00:00,AAVE/USD,234.7882,234.9102,232.7723,234.1406,2.715957,635.9158015542
1649142000000,2022-04-05 07:00:00,AAVE/USD,234.0312,235.1561,234.0312,234.7882,12.053085,2829.922131597
1649138400000,2022-04-05 06:00:00,AAVE/USD,235.6507,235.9462,233.6901,234.0312,9.139634,2138.9595125808
1649134800000,2022-04-05 05:00:00,AAVE/USD,237.1544,237.6375,235.2784,235.6507,8.200954,1932.5605507678
1649131200000,2022-04-05 04:00:00,AAVE/USD,236.9473,237.6786,235.7042,237.1544,22.94082,5440.516402608
1649127600000,2022-04-05 03:00:00,AAVE/USD,236.4075,237.725,236.1689,236.9473,8.005423,1896.8633652079
1649124000000,2022-04-05 02:00:00,AAVE/USD,236.0346,236.6284,235.3373,236.4075,7.287685,1722.8633916375
1649120400000,2022-04-05 01:00:00,AAVE/USD,235.4687,236.2461,235.0132,236.0346,4.210833,993.9022828218
1649116800000,2022-04-05 00:00:00,AAVE/USD,238.2351,238.6583,234.8008,235.4687,145.283226,34209.65235802621
1649113200000,2022-04-04 23:00:00,AAVE/USD,239.9076,241.4441,237.63,238.2351,15.308086,3646.9233990186
1649109600000,2022-04-04 22:00:00,AAVE/USD,238.9193,241.3549,238.258,239.9076,25.166317,6037.5907123092
1649106000000,2022-04-04 21:00:00,AAVE/USD,238.4809,239.9858,237.8149,238.9193,179.854077,42970.6101789861
1649102400000,2022-04-04 20:00:00,AAVE/USD,236.373,239.9528,234.7573,238.4809,205.477479,49002.4541216511
1649098800000,2022-04-04 19:00:00,AAVE/USD,235.3,237.1141,233.8476,236.373,38.465453,9092.194521969
1649095200000,2022-04-04 18:00:00,AAVE/USD,228.3401,235.3,226.2995,235.3,58.75989,13826.202117
1649091600000,2022-04-04 17:00:00,AAVE/USD,229.1548,230.2333,225.1703,228.3401,66.283143,15135.0995009343
