unix,date,symbol,open,high,low,close,Volume CTX,Volume USD
1649667600000,2022-04-11 09:00:00,CTX/USD,6.5467,6.5898,6.5467,6.5498,6.042032,39.5741011936
1649664000000,2022-04-11 08:00:00,CTX/USD,6.582,6.5948,6.5401,6.5467,0.257048,1.6828161416
1649660400000,2022-04-11 07:00:00,CTX/USD,6.5927,6.5927,6.5725,6.582,14.94793,98.38727526
1649656800000,2022-04-11 06:00:00,CTX/USD,6.7188,6.7188,6.54,6.5927,2462.360889,16233.6066329103
1649653200000,2022-04-11 05:00:00,CTX/USD,6.7154,6.7188,6.7003,6.7188,0.122184,0.8209298592
1649649600000,2022-04-11 04:00:00,CTX/USD,6.7176,6.7176,6.7035,6.7154,0.097034,0.6516221235999999
1649646000000,2022-04-11 03:00:00,CTX/USD,6.6605,6.7176,6.655,6.7176,150.497251,1010.9803333176
1649642400000,2022-04-11 02:00:00,CTX/USD,6.7335,6.7335,6.6605,6.6605,0.593822,3.955151431
1649638800000,2022-04-11 01:00:00,CTX/USD,6.8397,6.8712,6.7335,6.7335,4.337516,29.206663986
1649635200000,2022-04-11 00:00:00,CTX/USD,6.7683,6.85,6.7414,6.8397,51.789506,354.2246841882
1649631600000,2022-04-10 23:00:00,CTX/USD,6.7854,6.8305,6.7195,6.7683,731.980791,4954.2655877253
1649628000000,2022-04-10 22:00:00,CTX/USD,6.8529,7.0367,6.6969,6.7854,1201.590991,8153.2755103314
1649624400000,2022-04-10 21:00:00,CTX/USD,7.3264,7.3611,6.8529,6.8529,3771.339084,25844.6096087436
1649620800000,2022-04-10 20:00:00,CTX/USD,7.119,7.4765,7.1179,7.3264,1475.810343,10812.3768969552
1649617200000,2022-04-10 19:00:00,CTX/USD,6.824,7.2,6.8135,7.119,1078.363098,7676.866894662
1649613600000,2022-04-10 18:00:00,CTX/USD,6.6648,6.8853,6.6573,6.824,4162.046904,28401.808072896
1649610000000,2022-04-10 17:00:00,CTX/USD,6.6552,6.6648,6.6523,6.6648,21.760677,145.0305600696
1649606400000,2022-04-10 16:00:00,CTX/USD,6.5855,6.6611,6.5401,6.6552,8.874888,59.0641546176
1649602800000,2022-04-10 15:00:00,CTX/USD,6.5732,6.5962,6.5414,6.5855,74.230143,488.8426067265
1649599200000,2022-04-10 14:00:00,CTX/USD,6.5876,6.6,6.5732,6.5732,450.196138,2959.2292543016
1649595600000,2022-04-10 13:00:00,CTX/USD,6.5844,6.6,6.5767,6.5876,0.156434,1.0305246184
1649592000000,2022-04-10 12:00:00,CTX/USD,6.6,6.6,6.5783,6.5844,0.202386,1.3325903784
1649588400000,2022-04-10 11:00:00,CTX/USD,6.5798,6.6,6.5798,6.6,0.085019,0.5611254
1649584800000,2022-04-10 10:00:00,CTX/USD,6.5662,6.5798,6.5662,6.5798,0.158862,1.0452801876
1649581200000,2022-04-10 09:00:00,CTX/USD,6.5495,6.5662,6.5495,6.5662,0.269548,1.7699060776000002
1649577600000,2022-04-10 08:00:00,CTX/USD,6.546,6.551,6.546,6.5495,0.115934,0.7593097329999999
1649574000000,2022-04-10 07:00:00,CTX/USD,6.538,6.5461,6.538,6.546,1.04881,6.865510260000001
1649570400000,2022-04-10 06:00:00,CTX/USD,6.5386,6.5386,6.5373,6.538,3.593026,23.491203988
1649566800000,2022-04-10 05:00:00,CTX/USD,6.5704,6.5755,6.534,6.5386,0.900537,5.8882512282
1649563200000,2022-04-10 04:00:00,CTX/USD,6.6223,6.6223,6.5313,6.5704,924.651901,6075.3328503304
1649559600000,2022-04-10 03:00:00,CTX/USD,6.6223,6.6223,6.5783,6.6223,15.301595,101.3317525685
1649556000000,2022-04-10 02:00:00,CTX/USD,6.6178,6.6223,6.6178,6.6223,2.819397,18.6708927531
1649552400000,2022-04-10 01:00:00,CTX/USD,6.6169,6.6274,6.5761,6.6178,504.441626,3338.2937925428
1649548800000,2022-04-10 00:00:00,CTX/USD,6.6594,6.6594,6.6015,6.6169,0.64289,4.253938841
1649545200000,2022-04-09 23:00:00,CTX/USD,6.6166,6.6594,6.5683,6.6594,2.442169,16.2633802386
1649541600000,2022-04-09 22:00:00,CTX/USD,6.6264,6.6264,6.6,6.6166,239.40495,1584.04679217
1649538000000,2022-04-09 21:00:00,CTX/USD,6.6264,6.6264,6.6264,6.6264,9.263383,61.3828811112
1649534400000,2022-04-09 20:00:00,CTX/USD,6.5987,6.6264,6.5987,6.6264,0.031961,0.2117863704
1649530800000,2022-04-09 19:00:00,CTX/USD,6.5987,6.5987,6.5987,6.5987,0.0,0.0
1649527200000,2022-04-09 18:00:00,CTX/USD,6.64,6.64,6.5986,6.5987,81.829844,539.9705916027999
1649523600000,2022-04-09 17:00:00,CTX/USD,6.6337,6.644,6.6317,6.64,14.12999,93.8231336
1649520000000,2022-04-09 16:00:00,CTX/USD,6.5848,6.6337,6.5848,6.6337,0.369888,2.4537260256
1649516400000,2022-04-09 15:00:00,CTX/USD,6.593,6.5955,6.5848,6.5848,13.171195,86.72968483600002
1649512800000,2022-04-09 14:00:00,CTX/USD,6.5853,6.6228,6.5853,6.593,14.746458,97.223397594
1649509200000,2022-04-09 13:00:00,CTX/USD,6.5719,6.6055,6.5719,6.5853,0.149056,0.9815784768
1649505600000,2022-04-09 12:00:00,CTX/USD,6.559,6.572,6.559,6.5719,81.919331,538.3656513989
1649502000000,2022-04-09 11:00:00,CTX/USD,6.5313,6.5711,6.5313,6.559,282.50333,1852.93934147
1649498400000,2022-04-09 10:00:00,CTX/USD,6.5572,6.5589,6.5311,6.5313,0.220069,1.4373366597
1649494800000,2022-04-09 09:00:00,CTX/USD,6.5683,6.5683,6.5572,6.5572,0.087587,0.5743254764
1649491200000,2022-04-09 08:00:00,CTX/USD,6.5572,6.5683,6.5557,6.5683,0.015341,0.1007642903
1649487600000,2022-04-09 07:00:00,CTX/USD,6.5267,6.5663,6.5267,6.5572,0.195165,1.279735938
1649484000000,2022-04-09 06:00:00,CTX/USD,6.5373,6.562,6.5239,6.5267,68.709588,448.4468679996
1649480400000,2022-04-09 05:00:00,CTX/USD,6.5608,6.562,6.5373,6.5373,2.039824,13.3349414352
1649476800000,2022-04-09 04:00:00,CTX/USD,6.5215,6.5632,6.5215,6.5608,41.570459,272.7354674072
1649473200000,2022-04-09 03:00:00,CTX/USD,6.5425,6.5425,6.5,6.5215,1087.767826,7093.877877258999
1649469600000,2022-04-09 02:00:00,CTX/USD,6.5639,6.5639,6.5425,6.5425,30.003962,196.300921385
1649466000000,2022-04-09 01:00:00,CTX/USD,6.5639,6.5755,6.529,6.5639,0.966422,6.3434973658
1649462400000,2022-04-09 00:00:00,CTX/USD,6.5743,6.6175,6.5311,6.5639,8.151367,53.504757851300006
1649458800000,2022-04-08 23:00:00,CTX/USD,6.6177,6.6177,6.571,6.5743,62.495495,410.8641327785
1649455200000,2022-04-08 22:00:00,CTX/USD,6.5657,6.6329,6.561,6.6177,52.110494,344.8516161438
1649451600000,2022-04-08 21:00:00,CTX/USD,6.5742,6.6057,6.5546,6.5657,12.035544,79.02177124079999
1649448000000,2022-04-08 20:00:00,CTX/USD,6.5975,6.5975,6.5617,6.5742,7.087474,46.5944715708
1649444400000,2022-04-08 19:00:00,CTX/USD,6.5984,6.6053,6.5715,6.5975,89.087988,587.75800083
1649440800000,2022-04-08 18:00:00,CTX/USD,6.5763,6.5984,6.5725,6.5984,82.415267,543.8088977728
1649437200000,2022-04-08 17:00:00,CTX/USD,6.7192,6.7507,6.565,6.5763,134.335064,883.4276813831999
1649433600000,2022-04-08 16:00:00,CTX/USD,6.7472,6.7507,6.7087,6.7192,0.220891,1.4842108072
1649430000000,2022-04-08 15:00:00,CTX/USD,6.7339,6.7524,6.7339,6.7472,118.167629,797.3006263888001
1649426400000,2022-04-08 14:00:00,CTX/USD,6.6533,6.7444,6.6533,6.7339,402.81798,2712.535995522
1649422800000,2022-04-08 13:00:00,CTX/USD,6.6454,6.6688,6.6376,6.6533,16.914285,112.5358123905
1649419200000,2022-04-08 12:00:00,CTX/USD,6.6376,6.6454,6.6376,6.6454,12.466921,82.8476768134
1649415600000,2022-04-08 11:00:00,CTX/USD,6.6535,6.6535,6.6144,6.6376,0.319681,2.1219146056
1649412000000,2022-04-08 10:00:00,CTX/USD,6.6536,6.6536,6.6111,6.6535,83.595791,556.2045954185
1649408400000,2022-04-08 09:00:00,CTX/USD,6.6536,6.6536,6.6056,6.6536,0.091252,0.6071543072
1649404800000,2022-04-08 08:00:00,CTX/USD,6.5901,6.6578,6.5901,6.6536,120.462141,801.5069013576
1649401200000,2022-04-08 07:00:00,CTX/USD,6.6699,6.6699,6.5901,6.5901,52.16202,343.752928002
1649397600000,2022-04-08 06:00:00,CTX/USD,6.6969,6.7217,6.6306,6.6699,14.600728,97.3853956872
1649394000000,2022-04-08 05:00:00,CTX/USD,6.697,6.715,6.669,6.6969,150.333448,1006.7680679112
1649390400000,2022-04-08 04:00:00,CTX/USD,6.7728,6.7798,6.6969,6.697,555.213562,3718.265224714
1649386800000,2022-04-08 03:00:00,CTX/USD,6.7569,6.8093,6.7569,6.7728,3.189218,21.5999356704
1649383200000,2022-04-08 02:00:00,CTX/USD,6.8379,6.8379,6.7258,6.7569,34.772193,234.9522308817
1649379600000,2022-04-08 01:00:00,CTX/USD,6.8264,6.8436,6.823,6.8379,1.444887,9.8799928173
1649376000000,2022-04-08 00:00:00,CTX/USD,6.8442,6.852,6.8264,6.8264,43.326051,295.7609545464
1649372400000,2022-04-07 23:00:00,CTX/USD,6.8442,6.9497,6.8,6.8442,653.251451,4470.983580934199
1649368800000,2022-04-07 22:00:00,CTX/USD,6.9589,7.0067,6.7955,6.8442,3085.530493,21117.9878001906
1649365200000,2022-04-07 21:00:00,CTX/USD,6.966,7.1008,6.9548,6.9589,2453.374908,17072.7906472812
1649361600000,2022-04-07 20:00:00,CTX/USD,6.7196,7.0485,6.7026,6.966,281.44702,1960.55994132
1649358000000,2022-04-07 19:00:00,CTX/USD,6.7019,6.7196,6.6835,6.7196,7.475585,50.232940966
1649354400000,2022-04-07 18:00:00,CTX/USD,6.6861,6.7019,6.6703,6.7019,74.665129,500.3982280451
1649350800000,2022-04-07 17:00:00,CTX/USD,6.6336,6.6895,6.6336,6.6861,12.347555,82.5569874855
1649347200000,2022-04-07 16:00:00,CTX/USD,6.6331,6.6565,6.6158,6.6336,58.808239,390.1103342304
1649343600000,2022-04-07 15:00:00,CTX/USD,6.6205,6.6425,6.5894,6.6331,303.135653,2010.7290999143
1649340000000,2022-04-07 14:00:00,CTX/USD,6.6271,6.653,6.5863,6.6205,47.324093,313.3091577065
1649336400000,2022-04-07 13:00:00,CTX/USD,6.7631,6.7631,6.6271,6.6271,1.487948,9.860780190800002
1649332800000,2022-04-07 12:00:00,CTX/USD,6.7614,6.7663,6.7513,6.7631,73.298633,495.7259848423
1649329200000,2022-04-07 11:00:00,CTX/USD,6.7771,6.7856,6.7605,6.7614,65.036613,439.7385551382
1649325600000,2022-04-07 10:00:00,CTX/USD,6.7475,6.8,6.7475,6.7771,89.616278,607.3384776337999
1649322000000,2022-04-07 09:00:00,CTX/USD,6.7589,6.7981,6.7324,6.7475,3.413774,23.034440065
1649318400000,2022-04-07 08:00:00,CTX/USD,6.5261,6.7991,6.4825,6.7589,4403.211619,29760.8670116591
1649314800000,2022-04-07 07:00:00,CTX/USD,6.4625,6.5261,6.4625,6.5261,611.098805,3988.0919113105
1649311200000,2022-04-07 06:00:00,CTX/USD,6.4691,6.4691,6.445,6.4625,20.800913,134.42590026250002
1649307600000,2022-04-07 05:00:00,CTX/USD,6.8335,6.8335,6.3694,6.4691,11689.70476,75621.869062916
1649304000000,2022-04-07 04:00:00,CTX/USD,6.8133,6.8682,6.8094,6.8335,1021.692241,6981.733928873499
1649300400000,2022-04-07 03:00:00,CTX/USD,6.8143,6.8232,6.8105,6.8133,3.54005,24.119422665
1649296800000,2022-04-07 02:00:00,CTX/USD,6.8023,6.8277,6.7763,6.8143,1.673659,11.4048145237
1649293200000,2022-04-07 01:00:00,CTX/USD,6.8352,6.8464,6.8008,6.8023,44.81448,304.841537304
1649289600000,2022-04-07 00:00:00,CTX/USD,6.8549,6.8549,6.7902,6.8352,0.740895,5.064165504
1649286000000,2022-04-06 23:00:00,CTX/USD,6.8582,6.9033,6.8548,6.8549,272.236007,1866.1506043843
1649282400000,2022-04-06 22:00:00,CTX/USD,6.8891,6.9026,6.8581,6.8582,86.149221,590.8285874622
1649278800000,2022-04-06 21:00:00,CTX/USD,6.9008,6.9008,6.8619,6.8891,292.527411,2015.2505871201
1649275200000,2022-04-06 20:00:00,CTX/USD,6.8561,6.9238,6.8561,6.9008,333.030475,2298.17670188
1649271600000,2022-04-06 19:00:00,CTX/USD,6.8238,6.8725,6.8238,6.8561,6.010587,41.2091855307
1649268000000,2022-04-06 18:00:00,CTX/USD,6.8515,6.9136,6.8238,6.8238,542.971506,3705.1289626428
1649264400000,2022-04-06 17:00:00,CTX/USD,6.7638,6.8515,6.7588,6.8515,1671.870848,11454.823115072
1649260800000,2022-04-06 16:00:00,CTX/USD,7.023,7.023,6.7638,6.7638,823.266354,5568.4089651852
1649257200000,2022-04-06 15:00:00,CTX/USD,7.023,7.023,7.023,7.023,0.0,0.0
1649253600000,2022-04-06 14:00:00,CTX/USD,6.9953,7.023,6.9376,7.023,193.427372,1358.4404335559998
1649250000000,2022-04-06 13:00:00,CTX/USD,6.9532,6.9953,6.9532,6.9953,20.923885,146.3688527405
1649246400000,2022-04-06 12:00:00,CTX/USD,6.9803,6.9803,6.9408,6.9532,7.942121,55.2231557372
1649242800000,2022-04-06 11:00:00,CTX/USD,7.0096,7.0165,6.8943,6.9803,132.867486,927.4549125258
1649239200000,2022-04-06 10:00:00,CTX/USD,6.9954,7.0097,6.9623,7.0096,103.12203,722.844181488
1649235600000,2022-04-06 09:00:00,CTX/USD,6.9416,6.9955,6.9416,6.9954,154.907251,1083.6381836454
1649232000000,2022-04-06 08:00:00,CTX/USD,6.9565,6.9965,6.9385,6.9416,499.986152,3470.7038727232
1649228400000,2022-04-06 07:00:00,CTX/USD,6.9909,6.9909,6.9428,6.9565,300.213241,2088.4334110165
1649224800000,2022-04-06 06:00:00,CTX/USD,6.9119,6.9909,6.8361,6.9909,1436.160611,10040.0552154399
1649221200000,2022-04-06 05:00:00,CTX/USD,7.1624,7.1624,6.8096,6.9119,9889.678164,68356.46650175161
1649217600000,2022-04-06 04:00:00,CTX/USD,7.1736,7.1736,7.134,7.1624,303.577476,2174.3433141024
1649214000000,2022-04-06 03:00:00,CTX/USD,7.1196,7.1736,7.1196,7.1736,1460.666061,10478.2340551896
1649210400000,2022-04-06 02:00:00,CTX/USD,7.2675,7.2675,6.9533,7.1196,1286.90115,9162.22142754
1649206800000,2022-04-06 01:00:00,CTX/USD,7.3277,7.3277,7.2,7.2675,2458.064698,17863.985192715
1649203200000,2022-04-06 00:00:00,CTX/USD,7.3237,7.354,7.2591,7.3277,753.796883,5523.5974195591
1649199600000,2022-04-05 23:00:00,CTX/USD,7.4502,7.4707,7.3237,7.3237,209.991756,1537.9166234172
1649196000000,2022-04-05 22:00:00,CTX/USD,7.4708,7.4763,7.424,7.4502,140.660692,1047.9502875384
1649192400000,2022-04-05 21:00:00,CTX/USD,7.5192,7.5192,7.4708,7.4708,7.032726,52.5400894008
1649188800000,2022-04-05 20:00:00,CTX/USD,7.6965,7.6965,7.5107,7.5192,74.68053,561.537841176
1649185200000,2022-04-05 19:00:00,CTX/USD,7.6208,7.7124,7.61,7.6965,426.350403,3281.4058766895
1649181600000,2022-04-05 18:00:00,CTX/USD,7.6701,7.6701,7.5985,7.6208,610.080557,4649.3019087856
1649178000000,2022-04-05 17:00:00,CTX/USD,7.7108,7.7108,7.5888,7.6701,301.876809,2315.4253127109
1649174400000,2022-04-05 16:00:00,CTX/USD,7.7387,7.7387,7.6634,7.7108,257.348637,1984.3638701796
1649170800000,2022-04-05 15:00:00,CTX/USD,7.774,8.037,7.7273,7.7387,913.556056,7069.7362505672
1649167200000,2022-04-05 14:00:00,CTX/USD,7.9968,8.55,7.5794,7.774,6769.952815,52629.61318381
1649163600000,2022-04-05 13:00:00,CTX/USD,7.5712,8.2162,7.5289,7.9968,1864.483068,14909.8981981824
1649160000000,2022-04-05 12:00:00,CTX/USD,7.4862,7.5938,7.4795,7.5712,912.037625,6905.2192664
1649156400000,2022-04-05 11:00:00,CTX/USD,7.4739,7.5,7.4737,7.4862,145.191205,1086.930398871
1649152800000,2022-04-05 10:00:00,CTX/USD,7.4982,7.5,7.4573,7.4739,392.412597,2932.8525087183
1649149200000,2022-04-05 09:00:00,CTX/USD,7.4424,7.4982,7.4076,7.4982,12.95652,97.150578264
1649145600000,2022-04-05 08:00:00,CTX/USD,7.4038,7.4474,7.4038,7.4424,0.148463,1.1049210312000002
1649142000000,2022-04-05 07:00:00,CTX/USD,7.4508,7.4508,7.4038,7.4038,10.378824,76.8427371312
1649138400000,2022-04-05 06:00:00,CTX/USD,7.3982,7.4615,7.3982,7.4508,123.157835,917.624397018
1649134800000,2022-04-05 05:00:00,CTX/USD,7.4781,7.4781,7.3778,7.3982,0.427556,3.1631447992
1649131200000,2022-04-05 04:00:00,CTX/USD,7.2584,7.4781,7.2584,7.4781,1607.360849,12020.0051649069
1649127600000,2022-04-05 03:00:00,CTX/USD,7.2669,7.3032,7.2235,7.2584,104.238036,756.6013605024
1649124000000,2022-04-05 02:00:00,CTX/USD,7.2547,7.2669,7.2547,7.2669,23.578584,171.3432120696
1649120400000,2022-04-05 01:00:00,CTX/USD,7.224,7.2669,7.2132,7.2547,26.731296,193.9275330912
1649116800000,2022-04-05 00:00:00,CTX/USD,7.1746,7.2565,7.1746,7.224,534.100332,3858.340798368
1649113200000,2022-04-04 23:00:00,CTX/USD,7.2049,7.2153,7.1633,7.1746,337.262465,2419.723281389
1649109600000,2022-04-04 22:00:00,CTX/USD,7.1989,7.2049,7.19,7.2049,146.432453,1055.0311806197
1649106000000,2022-04-04 21:00:00,CTX/USD,7.1989,7.1989,7.1938,7.1989,2.654421,19.1089113369
1649102400000,2022-04-04 20:00:00,CTX/USD,7.1946,7.1989,7.1946,7.1989,2.768341,19.9290100249
1649098800000,2022-04-04 19:00:00,CTX/USD,7.2002,7.2002,7.1946,7.1946,0.521551,3.7523508246
1649095200000,2022-04-04 18:00:00,CTX/USD,7.1797,7.2002,7.1589,7.2002,42.833165,308.407354633
1649091600000,2022-04-04 17:00:00,CTX/USD,7.1717,7.1797,7.1717,7.1797,15.709612,112.7903012764
1649088000000,2022-04-04 16:00:00,CTX/USD,7.1583,7.1887,7.1583,7.1717,4.698874,33.698914665800004
1649084400000,2022-04-04 15:00:00,CTX/USD,7.1703,7.1834,7.157,7.1583,213.007372,1524.7706709876
1649080800000,2022-04-04 14:00:00,CTX/USD,7.1729,7.2032,7.1703,7.1703,204.646584,1467.3774012552
1649077200000,2022-04-04 13:00:00,CTX/USD,7.1979,7.1979,7.1591,7.1729,249.099303,1786.7643904887
1649073600000,2022-04-04 12:00:00,CTX/USD,7.1618,7.1979,7.1618,7.1979,84.330112,606.9997131648
1649070000000,2022-04-04 11:00:00,CTX/USD,7.1994,7.2043,7.1576,7.1618,893.530838,6399.289155588401
1649066400000,2022-04-04 10:00:00,CTX/USD,7.1803,7.1994,7.1731,7.1994,193.625844,1393.9899012936
1649062800000,2022-04-04 09:00:00,CTX/USD,7.1712,7.1803,7.1688,7.1803,299.080309,2147.4863427127
1649059200000,2022-04-04 08:00:00,CTX/USD,7.1687,7.2105,7.1686,7.1712,300.119581,2152.2175392672
1649055600000,2022-04-04 07:00:00,CTX/USD,7.2001,7.2105,7.1686,7.1687,80.677454,578.3524644898
1649052000000,2022-04-04 06:00:00,CTX/USD,7.2108,7.2108,7.2,7.2001,454.644918,3273.4888740918
1649048400000,2022-04-04 05:00:00,CTX/USD,7.15,7.2108,7.15,7.2108,137.385858,990.6619448664
1649044800000,2022-04-04 04:00:00,CTX/USD,7.2535,7.2969,7.1499,7.15,5785.126171,41363.65212265
1649041200000,2022-04-04 03:00:00,CTX/USD,7.2534,7.2535,7.2534,7.2535,3.591542,26.051249897
1649037600000,2022-04-04 02:00:00,CTX/USD,7.2558,7.2558,7.2533,7.2534,12.208661,88.55430169739999
1649034000000,2022-04-04 01:00:00,CTX/USD,7.2555,7.2558,7.2555,7.2558,40.234461,291.9332021238
1649030400000,2022-04-04 00:00:00,CTX/USD,7.3044,7.3044,7.2555,7.2555,0.246981,1.7919706455
1649026800000,2022-04-03 23:00:00,CTX/USD,7.275,7.312,7.2592,7.3044,7.395249,54.0178567956
1649023200000,2022-04-03 22:00:00,CTX/USD,7.3166,7.3166,7.2366,7.275,868.121352,6315.5828358
1649019600000,2022-04-03 21:00:00,CTX/USD,7.2678,7.3294,7.2668,7.3166,536.955091,3928.6856188106
1649016000000,2022-04-03 20:00:00,CTX/USD,7.2793,7.2966,7.2345,7.2678,10.981525,79.811527395
1649012400000,2022-04-03 19:00:00,CTX/USD,7.318,7.3447,7.2793,7.2793,263.473541,1917.9029470013
1649008800000,2022-04-03 18:00:00,CTX/USD,7.3483,7.3955,7.318,7.318,226.559988,1657.965992184
1649005200000,2022-04-03 17:00:00,CTX/USD,7.3517,7.3842,7.3482,7.3483,401.585788,2950.9728459604
1649001600000,2022-04-03 16:00:00,CTX/USD,7.3934,7.3934,7.3471,7.3517,153.575247,1129.0391433699
1648998000000,2022-04-03 15:00:00,CTX/USD,7.3498,7.3989,7.3451,7.3934,210.572878,1556.8495162052
1648994400000,2022-04-03 14:00:00,CTX/USD,7.3091,7.4034,7.3091,7.3498,1252.396809,9204.8660667882
1648990800000,2022-04-03 13:00:00,CTX/USD,7.3569,7.3972,7.3091,7.3091,241.798412,1767.3287731492
1648987200000,2022-04-03 12:00:00,CTX/USD,7.3943,7.3999,7.3569,7.3569,0.78832,5.799591408
1648983600000,2022-04-03 11:00:00,CTX/USD,7.3562,7.3943,7.355,7.3943,205.694182,1520.9644899626
1648980000000,2022-04-03 10:00:00,CTX/USD,7.3582,7.3582,7.3558,7.3562,6.561345,48.266566089
1648976400000,2022-04-03 09:00:00,CTX/USD,7.3789,7.3789,7.355,7.3582,152.872941,1124.8696744662
1648972800000,2022-04-03 08:00:00,CTX/USD,7.3587,7.3869,7.355,7.3789,214.436108,1582.3025973212
1648969200000,2022-04-03 07:00:00,CTX/USD,7.3649,7.3649,7.355,7.3587,3.83415,28.214359605
1648965600000,2022-04-03 06:00:00,CTX/USD,7.3595,7.3776,7.3536,7.3649,579.990901,4271.5749867749
1648962000000,2022-04-03 05:00:00,CTX/USD,7.375,7.3821,7.3536,7.3595,0.250416,1.842936552
1648958400000,2022-04-03 04:00:00,CTX/USD,7.3865,7.3865,7.3618,7.375,13.43728,99.09994
1648954800000,2022-04-03 03:00:00,CTX/USD,7.3662,7.3915,7.3536,7.3865,153.676048,1135.128128552
1648951200000,2022-04-03 02:00:00,CTX/USD,7.3657,7.3985,7.3657,7.3662,225.461282,1660.7928954684
1648947600000,2022-04-03 01:00:00,CTX/USD,7.4082,7.4162,7.364,7.3657,136.411386,1004.7653458602
1648944000000,2022-04-03 00:00:00,CTX/USD,7.384,7.4173,7.3837,7.4082,64.005475,474.1653598950001
1648940400000,2022-04-02 23:00:00,CTX/USD,7.4258,7.4476,7.3837,7.384,140.491704,1037.390742336
1648936800000,2022-04-02 22:00:00,CTX/USD,7.4083,7.4258,7.4021,7.4258,465.614042,3457.5567530836
1648933200000,2022-04-02 21:00:00,CTX/USD,7.4461,7.4461,7.4083,7.4083,92.059248,682.0025269583999
1648929600000,2022-04-02 20:00:00,CTX/USD,7.4556,7.4556,7.3976,7.4461,539.3322,4015.92149442
1648926000000,2022-04-02 19:00:00,CTX/USD,7.4728,7.4793,7.4435,7.4556,140.696289,1048.9752522684
1648922400000,2022-04-02 18:00:00,CTX/USD,7.4651,7.4728,7.4086,7.4728,63.694866,475.9789946448
1648918800000,2022-04-02 17:00:00,CTX/USD,7.4607,7.4764,7.4344,7.4651,80.487985,600.8508568235
1648915200000,2022-04-02 16:00:00,CTX/USD,7.4687,7.4764,7.4152,7.4607,1395.742901,10413.2190614907
1648911600000,2022-04-02 15:00:00,CTX/USD,7.4259,7.496,7.3721,7.4687,4283.165106,31989.675227182204
1648908000000,2022-04-02 14:00:00,CTX/USD,7.3868,7.4259,7.3601,7.4259,608.024006,4515.1254661554
1648904400000,2022-04-02 13:00:00,CTX/USD,7.3231,7.4078,7.3231,7.3868,628.542927,4642.920893163599
1648900800000,2022-04-02 12:00:00,CTX/USD,7.33,7.3313,7.3231,7.3231,39.899543,292.1883433433
1648897200000,2022-04-02 11:00:00,CTX/USD,7.3636,7.3636,7.3265,7.33,38.079958,279.12609214
1648893600000,2022-04-02 10:00:00,CTX/USD,7.3636,7.3636,7.3332,7.3636,5.484199,40.3834477564
1648890000000,2022-04-02 09:00:00,CTX/USD,7.3577,7.3636,7.3163,7.3636,496.455403,3655.6990055308
1648886400000,2022-04-02 08:00:00,CTX/USD,7.3097,7.3577,7.3097,7.3577,264.920297,1949.2040692369
1648882800000,2022-04-02 07:00:00,CTX/USD,7.3185,7.3203,7.3078,7.3097,2.310103,16.8861598991
1648879200000,2022-04-02 06:00:00,CTX/USD,7.3273,7.3273,7.3013,7.3185,414.234258,3031.573417173
1648875600000,2022-04-02 05:00:00,CTX/USD,7.2705,7.3636,7.2486,7.3273,5824.229574,42675.8773575702
1648872000000,2022-04-02 04:00:00,CTX/USD,7.204,7.2706,7.1848,7.2705,474.252332,3448.051579806
1648868400000,2022-04-02 03:00:00,CTX/USD,7.393,7.393,7.1784,7.204,53.286305,383.87454122
1648864800000,2022-04-02 02:00:00,CTX/USD,7.4,7.4016,7.3611,7.393,406.504567,3005.288263831
1648861200000,2022-04-02 01:00:00,CTX/USD,7.4173,7.4173,7.3431,7.4,80.281805,594.085357
1648857600000,2022-04-02 00:00:00,CTX/USD,7.4119,7.4173,7.3821,7.4173,1.671765,12.3999825345
1648854000000,2022-04-01 23:00:00,CTX/USD,7.3471,7.4119,7.3471,7.4119,322.768218,2392.3257549942
1648850400000,2022-04-01 22:00:00,CTX/USD,7.4342,7.4342,7.3471,7.3471,501.223091,3682.5361718861
1648846800000,2022-04-01 21:00:00,CTX/USD,7.4723,7.4723,7.4215,7.4342,50.369817,374.4592935414
1648843200000,2022-04-01 20:00:00,CTX/USD,7.4607,7.5009,7.46,7.4723,657.086741,4909.949254774299
1648839600000,2022-04-01 19:00:00,CTX/USD,7.4511,7.5455,7.4511,7.4607,651.992888,4864.3233395016005
1648836000000,2022-04-01 18:00:00,CTX/USD,7.4842,7.4989,7.441,7.4511,150.405007,1120.6827476577
1648832400000,2022-04-01 17:00:00,CTX/USD,7.4062,7.4981,7.4062,7.4842,189.638911,1419.2955377062
1648828800000,2022-04-01 16:00:00,CTX/USD,7.4101,7.4175,7.323,7.4062,18.566758,137.5091230996
1648825200000,2022-04-01 15:00:00,CTX/USD,7.2519,7.4446,7.2149,7.4101,1785.062741,13227.4934170841
1648821600000,2022-04-01 14:00:00,CTX/USD,7.2065,7.2519,7.1721,7.2519,6.9494,50.39635386
1648818000000,2022-04-01 13:00:00,CTX/USD,7.1809,7.2381,7.1562,7.2065,18.882438,136.076289447
1648814400000,2022-04-01 12:00:00,CTX/USD,7.1797,7.1921,7.1423,7.1809,60.441914,434.0273402426
1648810800000,2022-04-01 11:00:00,CTX/USD,7.1548,7.1921,7.1423,7.1797,25.277793,181.4869704021
1648807200000,2022-04-01 10:00:00,CTX/USD,7.1173,7.1548,7.1173,7.1548,0.39272,2.809833056
1648803600000,2022-04-01 09:00:00,CTX/USD,7.156,7.156,7.1056,7.1173,2.136999,15.2096629827
