unix,date,symbol,open,high,low,close,Volume ENJ,Volume USD
1649887200000,2022-04-13 22:00:00,ENJ/USD,1.5856,1.5955,1.5856,1.5934,1345.862008,2144.4965235472
1649883600000,2022-04-13 21:00:00,ENJ/USD,1.5888,1.5916,1.5827,1.5856,447.544989,709.6273345584
1649880000000,2022-04-13 20:00:00,ENJ/USD,1.5836,1.5913,1.5803,1.5888,58.737038,93.3214059744
1649876400000,2022-04-13 19:00:00,ENJ/USD,1.5846,1.5911,1.5817,1.5836,5312.640475,8413.09745621
1649872800000,2022-04-13 18:00:00,ENJ/USD,1.5716,1.5853,1.5703,1.5846,873.881095,1384.751983137
1649869200000,2022-04-13 17:00:00,ENJ/USD,1.5784,1.5822,1.5686,1.5716,3389.300905,5326.625302298001
1649865600000,2022-04-13 16:00:00,ENJ/USD,1.5931,1.5931,1.5749,1.5784,337.24143,532.301873112
1649862000000,2022-04-13 15:00:00,ENJ/USD,1.5797,1.6106,1.5797,1.5931,3158.862426,5032.3837308606
1649858400000,2022-04-13 14:00:00,ENJ/USD,1.5745,1.5881,1.5688,1.5797,1860.418144,2938.9025420768003
1649854800000,2022-04-13 13:00:00,ENJ/USD,1.5336,1.5745,1.5304,1.5745,608.907795,958.7253232275
1649851200000,2022-04-13 12:00:00,ENJ/USD,1.5379,1.5425,1.5315,1.5336,854.618984,1310.6436738624
1649847600000,2022-04-13 11:00:00,ENJ/USD,1.5377,1.5591,1.5377,1.5379,665.34039,1023.226985781
1649844000000,2022-04-13 10:00:00,ENJ/USD,1.5527,1.5552,1.5298,1.5377,4443.883744,6833.3600331488
1649840400000,2022-04-13 09:00:00,ENJ/USD,1.5625,1.5652,1.5483,1.5527,345.495119,536.4502712712999
1649836800000,2022-04-13 08:00:00,ENJ/USD,1.5559,1.5628,1.5559,1.5625,2575.518026,4024.246915625
1649833200000,2022-04-13 07:00:00,ENJ/USD,1.5563,1.5632,1.553,1.5559,1048.715558,1631.6965366922002
1649829600000,2022-04-13 06:00:00,ENJ/USD,1.57,1.5726,1.5538,1.5563,200.36436,311.82705346800003
1649826000000,2022-04-13 05:00:00,ENJ/USD,1.5633,1.5716,1.562,1.57,244.360842,383.64652194
1649822400000,2022-04-13 04:00:00,ENJ/USD,1.5557,1.5633,1.5483,1.5633,3643.433042,5695.7788745586
1649818800000,2022-04-13 03:00:00,ENJ/USD,1.5581,1.5663,1.5557,1.5557,432.418979,672.7142056303001
1649815200000,2022-04-13 02:00:00,ENJ/USD,1.5522,1.56,1.5406,1.5581,1433.695163,2233.8404334703
1649811600000,2022-04-13 01:00:00,ENJ/USD,1.5455,1.5536,1.5336,1.5522,8180.874194,12698.3529239268
1649808000000,2022-04-13 00:00:00,ENJ/USD,1.5552,1.5693,1.5455,1.5455,10407.548874,16084.866784767
1649804400000,2022-04-12 23:00:00,ENJ/USD,1.5367,1.5628,1.5331,1.5552,2109.568951,3280.8016325952003
1649800800000,2022-04-12 22:00:00,ENJ/USD,1.5364,1.5376,1.5157,1.5367,9201.215131,14139.5072918077
1649797200000,2022-04-12 21:00:00,ENJ/USD,1.5163,1.537,1.5163,1.5364,19138.20779,29403.942448556
1649793600000,2022-04-12 20:00:00,ENJ/USD,1.4966,1.5213,1.4962,1.5163,20358.936766,30870.2558182858
1649790000000,2022-04-12 19:00:00,ENJ/USD,1.5226,1.5226,1.4966,1.4966,943.242103,1411.6561313498
1649786400000,2022-04-12 18:00:00,ENJ/USD,1.5577,1.563,1.5221,1.5226,1495.160229,2276.5309646754
1649782800000,2022-04-12 17:00:00,ENJ/USD,1.5673,1.5753,1.553,1.5577,10544.125161,16424.583763289702
1649779200000,2022-04-12 16:00:00,ENJ/USD,1.5729,1.5833,1.561,1.5673,1347.529341,2111.9827361493
1649775600000,2022-04-12 15:00:00,ENJ/USD,1.5579,1.5828,1.5569,1.5729,794.501111,1249.6707974919
1649772000000,2022-04-12 14:00:00,ENJ/USD,1.5903,1.5903,1.5521,1.5579,2045.793327,3187.1414241333005
1649768400000,2022-04-12 13:00:00,ENJ/USD,1.6156,1.616,1.5816,1.5903,20150.288203,32045.0033292309
1649764800000,2022-04-12 12:00:00,ENJ/USD,1.5903,1.6156,1.5723,1.6156,10340.893945,16706.748257542
1649761200000,2022-04-12 11:00:00,ENJ/USD,1.5844,1.599,1.5749,1.5903,871.604864,1386.1132152192
1649757600000,2022-04-12 10:00:00,ENJ/USD,1.5713,1.5958,1.5608,1.5844,760.569408,1205.0461700352
1649754000000,2022-04-12 09:00:00,ENJ/USD,1.5737,1.5739,1.5561,1.5713,476.591308,748.8679222604
1649750400000,2022-04-12 08:00:00,ENJ/USD,1.5694,1.5806,1.5635,1.5737,850.20461,1337.966994757
1649746800000,2022-04-12 07:00:00,ENJ/USD,1.5538,1.5717,1.5538,1.5694,578.991345,908.669016843
1649743200000,2022-04-12 06:00:00,ENJ/USD,1.5861,1.5907,1.5538,1.5538,628.944223,977.2535336974
1649739600000,2022-04-12 05:00:00,ENJ/USD,1.5603,1.5907,1.5578,1.5861,20265.761787,32143.524770360706
1649736000000,2022-04-12 04:00:00,ENJ/USD,1.537,1.5609,1.5318,1.5603,851.102869,1327.9758065007002
1649732400000,2022-04-12 03:00:00,ENJ/USD,1.5156,1.537,1.5156,1.537,912.739681,1402.880889697
1649728800000,2022-04-12 02:00:00,ENJ/USD,1.5312,1.5336,1.504,1.5156,2322.914778,3520.6096375368
1649725200000,2022-04-12 01:00:00,ENJ/USD,1.5206,1.5467,1.5151,1.5312,2345.539895,3591.4906872239994
1649721600000,2022-04-12 00:00:00,ENJ/USD,1.503,1.5436,1.4998,1.5206,16905.670652,25706.7627934312
1649718000000,2022-04-11 23:00:00,ENJ/USD,1.505,1.5113,1.4926,1.503,1349.479245,2028.267305235
1649714400000,2022-04-11 22:00:00,ENJ/USD,1.4742,1.5159,1.4658,1.505,7753.079843,11668.385163715
1649710800000,2022-04-11 21:00:00,ENJ/USD,1.5143,1.5197,1.466,1.4742,6752.066538,9953.8964903196
1649707200000,2022-04-11 20:00:00,ENJ/USD,1.5238,1.5287,1.504,1.5143,6633.006765,10044.3621442395
1649703600000,2022-04-11 19:00:00,ENJ/USD,1.5408,1.5555,1.5041,1.5238,38319.083118,58390.618855208406
1649700000000,2022-04-11 18:00:00,ENJ/USD,1.5388,1.5453,1.5252,1.5408,21652.380446,33361.9877911968
1649696400000,2022-04-11 17:00:00,ENJ/USD,1.5314,1.5446,1.5237,1.5388,2460.080735,3785.572235018
1649692800000,2022-04-11 16:00:00,ENJ/USD,1.5133,1.5314,1.5114,1.5314,2906.552883,4451.0950850262
1649689200000,2022-04-11 15:00:00,ENJ/USD,1.5236,1.5317,1.5123,1.5133,4810.857142,7280.2701129886
1649685600000,2022-04-11 14:00:00,ENJ/USD,1.5314,1.5335,1.515,1.5236,1719.280169,2619.4952654884
1649682000000,2022-04-11 13:00:00,ENJ/USD,1.5292,1.5314,1.4955,1.5314,9022.190159,13816.5820094926
1649678400000,2022-04-11 12:00:00,ENJ/USD,1.5218,1.5389,1.5201,1.5292,20865.58059,31907.645838228
1649674800000,2022-04-11 11:00:00,ENJ/USD,1.5503,1.5524,1.5151,1.5218,4826.937257,7345.633117702599
1649671200000,2022-04-11 10:00:00,ENJ/USD,1.5329,1.5576,1.5308,1.5503,68296.751087,105880.4532101761
1649667600000,2022-04-11 09:00:00,ENJ/USD,1.608,1.608,1.5329,1.5329,4471.604833,6854.5230485057
1649664000000,2022-04-11 08:00:00,ENJ/USD,1.6265,1.629,1.6003,1.608,1126.327045,1811.13388836
1649660400000,2022-04-11 07:00:00,ENJ/USD,1.6223,1.6276,1.6171,1.6265,1100.205198,1789.4837545470002
1649656800000,2022-04-11 06:00:00,ENJ/USD,1.6271,1.6283,1.6097,1.6223,391.296802,634.8008018846001
1649653200000,2022-04-11 05:00:00,ENJ/USD,1.6292,1.6331,1.6265,1.6271,4591.399104,7470.6654821184
1649649600000,2022-04-11 04:00:00,ENJ/USD,1.6095,1.63,1.6095,1.6292,5046.45889,8221.690823588
1649646000000,2022-04-11 03:00:00,ENJ/USD,1.6105,1.6148,1.5958,1.6095,6301.633754,10142.479527063
1649642400000,2022-04-11 02:00:00,ENJ/USD,1.6432,1.65,1.6072,1.6105,6385.5762,10283.9704701
1649638800000,2022-04-11 01:00:00,ENJ/USD,1.6502,1.6641,1.6405,1.6432,1341.553383,2204.4405189456
1649635200000,2022-04-11 00:00:00,ENJ/USD,1.6601,1.6707,1.6226,1.6502,3047.611226,5029.168045145199
1649631600000,2022-04-10 23:00:00,ENJ/USD,1.6852,1.6878,1.6601,1.6601,1334.926079,2216.1107837479
1649628000000,2022-04-10 22:00:00,ENJ/USD,1.7285,1.731,1.673,1.6852,5468.06695,9214.78642414
1649624400000,2022-04-10 21:00:00,ENJ/USD,1.7513,1.7564,1.7285,1.7285,3567.318636,6166.110262325999
1649620800000,2022-04-10 20:00:00,ENJ/USD,1.751,1.7612,1.75,1.7513,327.212634,573.0474859242
1649617200000,2022-04-10 19:00:00,ENJ/USD,1.7507,1.7585,1.7479,1.751,668.562431,1170.652816681
1649613600000,2022-04-10 18:00:00,ENJ/USD,1.7479,1.7593,1.7479,1.7507,3112.680341,5449.3694729887
1649610000000,2022-04-10 17:00:00,ENJ/USD,1.7326,1.7564,1.7323,1.7479,593.83097,1037.957152463
1649606400000,2022-04-10 16:00:00,ENJ/USD,1.7243,1.7364,1.7157,1.7326,682.940058,1183.2619444908
1649602800000,2022-04-10 15:00:00,ENJ/USD,1.7232,1.7272,1.717,1.7243,7224.190536,12456.6717412248
1649599200000,2022-04-10 14:00:00,ENJ/USD,1.7146,1.7259,1.71,1.7232,11997.524034,20674.1334153888
1649595600000,2022-04-10 13:00:00,ENJ/USD,1.7185,1.7259,1.7073,1.7146,232.224828,398.1726900888
1649592000000,2022-04-10 12:00:00,ENJ/USD,1.7254,1.7373,1.7185,1.7185,208.040142,357.516984027
1649588400000,2022-04-10 11:00:00,ENJ/USD,1.7202,1.731,1.7202,1.7254,111.243445,191.939440003
1649584800000,2022-04-10 10:00:00,ENJ/USD,1.7247,1.7253,1.7081,1.7202,464.450899,798.9484364598
1649581200000,2022-04-10 09:00:00,ENJ/USD,1.7614,1.7621,1.7199,1.7247,1104.373691,1904.7133048677
1649577600000,2022-04-10 08:00:00,ENJ/USD,1.7693,1.7693,1.7614,1.7614,101.310669,178.4486123766
1649574000000,2022-04-10 07:00:00,ENJ/USD,1.7529,1.7738,1.7465,1.7693,664.65179,1175.968412047
1649570400000,2022-04-10 06:00:00,ENJ/USD,1.7548,1.7579,1.7455,1.7529,1199.644685,2102.8571683365
1649566800000,2022-04-10 05:00:00,ENJ/USD,1.7623,1.7623,1.7414,1.7548,409.492101,718.5767388347999
1649563200000,2022-04-10 04:00:00,ENJ/USD,1.7655,1.7655,1.7492,1.7623,2044.355797,3602.7682210531
1649559600000,2022-04-10 03:00:00,ENJ/USD,1.7661,1.7713,1.7614,1.7655,71.056728,125.450653284
1649556000000,2022-04-10 02:00:00,ENJ/USD,1.7659,1.7724,1.7589,1.7661,1267.091844,2237.8109056884
1649552400000,2022-04-10 01:00:00,ENJ/USD,1.7678,1.7769,1.7631,1.7659,1087.545605,1920.4967838695
1649548800000,2022-04-10 00:00:00,ENJ/USD,1.805,1.8082,1.7678,1.7678,2135.31848,3774.816008944
1649545200000,2022-04-09 23:00:00,ENJ/USD,1.7915,1.8078,1.7887,1.805,4217.30469,7612.234965449999
1649541600000,2022-04-09 22:00:00,ENJ/USD,1.8068,1.8077,1.7889,1.7915,3067.225646,5494.934744809
1649538000000,2022-04-09 21:00:00,ENJ/USD,1.7883,1.8136,1.7883,1.8068,7211.625386,13029.9647474248
1649534400000,2022-04-09 20:00:00,ENJ/USD,1.8096,1.8122,1.7883,1.7883,2673.528041,4781.0701957203
1649530800000,2022-04-09 19:00:00,ENJ/USD,1.7878,1.8096,1.7878,1.8096,4011.517738,7259.2424986848
1649527200000,2022-04-09 18:00:00,ENJ/USD,1.8008,1.8206,1.7855,1.7878,1965.330954,3513.6186795612
1649523600000,2022-04-09 17:00:00,ENJ/USD,1.7937,1.8091,1.7854,1.8008,2141.855695,3857.053735556
1649520000000,2022-04-09 16:00:00,ENJ/USD,1.7646,1.7974,1.7646,1.7937,1339.811768,2403.2203682616
1649516400000,2022-04-09 15:00:00,ENJ/USD,1.8155,1.8181,1.7535,1.7646,18818.252672,33206.6886650112
1649512800000,2022-04-09 14:00:00,ENJ/USD,1.7995,1.8193,1.783,1.8155,4485.585225,8143.579975987499
1649509200000,2022-04-09 13:00:00,ENJ/USD,1.7932,1.8267,1.7879,1.7995,10380.431619,18679.586698390503
1649505600000,2022-04-09 12:00:00,ENJ/USD,1.7814,1.7936,1.7643,1.7932,1741.242104,3122.3953408928
1649502000000,2022-04-09 11:00:00,ENJ/USD,1.7613,1.7828,1.754,1.7814,1630.658091,2904.8543233074
1649498400000,2022-04-09 10:00:00,ENJ/USD,1.7296,1.7666,1.7158,1.7613,5646.372346,9944.9556130098
1649494800000,2022-04-09 09:00:00,ENJ/USD,1.7062,1.7353,1.7062,1.7296,592.543929,1024.8639795984002
1649491200000,2022-04-09 08:00:00,ENJ/USD,1.7058,1.7136,1.6996,1.7062,382.618824,652.8242375088
1649487600000,2022-04-09 07:00:00,ENJ/USD,1.6939,1.7092,1.6898,1.7058,209.593806,357.5251142748
1649484000000,2022-04-09 06:00:00,ENJ/USD,1.7217,1.7217,1.6904,1.6939,1952.336956,3307.0635697684
1649480400000,2022-04-09 05:00:00,ENJ/USD,1.7136,1.7219,1.7063,1.7217,4405.37731,7584.738114627
1649476800000,2022-04-09 04:00:00,ENJ/USD,1.6858,1.7234,1.6837,1.7136,2216.122211,3797.5470207696
1649473200000,2022-04-09 03:00:00,ENJ/USD,1.6729,1.6929,1.6653,1.6858,1518.364255,2559.658461079
1649469600000,2022-04-09 02:00:00,ENJ/USD,1.7164,1.7246,1.6692,1.6729,3121.520254,5221.9912329166
1649466000000,2022-04-09 01:00:00,ENJ/USD,1.7092,1.7364,1.6981,1.7164,5210.224728,8942.8297231392
1649462400000,2022-04-09 00:00:00,ENJ/USD,1.6516,1.7114,1.6482,1.7092,5982.366319,10225.0605124348
1649458800000,2022-04-08 23:00:00,ENJ/USD,1.6692,1.6761,1.6369,1.6516,4368.630692,7215.230450907199
1649455200000,2022-04-08 22:00:00,ENJ/USD,1.6679,1.6878,1.6426,1.6692,22271.226924,37175.1319815408
1649451600000,2022-04-08 21:00:00,ENJ/USD,1.7198,1.7278,1.6677,1.6679,12992.35238,21669.944534602
1649448000000,2022-04-08 20:00:00,ENJ/USD,1.7149,1.731,1.6996,1.7198,2205.319878,3792.7091261844
1649444400000,2022-04-08 19:00:00,ENJ/USD,1.7217,1.7373,1.7057,1.7149,11714.515957,20089.2234146593
1649440800000,2022-04-08 18:00:00,ENJ/USD,1.7124,1.7268,1.6853,1.7217,2990.660861,5149.0208043837
1649437200000,2022-04-08 17:00:00,ENJ/USD,1.7394,1.7394,1.7057,1.7124,6430.156957,11011.0007731668
1649433600000,2022-04-08 16:00:00,ENJ/USD,1.7473,1.7666,1.7311,1.7394,1330.790682,2314.7773122708004
1649430000000,2022-04-08 15:00:00,ENJ/USD,1.7304,1.7764,1.7304,1.7473,3197.181137,5586.434600680101
1649426400000,2022-04-08 14:00:00,ENJ/USD,1.703,1.7373,1.6996,1.7304,5596.802704,9684.7073990016
1649422800000,2022-04-08 13:00:00,ENJ/USD,1.6736,1.7286,1.6646,1.703,3607.955757,6144.348654171001
1649419200000,2022-04-08 12:00:00,ENJ/USD,1.6742,1.733,1.6736,1.6736,2635.73534,4411.166665024
1649415600000,2022-04-08 11:00:00,ENJ/USD,1.7234,1.7234,1.6658,1.6742,1767.124785,2958.520315047
1649412000000,2022-04-08 10:00:00,ENJ/USD,1.7164,1.7485,1.7115,1.7234,7705.704335,13280.010850939
1649408400000,2022-04-08 09:00:00,ENJ/USD,1.6988,1.7219,1.6959,1.7164,529.408587,908.6768987268
1649404800000,2022-04-08 08:00:00,ENJ/USD,1.6723,1.7178,1.6723,1.6988,5928.736848,10071.7381573824
1649401200000,2022-04-08 07:00:00,ENJ/USD,1.6704,1.6783,1.6618,1.6723,250.566763,419.0227977649
1649397600000,2022-04-08 06:00:00,ENJ/USD,1.6804,1.6819,1.67,1.6704,1411.968623,2358.5523878592003
1649394000000,2022-04-08 05:00:00,ENJ/USD,1.6774,1.6819,1.6736,1.6804,432.989757,727.5959876628
1649390400000,2022-04-08 04:00:00,ENJ/USD,1.6797,1.6849,1.676,1.6774,271.212431,454.9317317594
1649386800000,2022-04-08 03:00:00,ENJ/USD,1.6787,1.687,1.6736,1.6797,264.825457,444.8273201229
1649383200000,2022-04-08 02:00:00,ENJ/USD,1.6763,1.687,1.6716,1.6787,1121.728165,1883.0450705855
1649379600000,2022-04-08 01:00:00,ENJ/USD,1.6654,1.6875,1.6641,1.6763,1471.372738,2466.4621207094
1649376000000,2022-04-08 00:00:00,ENJ/USD,1.672,1.6993,1.6613,1.6654,6449.116598,10740.358782309198
1649372400000,2022-04-07 23:00:00,ENJ/USD,1.6717,1.6793,1.6653,1.672,945.197354,1580.369975888
1649368800000,2022-04-07 22:00:00,ENJ/USD,1.651,1.6717,1.646,1.6717,1774.801607,2966.9358464219
1649365200000,2022-04-07 21:00:00,ENJ/USD,1.6483,1.6624,1.6311,1.651,6120.097601,10104.281139251
1649361600000,2022-04-07 20:00:00,ENJ/USD,1.6256,1.658,1.6246,1.6483,489.439394,806.7429531302
1649358000000,2022-04-07 19:00:00,ENJ/USD,1.637,1.642,1.6256,1.6256,15483.428816,25169.8618832896
1649354400000,2022-04-07 18:00:00,ENJ/USD,1.6371,1.6467,1.6325,1.637,6004.202679,9828.879785523
1649350800000,2022-04-07 17:00:00,ENJ/USD,1.6277,1.6403,1.6261,1.6371,1834.8643,3003.85634553
1649347200000,2022-04-07 16:00:00,ENJ/USD,1.6141,1.6277,1.6042,1.6277,1448.737009,2358.1092295493
1649343600000,2022-04-07 15:00:00,ENJ/USD,1.6232,1.6286,1.5921,1.6141,18599.409904,30021.307526046403
1649340000000,2022-04-07 14:00:00,ENJ/USD,1.6509,1.6524,1.616,1.6232,4267.858949,6927.5886460168
1649336400000,2022-04-07 13:00:00,ENJ/USD,1.6472,1.6584,1.6221,1.6509,6213.868645,10258.4757460305
1649332800000,2022-04-07 12:00:00,ENJ/USD,1.6668,1.6759,1.6452,1.6472,1121.755356,1847.7554224032
1649329200000,2022-04-07 11:00:00,ENJ/USD,1.6536,1.6793,1.6426,1.6668,3041.110472,5068.9229347296
1649325600000,2022-04-07 10:00:00,ENJ/USD,1.6657,1.6706,1.6406,1.6536,1647.849226,2724.8834801136
1649322000000,2022-04-07 09:00:00,ENJ/USD,1.6884,1.6886,1.6479,1.6657,1773.750977,2954.5370023889
1649318400000,2022-04-07 08:00:00,ENJ/USD,1.6785,1.7135,1.6785,1.6884,4406.944693,7440.6854196612
1649314800000,2022-04-07 07:00:00,ENJ/USD,1.7103,1.731,1.6653,1.6785,42693.543409,71661.1126120065
1649311200000,2022-04-07 06:00:00,ENJ/USD,1.5801,1.7269,1.5801,1.7103,18681.241998,31950.5281891794
1649307600000,2022-04-07 05:00:00,ENJ/USD,1.5663,1.5974,1.5569,1.5801,7123.935431,11256.5303745231
1649304000000,2022-04-07 04:00:00,ENJ/USD,1.5402,1.5726,1.5392,1.5663,37826.447486,59247.5646973218
1649300400000,2022-04-07 03:00:00,ENJ/USD,1.5455,1.5495,1.5252,1.5402,5604.711643,8632.376872548599
1649296800000,2022-04-07 02:00:00,ENJ/USD,1.5314,1.5482,1.5164,1.5455,3578.061091,5529.8934161405
1649293200000,2022-04-07 01:00:00,ENJ/USD,1.4862,1.5314,1.4862,1.5314,33111.681239,50707.2286494046
1649289600000,2022-04-07 00:00:00,ENJ/USD,1.5223,1.5462,1.48,1.4862,30607.376306,45488.6826659772
1649286000000,2022-04-06 23:00:00,ENJ/USD,1.5428,1.5552,1.5178,1.5223,2948.645585,4488.7231740455
1649282400000,2022-04-06 22:00:00,ENJ/USD,1.5832,1.5832,1.5416,1.5428,2002.261953,3089.0897410884
1649278800000,2022-04-06 21:00:00,ENJ/USD,1.5904,1.599,1.5806,1.5832,960.851298,1521.2197749936
1649275200000,2022-04-06 20:00:00,ENJ/USD,1.5801,1.6012,1.5797,1.5904,3821.523973,6077.751726659199
1649271600000,2022-04-06 19:00:00,ENJ/USD,1.5816,1.5868,1.5639,1.5801,4374.394887,6911.981360948701
1649268000000,2022-04-06 18:00:00,ENJ/USD,1.5645,1.5857,1.5402,1.5816,6356.996828,10054.2261831648
1649264400000,2022-04-06 17:00:00,ENJ/USD,1.5513,1.5671,1.5241,1.5645,6288.089565,9837.7161244425
1649260800000,2022-04-06 16:00:00,ENJ/USD,1.57,1.5911,1.5357,1.5513,4284.302008,6646.237705010399
1649257200000,2022-04-06 15:00:00,ENJ/USD,1.5696,1.5732,1.5694,1.57,9.550717,14.99462569
1649253600000,2022-04-06 14:00:00,ENJ/USD,1.5734,1.5824,1.5416,1.5696,20437.764544,32079.11522826241
1649250000000,2022-04-06 13:00:00,ENJ/USD,1.6144,1.6439,1.5646,1.5734,3920.529433,6168.5610098822
1649246400000,2022-04-06 12:00:00,ENJ/USD,1.6147,1.6259,1.6003,1.6144,2514.520282,4059.4415432608
1649242800000,2022-04-06 11:00:00,ENJ/USD,1.6361,1.6386,1.5941,1.6147,2798.079442,4518.0588749974
1649239200000,2022-04-06 10:00:00,ENJ/USD,1.6695,1.6709,1.6361,1.6361,1498.613604,2451.8817175044
1649235600000,2022-04-06 09:00:00,ENJ/USD,1.6714,1.6725,1.6547,1.6695,1906.531409,3182.9541873255
1649232000000,2022-04-06 08:00:00,ENJ/USD,1.6677,1.673,1.6609,1.6714,126.080379,210.7307454606
1649228400000,2022-04-06 07:00:00,ENJ/USD,1.6799,1.6858,1.6677,1.6677,722.533768,1204.9695648936
1649224800000,2022-04-06 06:00:00,ENJ/USD,1.6761,1.6799,1.6677,1.6799,539.238155,905.8661765845
1649221200000,2022-04-06 05:00:00,ENJ/USD,1.671,1.6774,1.6672,1.6761,1043.409273,1748.8582824752998
1649217600000,2022-04-06 04:00:00,ENJ/USD,1.6469,1.671,1.6422,1.671,5998.314348,10023.183275508
1649214000000,2022-04-06 03:00:00,ENJ/USD,1.6537,1.6595,1.6469,1.6469,1223.134547,2014.3802854543003
1649210400000,2022-04-06 02:00:00,ENJ/USD,1.6418,1.6668,1.6418,1.6537,1988.793703,3288.8681466511
1649206800000,2022-04-06 01:00:00,ENJ/USD,1.6305,1.6516,1.6291,1.6418,3220.926336,5288.1168584448
1649203200000,2022-04-06 00:00:00,ENJ/USD,1.6996,1.6996,1.5844,1.6305,30517.75375,49759.197489375
1649199600000,2022-04-05 23:00:00,ENJ/USD,1.7211,1.7224,1.6931,1.6996,7160.671262,12170.2768768952
1649196000000,2022-04-05 22:00:00,ENJ/USD,1.7278,1.7339,1.7173,1.7211,4037.934294,6949.6887134034005
1649192400000,2022-04-05 21:00:00,ENJ/USD,1.721,1.7278,1.7164,1.7278,1139.608033,1969.0147594174
1649188800000,2022-04-05 20:00:00,ENJ/USD,1.7408,1.745,1.7126,1.721,5954.542471,10247.767592591
1649185200000,2022-04-05 19:00:00,ENJ/USD,1.7551,1.7552,1.7274,1.7408,3640.084944,6336.6598705152
1649181600000,2022-04-05 18:00:00,ENJ/USD,1.7599,1.7683,1.754,1.7551,16116.894086,28286.7608103386
1649178000000,2022-04-05 17:00:00,ENJ/USD,1.7615,1.7712,1.7569,1.7599,6803.940628,11974.2551112172
1649174400000,2022-04-05 16:00:00,ENJ/USD,1.7524,1.7696,1.7442,1.7615,4544.948693,8005.9271227195
1649170800000,2022-04-05 15:00:00,ENJ/USD,1.7517,1.7579,1.7427,1.7524,1041.417557,1824.9801268868
1649167200000,2022-04-05 14:00:00,ENJ/USD,1.773,1.7757,1.7407,1.7517,2325.661357,4073.8609990569
1649163600000,2022-04-05 13:00:00,ENJ/USD,1.7922,1.8017,1.7678,1.773,19442.513688,34471.576768823994
1649160000000,2022-04-05 12:00:00,ENJ/USD,1.7967,1.8115,1.7922,1.7922,4624.004165,8287.140264513
1649156400000,2022-04-05 11:00:00,ENJ/USD,1.7866,1.7967,1.7838,1.7967,419.241743,753.2516396481
1649152800000,2022-04-05 10:00:00,ENJ/USD,1.7793,1.7866,1.7691,1.7866,288.769412,515.9154314791999
1649149200000,2022-04-05 09:00:00,ENJ/USD,1.7935,1.7935,1.779,1.7793,1788.909207,3183.0061520151003
1649145600000,2022-04-05 08:00:00,ENJ/USD,1.7945,1.7978,1.7839,1.7935,95.422079,171.1394986865
1649142000000,2022-04-05 07:00:00,ENJ/USD,1.7782,1.7945,1.7782,1.7945,1313.295395,2356.7085863275
1649138400000,2022-04-05 06:00:00,ENJ/USD,1.8049,1.8065,1.7735,1.7782,1332.810882,2370.0043103724
1649134800000,2022-04-05 05:00:00,ENJ/USD,1.8099,1.8115,1.8041,1.8049,388.883104,701.8951144096
1649131200000,2022-04-05 04:00:00,ENJ/USD,1.8032,1.8102,1.7988,1.8099,2318.502498,4196.2576711302
1649127600000,2022-04-05 03:00:00,ENJ/USD,1.7984,1.8063,1.7962,1.8032,2056.484223,3708.2523509136
1649124000000,2022-04-05 02:00:00,ENJ/USD,1.7936,1.8096,1.79,1.7984,36918.671258,66394.5383903872
1649120400000,2022-04-05 01:00:00,ENJ/USD,1.783,1.7993,1.782,1.7936,1231.460895,2208.748261272
1649116800000,2022-04-05 00:00:00,ENJ/USD,1.7782,1.7896,1.7725,1.783,473.970815,845.089963145
1649113200000,2022-04-04 23:00:00,ENJ/USD,1.7813,1.7836,1.773,1.7782,3746.173134,6661.4450668788
1649109600000,2022-04-04 22:00:00,ENJ/USD,1.7714,1.7814,1.7569,1.7813,5618.886107,10008.9218223991
1649106000000,2022-04-04 21:00:00,ENJ/USD,1.7658,1.7752,1.7658,1.7714,6627.999123,11740.8376464822
1649102400000,2022-04-04 20:00:00,ENJ/USD,1.7548,1.7719,1.7427,1.7658,919.445341,1623.5565831378
1649098800000,2022-04-04 19:00:00,ENJ/USD,1.7305,1.7552,1.7279,1.7548,6495.006471,11397.437355310798
1649095200000,2022-04-04 18:00:00,ENJ/USD,1.7125,1.7305,1.6988,1.7305,6485.57778,11223.29234829
1649091600000,2022-04-04 17:00:00,ENJ/USD,1.7568,1.7623,1.6895,1.7125,18132.920657,31052.626625112494
1649088000000,2022-04-04 16:00:00,ENJ/USD,1.7496,1.766,1.7442,1.7568,1595.831615,2803.556981232
1649084400000,2022-04-04 15:00:00,ENJ/USD,1.7749,1.7801,1.7455,1.7496,3712.179316,6494.828931273601
1649080800000,2022-04-04 14:00:00,ENJ/USD,1.8184,1.8203,1.7725,1.7749,11831.200418,20999.1976219082
1649077200000,2022-04-04 13:00:00,ENJ/USD,1.8188,1.8271,1.8055,1.8184,4266.641102,7758.460179876799
1649073600000,2022-04-04 12:00:00,ENJ/USD,1.8453,1.8524,1.8121,1.8188,1407.388401,2559.7580237388
1649070000000,2022-04-04 11:00:00,ENJ/USD,1.8271,1.8453,1.8264,1.8453,811.65304,1497.743354712
1649066400000,2022-04-04 10:00:00,ENJ/USD,1.826,1.8292,1.8077,1.8271,1791.14537,3272.601705527
1649062800000,2022-04-04 09:00:00,ENJ/USD,1.8553,1.8571,1.8252,1.826,1054.069011,1924.730014086
1649059200000,2022-04-04 08:00:00,ENJ/USD,1.8652,1.8668,1.8459,1.8553,1346.502546,2498.1661735938
1649055600000,2022-04-04 07:00:00,ENJ/USD,1.8686,1.8687,1.8527,1.8652,8185.247399,15267.1234486148
