unix,date,symbol,open,high,low,close,Volume AAVE,Volume USD,just_date
1651273200000,2022-04-29 23:00:00,AAVE/USD,156.1642,157.719,155.7579,157.2436,195.267546,30704.5718962056,2022-04-29
1651269600000,2022-04-29 22:00:00,AAVE/USD,154.4791,156.2546,153.3282,156.1642,19.762328,3086.1681422576,2022-04-29
1651266000000,2022-04-29 21:00:00,AAVE/USD,154.2715,155.0982,153.7894,154.4791,2.468047,381.26167931769993,2022-04-29
1651262400000,2022-04-29 20:00:00,AAVE/USD,152.4055,154.8102,152.0211,154.2715,21.864425,3373.0576413875,2022-04-29
1651258800000,2022-04-29 19:00:00,AAVE/USD,155.9762,155.9762,151.4735,152.4055,97.188145,14812.0078327975,2022-04-29
1651255200000,2022-04-29 18:00:00,AAVE/USD,156.4438,156.7901,154.2575,155.9762,72.464296,11302.705525755202,2022-04-29
1651251600000,2022-04-29 17:00:00,AAVE/USD,154.3375,156.9301,154.3375,156.4438,19.053739,2980.8393333682,2022-04-29
1651248000000,2022-04-29 16:00:00,AAVE/USD,157.6315,157.7183,154.2575,154.3375,18.412304,2841.7089686,2022-04-29
1651244400000,2022-04-29 15:00:00,AAVE/USD,157.6164,158.5104,157.2264,157.6315,47.466,7482.136778999999,2022-04-29
1651240800000,2022-04-29 14:00:00,AAVE/USD,160.2238,160.6942,157.1121,157.6164,92.54349,14586.371737236,2022-04-29
1651237200000,2022-04-29 13:00:00,AAVE/USD,158.8258,160.3022,158.1603,160.2238,64.141506,10276.995829042802,2022-04-29
1651233600000,2022-04-29 12:00:00,AAVE/USD,158.2597,159.9334,157.8068,158.8258,27.777839,4411.8375014462,2022-04-29
1651230000000,2022-04-29 11:00:00,AAVE/USD,158.0509,158.9288,157.0221,158.2597,50.644024,8014.908045032801,2022-04-29
1651226400000,2022-04-29 10:00:00,AAVE/USD,160.7632,160.9065,156.8937,158.0509,114.887971,18158.1472157239,2022-04-29
1651222800000,2022-04-29 09:00:00,AAVE/USD,161.8767,161.8767,160.3767,160.7632,11.536149,1854.5882289168,2022-04-29
1651219200000,2022-04-29 08:00:00,AAVE/USD,164.9171,164.9171,161.8767,161.8767,5.671809,918.1337239503,2022-04-29
1651215600000,2022-04-29 07:00:00,AAVE/USD,164.3189,165.1549,163.6151,164.9171,5.474899,902.9044658729,2022-04-29
1651212000000,2022-04-29 06:00:00,AAVE/USD,164.4349,165.1773,163.6151,164.3189,9.606848,1578.5866958272,2022-04-29
1651208400000,2022-04-29 05:00:00,AAVE/USD,164.6583,165.7912,164.4132,164.4349,9.901609,1628.1700857541,2022-04-29
1651204800000,2022-04-29 04:00:00,AAVE/USD,163.8769,164.9669,162.4265,164.6583,24.140128,3974.8724382624,2022-04-29
1651201200000,2022-04-29 03:00:00,AAVE/USD,162.6496,164.3336,162.2608,163.8769,32.942318,5398.4849526542,2022-04-29
1651197600000,2022-04-29 02:00:00,AAVE/USD,165.9185,165.9447,161.9878,162.6496,37.200592,6050.6614085632,2022-04-29
1651194000000,2022-04-29 01:00:00,AAVE/USD,167.5446,167.5532,165.2588,165.9185,4.588929,761.3882162865,2022-04-29
1651190400000,2022-04-29 00:00:00,AAVE/USD,166.0534,168.2597,165.7941,167.5446,51.126595,8565.984908637,2022-04-29
