unix,date,symbol,open,high,low,close,Volume ETH,Volume USD,just_date
1651449540,2022-05-01 23:59:00,ETH/USD,2826.82,2826.82,2826.82,2826.82,0.0148,41.836936,2022-05-01
1651449480,2022-05-01 23:58:00,ETH/USD,2823.64,2824.3,2823.64,2824.3,0.0826,233.28718000000003,2022-05-01
1651449420,2022-05-01 23:57:00,ETH/USD,2829.79,2829.79,2823.61,2823.61,1.75642837,4959.4687098157,2022-05-01
1651449360,2022-05-01 23:56:00,ETH/USD,2829.78,2830.44,2829.76,2829.94,0.6527,1847.101838,2022-05-01
1651449300,2022-05-01 23:55:00,ETH/USD,2828.25,2828.25,2828.25,2828.25,0.02651815,74.9999577375,2022-05-01
1651449240,2022-05-01 23:54:00,ETH/USD,2830.19,2830.19,2828.25,2828.25,0.76057169,2151.0868822425,2022-05-01
1651449180,2022-05-01 23:53:00,ETH/USD,2829.11,2829.11,2829.11,2829.11,0.0,0.0,2022-05-01
1651449120,2022-05-01 23:52:00,ETH/USD,2827.52,2829.11,2827.52,2829.11,3.21003327,9081.5372244897,2022-05-01
1651449060,2022-05-01 23:51:00,ETH/USD,2825.65,2827.11,2825.65,2827.11,0.04919041,139.0667000151,2022-05-01
1651449000,2022-05-01 23:50:00,ETH/USD,2824.7,2825.14,2824.7,2825.14,0.0604,170.638456,2022-05-01
1651448940,2022-05-01 23:49:00,ETH/USD,2825.65,2825.65,2825.65,2825.65,0.0,0.0,2022-05-01
1651448880,2022-05-01 23:48:00,ETH/USD,2824.52,2825.65,2824.52,2825.65,0.09128072,257.927366468,2022-05-01
1651448820,2022-05-01 23:47:00,ETH/USD,2823.77,2823.77,2823.6,2823.6,0.5578,1575.00408,2022-05-01
1651448760,2022-05-01 23:46:00,ETH/USD,2832.71,2832.71,2827.97,2827.97,0.91582657,2589.9300651629,2022-05-01
1651448700,2022-05-01 23:45:00,ETH/USD,2827.37,2828.6,2827.37,2828.6,0.0921,260.51406,2022-05-01
1651448640,2022-05-01 23:44:00,ETH/USD,2828.57,2830.63,2828.57,2828.62,2.2869,6468.771078,2022-05-01
1651448580,2022-05-01 23:43:00,ETH/USD,2827.97,2828.69,2826.69,2826.69,1.02094527,2885.8957852563,2022-05-01
1651448520,2022-05-01 23:42:00,ETH/USD,2830.38,2830.38,2829.28,2829.28,0.42512473,1202.7968960944002,2022-05-01
1651448460,2022-05-01 23:41:00,ETH/USD,2830.92,2830.92,2829.85,2830.44,3.4297,9707.560068,2022-05-01
1651448400,2022-05-01 23:40:00,ETH/USD,2833.22,2833.22,2832.62,2832.62,10.0,28326.2,2022-05-01
1651448340,2022-05-01 23:39:00,ETH/USD,2831.45,2832.25,2830.1,2832.25,0.09862108,279.31955383,2022-05-01
1651448280,2022-05-01 23:38:00,ETH/USD,2830.65,2830.65,2829.32,2829.32,0.03589059,101.5459640988,2022-05-01
1651448220,2022-05-01 23:37:00,ETH/USD,2832.97,2834.74,2832.78,2832.78,0.19974997,565.8477200166001,2022-05-01
1651448160,2022-05-01 23:36:00,ETH/USD,2833.25,2833.25,2833.25,2833.25,0.93661777,2653.6722968525,2022-05-01
1651448100,2022-05-01 23:35:00,ETH/USD,2836.22,2837.1,2835.67,2835.67,5.40127294,15316.2276377698,2022-05-01
1651448040,2022-05-01 23:34:00,ETH/USD,2837.17,2837.17,2835.26,2835.26,0.1259,356.95923400000004,2022-05-01
1651447980,2022-05-01 23:33:00,ETH/USD,2837.6,2837.6,2837.6,2837.6,0.01960811,55.639972936,2022-05-01
1651447920,2022-05-01 23:32:00,ETH/USD,2836.17,2838.16,2836.17,2838.16,1.58088089,4486.7929067624,2022-05-01
1651447860,2022-05-01 23:31:00,ETH/USD,2834.56,2834.56,2834.56,2834.56,0.01,28.3456,2022-05-01
1651447800,2022-05-01 23:30:00,ETH/USD,2842.79,2842.79,2840.13,2841.39,3.39070697,9634.3208774883,2022-05-01
1651447740,2022-05-01 23:29:00,ETH/USD,2841.99,2841.99,2837.06,2838.25,6.87837964,19522.561013230003,2022-05-01
1651447680,2022-05-01 23:28:00,ETH/USD,2846.77,2847.66,2845.02,2845.02,8.60974589,24494.8992519678,2022-05-01
