unix,date,symbol,open,high,low,close,Volume XRP,Volume USD,just_date
1651449540,2022-05-01 23:59:00,XRP/USD,0.60808,0.60808,0.60808,0.60808,0.0,0.0,2022-05-01
1651449480,2022-05-01 23:58:00,XRP/USD,0.60808,0.60808,0.60808,0.60808,0.0,0.0,2022-05-01
1651449420,2022-05-01 23:57:00,XRP/USD,0.60808,0.60808,0.60808,0.60808,0.0,0.0,2022-05-01
1651449360,2022-05-01 23:56:00,XRP/USD,0.60808,0.60808,0.60808,0.60808,0.0,0.0,2022-05-01
1651449300,2022-05-01 23:55:00,XRP/USD,0.60808,0.60808,0.60808,0.60808,230.43147283,140.1207699984664,2022-05-01
1651449240,2022-05-01 23:54:00,XRP/USD,0.60749,0.60749,0.60749,0.60749,0.0,0.0,2022-05-01
1651449180,2022-05-01 23:53:00,XRP/USD,0.60749,0.60749,0.60749,0.60749,0.0,0.0,2022-05-01
1651449120,2022-05-01 23:52:00,XRP/USD,0.60749,0.60749,0.60749,0.60749,0.0,0.0,2022-05-01
1651449060,2022-05-01 23:51:00,XRP/USD,0.60749,0.60749,0.60749,0.60749,0.0,0.0,2022-05-01
1651449000,2022-05-01 23:50:00,XRP/USD,0.60749,0.60749,0.60749,0.60749,34.084,20.70568916,2022-05-01
1651448940,2022-05-01 23:49:00,XRP/USD,0.60687,0.60687,0.60687,0.60687,0.0,0.0,2022-05-01
1651448880,2022-05-01 23:48:00,XRP/USD,0.60687,0.60687,0.60687,0.60687,1000.0,606.87,2022-05-01
1651448820,2022-05-01 23:47:00,XRP/USD,0.60654,0.60665,0.60654,0.60665,2185.6038,1325.89654527,2022-05-01
1651448760,2022-05-01 23:46:00,XRP/USD,0.60739,0.60739,0.60739,0.60739,0.0,0.0,2022-05-01
1651448700,2022-05-01 23:45:00,XRP/USD,0.60602,0.60739,0.6056,0.60739,25907.75864021,15736.11352047715,2022-05-01
1651448640,2022-05-01 23:44:00,XRP/USD,0.60673,0.60673,0.60673,0.60673,500.0,303.365,2022-05-01
1651448580,2022-05-01 23:43:00,XRP/USD,0.60697,0.60697,0.60697,0.60697,0.0,0.0,2022-05-01
1651448520,2022-05-01 23:42:00,XRP/USD,0.60697,0.60697,0.60697,0.60697,384.0,233.07648,2022-05-01
1651448460,2022-05-01 23:41:00,XRP/USD,0.60757,0.60757,0.60757,0.60757,0.0,0.0,2022-05-01
1651448400,2022-05-01 23:40:00,XRP/USD,0.60757,0.60757,0.60757,0.60757,0.0,0.0,2022-05-01
1651448340,2022-05-01 23:39:00,XRP/USD,0.60757,0.60757,0.60757,0.60757,3010.0,1828.7857,2022-05-01
1651448280,2022-05-01 23:38:00,XRP/USD,0.60683,0.60758,0.60683,0.60758,21308.36468115,12946.536212973117,2022-05-01
1651448220,2022-05-01 23:37:00,XRP/USD,0.60823,0.60823,0.60823,0.60823,0.0,0.0,2022-05-01
1651448160,2022-05-01 23:36:00,XRP/USD,0.60823,0.60823,0.60823,0.60823,0.0,0.0,2022-05-01
1651448100,2022-05-01 23:35:00,XRP/USD,0.60823,0.60823,0.60823,0.60823,0.0,0.0,2022-05-01
1651448040,2022-05-01 23:34:00,XRP/USD,0.60823,0.60823,0.60823,0.60823,763.15006,464.17076099380006,2022-05-01
1651447980,2022-05-01 23:33:00,XRP/USD,0.60828,0.60828,0.60828,0.60828,456.985468,277.97512047504006,2022-05-01
