unix,date,symbol,open,high,low,close,Volume XRP,Volume USD,just_date
1651535940,2022-05-02 23:59:00,XRP/USD,0.61434,0.61434,0.61434,0.61434,0.0,0.0,2022-05-02
1651535880,2022-05-02 23:58:00,XRP/USD,0.61434,0.61434,0.61434,0.61434,0.0,0.0,2022-05-02
1651535820,2022-05-02 23:57:00,XRP/USD,0.61434,0.61434,0.61434,0.61434,0.0,0.0,2022-05-02
1651535760,2022-05-02 23:56:00,XRP/USD,0.61434,0.61434,0.61434,0.61434,3175.71194171,1950.9668742701213,2022-05-02
1651535700,2022-05-02 23:55:00,XRP/USD,0.61388,0.61388,0.61386,0.61386,4643.27372932,2850.320011480375,2022-05-02
1651535640,2022-05-02 23:54:00,XRP/USD,0.61418,0.61425,0.61418,0.61425,31681.65476889,19460.45644179068,2022-05-02
1651535580,2022-05-02 23:53:00,XRP/USD,0.61377,0.61384,0.61377,0.61384,29686.0,18222.454240000003,2022-05-02
1651535520,2022-05-02 23:52:00,XRP/USD,0.61385,0.61385,0.61385,0.61385,7360.07149109,4517.979884805596,2022-05-02
1651535460,2022-05-02 23:51:00,XRP/USD,0.61357,0.61357,0.61357,0.61357,0.0,0.0,2022-05-02
1651535400,2022-05-02 23:50:00,XRP/USD,0.61357,0.61357,0.61357,0.61357,239.38784077,146.8811974612489,2022-05-02
1651535340,2022-05-02 23:49:00,XRP/USD,0.61347,0.61358,0.61347,0.61358,7656.68880283,4697.991115640431,2022-05-02
1651535280,2022-05-02 23:48:00,XRP/USD,0.61347,0.61347,0.61347,0.61347,2340.29784753,1435.7025205242292,2022-05-02
1651535220,2022-05-02 23:47:00,XRP/USD,0.61413,0.61413,0.61413,0.61413,0.0,0.0,2022-05-02
1651535160,2022-05-02 23:46:00,XRP/USD,0.61416,0.61416,0.61392,0.61413,12776.69141761,7846.549500296828,2022-05-02
1651535100,2022-05-02 23:45:00,XRP/USD,0.61258,0.61375,0.61258,0.61375,18201.9860058,11171.468911059752,2022-05-02
1651535040,2022-05-02 23:44:00,XRP/USD,0.61256,0.61256,0.61256,0.61256,0.0,0.0,2022-05-02
1651534980,2022-05-02 23:43:00,XRP/USD,0.61273,0.61273,0.61256,0.61256,176.0,107.81056,2022-05-02
1651534920,2022-05-02 23:42:00,XRP/USD,0.61328,0.61328,0.61328,0.61328,0.0,0.0,2022-05-02
1651534860,2022-05-02 23:41:00,XRP/USD,0.61341,0.61341,0.61248,0.61328,45377.10297898,27828.869714948854,2022-05-02
1651534800,2022-05-02 23:40:00,XRP/USD,0.61363,0.61363,0.61352,0.61352,9399.09391897,5766.532101166474,2022-05-02
1651534740,2022-05-02 23:39:00,XRP/USD,0.61597,0.61597,0.61597,0.61597,0.0,0.0,2022-05-02
1651534680,2022-05-02 23:38:00,XRP/USD,0.61597,0.61597,0.61597,0.61597,0.0,0.0,2022-05-02
1651534620,2022-05-02 23:37:00,XRP/USD,0.61597,0.61597,0.61597,0.61597,0.0,0.0,2022-05-02
1651534560,2022-05-02 23:36:00,XRP/USD,0.61597,0.61597,0.61597,0.61597,154.48935824,95.1608099950928,2022-05-02
1651534500,2022-05-02 23:35:00,XRP/USD,0.61641,0.61641,0.61519,0.61604,45904.21042854,28278.82979239778,2022-05-02
1651534440,2022-05-02 23:34:00,XRP/USD,0.61658,0.61658,0.61655,0.61655,283.94,175.063207,2022-05-02
1651534380,2022-05-02 23:33:00,XRP/USD,0.61651,0.61651,0.61651,0.61651,0.0,0.0,2022-05-02
1651534320,2022-05-02 23:32:00,XRP/USD,0.61667,0.61667,0.61651,0.61651,20485.26116228,12629.368359157244,2022-05-02
1651534260,2022-05-02 23:31:00,XRP/USD,0.61605,0.61605,0.61605,0.61605,0.0,0.0,2022-05-02
1651534200,2022-05-02 23:30:00,XRP/USD,0.61605,0.61605,0.61605,0.61605,0.0,0.0,2022-05-02
